@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {0, 1, 2}


@data

?,?,0.871,?,?,2.221,5.22,?
14.88,?,0.8811,5.554,?,?,?,0
?,?,0.905,5.291,3.337,2.699,?,?
13.84,?,?,?,?,2.259,4.805,0
16.14,14.99,?,5.658,?,?,5.175,0
?,14.21,?,?,3.312,?,4.956,0
?,14.49,0.8799,?,?,?,5.219,?
14.11,14.1,0.8911,?,?,?,5.0,?
16.63,?,?,?,?,?,?,?
?,15.25,?,?,?,?,5.533,0
?,14.85,0.8696,?,?,?,5.314,?
14.03,?,?,?,3.201,?,?,?
?,14.02,?,?,?,?,4.738,?
13.78,?,?,?,3.156,3.136,?,?
?,?,0.8744,5.482,?,?,4.825,?
?,14.28,0.8993,?,3.333,4.185,4.781,?
13.99,13.83,?,5.119,?,?,?,?
?,14.75,0.9058,5.527,3.514,1.599,?,?
?,?,?,?,3.466,?,?,?
12.72,?,0.8686,?,?,4.102,?,?
?,?,0.8584,5.658,?,3.072,?,0
?,14.26,0.8722,?,3.168,2.688,5.219,0
?,?,?,5.618,?,?,?,?
12.08,13.23,0.8664,?,2.936,1.415,?,?
15.01,?,0.8657,?,3.245,1.791,5.001,?
16.19,15.16,0.8849,5.833,?,?,?,?
?,?,?,?,?,3.373,4.825,0
?,13.67,0.8564,?,?,?,?,?
?,14.18,?,5.541,3.221,?,5.038,?
13.45,14.02,?,5.516,?,?,?,?
?,13.82,0.8662,?,?,?,5.056,?
?,?,0.8724,5.757,?,3.412,?,0
?,14.41,0.8529,?,?,3.92,?,?
?,?,0.8728,?,3.15,?,5.012,0
15.05,?,?,?,?,2.129,?,?
?,?,0.9,5.709,?,?,?,0
16.2,?,?,5.826,3.464,?,5.527,?
?,?,0.9079,5.832,3.683,?,?,0
?,14.52,?,?,3.288,?,5.309,?
?,14.17,?,?,3.298,?,?,0
?,13.85,0.8871,5.348,3.156,2.587,5.178,?
13.5,?,0.8852,?,?,?,5.176,?
?,?,0.9009,5.138,3.201,?,?,0
?,14.86,?,?,?,?,?,0
?,14.54,?,5.579,?,?,5.18,0
13.8,14.04,0.8794,?,?,1.56,4.961,0
?,14.76,?,5.701,?,1.367,?,?
14.99,?,0.8883,?,?,?,5.175,?
14.79,?,0.8819,?,?,2.704,5.111,?
?,?,?,?,?,2.129,5.351,?
?,?,0.8751,?,?,?,5.144,0
15.78,14.91,?,?,?,?,5.136,0
?,?,0.8538,?,3.113,?,5.396,?
?,?,?,?,?,?,?,?
14.52,?,0.8557,5.741,3.113,?,5.487,0
?,?,0.8658,?,?,1.933,?,0
?,14.35,0.8818,5.388,3.377,2.802,?,0
?,?,?,5.384,?,?,?,0
?,14.77,?,5.662,?,1.999,?,0
?,?,0.8392,5.159,3.032,1.502,4.519,0
?,?,?,?,2.85,?,4.607,0
?,12.63,?,?,2.879,?,?,?
?,13.19,?,?,3.042,3.22,?,0
?,?,0.868,5.395,?,?,?,?
12.78,13.57,0.8716,5.262,3.026,?,?,?
?,?,0.8879,5.139,3.119,2.352,4.607,0
?,?,0.8726,?,?,1.313,?,0
?,14.29,?,?,?,?,?,0
?,?,?,?,?,?,5.3,?
12.73,13.75,0.8458,5.412,2.882,?,5.067,0
?,?,?,?,3.561,?,?,1
?,?,0.8623,5.998,?,4.675,5.877,1
?,?,0.8763,?,?,?,5.791,?
?,?,0.9081,6.154,3.93,?,?,?
?,15.51,?,6.017,3.486,?,5.841,1
?,?,?,5.927,3.438,4.92,?,?
17.32,15.91,0.8599,6.064,3.403,?,5.922,?
20.71,17.23,?,?,?,?,6.451,1
?,?,0.875,6.445,?,5.064,6.362,?
17.12,15.55,0.8892,?,3.566,?,?,?
?,?,?,?,3.467,?,?,?
?,?,?,6.006,?,?,5.879,?
?,16.89,0.8894,6.285,?,?,?,?
?,?,?,6.384,3.772,?,6.273,1
?,16.71,?,?,3.801,?,?,1
?,16.09,0.887,?,?,?,?,1
?,16.26,?,?,?,?,6.109,1
18.98,?,?,?,?,?,?,?
?,17.21,0.8989,?,4.033,?,6.231,?
20.88,?,0.9031,6.45,?,5.016,?,1
?,?,?,6.581,?,?,?,?
?,16.2,?,?,3.796,?,6.053,?
?,?,?,6.272,?,3.237,?,?
?,16.05,?,?,3.86,?,?,?
?,?,0.8452,?,?,4.933,6.448,?
?,?,0.8648,6.139,?,?,5.967,?
?,?,?,?,3.81,3.477,?,1
?,?,?,?,?,?,6.453,?
18.17,?,?,?,3.512,2.853,6.273,1
18.72,16.34,0.881,?,?,2.188,?,?
?,?,?,?,?,?,?,1
?,15.86,?,?,?,?,?,?
?,16.5,?,?,?,4.308,?,1
?,16.63,?,6.369,?,3.357,6.229,?
18.95,?,0.8829,?,3.755,?,?,?
?,16.29,?,?,?,?,?,1
?,?,?,6.152,?,2.843,?,?
?,15.86,0.88,?,3.573,?,?,?
19.94,16.92,0.8752,?,?,?,?,?
