@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

?,?,0.0,?,1.401,?,?,?,4.33
9.23,?,?,5.799,2.93,?,?,0.0,?
9.23,11.0,?,?,?,?,0.0,?,6.723
9.23,?,0.0,4.068,2.758,0.695,0.0,0.0,5.979
?,?,3.0,?,4.677,?,?,4.0,6.064
9.23,11.0,0.0,2.723,2.321,1.165,0.0,?,7.337
0.0,0.0,?,?,2.318,0.963,0.0,0.0,?
0.0,0.0,0.0,2.067,?,1.25,?,0.0,?
?,0.0,0.0,2.746,?,?,0.0,0.0,?
?,?,0.0,3.124,?,?,?,?,?
?,?,?,?,?,1.488,?,?,?
?,?,0.0,?,3.723,1.26,?,?,7.371
23.79,31.059,?,0.094,?,1.115,1.0,?,?
92.14,?,?,4.275,4.174,?,?,?,4.112
?,0.0,0.0,2.851,1.989,?,?,0.0,3.533
?,?,?,1.115,?,0.588,?,0.0,?
?,47.145,?,4.579,3.875,1.124,?,1.0,?
17.07,25.145,?,?,?,?,0.0,0.0,?
?,?,?,?,1.654,?,0.0,?,?
67.51,?,?,?,3.344,?,?,1.0,?
?,?,?,1.06,?,1.007,?,?,?
?,?,?,1.406,?,1.456,?,2.0,2.593
?,?,?,1.262,?,1.576,?,?,?
?,?,0.0,?,5.497,?,1.0,?,?
?,18.011,?,6.728,?,?,?,?,6.537
?,?,?,?,4.026,?,0.0,?,7.1
?,?,5.0,?,?,?,?,?,?
37.3,?,1.0,?,?,1.166,0.0,1.0,4.355
?,3.124,?,?,?,1.31,?,?,?
?,?,?,?,3.362,1.373,?,?,5.102
?,?,0.0,?,?,?,?,?,?
0.0,?,0.0,?,?,?,?,0.0,?
?,?,?,3.012,2.557,?,?,0.0,?
12.03,?,?,?,1.654,?,?,0.0,?
86.81,?,?,0.709,2.938,?,?,?,2.958
132.42,196.332,2.0,4.478,?,1.087,?,?,5.44
?,85.367,?,?,?,?,?,0.0,4.838
?,?,0.0,?,2.837,0.735,0.0,?,?
?,42.683,1.0,?,?,?,?,?,6.36
?,?,?,?,?,?,?,?,4.301
0.0,0.0,?,?,2.048,?,?,?,3.772
?,?,2.0,2.193,?,0.992,?,0.0,?
?,?,0.0,?,?,?,0.0,0.0,3.061
?,?,?,3.267,2.119,1.25,0.0,?,4.867
?,?,0.0,3.267,2.119,1.25,0.0,0.0,?
?,?,?,?,2.118,?,0.0,?,3.522
17.07,?,?,-0.317,1.155,?,?,0.0,0.55
?,?,?,3.076,?,?,?,?,4.714
37.3,?,?,0.133,?,1.582,0.0,?,?
40.46,?,?,?,?,?,?,0.0,?
0.0,?,?,2.226,1.401,0.826,?,?,?
?,?,?,?,?,?,3.0,?,?
?,?,?,?,2.626,1.047,2.0,?,?
?,54.156,?,?,?,?,?,?,?
75.27,?,?,0.779,?,?,?,2.0,2.201
?,25.145,0.0,?,1.334,1.66,0.0,?,?
87.66,?,3.0,?,3.514,?,?,?,3.819
37.3,?,?,0.586,1.577,1.56,?,?,?
49.17,55.448,0.0,4.168,?,?,?,0.0,4.72
93.06,157.656,?,2.014,?,1.189,?,0.0,4.333
?,0.0,?,3.138,?,?,?,?,3.87
?,?,?,0.996,1.746,1.547,0.0,?,3.358
?,67.828,?,2.06,?,?,?,1.0,?
?,?,1.0,?,?,?,?,0.0,?
?,72.29,?,4.737,?,1.595,?,?,5.749
?,?,0.0,?,3.893,?,?,2.0,4.55
?,41.028,0.0,5.208,?,1.585,?,?,6.383
0.0,?,?,?,1.678,?,0.0,?,?
?,?,1.0,?,?,?,1.0,?,4.85
?,?,1.0,5.089,?,1.247,0.0,0.0,?
?,42.683,?,4.833,2.913,?,0.0,?,?
?,26.663,?,?,2.789,1.206,?,?,6.074
20.23,?,1.0,1.94,?,1.61,?,0.0,?
122.91,?,?,?,?,1.462,?,1.0,?
45.61,?,?,2.275,2.445,?,?,0.0,?
?,?,?,2.539,?,0.92,?,1.0,?
?,?,?,?,2.472,?,1.0,?,?
?,50.908,3.0,?,1.909,?,?,0.0,?
?,72.29,?,?,3.197,?,0.0,?,?
52.6,?,?,4.091,?,?,0.0,?,?
?,11.0,?,?,?,?,0.0,0.0,?
?,?,0.0,2.11,3.866,?,?,?,?
?,?,?,?,?,?,0.0,?,?
0.0,0.0,0.0,?,2.281,1.15,?,?,5.548
45.61,28.269,?,?,?,1.275,1.0,?,4.608
?,?,0.0,2.869,?,?,2.0,0.0,?
?,149.498,?,4.207,3.047,?,?,?,?
?,?,?,?,?,1.768,?,?,?
41.57,?,1.0,?,?,?,2.0,?,3.25
38.8,0.0,1.0,?,1.334,1.212,0.0,?,6.102
?,?,?,?,?,?,?,0.0,?
92.31,70.941,2.0,?,?,0.999,?,?,?
98.61,?,?,?,2.891,?,3.0,?,?
?,?,?,?,?,0.779,1.0,?,5.308
?,36.022,?,?,?,1.001,?,?,2.838
?,?,2.0,?,?,0.805,2.0,?,3.351
?,86.378,?,?,?,1.254,?,?,?
?,?,?,?,?,?,?,?,6.447
?,?,1.0,-0.172,?,?,?,0.0,?
107.65,?,?,?,3.945,?,?,?,?
26.3,36.145,0.0,?,?,1.805,0.0,?,2.827
52.6,?,0.0,0.787,?,1.8,?,2.0,2.899
?,?,0.0,?,?,?,0.0,?,?
?,?,0.0,2.577,2.707,1.313,?,?,3.603
?,62.438,?,?,?,?,?,1.0,?
9.23,?,0.0,?,?,?,0.0,?,?
?,?,?,?,?,1.823,?,?,?
?,?,?,?,?,0.889,?,?,6.442
95.37,?,0.0,?,2.915,1.394,?,?,?
?,?,?,2.223,?,1.295,?,0.0,?
?,?,0.0,3.213,2.806,1.172,?,?,?
110.96,?,?,?,?,1.012,0.0,0.0,?
64.63,?,1.0,?,2.785,1.346,?,?,?
21.26,?,?,2.826,2.709,?,?,?,?
?,6.922,0.0,2.723,?,?,0.0,?,7.483
?,?,?,?,1.155,?,?,?,?
45.61,28.269,0.0,1.579,?,?,1.0,?,4.437
110.96,?,?,1.321,2.402,?,?,0.0,7.128
?,?,5.0,?,4.73,?,?,?,?
?,?,5.0,0.143,?,?,?,1.0,?
?,301.147,?,?,4.758,?,?,?,?
49.41,?,1.0,4.761,3.537,?,?,?,?
26.02,?,2.0,2.193,2.056,0.992,?,?,6.13
?,?,?,1.533,2.056,1.203,?,0.0,3.481
?,?,?,?,2.813,0.791,4.0,?,4.632
?,?,?,1.789,?,?,?,1.0,?
23.55,?,0.0,?,?,?,2.0,0.0,?
58.56,?,?,?,?,?,?,0.0,7.037
?,?,0.0,?,?,?,2.0,0.0,2.232
?,36.022,2.0,?,?,0.876,?,0.0,?
?,?,?,?,?,?,?,?,4.858
?,?,?,?,2.227,?,?,0.0,6.059
140.02,119.209,4.0,-0.812,?,0.926,?,0.0,?
?,?,0.0,?,?,?,?,0.0,1.43
181.62,?,7.0,?,?,0.863,2.0,?,3.573
181.62,?,?,-0.875,?,?,?,1.0,?
?,3.124,0.0,?,?,1.241,1.0,0.0,?
61.35,?,2.0,1.628,2.231,0.75,?,0.0,3.298
111.56,?,2.0,?,3.426,?,4.0,?,?
16.13,?,?,?,?,1.256,2.0,0.0,?
?,128.306,?,?,?,1.232,3.0,1.0,?
?,6.249,?,?,1.975,?,2.0,?,?
83.67,84.184,?,0.349,?,?,?,1.0,?
?,56.999,?,-0.755,2.214,1.033,1.0,?,?
?,?,1.0,?,?,?,?,?,?
?,118.087,?,?,?,?,2.0,?,?
?,73.774,?,?,?,?,?,?,?
47.56,65.155,1.0,1.459,2.72,?,?,0.0,?
56.79,?,1.0,?,2.72,1.346,?,?,?
38.33,54.156,1.0,?,?,?,?,?,?
70.14,?,?,-0.792,1.401,0.647,2.0,?,?
?,21.135,?,?,1.627,?,2.0,?,2.188
?,?,?,0.894,3.136,1.388,3.0,0.0,?
?,?,?,?,?,1.062,1.0,?,5.79
20.23,42.683,1.0,?,1.0,2.353,?,0.0,?
?,142.262,0.0,?,3.884,1.169,?,?,5.742
?,?,?,3.692,?,?,3.0,0.0,6.756
164.9,?,?,0.16,3.323,?,?,0.0,4.33
?,108.311,?,?,?,?,2.0,?,?
?,?,?,2.005,?,?,0.0,?,?
?,?,0.0,?,?,1.533,?,?,5.475
55.84,75.414,0.0,?,2.892,1.439,?,2.0,?
29.54,?,?,3.026,?,?,1.0,?,?
29.46,?,1.0,-0.081,?,1.952,?,0.0,?
?,47.145,?,?,1.952,?,0.0,1.0,2.511
?,64.683,?,?,?,?,?,?,1.888
65.57,?,1.0,?,1.999,?,?,0.0,7.699
90.51,?,?,?,?,?,?,?,?
?,?,2.0,?,?,1.362,?,0.0,?
?,71.512,0.0,?,?,?,1.0,?,?
?,?,?,1.602,?,?,1.0,?,?
?,?,0.0,?,?,0.941,3.0,1.0,7.858
9.23,?,0.0,?,?,?,?,?,7.012
?,?,?,?,?,0.548,?,0.0,?
?,?,?,?,?,?,?,?,5.527
?,?,0.0,?,?,1.243,?,?,?
29.46,?,?,?,2.187,?,0.0,0.0,5.372
?,43.897,2.0,?,?,?,1.0,?,?
41.57,57.28,?,?,2.611,1.175,?,0.0,?
?,?,?,1.126,?,1.157,?,?,?
35.25,43.897,2.0,?,2.046,?,?,0.0,?
29.46,53.683,?,1.246,2.046,?,?,0.0,?
?,11.0,0.0,?,1.989,?,0.0,0.0,?
35.25,?,?,?,2.031,1.081,1.0,?,4.011
29.46,?,?,?,?,1.114,?,0.0,?
75.74,?,3.0,?,?,?,2.0,0.0,?
?,?,?,2.492,?,?,?,?,?
?,?,?,3.185,2.93,?,?,?,4.485
102.02,?,?,?,2.459,?,5.0,?,?
?,0.0,0.0,?,?,?,0.0,?,?
?,?,0.0,?,1.975,?,?,?,4.53
20.23,?,1.0,?,1.975,?,?,0.0,4.765
?,?,0.0,2.942,?,?,0.0,?,3.524
103.35,161.259,?,2.401,?,?,1.0,0.0,?
0.0,?,?,3.562,2.119,?,0.0,?,?
?,0.0,?,3.21,?,0.788,?,0.0,?
?,?,1.0,1.859,?,?,0.0,?,?
12.89,16.786,?,?,2.408,?,1.0,?,3.618
0.0,?,?,3.677,2.344,?,0.0,?,?
28.24,0.0,?,3.169,?,?,0.0,0.0,?
0.0,?,0.0,?,?,?,?,0.0,?
?,32.897,2.0,1.859,1.918,?,?,0.0,?
20.23,?,1.0,?,1.918,?,?,0.0,3.76
?,?,?,?,?,0.942,?,0.0,?
0.0,?,?,?,?,0.868,?,?,5.001
0.0,0.0,?,2.942,1.908,1.063,0.0,?,?
?,?,1.0,1.859,1.908,?,?,0.0,?
84.32,?,?,?,?,?,?,?,2.359
?,0.0,?,3.169,2.224,?,?,0.0,4.756
?,0.0,0.0,?,?,?,0.0,0.0,4.002
?,0.0,?,?,?,?,?,?,3.28
?,47.145,?,?,?,0.927,0.0,1.0,?
?,?,0.0,1.442,1.509,1.157,?,?,?
0.0,?,?,?,?,?,?,?,?
?,?,0.0,?,1.509,?,?,0.0,?
0.0,?,?,?,1.475,0.505,0.0,0.0,3.46
?,?,0.0,2.419,?,?,?,?,3.954
?,0.0,?,6.166,2.959,?,0.0,0.0,?
0.0,0.0,?,?,1.265,?,?,?,?
0.0,0.0,0.0,?,?,0.502,0.0,?,?
?,?,0.0,?,1.978,1.0,0.0,?,6.72
?,?,0.0,?,2.862,0.543,0.0,0.0,6.508
?,61.404,0.0,?,2.749,?,0.0,0.0,?
12.53,?,0.0,?,2.687,0.504,?,?,?
?,0.0,?,?,?,0.456,0.0,?,?
0.0,?,?,5.469,?,?,0.0,?,6.623
0.0,?,?,?,?,0.501,?,?,?
0.0,?,?,?,?,0.562,0.0,?,?
0.0,?,0.0,2.604,1.559,0.664,?,0.0,3.655
0.0,0.0,0.0,2.604,1.43,0.505,?,?,?
0.0,?,0.0,?,?,0.826,0.0,0.0,3.339
12.53,?,0.0,?,?,?,0.0,0.0,?
?,0.0,?,?,?,0.685,?,0.0,?
0.0,0.0,?,?,?,?,?,?,2.49
?,?,?,?,2.15,?,?,?,2.937
67.34,94.527,?,-0.297,1.604,?,?,0.0,?
?,0.0,0.0,4.634,?,?,?,?,5.6
?,?,0.0,?,1.96,0.499,0.0,?,4.75
20.23,?,?,?,?,0.281,0.0,?,?
?,?,0.0,6.232,?,0.493,?,?,?
?,?,0.0,?,2.805,0.469,?,?,8.78
?,42.683,?,?,?,0.602,?,?,5.632
0.0,?,?,4.634,2.027,?,?,?,4.874
20.23,42.683,1.0,?,?,0.409,?,0.0,4.495
0.0,?,?,4.926,?,?,?,0.0,?
26.02,32.897,2.0,3.314,?,0.366,1.0,?,?
?,?,?,3.314,?,?,0.0,?,4.864
0.0,?,?,6.47,?,?,?,?,?
?,0.0,?,?,2.676,0.577,?,0.0,?
55.05,?,?,4.296,?,?,?,?,?
?,50.747,?,3.11,2.165,?,?,?,4.434
?,?,1.0,?,3.373,?,1.0,?,?
?,42.683,?,?,?,0.737,?,0.0,?
?,0.0,?,3.795,?,?,0.0,0.0,5.42
?,?,?,4.281,3.357,?,?,0.0,?
?,0.0,0.0,4.063,?,0.499,?,0.0,4.83
26.02,32.897,?,?,?,?,1.0,0.0,5.43
?,?,?,?,?,?,?,0.0,4.797
45.82,?,0.0,3.11,?,0.478,?,0.0,?
?,?,?,?,2.733,0.529,?,?,6.989
?,32.897,?,?,?,0.462,?,0.0,4.742
29.46,?,?,?,?,?,?,?,6.109
?,?,?,2.842,?,0.726,1.0,?,4.268
75.13,100.774,3.0,4.512,?,0.702,5.0,?,?
0.0,0.0,0.0,?,?,0.575,?,0.0,?
?,?,?,?,3.292,?,2.0,0.0,?
42.52,44.313,?,?,?,?,?,?,?
45.82,?,0.0,2.509,?,?,?,?,4.31
?,0.0,?,?,?,?,?,?,?
?,0.0,?,4.416,2.605,0.723,0.0,0.0,?
?,0.0,?,5.989,?,0.529,0.0,0.0,?
?,0.0,0.0,5.989,?,0.529,?,?,6.99
?,48.531,?,?,3.354,?,3.0,?,?
?,?,0.0,3.945,2.344,?,0.0,0.0,5.5
?,?,0.0,3.478,1.918,?,0.0,?,4.304
?,50.747,?,2.509,2.108,0.617,?,?,3.84
0.0,?,?,4.416,?,?,0.0,?,?
?,?,0.0,?,?,0.678,0.0,0.0,?
?,0.0,0.0,?,1.857,?,0.0,?,3.918
?,?,0.0,?,1.908,0.575,?,?,?
?,73.324,?,?,?,?,4.0,1.0,?
?,73.15,?,3.983,?,?,?,?,?
?,?,?,0.736,?,1.546,?,1.0,?
?,?,?,?,1.43,?,?,?,?
65.72,?,?,-0.234,?,1.091,?,?,?
74.57,132.193,?,?,3.501,?,3.0,1.0,?
?,?,0.0,?,3.542,?,?,0.0,?
?,?,1.0,?,?,?,1.0,?,5.754
?,92.47,?,?,?,?,?,?,?
?,?,?,?,4.074,?,1.0,2.0,8.582
?,?,?,?,?,0.994,?,?,?
59.32,78.204,?,?,3.99,0.645,?,?,?
59.32,?,?,?,?,0.908,1.0,?,?
114.19,100.652,3.0,0.821,?,?,?,1.0,2.533
75.39,?,?,2.981,?,?,1.0,2.0,?
98.18,?,?,?,1.84,?,2.0,?,6.251
?,?,0.0,4.279,?,?,1.0,?,9.133
?,?,0.0,?,?,0.76,1.0,2.0,10.047
?,?,?,?,?,1.102,?,?,?
49.57,?,?,?,?,?,3.0,?,?
?,?,?,?,3.249,?,7.0,?,2.928
?,58.042,2.0,-0.38,?,?,?,?,?
?,250.102,?,1.632,?,1.145,?,4.0,?
48.02,?,2.0,?,2.919,?,2.0,0.0,?
?,58.042,2.0,?,?,?,?,1.0,?
84.13,65.794,?,?,1.225,?,2.0,0.0,3.884
70.14,?,?,?,?,?,2.0,?,?
26.02,?,2.0,?,?,?,?,?,?
?,65.794,4.0,?,?,1.61,?,0.0,3.358
