@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

?,?,0.0,?,1.401,0.632,0.0,0.0,4.33
9.23,?,?,5.799,?,0.486,?,?,7.019
?,11.0,?,?,2.887,0.495,?,0.0,?
9.23,11.0,0.0,?,?,0.695,?,?,5.979
?,327.629,?,0.189,?,?,0.0,4.0,6.064
9.23,?,?,?,2.321,?,?,0.0,7.337
?,0.0,0.0,3.267,?,0.963,?,0.0,4.1
0.0,0.0,?,2.067,?,?,?,0.0,?
?,?,0.0,?,?,?,?,0.0,?
0.0,?,?,3.124,1.8,?,0.0,0.0,?
?,?,?,0.817,1.8,1.488,?,?,?
?,?,?,3.122,?,?,?,?,?
?,?,?,?,?,?,?,?,?
?,107.097,1.0,?,?,?,1.0,1.0,4.112
?,?,?,?,?,?,0.0,0.0,?
?,?,0.0,1.115,?,0.588,?,0.0,4.632
?,47.145,?,4.579,?,?,?,?,7.693
?,25.145,0.0,?,1.225,?,0.0,?,?
?,?,0.0,?,?,?,?,?,?
?,103.973,?,?,3.344,?,0.0,?,2.955
?,?,2.0,?,?,?,?,?,?
?,155.543,?,?,?,1.456,5.0,?,?
18.46,?,0.0,?,?,1.576,?,0.0,?
3.24,?,0.0,9.148,?,?,1.0,?,?
?,?,1.0,?,?,?,?,?,?
?,?,0.0,5.65,4.026,1.575,?,0.0,7.1
?,?,5.0,?,?,1.214,?,?,6.424
37.3,67.828,?,?,?,1.166,?,1.0,?
?,3.124,0.0,4.48,?,?,?,0.0,5.721
?,?,?,?,?,1.373,?,?,?
?,0.0,?,?,?,?,?,?,3.718
?,14.96,?,?,?,0.722,?,0.0,3.577
?,?,0.0,?,2.557,?,1.0,0.0,?
?,?,1.0,1.587,?,?,?,?,?
86.81,?,3.0,?,?,?,2.0,0.0,?
132.42,196.332,?,?,?,1.087,?,0.0,5.44
40.46,85.367,2.0,5.255,3.001,0.485,?,0.0,4.838
?,0.0,0.0,?,?,?,?,?,6.858
?,?,?,?,?,?,?,?,6.36
40.46,85.367,?,?,?,?,?,?,4.301
?,?,0.0,?,?,?,0.0,0.0,3.772
26.02,?,2.0,2.193,?,?,?,0.0,?
17.07,25.145,0.0,?,?,1.276,?,?,3.061
?,?,0.0,3.267,2.119,?,0.0,?,4.867
?,?,?,3.267,2.119,?,?,?,5.373
0.0,?,?,?,2.118,?,?,0.0,?
17.07,25.145,?,?,1.155,1.74,?,0.0,?
?,43.156,?,?,2.438,0.773,1.0,1.0,?
?,?,1.0,?,1.401,?,0.0,1.0,3.17
?,85.367,?,?,?,?,0.0,0.0,1.22
?,0.0,?,?,?,0.826,0.0,?,?
?,119.505,?,?,?,1.211,?,0.0,?
?,144.177,1.0,2.702,2.626,?,2.0,?,?
38.33,?,1.0,?,?,?,?,0.0,6.32
75.27,?,?,0.779,?,?,?,2.0,?
?,?,?,?,?,?,?,0.0,?
87.66,139.995,3.0,?,?,1.339,?,1.0,3.819
?,?,?,0.586,?,1.56,?,?,3.16
?,?,?,?,?,?,3.0,?,?
?,?,2.0,?,?,1.189,?,0.0,4.333
?,0.0,?,3.138,1.509,?,?,?,3.87
?,67.828,?,0.996,?,?,?,?,3.358
?,?,1.0,?,2.06,1.529,0.0,?,?
20.23,?,?,?,?,?,?,?,?
52.6,?,?,4.737,?,?,?,?,?
?,?,?,?,?,?,?,2.0,?
?,?,?,?,?,?,0.0,0.0,?
0.0,?,?,?,?,?,?,0.0,4.34
?,115.445,1.0,?,?,1.517,?,3.0,?
?,?,1.0,5.089,?,?,?,?,6.064
?,42.683,1.0,?,2.913,?,?,0.0,6.36
50.24,?,0.0,?,?,1.206,?,1.0,?
?,?,1.0,1.94,?,1.61,?,?,?
122.91,210.537,?,?,?,?,3.0,?,?
?,28.269,?,2.275,?,?,?,?,4.474
?,?,?,?,1.84,0.92,1.0,?,5.429
38.33,?,1.0,1.737,2.472,?,1.0,0.0,?
?,?,?,?,?,?,?,?,?
52.6,72.29,?,?,3.197,?,?,?,?
?,?,0.0,4.091,?,1.15,?,?,?
?,11.0,?,?,?,?,0.0,?,?
46.15,?,0.0,2.11,?,?,?,?,?
?,?,0.0,?,?,1.773,0.0,0.0,6.042
?,?,?,?,?,?,?,0.0,?
?,?,?,?,2.294,?,?,?,4.608
?,6.249,?,2.869,3.095,0.862,2.0,?,?
94.88,149.498,?,?,?,?,?,0.0,6.24
20.23,?,1.0,0.347,?,1.768,?,?,?
41.57,?,1.0,?,?,1.853,2.0,?,3.25
38.8,0.0,1.0,?,?,1.212,0.0,0.0,6.102
?,?,?,2.06,?,1.088,0.0,0.0,?
?,?,2.0,?,?,?,?,0.0,?
98.61,?,?,2.054,2.891,?,3.0,?,?
?,?,?,1.676,1.509,?,?,?,5.308
56.15,?,?,?,1.879,?,?,?,?
?,36.022,2.0,?,?,0.805,?,?,?
?,?,2.0,2.273,?,1.254,5.0,?,?
86.52,117.437,2.0,?,2.679,?,?,?,?
20.23,42.683,1.0,-0.172,?,1.911,?,0.0,?
107.65,?,0.0,4.219,3.945,?,?,2.0,?
26.3,?,0.0,?,1.723,?,?,?,?
?,?,0.0,0.787,2.223,?,0.0,2.0,?
138.26,86.133,0.0,0.491,?,1.146,?,?,?
52.6,72.29,0.0,2.577,2.707,1.313,0.0,?,?
52.33,62.438,?,0.567,2.239,?,?,?,?
?,?,0.0,0.8,1.509,2.003,?,?,?
?,91.775,0.0,2.682,2.903,?,1.0,0.0,?
?,13.843,0.0,3.089,3.015,0.889,0.0,?,?
?,54.336,?,2.433,2.915,?,2.0,0.0,?
?,?,0.0,?,?,1.295,?,0.0,?
?,37.55,?,?,2.806,?,?,?,8.849
?,?,?,1.971,?,1.012,0.0,?,?
64.63,?,?,1.651,2.785,1.346,1.0,?,?
21.26,?,?,2.826,?,1.184,?,?,?
?,6.922,?,?,?,?,0.0,?,?
?,?,?,0.845,1.155,1.177,?,0.0,?
?,28.269,?,?,?,1.162,?,?,?
?,?,?,1.321,2.402,0.988,0.0,?,?
193.91,332.83,?,?,?,?,?,?,?
180.08,?,5.0,?,?,1.597,?,?,?
?,301.147,4.0,?,4.758,1.584,?,?,4.602
49.41,71.18,1.0,4.761,?,?,2.0,2.0,?
?,?,2.0,2.193,?,0.992,?,?,?
12.89,?,?,?,2.056,?,1.0,0.0,3.481
77.82,?,4.0,?,2.813,0.791,?,?,?
?,147.153,2.0,?,3.373,1.175,3.0,1.0,?
23.55,?,0.0,?,?,?,?,?,1.601
?,?,0.0,?,?,1.675,?,?,?
?,6.249,?,?,1.7,1.19,2.0,0.0,2.232
?,36.022,2.0,?,?,0.876,2.0,0.0,?
?,6.249,0.0,?,?,?,?,?,?
?,?,?,?,2.227,?,2.0,0.0,?
140.02,119.209,?,-0.812,?,0.926,?,0.0,?
36.6,20.263,?,?,?,?,3.0,0.0,1.43
?,?,7.0,-0.392,?,0.863,?,?,?
?,?,?,?,3.595,0.945,?,?,?
3.24,?,?,?,?,1.241,?,?,?
?,?,?,?,?,?,?,?,?
?,99.4,?,0.658,3.426,?,4.0,0.0,?
?,?,?,?,?,1.256,2.0,?,4.733
?,?,?,1.146,?,1.232,?,?,?
?,6.249,0.0,0.198,?,?,2.0,?,?
?,84.184,?,?,?,?,?,?,?
114.76,56.999,?,-0.755,?,1.033,1.0,1.0,?
?,?,?,-0.463,?,?,?,2.0,?
?,?,1.0,?,2.355,?,?,?,?
75.99,?,?,?,?,1.185,?,?,5.551
?,?,?,1.459,?,1.265,?,?,?
?,?,?,?,2.72,1.346,?,?,?
?,54.156,?,?,?,1.012,1.0,?,?
70.14,?,3.0,?,?,?,?,?,3.979
47.36,?,1.0,0.18,?,1.051,?,?,?
?,?,?,?,?,1.388,?,?,3.008
?,?,?,?,?,?,?,?,5.79
20.23,?,1.0,-0.814,?,?,0.0,0.0,?
?,?,?,4.096,?,1.169,?,1.0,?
65.82,?,?,3.692,3.883,?,?,?,6.756
?,?,?,0.16,?,0.833,4.0,?,?
?,?,2.0,2.087,?,?,?,0.0,?
?,72.29,0.0,?,2.468,1.281,0.0,?,3.77
?,47.145,0.0,?,?,1.533,?,1.0,?
?,?,0.0,?,2.892,?,1.0,2.0,?
?,39.269,0.0,3.026,2.828,?,1.0,1.0,?
29.46,53.683,1.0,-0.081,?,?,0.0,0.0,?
?,?,?,0.538,1.952,?,0.0,1.0,?
38.69,?,?,0.224,?,1.904,?,0.0,?
65.57,?,1.0,?,?,?,0.0,?,7.699
