@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

0.0,0.0,?,2.638,1.401,?,?,?,?
?,11.0,0.0,?,2.93,?,0.0,?,7.019
9.23,11.0,?,?,?,?,0.0,?,?
?,11.0,0.0,?,?,?,0.0,0.0,?
?,?,3.0,0.189,?,?,?,4.0,?
9.23,11.0,0.0,2.723,2.321,1.165,?,0.0,7.337
0.0,?,?,?,2.318,0.963,?,?,?
0.0,0.0,0.0,?,?,?,0.0,0.0,3.941
0.0,?,0.0,2.746,1.667,?,0.0,?,3.809
?,0.0,?,?,1.8,1.417,?,?,?
?,18.011,1.0,0.817,?,?,?,?,3.93
69.67,?,0.0,3.122,?,?,?,?,?
?,?,0.0,0.094,?,1.115,?,?,?
?,?,1.0,?,4.174,?,1.0,1.0,4.112
?,0.0,?,?,1.989,?,0.0,?,3.533
0.0,0.0,?,1.115,1.0,?,0.0,?,4.632
?,47.145,?,4.579,3.875,?,?,?,?
?,?,?,?,1.225,1.66,0.0,?,0.673
34.14,?,0.0,?,1.654,?,?,?,3.323
?,?,1.0,?,3.344,0.938,?,?,?
?,85.839,?,1.06,2.272,?,?,?,4.216
?,155.543,?,?,?,1.456,5.0,2.0,2.593
?,22.0,?,?,?,?,?,0.0,?
?,3.124,0.0,?,?,?,1.0,0.0,5.96
?,?,1.0,6.728,?,?,1.0,0.0,?
54.57,?,?,5.65,?,1.575,?,?,?
118.22,?,?,2.201,?,?,?,0.0,6.424
?,67.828,?,?,?,1.166,?,?,?
3.24,3.124,?,?,3.258,?,1.0,?,?
12.47,14.124,?,3.827,?,?,1.0,0.0,?
?,?,?,?,?,0.57,?,0.0,?
?,?,?,?,?,?,?,?,?
45.61,?,?,3.012,?,?,1.0,?,?
12.03,?,?,1.587,1.654,?,?,?,?
?,?,?,?,2.938,?,2.0,?,?
?,?,2.0,?,4.984,1.087,?,?,?
40.46,85.367,2.0,?,3.001,?,0.0,0.0,4.838
0.0,?,?,5.453,2.837,?,?,?,?
?,42.683,?,?,2.494,?,?,?,?
40.46,85.367,2.0,3.306,?,?,?,0.0,4.301
?,?,0.0,?,?,?,?,?,3.772
26.02,?,2.0,?,2.031,?,?,?,4.179
?,25.145,0.0,?,?,?,0.0,?,3.061
?,?,?,?,2.119,1.25,?,?,4.867
0.0,?,0.0,?,?,?,0.0,0.0,5.373
0.0,?,?,3.374,2.118,1.204,0.0,0.0,?
17.07,25.145,?,?,1.155,1.74,0.0,?,?
?,43.156,1.0,3.076,?,0.773,?,?,4.714
37.3,67.828,?,?,1.401,?,0.0,?,?
?,85.367,2.0,0.706,1.768,?,?,?,?
?,?,?,?,?,?,?,0.0,?
?,119.505,1.0,3.546,2.847,?,3.0,0.0,3.725
111.87,?,?,2.702,2.626,?,?,?,?
38.33,?,1.0,?,2.612,1.293,?,0.0,?
?,?,?,?,?,?,?,2.0,?
17.07,?,?,?,1.334,1.66,?,0.0,?
?,?,?,?,?,?,2.0,?,?
37.3,?,?,?,?,?,?,1.0,3.16
?,?,0.0,?,?,?,3.0,?,?
?,157.656,?,2.014,?,?,?,0.0,4.333
0.0,?,?,3.138,?,?,?,?,?
37.3,?,?,?,1.746,1.547,0.0,1.0,3.358
?,?,?,?,?,1.529,0.0,1.0,?
?,?,?,2.274,?,1.596,0.0,?,3.115
?,72.29,?,4.737,?,1.595,?,?,5.749
?,72.29,?,5.426,?,1.402,?,2.0,?
54.57,?,?,5.208,?,?,?,?,6.383
0.0,0.0,0.0,?,1.678,?,?,?,4.34
?,?,?,?,?,?,?,3.0,4.85
?,42.683,1.0,?,?,?,?,0.0,?
20.23,?,?,?,?,?,0.0,0.0,?
?,?,0.0,?,?,?,?,1.0,6.074
20.23,42.683,?,1.94,1.997,?,?,?,?
?,?,?,?,?,?,3.0,1.0,?
45.61,28.269,?,?,?,?,?,0.0,?
?,?,0.0,2.539,?,?,?,?,?
?,?,1.0,?,?,?,?,?,?
?,50.908,3.0,?,?,?,2.0,?,3.85
52.6,72.29,0.0,3.618,3.197,?,?,?,?
?,?,0.0,?,?,1.15,?,?,?
9.23,?,?,?,2.15,1.754,0.0,?,?
46.15,?,0.0,?,?,?,0.0,0.0,?
54.57,41.028,0.0,?,3.136,?,?,?,?
?,?,?,3.562,?,1.15,?,?,?
45.61,28.269,?,?,?,1.275,?,?,?
121.26,?,0.0,?,3.095,?,?,?,6.188
?,149.498,0.0,?,3.047,?,?,?,6.24
?,?,1.0,?,?,1.768,?,?,?
?,?,1.0,?,2.548,1.853,2.0,0.0,3.25
38.8,?,1.0,1.364,1.334,1.212,?,?,?
86.71,27.185,?,2.06,2.394,1.088,?,?,6.579
?,70.941,?,?,3.082,?,?,?,?
?,57.46,0.0,2.054,2.891,?,3.0,?,9.14
?,16.786,?,?,1.509,0.779,1.0,1.0,?
?,?,?,0.59,?,?,?,0.0,?
?,?,?,?,?,?,2.0,0.0,3.351
?,?,?,?,?,1.254,?,?,?
86.52,117.437,?,?,2.679,?,?,?,?
?,42.683,?,-0.172,?,1.911,?,?,?
?,?,?,?,?,1.078,1.0,?,?
26.3,36.145,0.0,?,?,?,?,?,2.827
?,72.29,0.0,?,?,1.8,0.0,2.0,2.899
?,86.133,0.0,?,2.854,?,0.0,?,?
?,72.29,0.0,2.577,?,1.313,?,?,?
?,62.438,?,?,?,1.542,1.0,?,2.668
9.23,?,?,?,?,2.003,?,?,1.73
?,?,0.0,?,?,?,?,0.0,?
110.96,?,?,?,3.015,0.889,?,?,6.442
?,?,0.0,2.433,?,?,?,?,?
?,?,?,2.223,2.903,1.295,?,0.0,8.15
?,?,?,?,?,?,?,?,8.849
?,?,?,?,2.52,1.012,?,0.0,8.207
?,?,?,?,2.785,1.346,?,?,?
?,29.011,?,?,?,1.184,1.0,?,?
?,6.922,?,2.723,?,?,0.0,?,?
?,?,?,0.845,1.155,?,?,?,?
?,28.269,?,?,2.397,1.162,?,0.0,?
?,?,0.0,?,?,0.988,0.0,?,7.128
?,332.83,?,-0.139,?,1.551,?,?,3.277
?,310.81,?,?,4.805,?,2.0,1.0,3.795
?,?,4.0,0.036,?,?,?,?,4.602
?,?,?,?,?,1.147,?,2.0,4.307
26.02,32.897,2.0,2.193,2.056,0.992,?,?,?
?,16.786,0.0,1.533,2.056,?,1.0,0.0,?
?,?,4.0,3.048,2.813,?,?,?,?
74.57,?,2.0,1.789,?,1.175,?,?,?
?,31.394,0.0,0.16,?,2.092,?,0.0,?
?,?,?,1.648,2.689,1.675,?,0.0,?
38.57,?,0.0,?,1.7,?,?,0.0,2.232
?,?,2.0,?,1.475,?,?,?,?
?,6.249,?,0.454,2.072,?,?,?,?
?,?,?,0.454,?,0.677,?,?,?
140.02,?,4.0,?,?,?,?,0.0,?
36.6,20.263,0.0,1.354,?,?,?,0.0,?
181.62,324.873,7.0,?,?,?,?,?,3.573
?,324.873,7.0,?,3.595,?,?,?,6.43
