@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

0.0,?,0.0,2.638,1.401,0.632,0.0,?,?
9.23,?,0.0,5.799,?,0.486,0.0,?,7.019
?,?,?,5.453,2.887,0.495,0.0,0.0,?
?,?,?,?,2.758,?,0.0,?,5.979
215.34,327.629,?,?,4.677,1.333,0.0,4.0,?
?,11.0,?,2.723,?,?,0.0,0.0,7.337
?,0.0,?,3.267,?,0.963,?,0.0,4.1
0.0,0.0,?,2.067,1.8,?,?,?,?
0.0,?,0.0,?,1.667,?,0.0,0.0,?
?,0.0,?,?,?,?,?,?,?
?,18.011,?,0.817,1.8,?,?,?,3.93
?,97.435,?,?,3.723,1.26,?,?,7.371
23.79,?,?,0.094,?,?,1.0,?,3.78
?,?,1.0,?,4.174,1.174,1.0,1.0,?
0.0,0.0,0.0,?,1.989,?,?,?,?
?,?,?,?,?,0.588,0.0,?,4.632
35.53,?,0.0,?,3.875,?,?,?,?
?,25.145,?,?,?,?,0.0,?,?
?,50.29,0.0,?,1.654,?,0.0,?,?
?,?,1.0,3.204,?,?,?,1.0,2.955
?,?,2.0,1.06,2.272,1.007,?,?,?
?,?,2.0,1.406,?,1.456,5.0,2.0,?
?,22.0,?,?,2.147,?,?,?,2.272
3.24,?,?,?,?,1.559,1.0,?,?
12.03,?,?,6.728,?,1.554,1.0,0.0,?
?,?,0.0,5.65,?,?,?,?,7.1
?,?,5.0,2.201,3.83,1.214,?,?,?
?,?,?,3.23,2.63,?,0.0,?,?
?,?,?,?,3.258,?,?,?,?
?,14.124,?,3.827,3.362,?,?,0.0,5.102
0.0,0.0,?,?,?,?,?,?,?
?,14.96,0.0,2.026,1.265,0.722,?,0.0,3.577
45.61,28.269,?,?,2.557,?,1.0,?,6.458
12.03,?,?,?,?,?,?,?,2.352
86.81,121.412,?,0.709,2.938,?,2.0,0.0,?
?,?,2.0,?,4.984,?,4.0,0.0,5.44
?,85.367,?,?,?,?,?,?,?
?,0.0,0.0,?,2.837,0.735,0.0,0.0,6.858
20.23,?,?,?,?,1.229,0.0,?,?
40.46,?,2.0,?,?,?,?,0.0,?
?,0.0,?,?,2.048,?,?,?,?
?,?,?,?,?,0.992,1.0,?,?
17.07,25.145,?,?,?,?,0.0,?,3.061
0.0,?,?,3.267,?,?,?,?,?
?,?,0.0,3.267,?,?,0.0,?,5.373
?,?,0.0,?,?,1.204,?,?,3.522
?,25.145,?,?,1.155,?,0.0,0.0,0.55
29.1,43.156,?,?,2.438,?,?,?,4.714
37.3,?,1.0,0.133,1.401,1.582,0.0,1.0,3.17
40.46,?,2.0,0.706,?,?,?,?,1.22
?,?,0.0,2.226,?,0.826,?,?,3.631
?,?,1.0,?,?,1.211,?,?,?
111.87,?,?,2.702,?,?,2.0,?,?
38.33,?,?,?,?,?,?,?,?
?,111.456,2.0,?,?,1.029,?,?,2.201
?,?,?,?,1.334,?,?,?,?
87.66,?,?,1.589,?,?,2.0,1.0,?
?,?,?,0.586,?,?,?,1.0,3.16
49.17,?,0.0,4.168,?,?,?,?,?
93.06,?,?,2.014,?,?,?,0.0,4.333
?,0.0,?,3.138,?,?,?,?,3.87
37.3,?,1.0,0.996,1.746,?,0.0,?,?
37.3,?,?,?,2.06,?,?,?,3.08
?,?,1.0,?,?,?,?,?,?
?,72.29,0.0,?,?,1.595,0.0,2.0,5.749
?,72.29,0.0,?,?,1.402,?,?,?
?,?,0.0,?,?,?,0.0,?,6.383
?,?,0.0,3.516,1.678,?,0.0,0.0,4.34
?,?,?,?,4.623,?,1.0,3.0,4.85
20.23,42.683,1.0,5.089,?,1.247,0.0,?,6.064
20.23,42.683,?,4.833,?,?,0.0,?,?
50.24,?,?,3.247,2.789,1.206,?,?,?
?,42.683,?,?,?,?,0.0,?,3.226
122.91,210.537,?,?,?,1.462,3.0,?,2.626
?,28.269,?,2.275,?,?,?,0.0,?
?,16.786,?,?,?,?,?,1.0,?
?,54.156,?,?,?,?,?,?,?
70.14,?,3.0,?,1.909,?,2.0,0.0,3.85
52.6,72.29,?,3.618,?,?,0.0,?,4.878
?,?,?,4.091,3.568,?,0.0,?,5.19
9.23,?,0.0,2.274,2.15,?,?,0.0,3.7
?,54.999,?,?,3.866,?,?,?,?
54.57,41.028,0.0,?,?,1.773,?,?,6.042
0.0,?,?,?,?,1.15,0.0,?,?
45.61,?,?,1.971,2.294,1.275,?,0.0,?
?,?,0.0,?,?,?,2.0,0.0,6.188
?,?,0.0,4.207,?,?,?,0.0,6.24
?,42.683,1.0,0.347,?,1.768,?,?,0.935
41.57,?,1.0,0.734,2.548,?,2.0,?,?
38.8,?,?,?,?,?,0.0,?,?
?,?,?,2.06,?,?,?,?,?
?,?,2.0,?,?,0.999,3.0,?,7.044
?,?,0.0,?,?,?,?,?,9.14
44.45,16.786,0.0,?,1.509,?,1.0,?,?
?,?,?,?,?,?,2.0,?,?
?,?,?,?,2.461,0.805,2.0,0.0,?
?,86.378,?,?,2.478,?,?,?,?
?,117.437,?,2.031,?,?,6.0,1.0,?
20.23,?,?,?,1.155,?,0.0,?,?
?,?,?,?,?,?,?,?,?
26.3,36.145,?,?,?,?,0.0,?,?
?,?,?,0.787,?,?,0.0,2.0,2.899
138.26,?,?,?,?,1.146,?,?,?
52.6,?,?,2.577,2.707,?,?,2.0,?
52.33,?,?,0.567,?,?,1.0,?,2.668
?,11.0,0.0,?,1.509,?,?,?,?
?,?,0.0,?,?,1.823,1.0,?,?
110.96,?,?,3.089,?,0.889,?,0.0,6.442
?,?,0.0,2.433,2.915,?,?,?,?
?,71.512,0.0,2.223,?,1.295,1.0,?,?
82.48,?,0.0,?,?,?,1.0,?,8.849
?,13.843,?,?,2.52,?,?,?,8.207
?,90.3,?,?,2.785,?,1.0,?,3.072
21.26,?,?,?,2.709,?,?,?,?
?,?,?,2.723,?,?,0.0,0.0,7.483
38.8,?,1.0,?,1.155,?,0.0,0.0,?
45.61,?,0.0,?,?,?,1.0,0.0,4.437
?,13.843,?,?,?,0.988,?,?,?
193.91,?,5.0,?,?,?,?,1.0,3.277
180.08,?,5.0,?,4.805,1.597,?,1.0,3.795
?,?,?,?,4.758,1.584,?,1.0,?
?,71.18,?,?,?,?,?,?,?
?,32.897,?,?,2.056,0.992,1.0,?,6.13
?,?,?,1.533,?,?,?,?,?
77.82,?,?,?,?,0.791,4.0,?,4.632
?,147.153,?,?,?,?,?,?,3.432
?,?,?,?,1.7,?,?,?,1.601
58.56,75.965,?,?,2.689,?,?,0.0,7.037
?,?,?,?,?,?,2.0,0.0,2.232
?,36.022,?,?,1.475,?,2.0,?,?
?,?,0.0,?,?,?,?,0.0,4.858
?,?,?,?,?,?,2.0,0.0,?
140.02,?,4.0,?,?,0.926,?,0.0,?
?,?,0.0,?,?,?,3.0,?,?
181.62,?,?,?,3.629,0.863,2.0,?,?
?,?,?,?,?,?,2.0,?,?
?,?,?,2.193,2.048,1.241,?,?,?
61.35,?,2.0,?,?,0.75,2.0,?,?
111.56,?,?,0.658,?,?,?,?,?
?,19.91,?,?,2.473,?,2.0,0.0,4.733
?,?,1.0,1.146,?,1.232,?,?,?
63.87,?,?,0.198,?,?,?,?,?
?,?,?,?,2.397,?,?,?,?
114.76,?,?,-0.755,?,?,?,?,5.13
?,?,1.0,?,?,?,?,2.0,?
93.21,?,1.0,-0.147,2.355,1.644,?,0.0,?
?,73.774,?,?,2.266,?,?,?,5.551
47.56,?,?,1.459,2.72,?,?,0.0,?
?,?,1.0,1.064,?,?,?,?,6.883
?,54.156,?,?,?,1.012,?,?,?
?,?,?,?,?,?,?,?,?
47.36,21.135,1.0,?,1.627,1.051,2.0,0.0,?
73.58,63.842,?,?,?,?,3.0,?,3.008
?,?,1.0,1.859,?,?,?,?,5.79
?,?,?,?,?,2.353,?,?,?
69.48,?,?,?,?,?,?,?,?
?,?,0.0,3.692,?,1.087,3.0,?,6.756
164.9,?,?,0.16,?,0.833,4.0,?,?
?,108.311,2.0,2.087,?,?,?,?,4.652
