@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

0.0,0.0,0.0,2.638,1.401,?,?,0.0,?
?,11.0,0.0,?,2.93,?,0.0,?,7.019
9.23,11.0,?,?,2.887,?,0.0,?,?
?,11.0,0.0,?,?,?,0.0,0.0,?
?,?,3.0,0.189,?,?,?,4.0,?
9.23,11.0,0.0,2.723,2.321,1.165,?,0.0,7.337
0.0,0.0,?,?,2.318,0.963,?,?,?
0.0,0.0,0.0,?,?,?,0.0,0.0,3.941
0.0,0.0,0.0,2.746,1.667,?,0.0,?,3.809
?,0.0,?,3.124,1.8,1.417,?,?,?
?,18.011,1.0,0.817,?,?,?,?,3.93
69.67,?,0.0,3.122,?,?,?,?,?
?,?,0.0,0.094,?,1.115,?,1.0,?
?,?,1.0,?,4.174,?,1.0,1.0,4.112
?,0.0,?,?,1.989,?,0.0,?,3.533
0.0,0.0,?,1.115,1.0,?,0.0,?,4.632
?,47.145,?,4.579,3.875,?,?,?,?
?,?,?,?,1.225,1.66,0.0,?,0.673
34.14,?,0.0,?,1.654,?,?,?,3.323
?,?,1.0,3.204,3.344,0.938,?,?,?
49.33,85.839,?,1.06,2.272,?,?,?,4.216
?,155.543,?,?,?,1.456,5.0,2.0,2.593
?,22.0,?,?,?,1.576,?,0.0,?
3.24,3.124,0.0,?,?,?,1.0,0.0,5.96
12.03,?,1.0,6.728,4.392,?,1.0,0.0,?
54.57,?,?,5.65,?,1.575,?,?,?
118.22,238.562,?,2.201,3.83,?,0.0,0.0,6.424
?,67.828,?,?,?,1.166,0.0,?,4.355
3.24,3.124,?,?,3.258,?,1.0,0.0,5.721
12.47,14.124,0.0,3.827,3.362,?,1.0,0.0,?
?,?,?,?,?,0.57,?,0.0,?
?,14.96,?,2.026,?,0.722,0.0,?,?
45.61,?,0.0,3.012,?,?,1.0,?,?
12.03,?,?,1.587,1.654,?,1.0,0.0,?
?,?,?,?,2.938,?,2.0,?,2.958
?,196.332,2.0,?,4.984,1.087,?,?,?
40.46,85.367,2.0,?,3.001,?,0.0,0.0,4.838
0.0,0.0,?,5.453,2.837,?,?,?,?
20.23,42.683,?,?,2.494,?,?,?,?
40.46,85.367,2.0,3.306,?,?,0.0,0.0,4.301
?,?,0.0,?,?,?,?,?,3.772
26.02,?,2.0,2.193,2.031,?,?,?,4.179
?,25.145,0.0,?,2.005,?,0.0,?,3.061
?,?,?,3.267,2.119,1.25,0.0,?,4.867
0.0,?,0.0,3.267,?,?,0.0,0.0,5.373
0.0,?,?,3.374,2.118,1.204,0.0,0.0,3.522
17.07,25.145,?,?,1.155,1.74,0.0,?,?
?,43.156,1.0,3.076,?,0.773,1.0,?,4.714
37.3,67.828,?,?,1.401,?,0.0,1.0,?
?,85.367,2.0,0.706,1.768,?,?,?,?
?,0.0,?,?,?,?,?,0.0,?
?,119.505,1.0,3.546,2.847,?,3.0,0.0,3.725
111.87,?,?,2.702,2.626,?,?,?,?
38.33,?,1.0,?,2.612,1.293,?,0.0,6.32
75.27,?,?,?,?,?,?,2.0,?
17.07,?,?,?,1.334,1.66,?,0.0,?
