@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

0.0,?,0.0,2.638,1.401,0.632,0.0,?,4.33
9.23,11.0,?,?,2.93,0.486,?,?,7.019
9.23,11.0,?,5.453,2.887,0.495,0.0,?,6.723
9.23,11.0,0.0,4.068,2.758,0.695,?,0.0,5.979
?,327.629,?,?,4.677,?,0.0,?,?
?,11.0,?,2.723,2.321,?,0.0,0.0,7.337
0.0,0.0,0.0,3.267,?,?,0.0,0.0,4.1
0.0,0.0,0.0,2.067,1.8,1.25,?,?,?
?,0.0,0.0,?,1.667,1.4,?,0.0,3.809
0.0,?,0.0,3.124,?,1.417,0.0,0.0,4.34
?,18.011,?,?,1.8,1.488,1.0,?,3.93
69.67,?,?,?,?,1.26,?,2.0,7.371
23.79,?,?,?,1.334,1.115,?,?,3.78
92.14,?,?,4.275,4.174,?,1.0,?,4.112
?,0.0,0.0,2.851,1.989,?,0.0,?,?
?,0.0,0.0,1.115,1.0,?,0.0,?,4.632
?,?,?,?,?,1.124,0.0,?,7.693
?,?,0.0,0.202,?,?,0.0,?,?
?,50.29,?,0.076,1.654,1.493,?,0.0,3.323
67.51,?,?,?,?,?,?,1.0,2.955
49.33,85.839,2.0,?,?,1.007,1.0,?,?
?,?,2.0,1.406,3.511,1.456,5.0,?,2.593
18.46,22.0,0.0,?,2.147,1.576,0.0,?,2.272
3.24,?,?,?,?,?,?,?,?
12.03,18.011,?,6.728,?,?,?,?,?
?,?,?,?,?,1.575,0.0,0.0,?
118.22,?,5.0,2.201,?,?,?,?,?
37.3,67.828,1.0,3.23,2.63,1.166,0.0,1.0,4.355
3.24,?,0.0,4.48,3.258,1.31,?,?,5.721
12.47,14.124,?,?,?,?,?,0.0,?
?,0.0,0.0,2.226,1.265,?,0.0,?,?
0.0,14.96,?,?,?,?,?,0.0,3.577
?,28.269,?,3.012,2.557,0.901,?,?,?
12.03,18.011,1.0,1.587,?,1.732,1.0,0.0,2.352
86.81,?,?,?,2.938,?,?,?,?
?,?,2.0,4.478,4.984,?,4.0,0.0,5.44
?,?,2.0,?,3.001,?,0.0,?,4.838
?,?,0.0,?,?,?,?,?,6.858
?,?,1.0,3.921,2.494,?,?,0.0,6.36
40.46,85.367,?,?,?,?,?,0.0,4.301
0.0,0.0,0.0,?,?,1.111,0.0,0.0,3.772
26.02,?,?,?,?,0.992,1.0,0.0,4.179
?,?,0.0,1.947,?,1.276,?,?,3.061
?,?,?,3.267,?,?,0.0,0.0,4.867
?,?,0.0,?,2.119,?,?,?,?
0.0,0.0,?,?,2.118,?,?,?,3.522
17.07,?,0.0,-0.317,1.155,1.74,0.0,?,?
?,?,?,3.076,2.438,?,?,?,4.714
37.3,67.828,?,0.133,?,?,0.0,?,3.17
?,?,2.0,0.706,1.768,?,0.0,0.0,?
?,0.0,?,?,?,0.826,0.0,?,?
?,?,?,?,?,1.211,?,?,?
111.87,?,?,2.702,?,1.047,2.0,?,?
?,?,1.0,?,2.612,?,1.0,?,?
?,111.456,?,?,?,1.029,2.0,?,?
?,?,0.0,?,1.334,?,0.0,0.0,?
?,139.995,3.0,?,3.514,?,?,1.0,?
?,67.828,1.0,?,?,?,0.0,?,3.16
?,55.448,0.0,4.168,?,1.042,3.0,?,?
93.06,?,2.0,?,?,1.189,0.0,?,?
0.0,?,0.0,?,?,?,0.0,0.0,3.87
?,67.828,1.0,?,1.746,?,?,?,?
?,?,1.0,2.06,?,1.529,0.0,1.0,3.08
?,42.683,?,?,?,1.596,?,0.0,3.115
52.6,72.29,0.0,4.737,3.907,?,0.0,2.0,5.749
52.6,?,?,5.426,?,1.402,0.0,?,?
54.57,?,?,?,?,1.585,?,?,6.383
0.0,?,0.0,?,?,1.667,?,?,?
?,115.445,1.0,5.44,4.623,1.517,1.0,?,4.85
20.23,?,?,5.089,?,1.247,0.0,0.0,6.064
?,42.683,?,?,?,1.229,0.0,0.0,?
?,?,?,3.247,?,?,?,?,6.074
20.23,42.683,1.0,?,1.997,1.61,?,?,?
122.91,?,?,0.868,3.59,?,?,1.0,?
?,?,?,2.275,?,?,?,0.0,4.474
?,16.786,?,?,?,0.92,?,?,5.429
?,54.156,1.0,?,?,?,?,?,6.848
70.14,?,3.0,?,?,0.907,2.0,?,3.85
52.6,72.29,0.0,?,3.197,?,?,?,?
52.6,?,?,?,?,1.15,?,2.0,?
?,?,0.0,?,?,?,0.0,?,?
46.15,54.999,?,2.11,3.866,1.521,?,0.0,?
54.57,?,?,?,?,?,0.0,?,?
?,?,?,3.562,?,?,?,?,?
?,28.269,0.0,?,?,1.275,1.0,0.0,?
?,?,0.0,?,3.095,0.862,?,?,6.188
?,?,?,4.207,3.047,?,?,?,6.24
?,?,1.0,?,1.334,?,0.0,0.0,?
?,?,?,0.734,2.548,?,?,?,?
38.8,0.0,1.0,?,?,1.212,?,0.0,?
86.71,?,0.0,2.06,?,?,0.0,0.0,6.579
?,70.941,?,?,3.082,?,3.0,0.0,7.044
98.61,57.46,?,2.054,?,1.442,3.0,?,9.14
44.45,16.786,?,?,?,0.779,1.0,1.0,5.308
56.15,36.022,2.0,0.59,?,1.001,?,0.0,?
56.15,36.022,2.0,?,2.461,?,2.0,0.0,?
?,?,2.0,2.273,?,1.254,5.0,0.0,3.331
?,?,?,2.031,2.679,1.198,6.0,?,?
20.23,?,?,-0.172,?,1.911,0.0,?,0.59
107.65,?,?,?,?,1.078,1.0,?,?
?,36.145,0.0,0.996,1.723,?,0.0,?,?
52.6,?,?,0.787,2.223,?,0.0,2.0,2.899
?,?,0.0,0.491,2.854,?,?,?,8.349
52.6,72.29,?,2.577,?,1.313,?,?,3.603
?,?,?,0.567,2.239,?,1.0,?,?
?,11.0,0.0,?,1.509,?,0.0,0.0,?
100.39,?,0.0,2.682,2.903,?,?,?,?
110.96,13.843,?,?,3.015,?,?,?,?
?,54.336,0.0,2.433,?,?,?,?,?
115.41,?,?,2.223,2.903,1.295,?,0.0,8.15
82.48,37.55,0.0,?,?,?,1.0,0.0,?
110.96,13.843,0.0,1.971,?,1.012,0.0,?,?
?,?,1.0,?,2.785,1.346,?,?,?
21.26,?,?,?,2.709,?,?,0.0,?
76.43,6.922,?,2.723,?,0.835,?,0.0,?
38.8,0.0,1.0,0.845,1.155,1.177,?,0.0,?
45.61,?,0.0,?,?,1.162,?,0.0,4.437
110.96,?,?,1.321,2.402,?,?,0.0,?
193.91,332.83,?,?,4.73,1.551,?,1.0,3.277
?,?,?,?,?,?,?,?,3.795
?,301.147,4.0,0.036,4.758,?,1.0,1.0,4.602
?,71.18,?,?,3.537,?,2.0,2.0,?
26.02,?,2.0,?,2.056,?,1.0,?,?
12.89,16.786,?,?,?,1.203,1.0,0.0,?
77.82,99.365,4.0,?,2.813,0.791,4.0,?,?
?,?,?,?,3.373,?,3.0,?,?
23.55,?,?,0.16,1.7,2.092,2.0,?,1.601
58.56,75.965,?,1.648,2.689,?,?,?,7.037
?,?,?,?,1.7,1.19,?,?,2.232
?,36.022,2.0,?,1.475,?,2.0,?,3.392
?,?,0.0,0.454,2.072,?,?,?,?
121.26,6.249,0.0,?,?,?,2.0,0.0,?
?,119.209,4.0,-0.812,2.478,?,3.0,?,?
36.6,?,0.0,1.354,?,?,?,0.0,1.43
181.62,324.873,7.0,?,?,0.863,?,1.0,?
?,?,?,?,3.595,?,?,1.0,6.43
3.24,3.124,?,2.193,?,?,?,?,?
?,36.022,?,1.628,?,?,2.0,0.0,3.298
?,?,2.0,0.658,3.426,?,4.0,?,?
?,19.91,0.0,?,2.473,1.256,?,?,?
75.01,?,?,1.146,3.505,?,3.0,1.0,3.674
63.87,6.249,?,0.198,?,0.858,?,0.0,?
83.67,84.184,?,?,?,2.092,1.0,?,?
114.76,56.999,?,?,?,1.033,1.0,1.0,?
96.3,?,1.0,?,?,?,3.0,2.0,5.12
?,118.087,?,-0.147,?,?,?,?,?
?,?,1.0,0.787,2.266,1.185,?,?,?
?,65.155,?,?,2.72,?,1.0,0.0,?
?,?,1.0,?,2.72,1.346,1.0,0.0,?
?,54.156,1.0,2.222,?,?,1.0,?,?
70.14,?,?,?,1.401,?,2.0,0.0,?
47.36,?,1.0,0.18,?,?,?,0.0,2.188
73.58,?,2.0,0.894,?,?,3.0,0.0,3.008
12.03,18.011,?,1.859,?,1.062,1.0,0.0,?
?,42.683,?,-0.814,?,2.353,0.0,0.0,?
?,142.262,?,4.096,?,1.169,?,?,?
65.82,?,0.0,3.692,?,?,3.0,0.0,?
164.9,?,?,0.16,3.323,?,?,?,?
?,?,?,?,3.468,?,2.0,0.0,?
?,?,0.0,?,2.468,?,0.0,?,?
?,47.145,?,3.967,?,1.533,?,?,?
?,75.414,0.0,?,?,1.439,?,2.0,3.536
29.54,?,?,3.026,2.828,1.243,1.0,1.0,4.339
29.46,?,1.0,-0.081,1.577,?,?,?,?
35.53,?,?,?,1.952,1.928,?,1.0,?
38.69,?,?,?,2.108,?,0.0,?,1.888
?,76.79,1.0,0.489,?,1.533,?,0.0,?
90.51,?,1.0,?,?,?,?,?,4.107
?,55.411,?,?,1.575,?,1.0,?,?
115.41,?,0.0,?,?,?,?,0.0,7.671
