@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

?,0.0,0.0,?,1.401,0.632,0.0,0.0,4.33
?,11.0,0.0,5.799,?,0.486,?,0.0,?
?,?,0.0,?,2.887,?,?,?,6.723
9.23,11.0,0.0,4.068,2.758,0.695,0.0,0.0,5.979
?,327.629,?,?,?,1.333,?,4.0,6.064
?,?,0.0,?,?,1.165,0.0,0.0,7.337
?,0.0,0.0,3.267,2.318,?,?,?,?
?,?,0.0,?,?,1.25,0.0,0.0,?
?,0.0,0.0,2.746,?,?,0.0,0.0,3.809
0.0,0.0,0.0,3.124,?,?,0.0,?,4.34
?,18.011,?,?,?,?,?,0.0,?
69.67,97.435,0.0,3.122,3.723,1.26,0.0,2.0,7.371
?,?,0.0,?,1.334,1.115,1.0,1.0,?
92.14,?,?,4.275,4.174,1.174,1.0,1.0,?
?,?,0.0,?,?,?,0.0,?,?
0.0,0.0,?,1.115,1.0,0.588,?,?,4.632
35.53,?,0.0,?,3.875,?,?,?,7.693
17.07,?,?,?,?,1.66,?,?,0.673
?,?,?,0.076,1.654,?,0.0,0.0,?
?,?,1.0,3.204,?,?,0.0,1.0,?
?,85.839,?,?,2.272,1.007,?,?,?
?,?,?,?,?,?,?,?,?
18.46,22.0,0.0,?,2.147,?,0.0,0.0,2.272
?,3.124,0.0,9.148,5.497,1.559,1.0,?,?
12.03,18.011,1.0,6.728,4.392,?,?,?,?
54.57,?,0.0,5.65,4.026,1.575,0.0,0.0,7.1
?,238.562,?,?,3.83,1.214,?,0.0,6.424
?,?,1.0,?,2.63,1.166,?,1.0,4.355
?,3.124,?,4.48,3.258,1.31,1.0,?,?
?,?,0.0,?,3.362,?,1.0,0.0,?
?,0.0,?,2.226,1.265,?,0.0,0.0,3.718
?,?,?,?,?,0.722,?,?,?
45.61,?,0.0,3.012,?,0.901,?,0.0,?
?,?,1.0,?,1.654,1.732,1.0,?,?
?,121.412,?,?,2.938,1.416,2.0,0.0,2.958
132.42,?,2.0,4.478,?,?,4.0,?,?
?,85.367,?,?,3.001,?,?,0.0,4.838
?,0.0,?,?,?,0.735,0.0,0.0,?
20.23,42.683,?,3.921,2.494,1.229,0.0,0.0,?
?,85.367,?,?,2.832,0.917,0.0,0.0,?
?,?,0.0,3.259,2.048,?,?,?,?
26.02,?,2.0,?,2.031,?,?,0.0,?
17.07,25.145,0.0,1.947,2.005,1.276,?,0.0,?
?,0.0,?,3.267,?,1.25,?,?,?
0.0,?,?,3.267,2.119,?,?,0.0,?
0.0,?,0.0,3.374,2.118,1.204,?,?,?
?,25.145,0.0,?,?,?,?,0.0,0.55
29.1,?,?,3.076,?,?,1.0,?,?
?,?,?,?,?,?,0.0,?,?
?,?,?,?,?,?,?,?,?
?,?,0.0,2.226,1.401,?,?,?,3.631
?,119.505,?,?,2.847,?,3.0,?,3.725
111.87,144.177,?,?,2.626,1.047,2.0,0.0,6.0
38.33,?,?,2.391,2.612,1.293,?,0.0,?
75.27,?,2.0,?,?,1.029,?,?,?
17.07,?,?,?,?,?,?,?,2.815
?,?,?,?,?,?,2.0,?,?
?,67.828,?,?,?,1.56,0.0,?,3.16
?,?,?,?,3.329,?,3.0,?,?
?,?,?,?,?,?,?,?,4.333
0.0,0.0,?,3.138,?,?,0.0,?,?
37.3,67.828,?,?,1.746,?,?,1.0,?
?,67.828,1.0,2.06,?,?,?,1.0,3.08
?,?,1.0,2.274,?,1.596,0.0,0.0,?
52.6,?,0.0,4.737,3.907,1.595,0.0,?,?
52.6,72.29,?,?,3.893,1.402,0.0,?,4.55
54.57,?,0.0,?,3.691,1.585,0.0,?,?
0.0,?,?,?,?,?,0.0,0.0,4.34
?,115.445,?,?,4.623,?,1.0,3.0,4.85
20.23,42.683,1.0,5.089,?,?,0.0,?,?
20.23,42.683,?,?,2.913,1.229,0.0,0.0,6.36
?,26.663,0.0,3.247,?,?,?,1.0,6.074
?,42.683,?,?,1.997,?,?,0.0,?
?,210.537,3.0,0.868,?,?,?,1.0,?
?,28.269,0.0,2.275,2.445,1.29,?,?,?
44.45,?,?,?,1.84,0.92,1.0,?,?
38.33,?,1.0,1.737,2.472,?,1.0,?,?
?,?,?,?,1.909,0.907,2.0,?,3.85
52.6,?,0.0,?,?,?,0.0,?,4.878
?,72.29,0.0,4.091,?,1.15,?,2.0,?
?,?,0.0,?,2.15,1.754,0.0,0.0,?
46.15,54.999,?,?,3.866,?,0.0,0.0,5.291
54.57,41.028,?,?,?,1.773,?,?,?
0.0,?,0.0,3.562,?,?,0.0,?,?
45.61,28.269,?,?,2.294,?,1.0,?,?
121.26,6.249,?,?,?,?,2.0,0.0,?
?,149.498,0.0,4.207,?,?,?,0.0,?
20.23,42.683,1.0,0.347,1.334,?,?,0.0,?
41.57,57.28,1.0,?,2.548,?,2.0,0.0,3.25
?,?,1.0,?,?,?,0.0,0.0,6.102
?,?,0.0,?,?,1.088,?,?,?
92.31,?,?,?,?,0.999,3.0,?,?
98.61,?,0.0,2.054,?,?,3.0,?,9.14
?,16.786,?,?,?,?,1.0,?,?
?,?,?,0.59,1.879,?,2.0,?,?
56.15,36.022,?,1.945,?,?,?,?,3.351
62.73,86.378,?,?,?,1.254,?,?,3.331
?,117.437,?,?,2.679,1.198,6.0,?,6.447
?,42.683,?,-0.172,?,?,?,?,?
107.65,?,0.0,4.219,?,?,?,?,5.03
?,?,?,0.996,1.723,1.805,0.0,?,?
?,72.29,0.0,0.787,2.223,?,?,2.0,?
138.26,?,?,0.491,2.854,1.146,0.0,2.0,?
?,72.29,?,2.577,?,1.313,?,2.0,3.603
?,62.438,?,0.567,2.239,1.542,?,?,?
?,?,0.0,?,?,2.003,0.0,?,1.73
100.39,91.775,0.0,?,2.903,1.823,1.0,?,?
110.96,?,?,3.089,?,0.889,?,0.0,6.442
?,54.336,0.0,2.433,?,?,2.0,?,?
115.41,71.512,0.0,?,?,1.295,1.0,0.0,?
?,?,?,3.213,?,?,?,?,?
?,?,?,?,?,1.012,0.0,?,8.207
64.63,?,?,1.651,2.785,1.346,1.0,2.0,?
?,29.011,1.0,?,?,1.184,?,0.0,?
76.43,?,?,?,?,0.835,0.0,0.0,?
38.8,0.0,?,?,?,?,?,?,5.562
45.61,28.269,?,?,2.397,?,1.0,0.0,4.437
110.96,13.843,0.0,1.321,2.402,?,0.0,?,?
193.91,332.83,5.0,-0.139,4.73,1.551,?,1.0,?
180.08,310.81,5.0,0.143,4.805,1.597,2.0,1.0,3.795
182.91,301.147,4.0,0.036,4.758,?,1.0,1.0,4.602
?,?,1.0,4.761,3.537,?,?,?,4.307
?,?,2.0,?,2.056,0.992,?,?,6.13
?,16.786,?,?,?,?,?,?,3.481
77.82,?,4.0,3.048,2.813,0.791,?,0.0,4.632
74.57,?,?,1.789,3.373,?,3.0,1.0,3.432
23.55,?,0.0,?,1.7,?,?,0.0,?
?,75.965,?,1.648,?,?,?,?,7.037
38.57,6.249,0.0,?,?,1.19,2.0,0.0,?
?,?,2.0,?,1.475,?,2.0,?,3.392
?,?,?,?,2.072,0.8,2.0,0.0,4.858
?,?,?,?,?,?,?,?,6.059
?,119.209,?,-0.812,2.478,?,3.0,?,?
36.6,?,?,?,1.89,?,3.0,?,?
?,?,7.0,?,3.629,?,?,1.0,3.573
?,324.873,7.0,-0.875,?,0.945,2.0,1.0,6.43
?,3.124,0.0,?,?,1.241,1.0,?,4.385
?,36.022,?,?,2.231,0.75,2.0,?,?
111.56,99.4,2.0,?,3.426,1.189,?,?,?
?,19.91,?,1.272,?,?,2.0,?,?
?,?,1.0,1.146,3.505,1.232,3.0,?,3.674
?,?,0.0,0.198,1.975,?,?,?,5.47
?,84.184,1.0,0.349,2.397,?,1.0,1.0,?
114.76,56.999,?,?,2.214,1.033,1.0,?,5.13
96.3,102.044,1.0,?,?,?,?,2.0,5.12
?,?,1.0,?,2.355,?,2.0,0.0,?
75.99,73.774,?,0.787,?,1.185,2.0,?,5.551
47.56,65.155,?,1.459,2.72,?,?,0.0,6.52
56.79,?,1.0,?,?,1.346,?,?,?
?,54.156,?,2.222,2.725,?,1.0,0.0,?
?,?,3.0,?,?,0.647,?,?,?
?,?,?,?,1.627,1.051,?,0.0,?
73.58,?,2.0,0.894,?,1.388,?,?,3.008
12.03,18.011,1.0,?,1.989,1.062,1.0,?,5.79
?,?,1.0,?,1.0,2.353,?,?,0.989
?,?,0.0,4.096,3.884,1.169,?,?,5.742
?,?,0.0,3.692,3.883,1.087,?,?,6.756
?,144.333,4.0,0.16,3.323,0.833,?,0.0,?
?,108.311,?,?,?,?,?,0.0,?
?,?,?,?,?,1.281,0.0,2.0,3.77
35.53,47.145,?,?,3.368,1.533,?,?,5.475
55.84,75.414,?,?,2.892,1.439,1.0,?,?
29.54,?,0.0,3.026,2.828,?,?,?,?
?,?,1.0,-0.081,1.577,1.952,0.0,0.0,0.59
35.53,?,0.0,0.538,1.952,1.928,?,1.0,?
?,64.683,1.0,0.224,?,?,0.0,?,?
?,?,1.0,0.489,1.999,?,?,?,7.699
90.51,65.67,?,?,?,?,1.0,?,?
?,55.411,2.0,?,1.575,?,1.0,?,?
?,71.512,0.0,1.919,2.72,?,1.0,0.0,7.671
115.41,?,?,?,2.687,1.288,1.0,?,7.341
133.44,75.193,?,0.906,3.034,?,?,1.0,?
?,11.0,?,?,2.225,0.58,0.0,0.0,7.012
?,?,?,3.028,?,?,0.0,0.0,?
?,53.683,?,2.736,2.183,0.62,0.0,0.0,5.527
?,?,0.0,3.275,2.661,1.243,2.0,0.0,?
?,?,1.0,?,?,?,0.0,?,5.372
?,43.897,?,1.246,2.056,1.081,1.0,?,5.571
41.57,57.28,?,1.838,2.611,?,2.0,0.0,3.155
?,77.727,1.0,?,?,?,?,0.0,3.594
35.25,43.897,2.0,?,?,?,1.0,?,5.642
?,?,?,1.246,2.046,1.114,?,?,3.48
?,?,?,?,1.989,1.164,0.0,?,?
?,?,?,?,?,1.081,?,?,4.011
29.46,?,1.0,?,2.031,1.114,0.0,?,3.68
75.74,93.694,3.0,2.195,4.365,1.086,2.0,0.0,5.132
?,20.765,0.0,2.492,2.659,?,0.0,0.0,?
?,?,2.0,3.185,2.93,1.13,5.0,?,4.485
102.02,?,?,2.273,?,?,?,0.0,4.288
?,0.0,0.0,3.562,?,1.15,0.0,?,?
?,0.0,0.0,?,1.975,?,0.0,?,4.53
20.23,42.683,?,?,?,?,?,?,4.765
0.0,?,?,2.942,?,?,?,?,3.524
103.35,161.259,2.0,2.401,?,0.798,?,?,?
0.0,0.0,?,3.562,2.119,?,?,0.0,?
0.0,?,?,?,1.924,?,?,?,4.933
20.23,?,1.0,?,?,?,0.0,0.0,3.71
?,?,0.0,2.66,?,?,1.0,0.0,3.618
0.0,0.0,0.0,3.677,?,?,0.0,?,4.98
?,0.0,?,?,2.238,?,0.0,0.0,?
0.0,?,?,2.942,1.918,1.063,0.0,0.0,3.653
?,?,2.0,?,?,?,?,?,?
20.23,42.683,?,?,?,?,0.0,?,?
?,?,?,?,?,?,?,0.0,4.04
?,?,?,3.677,?,?,0.0,?,5.001
0.0,0.0,?,2.942,?,?,0.0,?,?
?,?,?,1.859,?,0.949,?,0.0,3.863
84.32,125.108,2.0,0.139,?,1.267,?,1.0,?
28.24,0.0,?,3.169,2.224,0.711,?,0.0,?
?,?,?,2.459,1.475,1.5,0.0,0.0,?
0.0,0.0,0.0,1.672,1.225,?,0.0,?,?
35.53,?,?,?,3.875,?,0.0,?,?
