@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

0.0,0.0,0.0,2.638,1.401,0.632,0.0,?,4.33
9.23,11.0,?,5.799,2.93,0.486,0.0,0.0,7.019
?,11.0,0.0,?,?,?,0.0,0.0,?
9.23,?,0.0,?,?,0.695,?,0.0,5.979
215.34,327.629,3.0,0.189,4.677,1.333,0.0,?,6.064
9.23,?,0.0,?,2.321,?,0.0,0.0,7.337
?,0.0,?,3.267,2.318,?,0.0,?,4.1
0.0,?,?,?,1.8,1.25,0.0,?,?
?,0.0,0.0,?,?,?,?,0.0,3.809
0.0,?,0.0,3.124,?,?,0.0,?,?
12.03,?,1.0,0.817,1.8,1.488,?,?,?
?,?,?,?,3.723,?,?,?,7.371
23.79,31.059,0.0,0.094,?,1.115,1.0,1.0,?
92.14,?,1.0,4.275,4.174,1.174,1.0,1.0,4.112
0.0,0.0,0.0,?,1.989,?,0.0,0.0,3.533
?,0.0,0.0,?,1.0,0.588,?,0.0,?
35.53,47.145,0.0,4.579,3.875,1.124,?,1.0,7.693
17.07,?,?,?,1.225,?,?,0.0,?
34.14,?,?,?,?,1.493,?,?,3.323
67.51,?,1.0,3.204,3.344,?,0.0,?,?
?,85.839,2.0,1.06,?,1.007,?,?,4.216
?,155.543,?,1.406,?,?,5.0,2.0,?
18.46,?,0.0,?,?,1.576,?,?,?
3.24,?,0.0,?,?,?,?,0.0,5.96
12.03,18.011,1.0,6.728,?,?,?,0.0,6.537
?,41.028,0.0,5.65,4.026,?,0.0,0.0,7.1
?,?,5.0,2.201,?,?,?,?,6.424
?,?,1.0,3.23,?,1.166,?,1.0,4.355
?,3.124,?,4.48,?,1.31,?,0.0,5.721
?,14.124,0.0,?,?,1.373,1.0,0.0,5.102
0.0,0.0,?,2.226,1.265,?,?,0.0,?
0.0,14.96,?,2.026,1.265,0.722,?,?,3.577
45.61,28.269,0.0,?,?,0.901,?,?,6.458
?,18.011,1.0,?,?,1.732,?,?,2.352
?,?,3.0,?,?,?,2.0,0.0,2.958
132.42,?,2.0,?,4.984,1.087,?,0.0,?
?,85.367,2.0,?,?,?,0.0,0.0,?
0.0,0.0,0.0,5.453,?,0.735,?,?,?
?,42.683,1.0,?,2.494,?,0.0,0.0,6.36
40.46,85.367,2.0,3.306,?,?,?,0.0,4.301
?,0.0,?,?,?,?,0.0,0.0,3.772
?,?,?,?,?,0.992,?,?,4.179
17.07,?,?,?,2.005,1.276,?,?,3.061
0.0,0.0,0.0,3.267,?,1.25,0.0,?,?
0.0,?,?,?,2.119,?,?,?,?
?,?,0.0,3.374,2.118,?,0.0,?,3.522
?,?,0.0,-0.317,?,1.74,?,?,0.55
29.1,?,1.0,?,?,0.773,?,1.0,?
37.3,?,?,0.133,?,?,?,1.0,3.17
?,85.367,2.0,?,1.768,1.594,0.0,0.0,1.22
?,?,0.0,?,?,?,?,0.0,?
103.67,119.505,?,3.546,2.847,1.211,3.0,?,3.725
?,?,1.0,?,2.626,1.047,?,0.0,6.0
38.33,?,?,2.391,2.612,1.293,?,0.0,?
75.27,?,?,?,?,1.029,?,?,?
?,25.145,?,?,1.334,1.66,?,0.0,2.815
87.66,139.995,?,?,3.514,1.339,2.0,?,3.819
37.3,?,1.0,0.586,1.577,?,0.0,1.0,3.16
?,?,?,?,?,1.042,3.0,0.0,?
93.06,?,2.0,2.014,?,?,0.0,0.0,?
0.0,0.0,?,?,1.509,1.7,?,?,3.87
?,?,1.0,0.996,1.746,1.547,0.0,1.0,?
?,67.828,1.0,?,2.06,?,0.0,1.0,?
20.23,?,?,2.274,2.005,?,?,?,?
52.6,72.29,0.0,?,3.907,?,0.0,?,?
52.6,72.29,0.0,?,3.893,?,0.0,2.0,?
?,41.028,0.0,?,?,1.585,?,?,6.383
?,?,?,3.516,1.678,1.667,0.0,?,?
?,115.445,1.0,?,4.623,1.517,1.0,?,?
20.23,42.683,?,?,3.049,1.247,?,0.0,?
?,42.683,?,?,?,1.229,0.0,0.0,?
50.24,?,0.0,3.247,2.789,?,?,?,6.074
20.23,42.683,1.0,1.94,1.997,1.61,?,?,?
?,?,?,?,?,1.462,?,?,2.626
?,28.269,0.0,?,?,?,1.0,0.0,4.474
?,?,0.0,?,?,0.92,1.0,1.0,5.429
38.33,?,1.0,?,?,0.638,1.0,?,6.848
70.14,?,?,0.59,?,?,2.0,0.0,?
52.6,?,0.0,3.618,3.197,?,0.0,?,4.878
52.6,?,0.0,?,?,?,?,2.0,5.19
?,11.0,0.0,?,2.15,?,?,?,3.7
46.15,?,?,2.11,?,?,?,0.0,5.291
?,41.028,?,3.742,?,1.773,?,0.0,?
0.0,?,?,?,?,?,?,?,5.548
?,28.269,?,?,2.294,1.275,?,0.0,?
?,?,0.0,2.869,?,?,2.0,0.0,?
94.88,?,0.0,4.207,?,1.283,?,0.0,6.24
?,42.683,1.0,0.347,1.334,1.768,0.0,?,?
41.57,57.28,?,0.734,?,?,2.0,?,?
?,?,?,?,?,?,0.0,0.0,?
86.71,?,?,?,?,1.088,0.0,0.0,?
?,?,?,?,3.082,?,?,?,7.044
?,57.46,?,2.054,2.891,1.442,?,0.0,9.14
44.45,?,?,1.676,?,0.779,1.0,1.0,5.308
?,?,2.0,?,1.879,1.001,?,0.0,2.838
56.15,36.022,2.0,1.945,?,0.805,2.0,?,?
?,?,2.0,?,2.478,?,?,?,3.331
?,?,?,?,?,?,?,?,6.447
?,42.683,1.0,-0.172,?,?,?,?,?
?,?,?,4.219,?,?,1.0,2.0,?
?,?,0.0,?,?,1.805,?,?,?
52.6,?,0.0,?,?,?,?,?,?
?,86.133,0.0,?,?,1.146,?,2.0,8.349
?,?,0.0,?,2.707,?,0.0,2.0,?
52.33,62.438,0.0,?,2.239,1.542,1.0,1.0,2.668
?,?,?,0.8,1.509,?,?,0.0,1.73
?,91.775,?,2.682,2.903,1.823,?,0.0,?
110.96,?,?,?,?,?,0.0,?,?
95.37,?,?,2.433,?,1.394,?,?,?
115.41,?,0.0,?,?,1.295,?,?,8.15
?,?,0.0,3.213,2.806,1.172,?,0.0,?
?,13.843,0.0,?,?,1.012,0.0,?,?
64.63,?,1.0,1.651,2.785,?,1.0,2.0,?
21.26,?,?,?,2.709,?,1.0,0.0,?
?,?,0.0,2.723,2.553,?,?,?,7.483
38.8,?,?,?,1.155,?,?,0.0,?
45.61,28.269,?,1.579,?,1.162,1.0,0.0,4.437
110.96,13.843,?,1.321,2.402,0.988,?,0.0,?
?,?,5.0,-0.139,?,?,1.0,?,3.277
?,?,?,?,?,?,?,1.0,?
?,?,?,?,4.758,?,?,?,?
?,71.18,?,4.761,?,1.147,?,2.0,4.307
26.02,32.897,2.0,2.193,?,?,1.0,?,6.13
?,?,?,1.533,2.056,1.203,1.0,?,3.481
?,99.365,?,?,2.813,?,?,?,?
74.57,147.153,?,?,3.373,1.175,?,?,3.432
?,31.394,?,?,1.7,2.092,2.0,0.0,?
?,75.965,?,1.648,?,1.675,?,?,7.037
38.57,?,?,0.59,?,1.19,2.0,0.0,?
?,?,2.0,?,1.475,?,2.0,0.0,3.392
95.96,6.249,?,?,?,0.8,?,?,4.858
121.26,6.249,0.0,0.454,2.227,?,?,0.0,6.059
140.02,?,?,-0.812,2.478,0.926,?,0.0,?
36.6,?,0.0,?,1.89,2.073,?,?,?
?,324.873,?,?,?,0.863,2.0,1.0,3.573
?,?,?,?,?,?,2.0,?,?
3.24,3.124,0.0,?,?,?,?,0.0,?
61.35,36.022,2.0,1.628,?,0.75,2.0,?,?
?,99.4,?,?,3.426,?,4.0,0.0,2.685
?,?,0.0,?,2.473,?,2.0,0.0,4.733
75.01,128.306,1.0,?,3.505,1.232,3.0,1.0,?
?,?,0.0,?,?,?,?,0.0,5.47
83.67,84.184,?,?,?,?,?,1.0,5.76
?,?,1.0,-0.755,?,1.033,1.0,?,?
96.3,?,?,-0.463,?,?,?,?,?
?,?,?,?,?,1.644,2.0,?,?
?,?,?,?,2.266,1.185,2.0,?,5.551
?,65.155,1.0,1.459,2.72,1.265,1.0,0.0,?
?,76.155,?,?,2.72,?,1.0,0.0,?
38.33,54.156,1.0,2.222,2.725,1.012,1.0,?,5.942
70.14,50.908,3.0,-0.792,1.401,0.647,?,?,3.979
47.36,?,?,?,?,?,?,0.0,?
?,63.842,2.0,?,?,?,3.0,?,?
?,?,?,?,?,1.062,1.0,0.0,5.79
?,?,?,-0.814,1.0,?,0.0,0.0,?
?,?,0.0,4.096,3.884,?,?,?,5.742
65.82,?,?,?,?,?,?,?,6.756
164.9,?,4.0,0.16,3.323,?,?,?,?
76.66,?,?,?,3.468,1.137,2.0,0.0,?
52.6,?,0.0,2.005,?,1.281,0.0,?,?
