@relation dataset

@attribute make {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@attribute fuel-type {0, 1}
@attribute aspiration {0, 1}
@attribute num-of-doors {0, 1}
@attribute body-style {0, 1, 2, 3, 4}
@attribute drive-wheels {0, 1, 2}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {0, 1, 2, 3, 4}
@attribute num-of-cylinders {0, 1, 2, 3, 4, 5}
@attribute engine-size real
@attribute fuel-system {0, 1, 2, 3, 4, 5, 6}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {0, 1, 2, 3, 4, 5}


@data

0,?,?,?,?,?,88.6,168.8,64.1,?,2548.0,?,2,?,4,3.47,2.68,9.0,?,?,21.0,?,?,?
0,1,?,1,?,2,88.6,?,?,?,?,0,2,130.0,4,3.47,2.68,9.0,?,5000.0,21.0,?,?,5
0,1,?,?,2,?,?,171.2,?,52.4,?,4,3,152.0,?,?,3.47,?,?,5000.0,19.0,?,?,?
1,?,0,0,3,?,?,176.6,66.2,?,2337.0,2,2,?,4,?,?,10.0,102.0,?,?,30.0,13950.0,4
1,1,?,?,3,?,99.4,176.6,66.4,54.3,2824.0,?,?,?,?,3.19,3.4,?,?,5500.0,?,?,?,4
1,?,0,1,3,1,?,?,?,53.1,2507.0,2,1,136.0,?,3.19,3.4,8.5,110.0,?,?,25.0,15250.0,4
?,?,0,0,3,1,?,192.7,71.4,55.7,2844.0,?,1,136.0,4,3.19,3.4,?,110.0,?,?,25.0,?,3
?,1,?,0,?,1,?,?,71.4,?,2954.0,?,?,136.0,4,3.19,3.4,?,?,5500.0,19.0,25.0,?,?
?,1,1,0,3,1,?,192.7,71.4,55.9,3086.0,2,1,?,4,3.13,3.4,?,140.0,5500.0,?,?,23875.0,?
2,1,?,1,3,2,?,176.8,64.8,?,?,2,?,?,4,3.5,2.8,8.8,101.0,5800.0,23.0,?,16430.0,4
2,1,0,0,?,2,?,176.8,64.8,54.3,2395.0,?,2,108.0,?,?,2.8,8.8,?,5800.0,23.0,?,?,?
2,1,?,1,3,?,101.2,176.8,?,54.3,2710.0,2,?,?,?,?,?,?,121.0,?,21.0,28.0,20970.0,2
?,?,0,?,3,?,?,176.8,64.8,54.3,2765.0,2,3,?,4,3.31,3.19,9.0,121.0,?,?,?,?,?
2,1,?,0,3,2,?,189.0,66.9,55.7,3055.0,2,3,164.0,4,3.31,?,9.0,?,?,?,25.0,?,?
?,?,0,?,3,2,?,189.0,?,?,3230.0,2,?,?,4,3.62,?,?,182.0,?,?,?,30760.0,?
?,1,0,1,?,?,?,?,67.9,?,3380.0,2,?,?,4,3.62,3.39,8.0,?,5400.0,16.0,?,41315.0,?
