@relation dataset

@attribute make {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@attribute fuel-type {0, 1}
@attribute aspiration {0, 1}
@attribute num-of-doors {0, 1}
@attribute body-style {0, 1, 2, 3, 4}
@attribute drive-wheels {0, 1, 2}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {0, 1, 2, 3, 4}
@attribute num-of-cylinders {0, 1, 2, 3, 4, 5}
@attribute engine-size real
@attribute fuel-system {0, 1, 2, 3, 4, 5, 6}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {0, 1, 2, 3, 4, 5}


@data

0,1,0,?,0,2,88.6,?,?,?,2548.0,?,2,130.0,4,3.47,2.68,9.0,?,5000.0,21.0,27.0,?,?
0,?,?,1,0,?,88.6,168.8,?,?,2548.0,?,2,130.0,?,3.47,2.68,9.0,?,5000.0,?,27.0,16500.0,?
?,1,0,1,?,?,94.5,171.2,?,52.4,?,4,3,?,?,2.68,?,9.0,154.0,?,19.0,26.0,16500.0,?
1,1,0,0,3,1,?,?,66.2,54.3,?,?,?,?,4,3.19,3.4,?,?,?,?,?,?,?
1,?,0,?,3,0,99.4,176.6,?,?,2824.0,2,1,136.0,4,?,3.4,?,115.0,?,18.0,22.0,17450.0,?
?,1,0,?,3,?,99.8,?,66.3,53.1,?,?,1,136.0,?,?,3.4,?,?,5500.0,19.0,25.0,15250.0,?
?,1,0,0,3,?,105.8,192.7,71.4,55.7,2844.0,2,1,?,4,3.19,?,?,110.0,5500.0,?,25.0,?,3
1,1,0,0,?,1,?,192.7,?,?,2954.0,?,1,?,4,3.19,?,?,110.0,?,?,25.0,18920.0,3
1,1,1,?,3,?,?,192.7,71.4,55.9,?,2,1,131.0,4,?,?,?,?,?,17.0,20.0,23875.0,?
2,1,?,1,3,2,?,176.8,64.8,54.3,2395.0,?,?,108.0,?,3.5,?,8.8,101.0,?,23.0,29.0,16430.0,?
?,1,0,0,?,2,?,?,64.8,?,?,?,2,108.0,4,3.5,?,?,101.0,5800.0,23.0,?,16925.0,2
2,1,?,1,?,2,?,176.8,?,54.3,2710.0,2,3,?,4,3.31,?,?,121.0,4250.0,?,28.0,20970.0,2
2,1,?,0,?,2,?,176.8,?,54.3,?,?,3,164.0,4,?,?,9.0,121.0,4250.0,?,28.0,21105.0,?
?,1,0,0,?,2,103.5,189.0,?,?,3055.0,2,?,164.0,4,3.31,?,?,121.0,?,20.0,25.0,?,3
2,1,0,?,?,2,103.5,189.0,66.9,55.7,?,?,?,?,4,?,?,8.0,182.0,5400.0,?,22.0,?,2
?,?,0,?,3,2,?,?,67.9,?,?,2,3,209.0,4,?,?,8.0,182.0,?,?,22.0,41315.0,?
?,1,0,0,?,2,110.0,197.0,70.9,56.3,3505.0,2,3,209.0,4,3.62,3.39,?,?,?,?,?,?,2
?,?,?,1,2,1,88.4,141.1,60.3,?,1488.0,1,?,61.0,?,?,3.03,?,?,?,47.0,53.0,5151.0,4
3,1,0,1,?,1,?,155.9,63.6,52.0,?,?,?,90.0,?,?,3.11,9.6,?,5400.0,?,43.0,6295.0,3
?,?,0,0,3,1,94.5,158.8,63.6,52.0,?,?,2,90.0,?,3.03,3.11,9.6,?,?,38.0,43.0,?,2
4,1,?,1,2,1,93.7,157.3,?,50.8,1876.0,2,2,90.0,1,2.97,3.23,?,68.0,5500.0,?,?,5572.0,3
?,1,0,1,?,1,93.7,157.3,63.8,50.8,1876.0,?,2,?,?,?,3.23,?,68.0,5500.0,31.0,?,?,3
4,?,?,1,2,?,93.7,?,63.8,?,2128.0,2,2,98.0,4,3.03,3.39,7.6,?,5500.0,?,30.0,?,3
4,1,0,0,2,1,93.7,157.3,63.8,50.6,1967.0,?,2,?,?,2.97,?,9.4,?,?,?,?,?,3
?,?,?,0,?,1,?,?,?,50.6,?,2,2,90.0,1,?,?,?,?,?,31.0,38.0,?,?
?,1,?,0,3,1,?,?,?,?,?,?,?,?,1,2.97,?,9.4,68.0,?,31.0,38.0,7609.0,3
4,?,0,?,?,?,103.3,174.6,64.6,?,2535.0,?,2,122.0,1,3.34,3.46,8.5,?,5000.0,24.0,?,8921.0,1
