@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data

?,gas,?,?,convertible,?,?,88.6,168.8,64.1,48.8,2548.0,?,?,130.0,mpfi,3.47,2.68,9.0,?,5000.0,21.0,27.0,13495.0,3
?,?,std,two,convertible,rwd,front,?,168.8,64.1,?,2548.0,dohc,?,?,?,3.47,2.68,?,111.0,5000.0,?,27.0,16500.0,?
alfa-romero,?,std,?,hatchback,rwd,front,?,171.2,65.5,52.4,2823.0,ohcv,six,152.0,mpfi,2.68,3.47,?,154.0,?,19.0,26.0,?,1
audi,gas,std,?,sedan,fwd,front,99.8,176.6,?,?,?,ohc,four,109.0,?,?,3.4,10.0,102.0,5500.0,?,30.0,?,?
?,?,?,four,?,4wd,?,?,?,66.4,54.3,2824.0,ohc,five,136.0,mpfi,3.19,?,?,115.0,5500.0,18.0,22.0,17450.0,2
audi,?,?,?,?,?,front,99.8,177.3,66.3,?,?,?,five,136.0,?,?,?,8.5,?,5500.0,19.0,25.0,15250.0,2
audi,?,?,?,sedan,fwd,?,?,192.7,71.4,55.7,2844.0,ohc,five,136.0,?,?,?,?,110.0,5500.0,?,?,17710.0,1
audi,gas,std,?,wagon,?,front,?,?,71.4,?,2954.0,ohc,?,136.0,?,3.19,3.4,8.5,110.0,?,19.0,?,18920.0,?
audi,?,?,?,sedan,?,?,105.8,?,?,55.9,?,ohc,?,131.0,mpfi,3.13,?,?,140.0,?,17.0,20.0,23875.0,?
bmw,?,?,two,?,?,front,101.2,176.8,64.8,54.3,?,ohc,four,?,mpfi,?,?,8.8,101.0,?,?,29.0,?,2
?,gas,?,four,?,rwd,?,101.2,?,64.8,54.3,?,?,four,108.0,mpfi,3.5,2.8,8.8,101.0,?,23.0,29.0,16925.0,0
?,?,std,two,sedan,rwd,front,101.2,176.8,64.8,54.3,?,ohc,six,164.0,?,?,3.19,?,121.0,?,?,?,20970.0,0
bmw,?,?,four,?,rwd,front,?,?,?,54.3,2765.0,ohc,six,164.0,mpfi,3.31,3.19,9.0,121.0,4250.0,?,?,21105.0,0
bmw,gas,std,?,?,rwd,?,103.5,189.0,66.9,55.7,?,?,six,164.0,?,?,?,?,121.0,?,20.0,?,?,1
?,gas,std,four,?,?,front,103.5,?,66.9,?,?,?,?,209.0,mpfi,3.62,?,?,182.0,?,16.0,22.0,30760.0,0
bmw,gas,?,two,?,rwd,front,103.5,?,?,?,3380.0,?,six,?,?,3.62,?,?,?,?,?,22.0,41315.0,0
bmw,gas,std,four,?,rwd,front,?,?,70.9,?,3505.0,?,six,?,?,?,3.39,8.0,?,5400.0,15.0,20.0,36880.0,0
chevrolet,?,?,?,hatchback,fwd,front,88.4,141.1,60.3,?,?,?,three,61.0,2bbl,?,3.03,?,48.0,5100.0,47.0,53.0,5151.0,2
chevrolet,gas,std,?,hatchback,?,front,94.5,155.9,?,?,1874.0,?,four,90.0,2bbl,?,3.11,9.6,70.0,5400.0,38.0,?,?,1
chevrolet,gas,std,?,?,fwd,?,?,?,?,?,1909.0,?,four,?,2bbl,3.03,?,?,70.0,5400.0,38.0,43.0,6575.0,0
?,?,std,?,?,?,?,93.7,157.3,63.8,50.8,1876.0,ohc,four,90.0,2bbl,2.97,?,9.41,?,5500.0,37.0,?,?,?
?,gas,?,two,hatchback,?,front,?,?,63.8,?,1876.0,ohc,?,?,2bbl,?,?,?,68.0,?,31.0,?,6377.0,?
dodge,gas,?,?,hatchback,?,front,93.7,?,?,50.8,2128.0,ohc,four,?,?,?,3.39,7.6,?,5500.0,24.0,30.0,?,1
dodge,?,std,four,hatchback,fwd,?,93.7,?,63.8,50.6,1967.0,?,four,?,?,2.97,3.23,9.4,?,5500.0,31.0,38.0,?,?
dodge,gas,?,four,?,?,front,93.7,157.3,63.8,?,?,?,four,?,?,?,3.23,9.4,?,5500.0,31.0,?,6692.0,?
dodge,gas,std,four,sedan,fwd,front,?,157.3,?,?,?,?,four,90.0,2bbl,2.97,3.23,9.4,?,5500.0,?,?,?,1
?,gas,?,?,?,fwd,?,103.3,?,64.6,?,2535.0,ohc,?,?,?,3.34,3.46,8.5,?,5000.0,?,?,8921.0,?
dodge,?,?,two,?,?,?,95.9,?,?,?,2811.0,ohc,four,?,mfi,?,3.9,7.0,?,5000.0,?,24.0,12964.0,3
?,?,std,?,hatchback,?,front,?,144.6,63.9,50.8,1713.0,?,?,?,1bbl,2.91,3.41,9.6,?,?,?,54.0,?,2
honda,?,?,two,hatchback,?,front,?,144.6,?,?,?,?,four,92.0,1bbl,?,3.41,?,?,6000.0,?,?,?,?
honda,?,?,?,?,fwd,?,?,?,64.0,?,?,?,four,79.0,?,?,3.07,10.1,?,?,?,?,?,1
?,gas,?,two,hatchback,fwd,front,?,150.0,64.0,52.6,?,ohc,?,92.0,?,?,3.41,?,?,?,?,34.0,?,1
honda,gas,std,?,hatchback,?,?,93.7,?,64.0,52.6,?,?,four,92.0,?,?,?,?,?,?,?,34.0,7129.0,1
?,gas,?,four,?,fwd,?,96.5,163.4,64.0,54.5,2010.0,ohc,four,?,1bbl,2.91,?,?,?,6000.0,30.0,?,7295.0,?
?,?,std,four,wagon,fwd,?,96.5,?,?,58.3,2024.0,?,?,92.0,1bbl,?,?,?,76.0,?,?,?,7295.0,0
honda,gas,?,?,hatchback,fwd,front,?,?,?,53.3,?,ohc,four,110.0,1bbl,?,3.58,?,86.0,?,?,?,7895.0,?
?,?,?,two,?,?,?,96.5,?,?,?,2289.0,ohc,four,110.0,?,3.15,?,9.0,86.0,?,?,33.0,?,?
honda,gas,?,?,?,?,?,96.5,?,65.2,54.1,2304.0,?,four,?,?,?,3.58,?,86.0,5800.0,?,33.0,?,0
honda,gas,std,?,?,fwd,front,?,175.4,?,?,?,ohc,?,?,?,?,3.58,?,86.0,5800.0,?,33.0,?,?
honda,gas,std,four,sedan,fwd,?,?,?,65.2,54.1,?,ohc,?,110.0,mpfi,?,?,?,101.0,5800.0,24.0,28.0,12945.0,?
?,gas,?,?,?,fwd,front,?,?,?,51.0,?,?,?,?,?,?,3.58,?,?,5500.0,25.0,?,10345.0,?
