@relation dataset

@attribute make {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@attribute fuel-type {0, 1}
@attribute aspiration {0, 1}
@attribute num-of-doors {0, 1}
@attribute body-style {0, 1, 2, 3, 4}
@attribute drive-wheels {0, 1, 2}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {0, 1, 2, 3, 4}
@attribute num-of-cylinders {0, 1, 2, 3, 4, 5}
@attribute engine-size real
@attribute fuel-system {0, 1, 2, 3, 4, 5, 6}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {0, 1, 2, 3, 4, 5}


@data

0,1,0,1,?,2,88.6,168.8,64.1,48.8,?,?,2,130.0,?,?,2.68,9.0,?,5000.0,21.0,27.0,13495.0,5
0,?,?,1,0,?,88.6,168.8,64.1,48.8,?,0,?,?,4,3.47,?,9.0,111.0,5000.0,21.0,27.0,16500.0,?
?,1,0,1,?,?,?,?,65.5,52.4,?,4,?,152.0,4,2.68,?,9.0,?,5000.0,19.0,26.0,?,?
1,1,?,0,3,1,?,176.6,66.2,54.3,?,2,2,?,?,3.19,?,?,102.0,?,?,30.0,13950.0,4
1,?,0,?,3,0,99.4,176.6,?,54.3,2824.0,?,?,136.0,?,3.19,3.4,8.0,115.0,5500.0,18.0,22.0,17450.0,?
1,1,0,?,?,?,?,177.3,?,?,2507.0,2,1,136.0,4,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,15250.0,4
1,1,0,0,?,1,?,192.7,71.4,?,2844.0,2,?,?,4,?,3.4,8.5,110.0,5500.0,19.0,?,?,3
?,?,0,?,?,?,?,?,?,55.7,?,2,1,?,4,?,3.4,8.5,?,5500.0,19.0,25.0,?,3
?,?,?,?,3,1,?,192.7,71.4,55.9,3086.0,?,1,?,?,3.13,?,8.3,?,5500.0,17.0,20.0,?,3
?,1,0,1,?,2,101.2,?,64.8,?,2395.0,2,?,?,4,3.5,2.8,8.8,101.0,5800.0,23.0,?,?,?
2,1,0,0,3,?,101.2,176.8,?,?,2395.0,2,?,108.0,4,?,2.8,8.8,?,5800.0,23.0,29.0,16925.0,2
2,?,0,?,3,2,101.2,?,64.8,?,2710.0,2,?,164.0,4,3.31,3.19,?,121.0,4250.0,21.0,?,20970.0,2
?,1,0,0,3,?,101.2,176.8,64.8,54.3,2765.0,2,3,164.0,4,3.31,?,?,121.0,4250.0,21.0,28.0,?,?
?,1,?,0,3,2,103.5,189.0,66.9,55.7,?,?,?,?,4,3.31,?,?,121.0,?,20.0,25.0,?,3
2,?,?,0,3,2,?,?,66.9,55.7,3230.0,?,?,?,?,3.62,3.39,8.0,?,5400.0,16.0,?,?,?
2,1,?,?,?,?,103.5,193.8,67.9,53.7,3380.0,?,?,209.0,4,?,3.39,8.0,?,5400.0,16.0,22.0,?,2
2,1,0,0,3,2,?,197.0,70.9,?,3505.0,2,3,209.0,?,?,3.39,8.0,?,5400.0,?,?,36880.0,?
3,?,0,1,?,1,88.4,?,?,?,1488.0,1,4,61.0,1,?,?,9.5,48.0,?,?,?,5151.0,4
3,?,0,?,?,?,?,155.9,63.6,?,1874.0,2,2,90.0,1,3.03,3.11,?,70.0,?,38.0,43.0,6295.0,3
3,?,0,0,?,?,?,?,63.6,52.0,?,?,?,90.0,?,?,?,9.6,70.0,?,38.0,43.0,6575.0,2
4,1,?,1,2,1,?,157.3,?,50.8,?,?,?,?,1,2.97,3.23,9.41,?,?,?,41.0,?,?
?,1,?,?,2,?,93.7,157.3,?,50.8,1876.0,2,2,?,1,2.97,3.23,9.4,68.0,5500.0,31.0,?,?,3
4,1,1,1,2,?,93.7,157.3,63.8,50.8,?,2,2,98.0,4,3.03,3.39,?,?,?,24.0,30.0,7957.0,3
?,1,0,0,2,?,93.7,157.3,63.8,50.6,1967.0,2,2,90.0,1,?,3.23,?,68.0,?,31.0,38.0,?,?
?,1,0,?,3,?,93.7,?,?,50.6,?,?,?,?,?,?,?,9.4,68.0,?,?,?,6692.0,?
?,?,?,0,3,?,93.7,157.3,63.8,?,1989.0,?,2,?,1,?,?,9.4,?,5500.0,?,38.0,?,3
?,1,?,?,4,?,103.3,?,64.6,?,?,2,2,?,1,3.34,?,8.5,88.0,?,?,?,8921.0,1
?,1,?,?,2,1,?,?,66.3,?,2811.0,2,2,?,3,?,?,?,145.0,5000.0,?,?,12964.0,?
?,1,?,?,?,?,86.6,144.6,63.9,50.8,?,?,2,?,0,2.91,?,9.6,58.0,?,49.0,54.0,6479.0,?
5,?,?,?,2,1,?,?,63.9,?,1819.0,2,?,?,?,?,3.41,?,?,?,31.0,38.0,6855.0,4
?,1,0,?,2,?,?,?,?,52.6,1837.0,2,2,?,?,2.91,?,10.1,60.0,5500.0,38.0,42.0,?,3
