@relation dataset

@attribute make {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@attribute fuel-type {0, 1}
@attribute aspiration {0, 1}
@attribute num-of-doors {0, 1}
@attribute body-style {0, 1, 2, 3, 4}
@attribute drive-wheels {0, 1, 2}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {0, 1, 2, 3, 4}
@attribute num-of-cylinders {0, 1, 2, 3, 4, 5}
@attribute engine-size real
@attribute fuel-system {0, 1, 2, 3, 4, 5, 6}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {0, 1, 2, 3, 4, 5}


@data

?,?,?,1,0,2,?,168.8,64.1,?,?,0,?,130.0,?,?,2.68,9.0,?,5000.0,21.0,27.0,13495.0,5
0,1,?,1,?,?,88.6,?,64.1,48.8,?,0,?,?,?,3.47,?,9.0,?,5000.0,21.0,27.0,16500.0,5
0,1,?,1,2,?,94.5,171.2,?,52.4,2823.0,?,?,152.0,4,2.68,?,9.0,?,5000.0,19.0,26.0,16500.0,3
?,1,0,?,3,?,?,176.6,?,54.3,2337.0,2,?,109.0,?,3.19,3.4,?,102.0,5500.0,?,?,13950.0,4
?,1,?,?,3,?,99.4,176.6,66.4,54.3,?,2,1,136.0,4,?,3.4,8.0,115.0,5500.0,?,22.0,17450.0,?
?,1,0,1,3,?,99.8,?,66.3,53.1,2507.0,2,?,?,4,3.19,3.4,?,110.0,?,19.0,25.0,?,4
1,?,0,0,?,?,105.8,192.7,?,55.7,?,2,1,136.0,4,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,?,3
?,1,?,0,?,1,?,?,?,55.7,2954.0,2,?,136.0,?,?,?,8.5,110.0,5500.0,?,?,18920.0,3
?,?,1,0,3,1,105.8,192.7,?,55.9,3086.0,?,1,131.0,4,3.13,?,8.3,140.0,5500.0,17.0,20.0,23875.0,3
2,1,0,1,?,?,?,?,64.8,?,2395.0,2,2,108.0,?,3.5,2.8,8.8,101.0,5800.0,23.0,?,16430.0,4
2,1,0,0,3,2,101.2,176.8,?,?,2395.0,2,?,?,?,3.5,?,?,?,5800.0,?,?,16925.0,2
2,?,0,1,?,?,101.2,176.8,64.8,?,2710.0,?,?,164.0,4,3.31,3.19,?,121.0,?,21.0,28.0,?,?
2,1,0,0,3,2,?,176.8,?,?,2765.0,2,3,164.0,?,3.31,?,?,121.0,4250.0,21.0,28.0,21105.0,?
?,1,?,0,?,2,?,?,66.9,55.7,3055.0,?,3,?,4,?,3.19,9.0,121.0,?,20.0,25.0,?,3
2,1,?,0,3,2,103.5,189.0,66.9,55.7,3230.0,?,3,209.0,?,3.62,?,?,182.0,?,16.0,22.0,?,?
2,?,0,1,3,2,103.5,193.8,?,?,3380.0,2,?,209.0,4,3.62,?,8.0,?,?,16.0,?,41315.0,?
2,1,0,?,?,?,110.0,197.0,70.9,?,3505.0,?,3,209.0,4,3.62,?,8.0,?,5400.0,15.0,20.0,36880.0,2
?,?,?,1,?,1,?,?,60.3,53.2,1488.0,1,4,?,1,?,3.03,?,48.0,5100.0,47.0,?,5151.0,4
3,1,0,1,?,?,94.5,?,?,52.0,1874.0,2,?,?,?,3.03,3.11,?,?,?,38.0,43.0,6295.0,3
3,?,0,?,?,1,?,?,63.6,52.0,?,2,?,90.0,1,3.03,3.11,?,70.0,?,38.0,43.0,?,?
?,1,0,1,2,?,?,157.3,?,50.8,1876.0,?,?,?,1,?,3.23,?,68.0,?,?,?,5572.0,?
?,?,0,1,?,1,93.7,157.3,?,50.8,1876.0,?,?,?,?,2.97,?,9.4,?,?,31.0,38.0,?,3
?,1,?,1,?,1,93.7,157.3,63.8,50.8,2128.0,2,2,98.0,4,?,3.39,7.6,?,5500.0,?,30.0,7957.0,?
?,1,0,?,2,?,?,?,63.8,?,1967.0,2,2,?,1,2.97,?,?,?,5500.0,31.0,38.0,6229.0,3
?,?,0,?,3,1,93.7,157.3,?,?,?,2,2,90.0,1,2.97,?,9.4,?,?,?,?,6692.0,3
4,?,?,?,3,?,?,?,63.8,?,?,2,?,90.0,?,?,?,9.4,?,?,31.0,38.0,7609.0,3
?,?,0,?,?,?,?,174.6,?,?,2535.0,?,2,?,?,3.34,3.46,8.5,?,?,24.0,?,8921.0,?
4,?,1,1,2,1,95.9,173.2,?,?,?,2,2,156.0,3,3.6,3.9,?,?,5000.0,?,24.0,12964.0,?
?,?,?,?,?,1,86.6,144.6,63.9,50.8,1713.0,2,2,92.0,0,?,?,?,58.0,?,?,54.0,6479.0,?
?,?,?,?,2,?,?,?,63.9,50.8,?,2,2,?,?,?,?,?,?,?,?,?,?,?
?,1,?,1,?,1,93.7,150.0,?,52.6,?,2,?,?,0,2.91,3.07,?,?,5500.0,?,?,5399.0,?
5,?,0,?,?,?,?,150.0,?,52.6,?,2,2,92.0,0,?,3.41,?,?,?,30.0,?,6529.0,3
?,?,0,?,2,?,93.7,?,64.0,?,?,?,2,?,0,?,?,9.2,76.0,6000.0,30.0,34.0,?,?
5,?,0,?,3,?,?,163.4,?,?,?,?,?,?,?,2.91,3.41,9.2,?,?,?,34.0,?,?
?,1,?,?,4,1,96.5,?,?,58.3,?,2,2,92.0,?,2.92,3.41,?,76.0,6000.0,?,34.0,?,2
?,1,0,?,2,?,96.5,?,?,53.3,2236.0,?,?,?,0,3.15,?,?,86.0,?,27.0,33.0,7895.0,2
?,?,0,1,?,1,96.5,167.5,65.2,53.3,?,2,?,?,0,3.15,?,9.0,?,5800.0,?,33.0,9095.0,?
5,?,0,0,3,1,96.5,?,?,54.1,2304.0,?,?,?,0,?,?,9.0,86.0,?,?,?,8845.0,2
5,1,?,0,?,?,?,175.4,62.5,54.1,?,2,?,110.0,0,3.15,?,9.0,?,?,27.0,33.0,?,2
5,1,?,?,3,?,?,175.4,65.2,54.1,?,?,?,110.0,4,3.15,3.58,9.0,101.0,?,?,28.0,?,2
5,?,?,1,?,?,96.5,?,66.0,?,2293.0,?,?,110.0,1,3.15,?,?,?,5500.0,?,31.0,?,3
?,?,?,0,?,2,?,?,?,53.5,2337.0,?,2,?,1,3.31,?,8.5,78.0,?,?,29.0,?,2
?,?,0,?,2,?,96.0,172.6,65.2,?,?,?,?,119.0,?,3.43,?,?,90.0,?,?,?,11048.0,4
