@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

?,vhigh,2,2,small,low,unacc
?,?,2,?,small,?,unacc
?,vhigh,?,?,small,?,unacc
?,vhigh,2,?,med,low,unacc
?,vhigh,2,2,med,med,unacc
vhigh,vhigh,2,2,?,?,?
?,?,2,2,?,low,unacc
?,?,2,2,?,med,unacc
vhigh,?,?,2,?,high,unacc
?,vhigh,2,?,small,low,unacc
vhigh,vhigh,?,4,small,med,unacc
vhigh,vhigh,2,?,small,?,unacc
?,vhigh,2,4,med,?,?
vhigh,vhigh,2,4,med,med,unacc
?,vhigh,2,4,?,?,unacc
vhigh,vhigh,2,?,?,low,unacc
?,vhigh,2,4,big,med,unacc
?,?,?,?,?,high,unacc
vhigh,vhigh,?,more,?,low,?
vhigh,?,2,more,?,med,?
vhigh,?,?,?,?,high,unacc
vhigh,?,2,more,med,low,unacc
?,vhigh,2,more,med,?,unacc
?,?,2,more,med,high,unacc
vhigh,vhigh,2,more,?,?,?
?,vhigh,?,?,?,med,?
?,vhigh,?,?,?,high,unacc
?,vhigh,3,2,small,?,unacc
?,vhigh,3,?,?,med,?
?,?,3,?,small,high,unacc
vhigh,vhigh,3,?,med,low,unacc
vhigh,vhigh,?,2,?,?,unacc
?,?,3,?,med,high,unacc
vhigh,vhigh,?,2,?,low,?
?,vhigh,3,2,?,?,unacc
?,vhigh,3,2,?,?,unacc
vhigh,?,?,?,?,low,unacc
vhigh,vhigh,3,?,small,?,unacc
?,vhigh,3,?,?,high,unacc
vhigh,?,3,4,med,?,unacc
vhigh,vhigh,?,4,?,med,?
vhigh,?,3,?,med,high,?
vhigh,?,?,4,?,low,?
vhigh,vhigh,3,4,?,med,unacc
vhigh,?,?,4,big,?,unacc
vhigh,vhigh,3,?,?,?,?
?,vhigh,?,?,?,?,unacc
vhigh,?,?,more,small,high,unacc
?,?,3,more,?,?,?
?,?,3,more,?,med,?
vhigh,vhigh,3,more,med,high,unacc
vhigh,?,?,?,?,?,?
vhigh,?,3,more,big,med,?
vhigh,vhigh,?,?,?,high,unacc
vhigh,?,4,2,small,?,unacc
?,?,?,2,small,med,?
vhigh,vhigh,4,?,small,high,unacc
vhigh,vhigh,4,2,?,?,?
?,vhigh,?,2,?,med,unacc
vhigh,?,4,2,med,high,unacc
vhigh,vhigh,?,?,big,low,unacc
vhigh,vhigh,4,?,big,med,unacc
?,?,4,?,big,high,?
vhigh,vhigh,?,4,small,low,unacc
vhigh,vhigh,4,4,small,med,unacc
vhigh,vhigh,4,?,small,?,?
vhigh,?,?,4,med,low,unacc
vhigh,vhigh,4,4,med,?,unacc
?,?,4,4,med,?,unacc
?,?,?,?,big,?,?
vhigh,?,4,?,?,med,?
vhigh,vhigh,4,?,?,high,unacc
vhigh,vhigh,4,more,small,low,unacc
?,?,4,more,small,med,?
?,vhigh,4,more,small,high,?
?,vhigh,?,?,med,?,unacc
?,vhigh,4,?,med,med,unacc
?,?,?,more,?,?,unacc
?,?,?,more,big,low,?
