@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

?,vhigh,2,2,small,?,unacc
?,vhigh,2,?,small,med,?
?,?,2,2,?,high,?
vhigh,vhigh,?,2,med,?,unacc
?,?,2,2,?,med,?
vhigh,vhigh,2,2,?,high,unacc
?,vhigh,2,?,big,?,unacc
?,?,?,?,big,?,unacc
?,?,?,2,?,?,?
?,?,?,4,small,?,?
vhigh,?,2,?,small,?,?
?,?,2,?,?,?,unacc
vhigh,?,?,4,?,?,unacc
?,?,?,?,med,?,?
vhigh,vhigh,?,4,?,?,unacc
vhigh,?,2,4,?,low,unacc
?,?,2,?,?,med,?
?,?,2,?,?,high,?
?,vhigh,?,?,?,?,?
vhigh,?,?,more,small,?,?
?,vhigh,2,?,?,high,?
vhigh,?,2,more,?,low,?
vhigh,?,2,more,?,?,?
?,?,?,more,med,high,?
?,?,?,?,big,low,?
?,vhigh,2,more,?,?,?
?,vhigh,2,more,?,high,?
vhigh,vhigh,3,?,?,?,?
?,vhigh,3,?,small,med,?
?,?,3,?,?,?,unacc
?,?,?,2,?,?,?
?,?,?,2,med,?,?
?,vhigh,3,?,?,high,?
?,vhigh,?,2,big,low,?
?,?,?,?,big,med,?
?,?,3,?,?,?,unacc
?,?,3,?,?,?,?
vhigh,?,3,4,?,?,?
?,vhigh,3,4,?,high,?
?,?,?,?,?,?,?
vhigh,vhigh,3,4,?,?,?
?,vhigh,3,4,?,high,?
vhigh,?,?,4,big,low,?
?,vhigh,?,?,?,?,?
vhigh,vhigh,?,?,big,high,?
vhigh,vhigh,3,more,?,low,?
vhigh,?,?,more,?,?,?
?,vhigh,?,?,?,high,?
vhigh,vhigh,?,more,?,?,unacc
?,vhigh,?,?,med,?,?
?,?,?,more,?,?,unacc
?,?,3,?,?,?,?
vhigh,vhigh,3,?,big,med,unacc
vhigh,vhigh,3,?,big,?,?
vhigh,vhigh,?,?,?,?,?
?,?,?,2,?,?,unacc
vhigh,?,?,?,?,?,?
?,vhigh,?,2,med,low,?
vhigh,?,4,?,?,?,?
?,vhigh,4,?,?,?,?
vhigh,?,?,2,?,low,?
?,?,?,?,big,med,?
vhigh,?,?,?,?,?,?
?,?,4,?,small,low,?
?,vhigh,?,4,small,med,?
?,?,?,4,?,high,unacc
?,?,4,?,?,?,?
?,?,?,4,?,?,?
?,?,4,?,med,?,?
vhigh,?,?,?,big,low,?
?,?,?,4,big,?,?
?,?,4,?,?,high,?
?,vhigh,4,more,small,low,?
?,?,?,more,small,med,?
vhigh,vhigh,4,?,?,?,unacc
?,?,?,more,?,?,?
?,?,?,?,?,med,unacc
?,vhigh,4,more,med,high,?
?,vhigh,4,?,?,?,?
?,?,4,more,?,?,unacc
?,vhigh,?,?,?,?,?
?,vhigh,5more,?,small,?,?
?,vhigh,5more,2,?,med,?
?,vhigh,5more,?,?,?,?
vhigh,vhigh,?,2,?,?,?
?,vhigh,5more,?,?,?,unacc
vhigh,vhigh,5more,2,med,?,?
vhigh,vhigh,?,?,big,?,?
?,vhigh,?,?,big,med,?
vhigh,?,?,?,big,high,?
?,vhigh,5more,?,?,?,?
?,?,?,4,?,?,?
?,?,?,4,small,?,unacc
?,vhigh,?,?,?,?,unacc
?,?,?,4,?,?,unacc
vhigh,?,?,4,med,high,?
?,?,?,4,?,?,?
vhigh,?,?,4,?,med,?
vhigh,?,?,?,?,?,unacc
?,?,5more,more,small,?,unacc
?,vhigh,?,more,?,med,unacc
?,vhigh,5more,?,?,?,?
vhigh,?,?,?,?,?,?
?,vhigh,?,more,med,med,?
?,?,?,?,?,?,?
vhigh,vhigh,?,?,big,?,unacc
vhigh,vhigh,?,more,big,?,?
vhigh,vhigh,?,?,big,high,unacc
?,?,?,?,?,low,unacc
vhigh,high,?,2,small,?,?
vhigh,high,2,?,small,?,unacc
?,high,?,2,med,?,?
?,high,2,?,med,med,unacc
?,?,2,?,?,high,?
?,high,?,?,?,?,unacc
vhigh,high,2,2,?,?,?
?,?,2,2,big,?,?
?,?,2,?,small,?,unacc
?,?,?,4,small,?,unacc
?,high,2,4,small,high,unacc
?,high,?,?,med,?,unacc
?,high,2,?,med,med,?
?,?,?,?,med,high,?
?,high,?,4,big,?,?
vhigh,?,2,?,?,?,unacc
vhigh,high,?,?,?,?,unacc
vhigh,?,?,?,small,low,unacc
?,high,?,?,?,med,?
?,?,?,?,small,?,?
vhigh,?,?,?,?,?,unacc
vhigh,high,?,?,?,?,unacc
?,?,?,?,?,high,?
vhigh,high,2,more,?,low,?
?,high,2,?,?,med,?
vhigh,?,?,?,big,high,?
?,?,3,?,?,?,?
vhigh,high,3,2,small,?,unacc
vhigh,?,3,2,?,high,?
?,?,3,?,?,low,?
?,high,?,2,?,?,?
vhigh,?,?,?,?,high,?
vhigh,high,3,?,big,low,unacc
?,?,3,2,big,med,unacc
?,?,?,2,big,high,?
?,?,?,4,?,?,?
vhigh,?,3,?,small,med,?
?,?,?,?,small,high,unacc
?,?,?,?,?,?,?
?,high,?,4,med,?,unacc
?,high,3,?,?,high,unacc
?,?,3,4,?,low,unacc
?,?,3,4,?,med,unacc
?,?,?,?,?,high,?
vhigh,?,?,more,?,low,?
vhigh,?,3,more,?,med,?
?,high,?,?,?,high,?
?,high,3,more,?,low,?
?,?,3,?,?,?,unacc
?,high,3,?,med,high,?
?,?,?,?,?,?,?
?,?,3,?,?,med,?
?,?,3,more,?,high,unacc
vhigh,high,4,?,small,?,?
?,high,?,?,small,?,unacc
?,?,4,2,?,?,unacc
?,?,4,?,?,?,?
?,?,4,?,?,?,unacc
vhigh,high,?,2,?,high,?
?,?,4,?,big,low,?
?,?,4,?,?,?,?
?,?,?,?,?,?,?
?,?,4,?,?,?,?
vhigh,?,?,?,small,med,?
vhigh,?,4,?,small,?,?
vhigh,?,?,?,med,?,unacc
vhigh,high,4,?,?,?,?
?,?,4,4,?,?,unacc
?,?,?,4,?,?,unacc
vhigh,high,?,4,?,?,?
vhigh,?,?,?,?,?,?
?,high,4,more,small,?,?
vhigh,?,?,more,small,?,?
vhigh,?,?,?,small,?,unacc
vhigh,?,4,more,?,?,unacc
?,high,4,more,?,?,unacc
?,?,?,more,med,?,unacc
vhigh,?,?,more,?,?,unacc
?,?,4,?,?,?,?
vhigh,?,4,?,?,high,?
vhigh,high,?,?,small,?,?
vhigh,?,?,?,?,?,unacc
vhigh,?,?,?,small,?,?
vhigh,high,?,2,med,?,unacc
vhigh,?,?,2,med,med,unacc
?,?,?,?,med,?,unacc
?,?,5more,2,?,low,unacc
?,?,5more,?,big,med,?
vhigh,?,?,?,big,?,?
?,high,?,?,small,?,unacc
?,?,5more,4,?,med,unacc
?,?,?,?,small,?,unacc
?,?,?,4,med,?,?
vhigh,?,?,4,?,?,?
?,?,5more,4,med,high,?
vhigh,high,?,?,?,low,unacc
?,?,5more,4,?,?,unacc
?,?,?,4,big,high,unacc
?,high,5more,more,small,low,unacc
?,?,?,?,?,?,?
?,?,5more,?,small,?,?
?,?,5more,more,?,low,unacc
vhigh,?,5more,?,?,?,?
vhigh,?,?,?,?,high,?
?,?,?,?,?,?,?
?,?,5more,more,?,?,?
?,?,?,?,big,?,?
vhigh,med,?,?,?,?,unacc
?,?,2,?,?,?,?
vhigh,med,2,?,?,?,?
vhigh,med,2,?,?,low,unacc
?,?,2,?,med,med,?
?,?,2,2,?,?,unacc
?,med,?,?,big,low,?
vhigh,?,2,2,big,med,unacc
?,med,?,?,big,high,unacc
?,?,?,4,small,?,?
?,?,?,?,small,?,unacc
?,?,?,4,?,?,?
?,?,2,4,?,low,unacc
?,?,2,?,?,?,?
?,?,2,?,?,?,acc
?,?,?,?,?,low,unacc
?,?,2,?,?,med,?
?,?,?,4,?,?,?
?,?,2,?,?,?,?
?,?,2,?,?,?,unacc
?,?,?,more,?,?,?
vhigh,med,2,?,med,low,?
vhigh,?,?,?,?,med,?
?,?,?,more,med,high,acc
?,?,2,more,?,low,?
