@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

?,vhigh,2,2,small,low,?
?,?,2,?,?,?,unacc
vhigh,?,2,2,small,high,unacc
vhigh,vhigh,2,?,?,low,unacc
?,vhigh,2,2,med,med,unacc
?,vhigh,?,2,?,?,unacc
vhigh,?,?,?,?,?,unacc
vhigh,?,2,2,?,?,unacc
?,vhigh,?,2,?,high,unacc
vhigh,?,?,?,?,low,unacc
vhigh,?,2,4,?,med,?
vhigh,?,?,?,?,high,unacc
?,vhigh,2,?,?,?,?
?,vhigh,?,?,?,?,?
vhigh,?,?,?,?,high,?
vhigh,?,?,4,?,?,unacc
vhigh,?,?,?,big,med,unacc
vhigh,vhigh,?,?,?,?,?
?,?,?,?,small,low,unacc
?,vhigh,?,?,small,?,?
vhigh,?,?,more,?,?,?
?,vhigh,?,?,?,?,unacc
?,vhigh,2,more,?,?,?
?,?,2,?,?,high,?
?,?,2,?,?,?,?
vhigh,vhigh,?,?,?,med,?
?,?,2,?,?,?,?
?,?,3,?,small,?,unacc
?,vhigh,3,?,small,med,?
?,vhigh,?,2,small,high,?
vhigh,vhigh,?,?,?,?,?
vhigh,?,3,?,?,med,unacc
?,?,?,?,?,high,unacc
vhigh,vhigh,3,?,?,low,?
?,vhigh,?,2,?,med,?
vhigh,?,?,2,big,high,?
?,?,?,?,?,low,?
vhigh,?,3,4,small,med,?
vhigh,?,?,4,?,high,?
?,?,?,?,?,low,unacc
?,vhigh,?,?,med,med,?
?,?,3,4,?,?,unacc
?,vhigh,?,4,big,?,?
?,?,?,?,big,?,?
vhigh,?,?,4,big,?,unacc
vhigh,?,?,?,small,low,unacc
?,?,3,?,small,?,?
?,?,?,?,small,high,unacc
vhigh,?,3,?,med,low,?
?,?,?,more,?,?,?
?,?,?,?,?,high,?
vhigh,?,?,more,big,?,unacc
vhigh,?,3,more,?,med,unacc
vhigh,?,3,?,?,high,?
vhigh,vhigh,?,2,small,?,?
?,vhigh,?,2,small,?,?
?,?,?,2,small,?,?
vhigh,?,?,2,?,low,?
?,vhigh,?,2,?,?,?
?,vhigh,4,2,med,high,?
?,vhigh,?,?,big,?,unacc
?,?,?,?,big,?,?
vhigh,?,4,?,big,high,unacc
?,vhigh,?,?,?,low,?
?,?,4,?,small,?,?
vhigh,vhigh,4,?,?,high,unacc
vhigh,?,?,4,?,low,?
?,?,?,4,?,?,?
?,vhigh,4,4,med,?,unacc
?,vhigh,4,?,big,?,unacc
vhigh,?,?,?,big,?,unacc
?,vhigh,?,?,?,?,?
vhigh,vhigh,?,more,small,?,?
vhigh,?,?,more,?,med,unacc
?,?,?,?,?,high,?
?,?,4,?,med,?,?
vhigh,?,4,?,?,?,?
vhigh,?,?,more,med,?,?
?,vhigh,4,?,?,low,?
?,?,4,?,big,med,?
vhigh,?,4,?,?,high,unacc
