@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,2,?,?,unacc
?,?,2,2,small,med,?
vhigh,?,?,?,?,?,unacc
?,?,2,?,?,?,?
vhigh,vhigh,2,2,?,?,unacc
vhigh,vhigh,2,2,med,?,?
?,vhigh,2,2,big,low,?
?,vhigh,2,?,big,?,?
vhigh,?,2,?,?,high,?
vhigh,?,?,?,small,?,?
vhigh,?,?,?,small,?,unacc
vhigh,?,?,4,?,high,?
vhigh,?,?,4,?,low,?
vhigh,?,?,?,?,med,unacc
vhigh,?,2,4,?,?,unacc
?,vhigh,2,4,?,?,unacc
?,vhigh,2,?,big,?,unacc
vhigh,?,2,4,?,?,?
?,?,?,?,small,low,unacc
?,?,2,?,small,med,?
vhigh,vhigh,2,?,small,?,unacc
?,vhigh,?,?,med,?,?
?,?,?,more,?,?,?
vhigh,?,?,?,med,high,?
?,vhigh,2,more,?,low,unacc
vhigh,vhigh,?,?,big,?,unacc
?,?,?,?,big,?,unacc
?,vhigh,?,?,small,?,?
?,?,?,?,?,?,?
vhigh,?,?,2,?,?,unacc
?,?,?,?,?,?,?
vhigh,?,3,?,?,?,?
?,?,?,?,med,high,?
?,?,3,?,?,?,unacc
?,vhigh,3,2,big,med,?
?,?,?,2,?,?,?
?,?,?,?,small,low,?
?,vhigh,3,4,small,?,unacc
?,?,?,?,small,?,?
?,?,?,4,med,low,?
?,?,?,4,med,med,unacc
?,?,3,?,?,?,?
vhigh,?,?,?,?,?,?
?,vhigh,?,4,?,?,?
?,?,3,4,big,high,?
?,?,3,more,?,low,?
vhigh,?,?,?,?,med,?
vhigh,vhigh,?,more,small,?,unacc
vhigh,?,?,?,?,low,?
vhigh,?,?,?,?,?,?
vhigh,?,3,more,?,?,?
?,vhigh,3,?,?,?,?
?,?,?,?,?,?,?
?,?,?,more,big,?,?
?,vhigh,4,2,small,?,?
?,?,4,?,?,?,unacc
?,vhigh,?,2,?,?,unacc
?,vhigh,?,2,med,?,?
?,?,4,2,?,?,?
vhigh,?,4,?,?,high,unacc
?,?,?,?,?,?,?
?,?,4,2,?,?,unacc
vhigh,vhigh,?,2,?,?,unacc
?,?,?,4,small,?,?
?,vhigh,?,?,small,?,?
vhigh,vhigh,?,?,?,high,unacc
vhigh,?,?,4,med,low,?
vhigh,?,4,?,med,?,?
?,?,?,?,?,?,unacc
?,vhigh,?,4,big,low,unacc
?,vhigh,4,?,?,?,?
?,?,?,?,big,?,?
?,vhigh,4,?,small,?,unacc
?,vhigh,4,?,small,med,?
?,?,?,?,?,high,unacc
vhigh,?,?,?,?,?,unacc
vhigh,?,4,?,med,?,?
vhigh,vhigh,4,more,?,?,?
vhigh,vhigh,4,?,?,low,unacc
?,?,4,?,?,?,unacc
?,?,?,more,big,?,?
vhigh,vhigh,?,?,small,low,unacc
?,?,5more,?,small,?,?
?,vhigh,?,2,?,?,?
?,vhigh,?,2,med,?,unacc
?,?,5more,?,med,?,unacc
vhigh,vhigh,5more,?,?,?,?
?,?,?,2,?,low,?
?,?,?,?,?,med,?
vhigh,vhigh,?,?,?,?,?
?,vhigh,5more,4,?,low,unacc
vhigh,?,5more,?,small,?,unacc
vhigh,vhigh,?,?,small,?,unacc
?,vhigh,?,?,?,low,?
?,?,?,?,?,?,?
vhigh,?,?,?,med,high,?
vhigh,vhigh,?,4,big,low,?
?,?,?,?,big,?,unacc
?,vhigh,?,?,?,high,unacc
vhigh,?,5more,more,?,low,?
