@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,?,?,2,?,low,unacc
vhigh,?,2,?,small,med,?
vhigh,?,?,2,?,high,?
vhigh,vhigh,?,?,?,low,unacc
vhigh,vhigh,2,2,?,med,unacc
?,vhigh,?,?,?,?,unacc
?,vhigh,2,2,?,?,unacc
?,?,?,?,?,med,?
vhigh,?,2,?,?,?,?
vhigh,?,2,?,small,low,?
?,vhigh,2,4,?,med,?
?,vhigh,2,?,small,high,unacc
?,?,?,?,med,?,?
vhigh,?,?,?,?,?,unacc
?,?,?,?,?,high,unacc
vhigh,vhigh,2,4,big,?,?
?,?,2,4,big,?,?
?,?,?,4,?,high,?
?,?,?,?,?,low,unacc
?,?,2,more,?,?,unacc
?,vhigh,?,more,?,high,?
vhigh,?,2,?,?,low,?
?,vhigh,?,?,?,med,?
?,vhigh,?,?,?,?,?
?,vhigh,?,more,big,?,?
vhigh,?,2,?,?,?,?
vhigh,vhigh,?,more,?,?,unacc
?,vhigh,?,2,?,?,?
?,?,?,?,small,med,?
?,?,?,2,?,high,?
vhigh,?,?,?,?,?,?
?,vhigh,3,2,med,?,unacc
vhigh,?,?,2,med,high,?
?,vhigh,3,?,big,?,?
?,?,?,?,?,med,unacc
vhigh,vhigh,?,2,?,?,?
?,?,?,?,?,low,unacc
?,?,?,4,small,med,?
vhigh,?,?,?,?,high,unacc
?,?,3,4,?,?,?
?,?,?,4,?,?,?
vhigh,vhigh,?,4,?,?,?
vhigh,?,3,?,big,?,?
?,vhigh,?,?,big,med,?
?,?,3,?,?,?,?
?,?,3,more,small,?,?
?,vhigh,3,?,small,?,unacc
?,vhigh,3,more,?,high,?
?,?,?,?,med,low,unacc
?,?,3,?,med,med,unacc
vhigh,vhigh,3,?,?,?,?
?,vhigh,?,more,?,?,unacc
?,vhigh,3,more,?,med,?
vhigh,?,3,?,?,?,unacc
?,?,4,?,?,low,unacc
vhigh,vhigh,?,?,?,med,unacc
?,?,?,?,?,?,?
vhigh,?,4,?,?,?,?
vhigh,?,?,?,med,med,unacc
?,vhigh,4,?,?,?,?
?,?,4,2,?,?,?
?,vhigh,4,?,?,?,?
?,?,?,2,big,high,unacc
?,vhigh,?,?,small,?,unacc
