@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

?,?,2,2,small,low,?
vhigh,vhigh,?,2,?,med,unacc
?,vhigh,?,2,small,?,unacc
?,?,?,?,?,?,unacc
vhigh,vhigh,?,2,?,?,?
vhigh,?,2,2,med,?,unacc
vhigh,?,?,?,big,?,unacc
?,vhigh,?,?,?,?,?
vhigh,?,?,2,big,high,?
?,?,2,?,?,low,?
?,?,?,?,?,med,?
?,?,?,4,?,?,?
?,vhigh,?,?,?,?,unacc
?,vhigh,2,?,?,?,?
?,vhigh,2,?,?,?,?
vhigh,vhigh,?,?,big,low,unacc
?,?,2,4,?,?,unacc
vhigh,vhigh,?,4,?,?,unacc
vhigh,vhigh,?,?,?,?,unacc
?,?,2,?,small,?,?
vhigh,?,2,more,small,high,unacc
?,?,?,more,?,?,?
?,?,?,more,med,?,unacc
?,?,?,?,med,?,?
vhigh,vhigh,2,?,big,low,?
?,?,?,more,big,med,?
?,vhigh,2,?,big,high,?
?,?,?,2,small,?,?
vhigh,vhigh,?,?,small,?,unacc
?,?,?,?,small,?,?
vhigh,?,3,?,?,low,?
vhigh,vhigh,?,?,med,med,?
?,?,?,?,med,?,unacc
vhigh,vhigh,3,?,?,?,unacc
?,?,?,2,big,?,unacc
vhigh,vhigh,3,?,big,high,?
vhigh,vhigh,?,?,?,low,?
vhigh,?,3,4,?,?,unacc
?,vhigh,?,4,?,?,?
?,?,?,?,?,low,?
?,?,?,4,?,?,unacc
vhigh,?,?,?,med,?,unacc
vhigh,?,3,?,big,?,unacc
?,?,3,4,?,?,unacc
?,vhigh,3,?,?,?,unacc
vhigh,vhigh,?,?,?,?,?
vhigh,vhigh,?,more,?,?,?
vhigh,?,?,?,?,?,?
?,vhigh,3,more,?,?,unacc
vhigh,?,?,more,?,med,?
vhigh,vhigh,3,?,?,?,?
?,?,3,more,?,?,unacc
vhigh,?,?,?,?,?,?
vhigh,?,?,more,big,?,?
?,?,?,?,small,low,?
vhigh,?,?,2,?,med,unacc
?,?,?,?,small,high,?
?,?,?,?,med,?,?
?,?,4,?,med,?,?
?,?,?,2,?,high,unacc
?,?,4,?,?,?,unacc
vhigh,vhigh,?,?,?,med,unacc
vhigh,?,4,?,big,high,?
?,vhigh,?,?,small,?,unacc
vhigh,?,?,?,small,med,?
?,vhigh,?,4,?,high,unacc
?,?,4,?,?,low,unacc
?,?,?,?,?,?,?
vhigh,?,?,4,?,?,?
vhigh,?,?,4,?,?,?
?,?,?,?,?,?,?
?,vhigh,?,4,?,?,?
vhigh,vhigh,?,?,small,?,?
?,vhigh,?,more,?,?,unacc
vhigh,?,?,?,?,?,?
?,?,?,?,med,?,?
vhigh,vhigh,?,?,med,med,?
vhigh,?,4,?,?,?,unacc
vhigh,vhigh,4,more,?,?,?
?,vhigh,4,?,?,?,?
vhigh,?,?,more,?,?,?
?,vhigh,5more,2,small,low,?
vhigh,?,?,?,?,?,?
?,?,?,?,?,high,?
?,vhigh,?,2,?,?,unacc
?,?,5more,?,med,?,?
?,?,?,?,?,high,unacc
vhigh,vhigh,?,?,big,low,?
?,vhigh,?,?,big,med,?
vhigh,?,?,?,?,?,unacc
?,?,?,?,?,low,unacc
?,?,5more,?,?,med,?
?,?,5more,4,?,?,?
?,?,?,?,?,?,?
vhigh,?,?,?,med,?,unacc
?,?,5more,4,?,?,?
?,?,?,?,?,low,unacc
?,?,5more,4,big,?,unacc
vhigh,?,5more,4,?,?,?
?,?,5more,more,small,?,?
?,?,5more,?,?,?,unacc
vhigh,?,?,?,?,?,unacc
?,?,?,?,med,?,unacc
?,?,?,?,med,?,?
vhigh,?,5more,more,med,?,?
?,?,5more,more,big,?,?
?,vhigh,?,more,big,?,?
?,?,?,?,?,?,?
?,high,?,?,?,low,?
vhigh,?,?,2,?,med,unacc
vhigh,?,2,?,small,high,?
vhigh,?,?,2,med,low,unacc
?,high,2,?,?,?,unacc
?,?,2,?,?,?,?
?,?,2,2,?,low,unacc
?,high,?,?,?,med,?
?,high,?,?,big,?,unacc
?,high,?,4,small,?,unacc
?,high,?,?,small,?,?
vhigh,?,?,?,?,?,?
?,?,?,4,?,low,?
?,?,?,?,med,?,unacc
?,high,?,4,?,high,?
?,high,?,?,big,?,unacc
?,?,2,?,?,med,?
?,high,?,?,big,high,?
vhigh,high,?,?,small,?,?
vhigh,high,?,more,?,med,unacc
?,?,?,?,?,?,?
?,?,?,more,?,low,?
?,?,2,?,?,?,?
?,?,2,?,?,?,?
?,?,2,more,?,?,unacc
?,high,2,more,big,?,unacc
?,?,?,more,big,?,?
vhigh,high,?,?,?,low,?
?,?,3,2,small,med,unacc
?,high,?,2,?,?,?
vhigh,?,?,2,med,low,unacc
?,high,?,?,med,med,unacc
vhigh,?,?,2,med,?,?
?,?,?,2,?,?,?
vhigh,?,?,?,?,?,?
?,?,?,?,big,?,?
?,high,?,4,?,low,?
?,?,?,?,?,?,?
?,high,3,4,small,high,?
?,?,?,?,?,low,?
?,?,?,4,?,?,unacc
?,?,3,4,?,high,?
?,?,?,?,big,?,?
?,?,?,?,?,?,unacc
?,high,?,?,big,?,?
vhigh,?,?,more,small,?,?
vhigh,high,?,?,small,med,unacc
vhigh,?,?,more,?,high,unacc
vhigh,?,?,?,?,?,unacc
?,?,3,?,med,?,?
?,?,?,more,?,?,unacc
?,?,?,more,big,?,?
vhigh,high,3,?,big,?,unacc
?,?,?,?,big,?,?
?,?,4,?,small,low,?
vhigh,high,?,2,small,?,unacc
?,?,4,?,?,high,?
vhigh,?,4,?,med,?,unacc
vhigh,?,4,?,?,med,?
?,?,?,?,med,?,?
?,?,?,?,?,low,unacc
?,high,?,2,?,med,?
?,?,?,?,big,?,?
vhigh,?,4,4,?,low,?
vhigh,?,?,4,?,med,?
?,?,?,4,?,high,?
?,high,?,?,?,?,?
?,?,4,?,?,?,unacc
vhigh,?,4,?,?,?,?
vhigh,?,?,4,big,?,unacc
?,?,?,?,?,med,?
vhigh,high,4,4,?,?,unacc
?,high,?,?,?,?,unacc
?,high,4,more,small,?,unacc
?,?,4,more,small,high,unacc
?,high,?,?,?,low,?
?,?,?,more,?,med,?
?,?,4,more,med,high,unacc
?,high,4,more,?,?,?
?,?,?,?,?,med,?
vhigh,?,4,?,?,high,?
vhigh,high,?,?,?,low,unacc
vhigh,high,5more,2,?,med,unacc
?,?,?,2,small,high,unacc
?,high,?,2,?,?,unacc
vhigh,?,?,?,med,med,?
?,?,5more,?,?,?,?
?,?,?,?,?,?,?
?,?,5more,2,big,?,?
?,?,?,2,?,high,?
vhigh,?,?,?,?,?,unacc
?,?,5more,?,small,med,?
vhigh,high,5more,?,?,high,?
?,?,?,?,?,low,unacc
?,?,?,?,?,med,?
vhigh,high,?,?,med,?,?
?,?,5more,?,big,low,unacc
?,?,5more,?,?,med,?
?,?,?,?,big,?,unacc
?,high,?,?,small,low,?
?,?,5more,?,small,?,?
vhigh,?,?,more,small,high,?
vhigh,high,5more,?,med,?,?
?,high,5more,?,med,med,?
?,?,?,?,?,?,?
?,?,5more,more,big,?,?
vhigh,?,5more,?,big,?,?
?,?,?,?,big,high,unacc
?,?,2,?,small,low,unacc
vhigh,?,?,2,?,med,unacc
?,med,?,2,?,?,?
?,med,2,?,?,low,?
