@relation dataset

@attribute x real
@attribute y real
@attribute month {apr, aug, dec, feb, jan, jul, jun, mar, may, nov, oct, sep}
@attribute day {fri, mon, sat, sun, thu, tue, wed}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

7.0,?,?,?,86.2,?,94.3,5.1,8.2,51.0,6.7,?,0.0
7.0,4.0,oct,tue,?,35.4,669.1,6.7,?,33.0,0.9,?,0.0
7.0,4.0,?,sat,90.6,?,686.9,6.7,?,33.0,?,0.0,0.0
8.0,6.0,?,?,91.7,?,77.5,9.0,?,?,?,?,0.0
8.0,6.0,?,sun,89.3,51.3,?,?,11.4,?,1.8,?,0.0
8.0,6.0,aug,sun,?,85.3,?,?,?,?,?,?,0.0
?,?,?,?,92.3,88.9,?,8.5,?,?,?,0.0,?
?,?,?,?,91.5,145.4,608.2,?,?,86.0,?,0.0,0.0
8.0,6.0,sep,tue,?,129.5,692.6,7.0,?,63.0,5.4,?,0.0
7.0,5.0,?,sat,92.5,88.0,698.6,7.1,?,40.0,4.0,?,?
?,?,sep,sat,?,88.0,698.6,7.1,?,?,?,0.0,?
7.0,5.0,?,sat,92.8,73.2,?,?,19.3,38.0,?,0.0,?
6.0,5.0,aug,fri,?,?,665.3,0.8,?,72.0,6.7,0.0,0.0
?,?,sep,?,?,?,686.5,?,21.3,?,2.2,?,?
?,?,sep,?,92.9,133.3,?,?,26.4,21.0,4.5,0.0,?
6.0,?,?,fri,93.3,141.2,?,13.9,22.9,44.0,5.4,0.0,?
5.0,5.0,?,sat,?,?,80.8,7.8,?,?,?,0.0,?
8.0,?,oct,mon,?,32.8,664.2,3.0,?,47.0,?,0.0,?
?,4.0,?,?,89.2,27.9,70.8,6.3,?,35.0,4.0,?,0.0
6.0,?,apr,sat,86.3,27.4,?,?,9.3,44.0,?,0.0,0.0
?,4.0,sep,?,?,129.5,692.6,7.0,18.3,40.0,2.7,?,0.0
5.0,?,?,mon,?,78.5,724.3,?,19.1,?,2.7,?,0.0
7.0,4.0,jun,sun,94.3,96.3,?,?,?,44.0,?,?,?
7.0,?,?,?,?,?,?,?,19.5,?,?,?,0.0
7.0,?,?,?,?,139.4,?,20.3,?,32.0,5.8,?,?
7.0,?,aug,sun,91.4,?,601.4,10.6,?,60.0,?,0.0,?
7.0,?,sep,fri,?,117.9,?,?,19.0,34.0,5.8,0.0,?
7.0,4.0,?,mon,90.9,126.5,686.5,?,19.4,48.0,1.3,0.0,?
?,3.0,?,?,93.4,?,721.4,8.1,30.2,24.0,?,0.0,0.0
?,3.0,?,sun,93.5,?,728.6,8.1,?,?,3.6,0.0,?
?,3.0,sep,?,?,85.1,?,15.9,?,24.0,?,0.0,0.0
?,3.0,?,?,88.6,?,709.9,7.1,?,78.0,?,?,?
6.0,3.0,?,fri,88.6,?,?,?,20.6,?,?,0.0,?
6.0,3.0,sep,?,91.7,?,?,7.8,17.7,?,?,0.0,0.0
6.0,?,sep,mon,?,?,724.3,9.2,?,?,2.7,?,?
6.0,3.0,sep,?,?,?,730.2,?,18.2,62.0,4.5,?,0.0
?,3.0,oct,tue,?,35.4,669.1,?,?,24.0,?,0.0,0.0
7.0,4.0,oct,fri,?,41.5,?,?,11.3,?,5.4,0.0,0.0
?,?,?,sat,90.6,43.7,686.9,6.7,17.8,27.0,4.0,?,?
4.0,4.0,mar,?,88.1,25.7,67.6,3.8,?,?,2.7,0.0,?
?,?,?,tue,?,60.6,?,?,?,37.0,3.1,?,0.0
?,4.0,aug,?,90.2,96.9,624.2,?,?,42.0,?,0.0,0.0
?,?,aug,?,94.8,108.3,647.1,17.0,?,?,?,?,0.0
4.0,?,sep,?,?,88.0,?,7.1,?,?,2.7,0.0,?
4.0,4.0,?,wed,90.1,?,735.7,6.2,12.9,?,4.9,?,?
?,6.0,sep,?,?,?,692.3,?,?,?,4.0,0.0,?
?,6.0,?,?,?,?,?,7.0,?,?,?,?,?
6.0,6.0,?,mon,?,62.3,?,?,23.0,36.0,3.1,?,0.0
4.0,4.0,mar,mon,?,23.9,64.7,4.1,11.8,?,1.8,?,0.0
4.0,4.0,mar,mon,?,?,?,5.0,?,?,?,?,?
?,4.0,sep,?,92.9,137.0,706.4,?,20.8,17.0,1.3,?,?
4.0,?,?,sun,?,?,631.2,6.3,21.5,?,?,?,?
4.0,3.0,?,?,92.1,?,654.1,9.6,20.4,?,?,?,0.0
?,?,?,wed,92.1,111.2,?,9.6,?,42.0,?,?,0.0
4.0,3.0,?,?,91.7,?,661.3,?,?,45.0,?,0.0,0.0
?,3.0,?,?,?,?,706.4,9.2,?,24.0,?,0.0,0.0
4.0,3.0,?,tue,?,?,?,6.3,17.8,?,4.9,0.0,?
4.0,?,?,?,92.6,?,?,?,13.8,50.0,?,0.0,?
?,?,feb,mon,84.0,9.3,?,?,?,?,?,0.0,0.0
?,?,?,fri,86.6,?,43.0,5.3,?,51.0,0.9,0.0,0.0
2.0,2.0,?,?,?,?,?,9.6,?,39.0,?,?,0.0
?,?,mar,?,89.3,51.3,102.2,?,5.5,?,?,0.0,?
?,?,?,thu,93.0,?,466.6,7.7,18.8,?,4.9,0.0,?
?,2.0,?,sun,90.2,99.6,631.2,?,20.8,33.0,2.7,?,?
2.0,2.0,aug,?,?,103.2,?,5.8,23.1,?,?,?,?
?,2.0,?,?,91.7,114.3,661.3,?,?,44.0,4.5,0.0,?
2.0,?,sep,?,?,117.9,?,12.2,?,?,4.5,?,?
2.0,?,sep,?,92.4,?,668.0,12.2,19.6,33.0,5.4,0.0,?
?,?,?,fri,92.4,117.9,668.0,?,?,33.0,6.3,?,?
?,?,mar,fri,?,33.3,?,9.0,?,26.0,4.5,0.0,0.0
?,5.0,mar,fri,?,48.3,97.8,12.5,?,?,7.6,?,?
?,5.0,sep,fri,94.3,?,692.3,?,?,37.0,?,?,0.0
?,4.0,mar,?,?,33.3,?,9.0,15.6,?,6.3,0.0,0.0
?,4.0,?,tue,?,147.3,614.5,?,17.3,?,4.5,0.0,?
?,?,?,fri,93.3,141.2,713.9,?,27.6,?,1.3,?,0.0
?,9.0,?,thu,?,?,26.6,7.7,6.7,?,?,0.0,?
?,?,?,fri,86.6,?,?,5.3,15.7,43.0,?,0.0,0.0
?,3.0,mar,?,87.6,52.2,103.8,5.0,?,72.0,?,0.0,?
?,2.0,?,?,?,108.0,?,?,14.7,66.0,2.7,?,?
1.0,2.0,?,?,91.0,?,?,?,21.6,?,?,?,0.0
?,?,aug,sun,91.4,142.4,601.4,10.6,?,?,6.3,0.0,0.0
?,?,aug,?,90.2,?,631.2,?,?,44.0,2.2,0.0,0.0
?,2.0,?,?,?,?,?,?,?,?,4.5,?,?
1.0,2.0,?,?,?,111.2,654.1,9.6,?,?,?,?,?
1.0,2.0,?,?,?,?,661.3,6.3,?,45.0,?,0.0,?
