@relation dataset

@attribute x real
@attribute y real
@attribute month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute day {0, 1, 2, 3, 4, 5, 6}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

7.0,5.0,?,0,86.2,26.2,94.3,5.1,8.2,?,6.7,0.0,0.0
?,4.0,10,5,?,35.4,669.1,6.7,?,33.0,0.9,?,?
7.0,?,?,2,90.6,43.7,686.9,?,?,?,1.3,?,0.0
?,?,?,?,91.7,33.3,77.5,?,8.3,97.0,4.0,?,0.0
8.0,6.0,?,?,?,?,102.2,9.6,?,?,?,0.0,?
?,6.0,?,3,92.3,85.3,488.0,14.7,22.2,29.0,5.4,?,0.0
?,6.0,1,?,92.3,?,495.6,8.5,24.1,27.0,3.1,0.0,?
?,6.0,1,1,91.5,?,?,10.7,8.0,86.0,2.2,0.0,0.0
8.0,6.0,11,?,91.0,129.5,?,7.0,?,?,?,0.0,?
7.0,?,11,2,92.5,?,?,?,22.8,40.0,?,0.0,0.0
?,?,11,?,92.5,?,?,?,17.8,51.0,7.2,?,0.0
7.0,5.0,11,2,?,73.2,?,?,?,38.0,4.0,0.0,?
?,5.0,?,?,63.5,?,665.3,?,17.0,?,?,0.0,?
?,5.0,?,1,90.9,?,?,7.0,?,42.0,2.2,0.0,?
?,5.0,?,6,?,?,?,9.2,?,?,?,?,0.0
6.0,?,?,?,?,?,713.9,13.9,?,?,5.4,?,?
?,?,7,2,?,35.8,80.8,?,?,27.0,?,0.0,?
8.0,5.0,?,1,?,?,664.2,3.0,?,?,?,0.0,0.0
?,4.0,7,6,?,?,?,?,15.9,?,4.0,0.0,?
6.0,4.0,?,?,?,27.4,97.1,?,9.3,?,?,?,?
?,?,?,?,?,?,?,?,18.3,?,?,?,0.0
?,4.0,?,1,91.8,78.5,724.3,9.2,19.1,38.0,?,0.0,0.0
7.0,?,?,3,?,?,200.0,56.1,?,44.0,?,0.0,?
7.0,?,1,2,90.2,?,?,?,?,?,?,?,0.0
?,4.0,1,?,93.5,139.4,?,?,23.7,32.0,5.8,?,0.0
?,?,1,?,91.4,?,?,?,16.3,?,5.4,?,?
?,?,11,0,92.4,117.9,?,?,?,?,?,0.0,?
7.0,4.0,?,?,90.9,126.5,?,7.0,19.4,48.0,?,0.0,?
6.0,3.0,?,2,?,?,721.4,8.1,?,?,2.7,0.0,?
?,?,?,3,93.5,149.3,?,?,?,39.0,?,0.0,0.0
6.0,?,11,?,?,85.1,?,15.9,25.4,?,3.6,?,0.0
6.0,?,?,?,88.6,?,?,?,?,?,7.6,0.0,0.0
6.0,3.0,?,0,?,69.7,706.8,5.8,?,?,?,?,0.0
6.0,3.0,?,3,?,75.6,?,?,?,39.0,?,0.0,0.0
6.0,?,?,?,?,?,?,9.2,?,?,?,0.0,?
?,3.0,?,?,?,80.7,?,?,18.2,?,4.5,?,0.0
?,?,10,5,?,35.4,?,?,?,24.0,4.5,?,?
?,4.0,?,0,90.0,?,682.6,8.7,11.3,60.0,?,?,?
7.0,?,10,?,?,43.7,?,6.7,?,?,?,0.0,?
?,4.0,?,?,?,?,?,?,14.1,?,?,0.0,?
4.0,?,?,5,?,60.6,366.7,?,?,?,?,?,?
4.0,4.0,1,2,90.2,?,?,8.9,18.4,?,6.7,?,?
4.0,?,?,?,94.8,108.3,647.1,?,?,54.0,5.4,?,?
?,?,?,2,?,?,?,?,?,48.0,2.7,?,0.0
4.0,4.0,?,?,?,?,?,?,12.9,74.0,4.9,0.0,?
5.0,6.0,11,?,?,?,692.3,15.9,?,?,4.0,?,?
5.0,?,11,1,?,126.5,?,?,14.7,?,?,?,0.0
?,?,5,?,?,62.3,442.9,11.0,23.0,?,3.1,?,0.0
?,?,7,?,87.2,?,?,4.1,?,?,?,?,?
4.0,?,7,1,87.6,52.2,?,?,?,46.0,?,0.0,?
?,4.0,11,?,?,137.0,?,?,?,17.0,1.3,?,0.0
4.0,?,1,?,?,?,631.2,?,21.5,?,2.2,?,?
4.0,?,?,6,?,111.2,?,9.6,20.4,42.0,4.9,0.0,0.0
4.0,3.0,1,6,92.1,?,?,9.6,?,?,?,0.0,?
?,?,?,4,?,114.3,661.3,6.3,?,?,3.6,0.0,0.0
?,?,?,?,92.9,137.0,?,?,?,24.0,2.2,?,0.0
4.0,3.0,?,?,?,80.7,730.2,6.3,17.8,63.0,?,0.0,0.0
4.0,3.0,10,?,92.6,46.5,691.8,8.8,?,50.0,2.7,?,?
2.0,?,3,1,?,9.3,?,?,13.9,40.0,?,0.0,?
2.0,2.0,?,?,?,13.2,43.0,?,12.3,51.0,0.9,?,0.0
2.0,2.0,?,?,?,51.3,?,9.6,11.5,39.0,?,?,0.0
?,?,?,?,?,51.3,102.2,?,5.5,?,6.3,0.0,?
?,2.0,?,4,93.0,?,466.6,?,?,?,4.9,?,0.0
2.0,?,?,3,?,?,631.2,?,20.8,?,?,?,0.0
?,2.0,?,?,91.1,103.2,638.8,5.8,23.1,31.0,?,0.0,?
?,?,?,?,?,?,?,?,?,?,?,0.0,?
2.0,2.0,11,0,92.4,?,668.0,?,?,37.0,?,0.0,0.0
?,?,?,0,?,117.9,?,?,19.6,33.0,5.4,?,0.0
?,?,11,?,?,117.9,?,12.2,?,?,6.3,0.0,0.0
4.0,?,?,?,91.7,33.3,77.5,?,?,?,4.5,?,0.0
?,5.0,7,?,?,48.3,?,12.5,?,27.0,7.6,?,?
?,5.0,?,?,?,85.1,?,15.9,?,?,?,0.0,0.0
5.0,4.0,7,?,?,?,?,9.0,15.6,25.0,6.3,?,?
5.0,4.0,?,5,88.8,?,?,?,?,?,?,0.0,0.0
?,4.0,?,?,93.3,?,?,13.9,27.6,?,?,0.0,0.0
9.0,?,?,?,84.2,?,26.6,7.7,?,?,3.1,0.0,?
?,?,3,?,86.6,13.2,43.0,5.3,?,?,3.1,0.0,0.0
?,3.0,7,?,?,?,103.8,?,8.3,?,?,?,0.0
1.0,2.0,1,0,?,108.0,529.8,12.5,14.7,?,2.7,0.0,?
?,2.0,1,?,91.0,?,?,?,?,19.0,?,?,0.0
?,2.0,?,?,91.4,?,601.4,10.6,?,39.0,6.3,?,0.0
1.0,?,1,3,?,99.6,?,?,?,?,?,0.0,?
?,2.0,1,?,94.8,?,?,17.0,?,?,4.5,0.0,?
?,2.0,1,?,92.1,111.2,?,?,?,?,0.9,0.0,?
?,?,1,?,91.7,?,?,?,20.2,?,3.6,?,0.0
?,?,11,?,92.9,?,?,9.2,21.5,15.0,?,0.0,0.0
1.0,2.0,11,4,?,137.0,?,?,?,27.0,?,?,0.0
1.0,2.0,11,?,92.9,?,706.4,?,?,34.0,2.2,0.0,0.0
?,?,?,3,93.5,149.3,?,?,?,36.0,?,0.0,0.0
?,?,?,2,?,?,80.8,7.8,?,?,4.9,?,?
?,5.0,1,?,?,?,624.2,?,?,?,?,0.0,0.0
8.0,?,7,0,?,?,80.8,?,17.4,?,5.4,0.0,?
8.0,?,1,?,92.3,85.3,488.0,?,?,32.0,?,?,0.0
8.0,?,1,?,91.4,?,?,10.6,18.2,43.0,?,?,0.0
?,?,1,1,?,103.2,?,5.8,?,?,2.7,0.0,0.0
?,4.0,11,3,89.7,90.0,?,4.8,?,?,?,0.0,?
3.0,?,?,2,83.9,8.0,30.2,2.6,12.7,48.0,?,?,0.0
