@relation dataset

@attribute x real
@attribute y real
@attribute month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute day {0, 1, 2, 3, 4, 5, 6}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

?,5.0,?,?,86.2,26.2,?,?,8.2,51.0,6.7,0.0,0.0
7.0,4.0,10,?,90.6,?,?,6.7,?,?,0.9,0.0,0.0
7.0,?,?,?,90.6,?,686.9,6.7,14.6,?,?,0.0,0.0
8.0,6.0,7,0,?,33.3,?,9.0,8.3,97.0,4.0,0.2,0.0
?,6.0,7,3,?,?,102.2,9.6,?,?,1.8,?,0.0
?,6.0,1,?,92.3,85.3,?,14.7,?,29.0,5.4,0.0,?
8.0,6.0,?,1,92.3,88.9,?,8.5,?,27.0,3.1,0.0,0.0
8.0,?,?,?,91.5,?,?,?,8.0,86.0,?,0.0,?
8.0,6.0,11,5,91.0,129.5,692.6,7.0,13.1,?,5.4,0.0,0.0
7.0,5.0,11,2,92.5,?,?,7.1,22.8,40.0,4.0,?,?
7.0,?,11,?,?,?,698.6,7.1,?,?,7.2,0.0,0.0
?,?,11,?,92.8,?,713.0,?,19.3,38.0,?,0.0,0.0
6.0,5.0,?,0,?,70.8,665.3,0.8,17.0,72.0,?,0.0,0.0
?,5.0,11,?,?,126.5,686.5,?,21.3,?,2.2,?,0.0
?,?,11,?,92.9,?,699.6,9.2,26.4,?,4.5,?,?
?,?,?,0,?,141.2,713.9,?,?,?,5.4,0.0,?
?,?,?,?,91.7,?,80.8,7.8,?,27.0,5.4,?,?
?,5.0,?,1,84.9,32.8,?,3.0,?,?,4.9,0.0,0.0
6.0,4.0,7,?,?,27.9,?,6.3,15.9,?,4.0,0.0,0.0
6.0,4.0,0,?,86.3,27.4,97.1,?,9.3,44.0,4.5,0.0,0.0
?,4.0,11,?,91.0,129.5,?,7.0,?,?,?,0.0,0.0
5.0,?,?,?,91.8,?,724.3,?,19.1,38.0,?,?,0.0
7.0,?,?,3,94.3,96.3,200.0,?,?,?,?,0.0,0.0
?,4.0,?,?,90.2,110.9,537.4,?,?,?,?,0.0,?
7.0,?,1,2,?,139.4,594.2,20.3,?,?,?,?,0.0
7.0,?,1,3,?,?,601.4,10.6,?,?,?,0.0,0.0
?,4.0,11,0,92.4,?,?,12.2,19.0,34.0,5.8,?,0.0
7.0,4.0,?,?,90.9,126.5,686.5,?,?,?,?,0.0,?
?,3.0,?,2,93.4,?,721.4,?,30.2,?,2.7,?,?
?,3.0,11,?,93.5,149.3,728.6,?,?,?,3.6,0.0,?
6.0,?,?,0,?,?,?,15.9,25.4,?,3.6,?,?
?,3.0,11,?,?,?,?,7.1,?,?,?,0.0,?
?,3.0,11,?,?,?,?,5.8,?,?,?,0.0,0.0
6.0,3.0,?,3,?,?,?,7.8,17.7,39.0,?,0.0,?
?,3.0,?,?,91.8,?,724.3,?,21.2,?,?,0.0,0.0
?,3.0,?,5,?,?,730.2,?,?,?,?,0.0,0.0
6.0,3.0,10,?,?,35.4,?,?,?,24.0,4.5,0.0,0.0
7.0,4.0,10,?,90.0,41.5,682.6,?,?,60.0,5.4,0.0,?
?,?,10,?,?,?,?,6.7,?,27.0,?,?,0.0
4.0,?,7,?,?,25.7,67.6,?,14.1,?,2.7,0.0,?
4.0,4.0,?,5,79.5,?,366.7,?,23.3,?,3.1,0.0,0.0
?,?,1,?,90.2,?,?,8.9,18.4,42.0,6.7,?,0.0
?,?,1,?,94.8,108.3,647.1,17.0,16.6,?,5.4,0.0,0.0
?,?,?,2,?,88.0,?,7.1,?,48.0,2.7,?,0.0
4.0,?,?,?,90.1,?,735.7,?,?,?,4.9,0.0,?
?,6.0,?,?,94.3,85.1,?,15.9,?,?,4.0,0.0,?
?,6.0,11,?,90.9,?,?,7.0,?,70.0,3.6,0.0,0.0
6.0,?,5,1,?,62.3,?,?,23.0,?,3.1,0.0,?
?,?,?,?,87.2,?,64.7,?,11.8,35.0,1.8,?,?
?,4.0,7,?,?,52.2,?,5.0,11.0,46.0,5.8,?,0.0
?,?,?,?,?,?,?,9.2,20.8,17.0,?,?,?
4.0,?,1,?,90.2,?,?,6.3,?,34.0,?,0.0,?
?,3.0,1,6,92.1,?,654.1,9.6,?,?,4.9,?,?
4.0,3.0,1,6,92.1,111.2,?,?,20.4,?,4.9,?,0.0
4.0,?,?,?,91.7,114.3,661.3,6.3,17.6,?,3.6,?,?
4.0,?,11,4,92.9,?,706.4,9.2,27.7,24.0,?,?,?
?,?,11,5,?,80.7,?,6.3,17.8,63.0,?,?,?
4.0,?,?,3,?,?,?,8.8,13.8,?,2.7,?,?
?,2.0,3,1,?,9.3,34.0,?,?,?,?,0.0,?
2.0,?,?,0,?,?,43.0,5.3,12.3,51.0,?,?,?
2.0,2.0,?,?,?,51.3,102.2,9.6,?,?,?,0.0,0.0
?,2.0,?,?,?,51.3,?,9.6,?,59.0,?,0.0,?
2.0,2.0,1,4,?,75.3,466.6,?,18.8,35.0,?,?,?
?,?,?,3,?,?,631.2,6.3,20.8,33.0,?,?,?
2.0,2.0,?,?,91.1,103.2,638.8,5.8,23.1,31.0,?,?,0.0
2.0,2.0,?,?,?,?,?,6.3,18.6,44.0,4.5,?,0.0
?,2.0,11,?,92.4,117.9,?,?,?,37.0,4.5,?,0.0
?,?,?,?,?,117.9,?,?,19.6,?,5.4,?,?
2.0,2.0,11,?,92.4,117.9,?,12.2,?,?,6.3,?,0.0
4.0,5.0,7,?,?,33.3,?,9.0,?,?,4.5,0.0,0.0
4.0,5.0,?,0,?,?,?,12.5,15.8,27.0,?,0.0,?
?,?,11,0,94.3,?,692.3,15.9,?,?,3.6,?,0.0
?,4.0,?,0,?,?,77.5,?,?,25.0,6.3,?,?
5.0,4.0,1,5,?,?,614.5,?,?,43.0,?,?,0.0
?,4.0,11,0,93.3,141.2,?,?,27.6,?,?,0.0,?
9.0,9.0,?,?,84.2,6.8,?,?,?,79.0,?,0.0,?
9.0,?,?,?,86.6,?,43.0,?,15.7,?,3.1,?,0.0
?,?,?,1,?,?,103.8,5.0,?,72.0,3.1,?,?
?,2.0,?,0,90.1,108.0,529.8,?,?,66.0,?,?,?
1.0,2.0,1,5,?,121.2,?,?,?,19.0,?,?,?
1.0,?,1,?,91.4,142.4,601.4,10.6,?,?,?,0.0,0.0
?,?,1,?,90.2,?,631.2,6.3,17.9,44.0,2.2,?,?
?,2.0,?,?,?,108.3,647.1,17.0,18.6,?,4.5,0.0,?
1.0,2.0,1,?,92.1,111.2,654.1,9.6,16.6,?,0.9,0.0,0.0
1.0,?,1,?,?,?,661.3,?,?,45.0,?,?,0.0
1.0,2.0,?,?,?,?,706.4,?,?,?,?,0.0,0.0
?,2.0,?,?,?,137.0,?,9.2,25.4,27.0,?,0.0,0.0
?,?,11,?,92.9,137.0,?,9.2,22.4,?,2.2,?,0.0
?,?,11,?,93.5,?,728.6,?,?,36.0,3.6,?,0.0
6.0,5.0,?,?,91.7,?,?,?,?,25.0,4.9,0.0,?
6.0,5.0,?,2,90.2,96.9,?,8.9,?,59.0,?,0.0,?
8.0,6.0,?,0,?,35.8,80.8,?,?,?,5.4,?,0.0
?,6.0,1,3,?,85.3,488.0,?,20.8,32.0,?,?,?
?,6.0,1,?,?,142.4,?,10.6,?,43.0,?,0.0,?
?,6.0,1,?,91.1,103.2,?,?,23.4,?,?,?,?
?,4.0,?,3,?,90.0,704.4,4.8,17.8,64.0,1.3,?,0.0
?,?,?,?,83.9,?,?,?,12.7,48.0,?,?,0.0
3.0,?,?,?,69.0,?,15.5,0.7,17.4,24.0,5.4,?,?
3.0,4.0,1,3,91.4,?,?,10.6,11.6,87.0,4.5,0.0,0.0
?,4.0,1,3,91.4,?,?,?,?,?,?,?,0.0
?,4.0,?,3,91.4,?,601.4,10.6,?,?,5.4,?,?
?,4.0,1,5,?,?,614.5,9.0,14.4,?,5.4,?,?
?,4.0,1,5,?,108.3,?,17.0,?,?,4.0,0.0,?
2.0,4.0,?,2,?,121.1,?,8.6,?,?,?,?,0.0
?,4.0,?,?,?,3.7,?,?,?,78.0,3.1,?,0.0
4.0,5.0,7,0,?,19.5,57.3,?,12.7,?,?,?,0.0
?,?,7,?,91.4,?,74.3,7.5,?,?,3.1,0.0,0.0
?,?,1,?,90.2,?,631.2,?,?,33.0,?,?,?
4.0,?,11,2,92.5,88.0,698.6,?,20.3,?,?,?,0.0
4.0,?,11,?,?,91.8,?,7.1,17.4,?,5.4,?,?
?,4.0,7,0,?,19.5,?,?,13.7,?,?,0.0,0.0
3.0,4.0,?,?,91.7,?,77.5,9.0,?,?,?,?,0.0
?,4.0,11,?,89.7,?,?,?,22.8,39.0,3.6,?,0.0
?,?,?,?,?,78.5,?,9.2,18.9,?,?,?,?
3.0,?,?,?,88.1,25.7,67.6,3.8,?,?,?,0.0,?
?,5.0,7,5,?,?,?,?,15.5,?,?,0.0,?
3.0,?,?,2,?,?,?,?,11.6,30.0,?,0.0,?
3.0,?,?,2,?,?,?,7.8,15.2,27.0,?,?,0.0
3.0,4.0,7,?,90.1,?,86.6,6.2,10.6,30.0,?,?,0.0
3.0,4.0,?,?,93.0,75.3,?,?,?,?,?,?,0.0
?,4.0,?,?,91.5,?,?,?,10.3,74.0,2.2,?,0.0
3.0,?,?,?,?,?,?,?,?,43.0,?,?,?
?,?,?,?,?,124.1,?,?,22.5,42.0,5.4,?,0.0
3.0,4.0,?,?,84.4,73.4,671.9,?,17.9,45.0,3.1,0.0,?
3.0,?,?,?,94.3,85.1,?,?,?,?,5.4,?,?
3.0,?,10,?,92.6,?,?,?,20.6,24.0,?,?,0.0
?,?,7,1,?,52.2,103.8,5.0,9.0,49.0,?,0.0,0.0
3.0,?,?,0,93.5,149.3,?,?,17.2,43.0,3.1,0.0,?
3.0,5.0,10,6,?,?,?,5.2,?,46.0,3.6,0.0,?
?,5.0,10,3,?,46.5,691.8,8.8,15.4,?,0.9,0.0,?
4.0,?,3,2,?,?,?,?,15.4,40.0,2.7,0.0,?
?,?,7,?,?,?,?,?,?,?,?,?,?
4.0,?,7,3,?,?,102.2,9.6,10.6,46.0,4.9,?,?
4.0,6.0,11,4,?,?,685.2,17.9,17.6,?,3.1,?,?
?,?,?,?,88.1,?,67.6,3.8,?,?,?,?,0.0
?,?,?,?,?,?,?,20.3,17.6,?,5.8,0.0,0.0
?,?,11,?,92.4,124.1,680.7,8.5,?,58.0,?,0.0,?
3.0,?,11,1,?,126.5,686.5,7.0,15.6,?,3.1,?,0.0
9.0,9.0,?,?,85.8,48.3,313.4,3.9,18.0,?,?,0.0,?
?,4.0,11,5,?,?,?,7.0,?,?,2.2,0.0,0.43
?,?,11,?,90.9,?,?,?,?,?,1.8,?,?
1.0,?,1,?,95.5,?,513.3,?,?,31.0,?,0.0,?
?,6.0,?,0,?,108.0,529.8,12.5,21.2,?,8.9,0.0,?
?,2.0,5,2,?,?,?,?,16.6,?,5.4,?,0.71
2.0,5.0,?,?,95.5,99.9,?,?,?,32.0,?,?,0.77
?,5.0,?,4,95.2,131.7,?,10.4,?,?,4.0,0.0,?
?,?,7,1,?,39.7,86.6,6.2,?,40.0,?,0.0,0.95
?,?,?,5,84.4,?,?,?,?,28.0,3.6,?,?
2.0,?,?,?,94.8,108.3,647.1,?,?,43.0,?,?,1.07
8.0,6.0,?,?,?,?,685.2,17.9,23.7,?,4.5,?,1.12
?,?,6,?,92.5,56.4,?,7.1,?,39.0,5.4,?,1.19
9.0,?,5,3,90.1,?,355.2,?,24.8,29.0,2.2,0.0,?
?,?,5,2,90.1,51.2,?,6.2,?,?,1.8,0.0,?
5.0,?,11,0,94.3,?,692.3,?,?,?,4.9,0.0,?
?,?,11,2,93.4,145.4,721.4,8.1,?,?,2.7,0.0,?
?,?,1,3,?,?,647.1,17.0,?,47.0,1.3,0.0,?
2.0,4.0,?,?,93.4,145.4,721.4,?,28.6,27.0,?,0.0,?
?,2.0,?,6,92.1,?,?,?,?,?,3.6,0.0,?
2.0,4.0,?,6,?,?,654.1,9.6,?,35.0,?,0.0,?
7.0,4.0,11,?,92.4,?,668.0,?,19.0,34.0,?,?,?
?,4.0,7,1,90.1,?,?,6.2,?,?,3.1,0.0,?
6.0,4.0,?,?,?,?,578.8,10.4,?,?,4.0,0.0,1.9
?,3.0,7,?,?,50.1,100.4,?,15.2,?,8.5,0.0,?
8.0,?,11,?,?,121.1,?,8.6,?,56.0,1.8,?,?
?,5.0,11,3,?,90.0,?,?,17.8,67.0,2.2,?,2.01
?,?,7,?,?,18.2,55.0,?,5.3,70.0,4.5,?,?
6.0,5.0,1,6,?,111.2,654.1,9.6,?,47.0,?,?,2.29
6.0,5.0,?,6,96.0,?,570.5,?,?,33.0,4.5,?,2.51
6.0,5.0,7,0,?,?,?,12.5,?,26.0,?,?,?
?,6.0,1,4,95.2,131.7,?,?,?,45.0,2.2,0.0,?
5.0,4.0,?,6,92.9,?,?,?,21.9,?,?,?,2.57
8.0,?,1,?,?,90.4,?,?,17.4,50.0,4.0,0.0,2.69
7.0,4.0,1,?,?,?,601.4,10.6,?,?,?,?,2.74
4.0,4.0,11,?,?,?,686.5,7.0,17.7,39.0,2.2,?,3.07
1.0,4.0,?,2,?,96.9,?,8.9,?,?,?,0.0,3.5
?,4.0,?,2,90.2,?,624.2,8.9,?,39.0,?,?,?
?,5.0,0,?,?,?,?,2.7,?,?,5.8,0.0,?
?,5.0,1,3,?,99.6,?,6.3,19.2,?,2.7,?,?
?,?,?,6,?,?,735.7,6.2,18.3,?,2.2,0.0,?
8.0,6.0,1,?,?,147.3,614.5,?,?,66.0,5.4,?,?
1.0,?,?,3,92.4,124.1,?,8.5,23.9,?,6.7,0.0,?
?,6.0,?,1,84.9,?,664.2,?,19.1,32.0,4.0,0.0,5.44
?,4.0,?,?,86.8,?,?,3.9,?,53.0,?,0.0,6.38
?,4.0,10,?,91.7,48.5,?,?,16.8,?,?,0.0,?
?,?,?,?,93.9,?,?,?,20.8,34.0,4.9,?,6.96
