@relation dataset

@attribute x real
@attribute y real
@attribute month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute day {0, 1, 2, 3, 4, 5, 6}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

?,5.0,7,?,?,?,?,5.1,8.2,?,?,?,?
?,?,?,5,90.6,?,669.1,6.7,18.0,?,0.9,0.0,?
?,4.0,?,2,90.6,43.7,686.9,6.7,?,?,?,0.0,?
8.0,6.0,?,?,?,33.3,77.5,9.0,8.3,97.0,?,0.2,0.0
8.0,6.0,?,3,89.3,?,?,9.6,11.4,99.0,1.8,?,0.0
8.0,6.0,1,?,92.3,?,488.0,14.7,?,29.0,5.4,0.0,?
8.0,?,?,1,92.3,?,?,?,?,27.0,3.1,?,0.0
?,?,1,1,?,?,608.2,10.7,?,86.0,?,0.0,?
?,?,11,?,?,129.5,692.6,7.0,?,63.0,?,0.0,?
7.0,5.0,11,?,92.5,?,698.6,7.1,22.8,?,4.0,?,0.0
7.0,5.0,11,2,?,?,?,7.1,17.8,?,7.2,?,0.0
7.0,5.0,11,?,92.8,?,713.0,?,?,38.0,4.0,?,?
6.0,5.0,1,?,63.5,70.8,?,0.8,17.0,?,?,0.0,?
?,5.0,?,1,90.9,?,?,?,?,?,2.2,0.0,0.0
6.0,5.0,?,6,92.9,?,699.6,?,26.4,?,?,?,?
?,5.0,?,?,?,?,713.9,13.9,22.9,44.0,5.4,?,?
?,?,?,2,91.7,?,80.8,7.8,?,27.0,?,?,?
8.0,?,10,?,84.9,?,664.2,3.0,?,47.0,4.9,0.0,?
6.0,4.0,?,6,?,?,?,?,?,35.0,?,?,0.0
?,4.0,?,2,86.3,27.4,97.1,?,9.3,44.0,4.5,0.0,?
?,?,11,?,91.0,?,692.6,7.0,?,?,2.7,?,0.0
?,?,?,?,91.8,?,?,?,?,38.0,2.7,?,?
?,?,?,?,?,96.3,?,56.1,?,44.0,?,0.0,0.0
?,?,?,?,90.2,?,537.4,6.2,?,43.0,?,?,0.0
?,4.0,1,2,93.5,139.4,594.2,?,23.7,32.0,?,0.0,?
7.0,4.0,?,3,?,142.4,?,10.6,?,60.0,?,?,?
?,?,?,?,?,117.9,668.0,12.2,?,34.0,5.8,0.0,?
?,?,11,?,90.9,126.5,686.5,7.0,?,48.0,?,0.0,?
?,?,?,?,93.4,?,?,8.1,?,24.0,?,?,0.0
6.0,?,11,3,93.5,?,728.6,8.1,?,39.0,?,?,0.0
?,3.0,11,0,?,?,?,15.9,25.4,?,?,?,?
6.0,?,?,1,?,?,?,?,?,?,7.6,?,0.0
6.0,3.0,11,?,?,?,?,5.8,?,37.0,1.8,0.0,0.0
6.0,3.0,11,?,91.7,75.6,?,?,?,?,?,0.0,?
?,?,11,?,?,78.5,724.3,9.2,?,32.0,2.7,?,?
6.0,3.0,?,5,90.3,80.7,?,?,?,?,?,0.0,?
?,?,10,?,?,?,669.1,6.7,?,?,?,0.0,?
7.0,?,10,0,?,41.5,682.6,8.7,?,60.0,5.4,0.0,?
7.0,?,?,2,?,?,?,6.7,?,27.0,?,0.0,?
4.0,?,7,5,?,?,67.6,?,14.1,43.0,2.7,?,?
4.0,4.0,?,5,79.5,60.6,?,?,23.3,37.0,?,0.0,?
?,?,1,?,?,96.9,624.2,8.9,18.4,42.0,?,0.0,0.0
4.0,4.0,?,5,94.8,108.3,?,?,16.6,?,?,?,0.0
4.0,?,?,?,92.5,88.0,698.6,?,?,?,?,0.0,0.0
?,?,?,?,90.1,82.9,735.7,?,12.9,?,?,?,0.0
?,6.0,?,?,94.3,85.1,?,?,25.9,24.0,?,?,?
?,6.0,?,1,90.9,?,?,7.0,?,?,?,0.0,?
6.0,6.0,5,1,?,62.3,?,?,23.0,36.0,?,?,?
?,4.0,?,1,?,?,64.7,?,11.8,?,?,0.0,0.0
4.0,4.0,?,?,?,?,103.8,5.0,11.0,46.0,5.8,0.0,?
?,?,11,4,92.9,?,706.4,9.2,?,17.0,1.3,0.0,0.0
?,3.0,1,?,90.2,?,631.2,?,?,34.0,2.2,?,?
?,?,1,?,?,111.2,?,9.6,20.4,?,4.9,?,?
?,?,1,?,?,111.2,654.1,?,?,?,4.9,0.0,?
?,3.0,1,4,91.7,?,?,?,17.6,45.0,?,0.0,?
?,3.0,11,?,?,137.0,?,?,?,?,2.2,?,?
?,3.0,11,5,?,?,730.2,6.3,?,63.0,4.9,0.0,?
4.0,3.0,10,3,?,?,691.8,?,?,50.0,2.7,0.0,?
?,2.0,3,1,84.0,9.3,?,?,13.9,40.0,5.4,0.0,0.0
?,2.0,3,?,?,13.2,?,?,?,51.0,?,?,0.0
2.0,?,?,3,89.3,51.3,102.2,?,11.5,?,?,0.0,0.0
2.0,2.0,7,?,?,51.3,?,?,?,?,6.3,0.0,?
?,?,?,?,93.0,?,466.6,?,18.8,?,?,0.0,?
2.0,?,1,3,?,?,631.2,6.3,?,?,2.7,0.0,?
?,2.0,1,1,?,103.2,638.8,5.8,23.1,31.0,3.1,?,?
?,?,?,4,?,114.3,?,?,?,?,4.5,?,0.0
?,2.0,?,0,92.4,117.9,668.0,?,?,37.0,4.5,0.0,?
2.0,2.0,11,?,92.4,117.9,?,?,19.6,33.0,?,0.0,?
2.0,?,11,0,92.4,117.9,?,?,?,?,6.3,?,?
?,5.0,7,0,91.7,33.3,?,9.0,17.2,26.0,?,0.0,0.0
4.0,5.0,?,?,91.2,48.3,?,?,15.8,27.0,?,0.0,0.0
?,5.0,?,?,94.3,85.1,?,15.9,?,?,?,?,?
5.0,?,?,?,?,?,?,9.0,?,?,?,0.0,0.0
?,?,1,5,88.8,147.3,614.5,9.0,17.3,?,?,0.0,?
5.0,?,11,0,93.3,141.2,713.9,13.9,27.6,30.0,?,?,0.0
?,?,3,4,?,?,26.6,?,?,?,3.1,0.0,0.0
?,?,?,0,?,?,43.0,5.3,15.7,43.0,3.1,0.0,0.0
?,?,?,1,?,?,103.8,?,8.3,72.0,?,0.0,0.0
1.0,2.0,1,0,90.1,?,529.8,?,?,?,?,0.0,?
?,?,1,?,91.0,121.2,561.6,7.0,?,?,6.7,?,?
?,?,?,?,?,?,601.4,10.6,19.5,39.0,6.3,0.0,0.0
