@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data

?,14.23,1.71,2.43,15.6,127.0,?,3.06,0.28,2.29,5.64,1.04,?,?
?,?,1.78,2.14,11.2,?,2.65,2.76,0.26,1.28,4.38,?,3.4,1050.0
0,13.16,?,?,?,?,?,?,?,?,?,1.03,3.17,1185.0
?,?,1.95,?,16.8,?,3.85,3.49,0.24,2.18,?,?,3.45,1480.0
?,?,2.59,?,?,?,2.8,?,0.39,1.82,?,1.04,?,735.0
0,14.2,1.76,2.45,15.2,?,?,?,0.34,1.97,6.75,?,?,?
0,14.39,1.87,2.45,?,96.0,?,2.52,?,1.98,?,?,?,1290.0
?,?,2.15,?,17.6,121.0,?,?,0.31,?,5.05,1.06,3.58,?
?,?,1.64,?,?,?,2.8,?,?,?,5.2,?,2.85,1045.0
?,?,1.35,?,16.0,?,?,3.15,0.22,1.85,?,1.01,3.55,1045.0
?,?,2.16,2.3,18.0,105.0,2.95,?,?,2.38,?,1.25,3.17,1510.0
?,14.12,1.48,2.32,?,95.0,2.2,2.43,0.26,?,?,?,2.82,?
0,?,?,?,16.0,89.0,2.6,?,?,?,?,?,?,1320.0
0,?,?,?,?,91.0,?,3.69,?,2.81,5.4,1.25,2.73,?
0,?,1.87,?,12.0,?,?,?,0.29,?,7.5,?,3.0,?
?,13.63,1.81,2.7,?,?,?,?,?,1.46,?,?,2.88,?
0,14.3,1.92,?,?,?,?,?,?,?,6.2,1.07,?,?
?,?,1.57,2.62,?,?,?,?,?,1.72,?,1.13,?,1130.0
0,14.19,?,2.48,16.5,?,3.3,3.93,0.32,?,?,?,?,?
0,13.64,?,2.56,?,116.0,2.7,?,0.17,?,5.1,?,?,?
0,?,?,2.28,?,?,3.0,3.17,?,?,?,?,3.71,?
?,?,?,?,18.6,?,?,?,0.25,?,?,?,?,?
?,?,?,?,?,101.0,?,2.88,?,?,?,?,?,?
0,?,?,?,17.8,95.0,2.48,2.37,?,?,3.93,?,?,?
?,?,?,?,?,?,?,?,?,1.66,?,?,?,?
?,?,2.05,?,25.0,124.0,?,?,?,1.92,?,1.13,3.2,830.0
?,?,1.77,?,16.1,?,2.85,2.94,0.34,1.45,?,?,?,1195.0
0,?,1.72,2.14,17.0,94.0,2.4,?,?,1.35,?,?,2.77,?
0,13.87,?,2.8,?,?,?,2.97,0.37,?,4.5,?,?,?
?,?,?,?,?,?,2.65,?,0.26,?,?,?,?,?
?,?,1.5,?,22.5,?,?,?,?,?,5.7,?,2.71,?
?,13.58,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1.83,2.36,?,104.0,?,?,?,1.97,?,?,2.87,990.0
?,13.76,?,2.7,19.5,?,2.95,2.74,?,?,?,?,?,?
?,?,?,?,?,?,2.35,2.53,?,1.54,?,?,?,?
?,13.48,?,2.41,?,?,?,2.98,?,1.86,5.1,?,?,?
0,?,1.64,?,?,?,?,2.68,?,1.36,4.6,1.09,?,?
?,?,?,2.55,?,98.0,2.45,?,?,?,?,?,?,1105.0
?,?,1.5,2.1,?,98.0,2.4,2.64,0.28,1.37,?,?,?,?
?,?,3.99,?,?,?,?,3.04,0.2,2.08,5.1,?,3.53,760.0
0,?,1.71,?,16.2,117.0,3.15,?,?,2.34,?,?,3.38,?
?,?,?,?,18.8,90.0,?,?,?,1.48,4.28,?,?,1035.0
0,?,?,?,?,101.0,3.25,?,0.17,?,?,0.88,?,?
?,13.24,?,?,17.5,103.0,?,2.63,0.32,?,4.36,?,?,?
0,?,?,?,17.0,?,?,?,0.28,2.03,?,?,?,885.0
0,?,4.04,2.44,?,?,?,?,?,?,5.24,0.87,3.33,?
?,14.38,?,2.28,?,?,?,?,0.27,2.19,?,?,?,1065.0
?,13.9,1.68,?,?,101.0,3.1,?,?,?,6.1,?,?,?
?,?,?,2.4,?,?,2.75,2.92,?,2.38,?,?,2.75,1060.0
?,13.94,1.73,?,?,108.0,2.88,3.54,?,?,?,?,3.1,1260.0
0,?,1.73,2.04,12.4,92.0,2.72,?,?,2.91,?,?,?,?
?,13.83,1.65,2.6,17.2,94.0,2.45,2.99,?,?,5.6,1.24,3.37,?
0,13.82,1.75,2.42,?,111.0,?,?,?,1.87,7.05,?,3.26,1190.0
?,?,?,?,17.1,?,3.0,2.79,?,?,6.3,?,?,?
0,13.74,?,?,?,?,?,?,0.21,1.62,5.85,?,3.2,?
?,13.56,?,?,20.5,?,?,2.78,?,?,?,0.98,?,?
?,?,1.7,2.3,16.3,118.0,3.2,?,?,2.03,?,?,?,970.0
0,13.29,?,2.68,?,102.0,?,?,?,?,?,?,?,?
?,?,?,2.5,16.7,?,?,?,?,?,?,?,?,?
?,12.37,0.94,?,?,88.0,?,?,?,0.42,1.95,?,1.82,520.0
1,12.33,1.1,2.28,?,?,?,1.09,?,0.41,3.27,?,?,?
1,?,?,2.02,?,?,?,?,0.53,0.62,?,?,?,450.0
?,?,?,1.92,18.0,?,?,1.79,?,0.73,3.8,1.23,?,630.0
?,?,1.13,2.16,19.0,?,?,?,?,?,4.45,?,?,?
?,12.17,1.45,?,?,?,?,1.75,0.45,?,?,?,2.23,355.0
1,12.37,1.21,?,?,?,2.42,2.65,?,?,?,1.19,2.3,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,78.0,2.11,2.0,0.27,1.04,?,?,?,?
?,?,?,?,?,?,?,?,?,0.42,3.17,?,?,?
1,?,1.19,?,16.8,151.0,1.85,1.28,0.14,2.5,?,?,3.07,718.0
?,12.29,1.61,?,20.4,?,?,?,?,?,?,0.906,1.82,?
1,13.86,1.51,?,25.0,86.0,?,?,0.21,1.87,?,?,?,?
1,?,?,?,24.0,?,?,?,0.27,1.03,?,?,?,472.0
?,?,?,2.6,?,?,3.3,?,0.21,?,?,?,?,985.0
?,11.96,?,2.3,?,?,3.38,?,0.13,?,3.21,0.99,3.13,886.0
1,11.66,1.88,?,?,?,?,?,?,?,3.8,?,?,428.0
?,?,?,?,16.0,?,?,?,?,?,4.6,1.19,2.48,392.0
1,11.84,?,?,18.0,?,1.72,?,0.43,0.95,2.65,?,?,500.0
?,?,0.99,1.95,?,?,1.9,?,0.35,?,3.4,?,2.31,?
?,?,3.87,?,23.0,101.0,?,?,?,?,?,1.19,?,463.0
1,?,?,?,?,86.0,?,?,?,?,?,1.38,?,?
?,?,1.81,?,?,?,?,?,?,?,?,?,?,?
?,12.08,?,2.51,?,?,2.0,?,0.4,?,2.2,?,?,630.0
