@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {0, 1}


@data

?,2.6909,0.0,?,0.0,0.0,?,?,2.0,?,0.0,0.0,3.106,2.55,?,?,0.96,1.142,?,?,1.201,0.0,?,0.0,0.0,1.932,?,0.0,0.0,?,0.0,0.0,0.0,?,2.949,1.591,?,7.253,0.0,?,?
?,2.1144,?,?,?,0.0,?,30.8,1.0,1.0,0.0,0.0,2.461,?,?,1.0,?,1.144,?,?,?,?,?,?,0.0,2.214,-0.204,?,0.0,?,0.0,0.0,?,0.0,3.315,1.967,0.0,?,?,?,?
?,3.2512,?,?,0.0,0.0,0.0,26.7,?,4.0,0.0,0.0,3.279,2.585,?,0.0,1.009,?,?,0.0,1.092,?,0.0,0.0,0.0,?,-0.008,0.0,0.0,?,?,?,?,?,3.076,?,?,?,0.0,?,?
3.0,2.7098,0.0,?,?,0.0,?,20.0,?,2.0,0.0,0.0,?,0.918,?,?,?,1.167,0.0,0.0,1.024,?,0.0,0.0,0.0,1.414,1.073,0.0,8.361,1.333,?,?,?,1.0,3.046,?,0.0,?,0.0,?,?
?,3.3944,?,0.0,0.0,0.0,0.0,29.4,2.0,4.0,0.0,-0.271,?,?,9.528,2.0,1.004,1.147,0.0,0.0,1.137,0.0,?,?,0.0,1.985,-0.002,?,10.348,?,?,0.0,0.0,?,3.351,2.405,0.0,?,0.0,0.0,?
?,3.4286,?,0.0,?,0.0,?,?,2.0,4.0,0.0,-0.275,?,2.522,9.383,?,?,?,0.0,0.0,?,0.0,0.0,?,0.0,1.98,-0.008,0.0,10.276,?,?,0.0,0.0,0.0,?,?,0.0,7.904,?,?,?
5.0,5.0476,?,0.0,0.0,0.0,0.0,11.1,0.0,3.0,0.0,0.0,2.872,0.722,9.657,0.0,1.092,1.153,?,0.0,?,?,?,?,0.0,?,0.446,?,?,0.8,?,?,0.0,1.0,4.712,4.583,?,?,0.0,0.0,1
4.525,?,0.0,?,?,0.0,?,?,3.0,2.0,?,?,?,?,9.786,5.0,?,1.142,0.0,0.0,1.179,0.0,?,0.0,0.0,?,-0.002,?,11.115,?,0.0,0.0,?,0.0,?,2.143,0.0,?,0.0,?,?
?,?,0.0,0.0,?,?,2.0,44.4,?,?,0.0,?,2.97,?,9.54,?,0.968,?,0.0,?,1.328,1.0,?,0.0,0.0,2.175,?,?,?,?,?,0.0,?,?,3.626,1.917,0.0,7.939,?,?,1
5.04,3.6112,?,?,?,?,?,41.2,0.0,?,3.0,?,?,1.258,?,8.0,1.069,?,?,0.0,1.199,1.0,?,0.0,?,2.323,0.005,?,?,1.711,?,?,?,?,?,3.5,1.0,?,0.0,?,?
?,?,?,?,?,?,?,52.9,?,?,?,?,?,?,10.06,?,1.018,?,0.0,?,?,?,0.0,0.0,0.0,?,0.004,0.0,10.717,1.207,0.0,?,?,?,?,?,?,?,0.0,?,1
?,?,0.0,?,0.0,?,?,29.4,2.0,0.0,0.0,?,2.333,?,?,?,0.959,?,0.0,0.0,?,?,?,?,0.0,1.732,?,0.0,?,2.094,0.0,0.0,0.0,0.0,?,?,0.0,6.333,0.0,0.0,1
?,?,0.0,0.0,0.0,0.0,?,30.0,?,0.0,0.0,?,2.523,1.459,8.755,?,?,?,0.0,0.0,?,0.0,0.0,?,?,?,-0.181,0.0,0.0,2.052,?,0.0,0.0,0.0,2.998,1.722,?,?,?,?,1
3.732,2.3391,?,?,0.0,?,?,30.0,2.0,?,0.0,0.0,2.511,?,8.16,?,?,1.145,0.0,0.0,?,0.0,0.0,0.0,0.0,1.802,?,0.0,?,?,0.0,0.0,0.0,?,?,1.667,0.0,?,0.0,?,?
3.879,2.5951,0.0,0.0,?,?,?,?,?,0.0,?,0.0,?,?,?,?,0.96,1.143,?,0.0,?,?,?,0.0,?,1.902,?,?,0.0,?,?,?,?,0.0,2.924,1.611,0.0,7.029,?,?,1
3.942,?,?,0.0,?,0.0,?,?,2.0,?,0.0,0.0,3.44,2.777,9.207,?,0.969,1.141,?,0.0,?,0.0,0.0,?,?,?,0.003,0.0,?,5.294,?,0.0,0.0,0.0,?,1.739,?,?,0.0,?,?
3.966,2.852,?,0.0,0.0,0.0,?,32.0,?,?,0.0,?,4.075,3.146,?,?,?,?,0.0,0.0,1.243,?,?,0.0,0.0,?,0.0,1.0,?,6.909,?,0.0,0.0,0.0,?,?,0.0,11.578,0.0,1.0,1
?,?,0.0,?,1.0,0.0,?,?,2.0,0.0,1.0,0.0,2.532,?,?,?,0.969,1.157,?,?,?,0.0,0.0,?,?,1.802,-0.195,0.0,0.0,2.488,?,0.0,1.0,2.0,?,2.0,?,?,0.0,0.0,1
4.0,2.6264,0.0,0.0,?,?,0.0,?,0.0,0.0,?,?,2.167,?,8.318,0.0,?,1.166,?,?,1.182,0.0,?,0.0,0.0,?,?,0.0,0.0,1.0,?,0.0,0.0,0.0,?,2.0,?,6.579,0.0,0.0,?
2.0,1.1521,?,0.0,0.0,?,?,?,1.0,1.0,0.0,0.0,?,?,?,?,1.016,1.173,0.0,0.0,?,0.0,0.0,?,?,1.0,-1.099,0.0,0.0,?,0.0,0.0,0.0,?,2.279,4.0,0.0,4.948,?,0.0,?
?,2.4062,0.0,0.0,0.0,0.0,0.0,?,?,1.0,0.0,0.0,2.555,1.585,8.16,1.0,?,1.15,?,0.0,?,0.0,?,0.0,0.0,1.802,-0.205,?,?,?,?,0.0,0.0,?,2.874,2.333,0.0,?,0.0,0.0,1
?,2.3699,0.0,0.0,?,0.0,0.0,?,?,?,0.0,0.0,?,1.0,8.482,0.0,0.998,1.146,?,?,?,?,?,?,?,2.17,?,0.0,0.0,?,0.0,0.0,?,0.0,?,2.083,0.0,?,0.0,0.0,?
3.414,2.2525,?,?,0.0,?,0.0,20.0,2.0,2.0,?,0.0,?,1.0,7.408,?,1.031,?,0.0,?,0.98,0.0,0.0,?,?,?,-0.642,?,0.0,?,?,?,0.0,2.0,2.817,?,0.0,6.32,?,?,1
4.17,2.8042,?,0.0,0.0,0.0,0.0,23.1,?,?,?,0.0,2.449,?,8.597,1.0,?,1.16,0.0,0.0,?,0.0,0.0,0.0,0.0,1.848,?,0.0,?,1.542,0.0,0.0,?,2.0,3.047,3.367,0.0,6.782,0.0,0.0,?
?,2.9558,?,0.0,?,?,?,?,?,2.0,?,?,2.608,?,8.815,2.0,?,1.156,?,0.0,1.056,0.0,0.0,?,?,1.932,?,0.0,0.0,1.745,?,0.0,?,?,3.083,3.056,0.0,6.914,?,?,1
?,2.6294,0.0,?,?,?,0.0,37.5,?,1.0,0.0,?,2.333,?,7.408,1.0,1.012,?,0.0,?,?,0.0,0.0,?,?,1.618,?,0.0,0.0,1.707,?,0.0,0.0,1.0,?,3.5,0.0,7.035,?,?,1
4.214,3.0057,?,0.0,?,?,0.0,?,1.0,?,0.0,0.0,?,1.459,8.755,?,1.005,?,0.0,0.0,1.104,0.0,?,0.0,0.0,1.902,-0.236,?,?,?,0.0,?,0.0,?,?,2.722,?,6.989,?,?,?
3.848,2.8521,0.0,0.0,0.0,?,0.0,27.3,2.0,2.0,0.0,?,?,?,8.584,?,?,?,?,?,1.117,?,0.0,?,?,?,-0.076,?,0.0,?,?,?,0.0,1.0,?,2.375,0.0,7.074,0.0,?,1
?,2.3729,?,0.0,?,?,0.0,?,1.0,1.0,?,0.0,?,1.0,?,1.0,0.998,?,?,0.0,1.142,0.0,0.0,0.0,0.0,?,-0.589,0.0,9.174,1.707,0.0,0.0,?,?,?,3.125,0.0,6.735,?,?,1
4.393,3.6458,0.0,0.0,0.0,0.0,?,37.0,3.0,?,?,?,?,2.187,9.562,1.0,?,?,?,0.0,1.259,0.0,0.0,?,?,2.048,0.013,0.0,10.02,?,0.0,0.0,?,?,?,2.303,0.0,?,?,0.0,1
?,?,0.0,0.0,0.0,0.0,0.0,?,3.0,1.0,0.0,?,2.634,?,9.184,2.0,0.984,1.143,0.0,?,1.206,?,0.0,?,0.0,2.0,-0.218,0.0,?,?,0.0,?,0.0,0.0,3.375,2.667,?,?,0.0,0.0,?
4.0,?,0.0,0.0,0.0,0.0,0.0,30.0,?,1.0,0.0,?,?,?,8.318,?,?,?,?,0.0,?,0.0,0.0,0.0,?,?,-0.596,0.0,9.444,?,0.0,0.0,0.0,0.0,3.261,3.167,0.0,7.097,0.0,0.0,?
4.694,3.646,0.0,0.0,?,?,?,30.0,2.0,2.0,0.0,?,2.917,1.406,9.425,?,?,?,?,?,1.14,0.0,0.0,0.0,0.0,?,?,?,10.162,1.631,?,?,?,1.0,3.417,2.875,?,7.595,?,?,1
