@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {0, 1}


@data

?,?,?,0.0,?,?,0.0,31.4,?,0.0,0.0,?,?,2.55,?,?,?,1.142,0.0,0.0,1.201,?,0.0,0.0,0.0,1.932,0.011,?,?,4.489,0.0,0.0,?,?,?,1.591,0.0,7.253,?,?,?
4.17,2.1144,0.0,0.0,?,?,0.0,30.8,1.0,?,?,0.0,2.461,1.393,8.723,?,0.989,?,0.0,?,1.104,1.0,0.0,?,?,2.214,-0.204,0.0,?,1.542,0.0,?,?,0.0,3.315,1.967,0.0,7.257,?,?,1
3.932,3.2512,0.0,0.0,?,?,?,26.7,2.0,4.0,0.0,0.0,3.279,?,?,0.0,?,1.152,0.0,0.0,?,0.0,?,0.0,?,1.942,?,0.0,?,4.891,?,?,?,?,3.076,?,0.0,7.601,0.0,0.0,1
?,2.7098,?,0.0,?,0.0,?,?,0.0,?,0.0,?,?,?,?,?,?,1.167,?,?,1.024,0.0,?,?,0.0,1.414,1.073,0.0,?,?,?,0.0,0.0,?,?,5.0,0.0,6.69,0.0,0.0,1
4.236,3.3944,0.0,0.0,?,?,?,29.4,2.0,4.0,0.0,?,?,?,?,?,1.004,1.147,?,?,1.137,0.0,0.0,0.0,?,?,-0.002,0.0,10.348,5.588,0.0,0.0,?,?,3.351,?,0.0,8.003,0.0,0.0,?
4.236,3.4286,0.0,0.0,0.0,0.0,0.0,?,?,4.0,?,-0.275,?,?,?,?,?,?,0.0,0.0,1.119,?,?,?,0.0,1.98,-0.008,?,10.276,?,?,0.0,?,0.0,3.351,2.556,0.0,?,0.0,0.0,1
?,?,1.0,0.0,0.0,?,?,11.1,0.0,?,?,?,2.872,0.722,?,0.0,1.092,?,?,0.0,?,?,0.0,0.0,0.0,2.0,?,0.0,18.375,?,?,0.0,?,1.0,4.712,4.583,?,9.303,0.0,0.0,1
?,3.8301,?,0.0,?,0.0,?,31.6,3.0,?,?,-0.039,3.418,?,9.786,?,?,1.142,?,0.0,1.179,?,?,0.0,?,?,?,?,11.115,3.889,?,?,0.0,?,?,?,?,7.95,0.0,0.0,?
4.596,?,?,?,?,0.0,?,?,2.0,0.0,0.0,0.0,?,0.875,?,?,0.968,1.115,0.0,?,?,1.0,0.0,0.0,0.0,?,0.041,0.0,?,?,?,0.0,0.0,?,3.626,1.917,?,?,?,0.0,1
?,3.6112,?,0.0,1.0,0.0,2.0,41.2,?,?,3.0,-1.29,3.483,1.258,?,8.0,?,1.127,?,?,?,?,?,0.0,0.0,2.323,0.005,?,30.959,1.711,0.0,?,2.0,1.0,3.888,?,?,?,?,0.0,1
?,2.7414,?,?,?,0.0,2.0,52.9,0.0,?,?,?,3.364,?,10.06,?,1.018,?,?,0.0,1.279,?,0.0,?,0.0,?,0.004,?,?,?,?,1.0,?,0.0,?,2.5,0.0,8.427,0.0,?,?
3.618,2.1906,?,0.0,0.0,?,0.0,?,2.0,?,0.0,?,?,1.522,7.853,?,0.959,?,0.0,?,?,0.0,0.0,0.0,?,1.732,?,?,0.0,?,0.0,?,?,0.0,?,?,?,6.333,?,?,1
4.214,?,0.0,0.0,0.0,0.0,?,?,3.0,?,?,0.0,?,1.459,8.755,0.0,0.959,?,0.0,0.0,1.213,?,0.0,?,0.0,1.902,-0.181,?,0.0,?,0.0,?,?,0.0,2.998,1.722,0.0,6.77,0.0,?,1
?,?,0.0,0.0,0.0,0.0,0.0,30.0,?,?,0.0,?,?,1.585,8.16,0.0,0.959,?,?,0.0,1.196,?,?,0.0,0.0,?,?,0.0,0.0,2.488,?,?,0.0,?,?,1.667,?,?,0.0,?,1
3.879,?,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,?,?,?,?,8.743,?,0.96,?,?,?,?,0.0,?,?,?,1.902,0.036,0.0,?,3.685,0.0,0.0,?,?,2.924,1.611,0.0,7.029,0.0,0.0,1
3.942,2.7719,?,0.0,0.0,0.0,?,31.6,2.0,?,0.0,0.0,3.44,?,9.207,?,0.969,1.141,?,0.0,1.22,0.0,?,1.0,0.0,1.95,0.003,0.0,0.0,5.294,?,0.0,0.0,?,3.542,1.739,0.0,8.127,0.0,1.0,?
3.966,?,1.0,0.0,?,0.0,?,32.0,?,0.0,0.0,?,?,?,?,?,?,1.138,?,0.0,1.243,0.0,1.0,?,?,1.97,0.0,1.0,0.0,6.909,?,?,?,?,?,1.603,?,11.578,?,?,?
3.732,2.3761,?,?,1.0,0.0,0.0,?,?,0.0,1.0,0.0,2.532,1.585,8.16,?,0.969,?,0.0,0.0,1.152,?,?,0.0,?,?,-0.195,?,0.0,2.488,0.0,?,?,?,?,2.0,1.0,?,?,0.0,1
?,2.6264,0.0,0.0,0.0,?,0.0,23.1,?,0.0,0.0,?,?,0.811,8.318,0.0,0.972,?,?,?,1.182,0.0,0.0,0.0,0.0,?,?,0.0,0.0,1.0,?,0.0,0.0,0.0,2.991,2.0,1.0,?,0.0,?,1
?,1.1521,?,0.0,0.0,0.0,?,?,1.0,1.0,?,0.0,1.549,?,4.174,0.0,1.016,?,0.0,?,0.93,?,0.0,?,0.0,1.0,-1.099,0.0,0.0,?,?,0.0,0.0,?,?,4.0,0.0,4.948,?,0.0,1
3.732,?,0.0,?,?,?,0.0,?,2.0,1.0,?,0.0,?,?,8.16,?,?,?,?,?,1.134,?,0.0,0.0,0.0,1.802,?,0.0,0.0,2.488,?,?,0.0,?,?,?,0.0,6.649,0.0,0.0,?
4.0,?,0.0,?,?,0.0,0.0,30.0,?,1.0,0.0,?,2.273,1.0,?,?,?,1.146,?,0.0,1.09,?,?,0.0,?,2.17,?,0.0,0.0,?,?,0.0,0.0,0.0,?,?,0.0,?,0.0,0.0,1
?,?,0.0,0.0,?,0.0,?,20.0,2.0,2.0,?,?,?,1.0,7.408,0.0,?,1.166,?,?,?,0.0,?,0.0,0.0,1.618,-0.642,0.0,?,1.707,0.0,?,0.0,2.0,2.817,3.75,0.0,?,0.0,?,1
?,2.8042,0.0,0.0,?,0.0,0.0,?,2.0,?,0.0,0.0,2.449,?,8.597,1.0,1.015,1.16,?,0.0,?,?,?,0.0,0.0,?,0.391,0.0,?,1.542,?,0.0,?,2.0,3.047,3.367,0.0,6.782,0.0,?,1
4.303,2.9558,0.0,?,0.0,?,0.0,25.0,?,?,0.0,0.0,?,1.459,8.815,?,1.005,1.156,?,0.0,?,0.0,?,0.0,?,1.932,?,0.0,0.0,?,0.0,0.0,0.0,?,3.083,3.056,?,?,0.0,?,1
?,?,?,0.0,0.0,?,0.0,37.5,1.0,1.0,0.0,0.0,2.333,1.0,?,1.0,?,1.13,0.0,?,1.215,?,?,0.0,?,1.618,?,0.0,0.0,?,?,0.0,0.0,1.0,?,3.5,?,?,0.0,?,1
?,3.0057,0.0,?,0.0,0.0,0.0,25.0,?,2.0,?,0.0,?,1.459,8.755,1.0,1.005,?,0.0,?,1.104,0.0,?,0.0,0.0,1.902,-0.236,0.0,0.0,?,0.0,?,?,1.0,3.087,2.722,?,6.989,?,?,?
3.848,?,?,?,0.0,0.0,?,27.3,?,2.0,0.0,0.0,2.858,?,8.584,1.0,?,1.151,?,?,?,?,0.0,?,0.0,1.879,?,?,?,?,?,0.0,0.0,?,2.997,?,0.0,7.074,0.0,0.0,1
3.414,2.3729,0.0,0.0,?,?,?,?,1.0,?,0.0,0.0,2.263,1.0,7.408,1.0,?,?,?,?,?,?,0.0,0.0,?,?,-0.589,0.0,?,?,0.0,?,?,0.0,3.038,?,0.0,6.735,?,?,?
?,3.6458,?,0.0,0.0,0.0,0.0,37.0,3.0,?,0.0,2.487,3.233,2.187,?,1.0,?,1.131,?,0.0,?,0.0,0.0,?,0.0,2.048,0.013,0.0,10.02,3.684,?,0.0,0.0,?,?,?,0.0,8.029,0.0,0.0,1
?,?,0.0,0.0,?,0.0,0.0,31.3,3.0,?,0.0,?,2.634,0.918,?,2.0,0.984,?,0.0,0.0,1.206,0.0,?,0.0,0.0,2.0,?,0.0,?,1.521,?,0.0,0.0,?,3.375,?,?,7.403,?,?,1
?,2.9193,0.0,?,?,?,?,30.0,?,1.0,?,0.167,2.279,0.811,?,0.0,0.998,1.146,?,?,1.195,?,0.0,?,?,?,-0.596,0.0,9.444,?,?,?,0.0,0.0,3.261,?,0.0,7.097,0.0,?,1
4.694,3.646,0.0,?,0.0,0.0,0.0,?,?,?,0.0,-0.671,2.917,?,9.425,?,0.998,1.146,?,0.0,?,?,?,0.0,0.0,2.101,-0.077,?,10.162,?,?,0.0,?,1.0,3.417,2.875,0.0,?,?,0.0,1
4.236,?,0.0,0.0,0.0,0.0,?,33.3,0.0,?,0.0,?,?,3.574,10.082,2.0,0.972,1.138,?,0.0,1.205,?,0.0,?,0.0,?,?,0.0,?,10.108,0.0,?,0.0,?,?,?,0.0,?,?,0.0,1
4.17,?,?,0.0,0.0,?,?,27.3,1.0,2.0,0.0,-0.245,2.512,0.971,?,?,1.028,1.151,?,0.0,1.112,0.0,?,?,0.0,1.848,?,0.0,?,1.542,?,?,?,0.0,?,?,0.0,?,0.0,0.0,1
?,?,0.0,?,0.0,?,?,28.6,?,2.0,?,-0.211,2.662,1.459,?,?,?,1.149,0.0,?,1.138,0.0,0.0,?,?,?,?,0.0,9.822,2.052,0.0,0.0,?,0.0,3.344,?,0.0,?,?,0.0,?
4.214,3.7074,0.0,?,?,?,0.0,33.3,1.0,2.0,?,-0.329,?,1.459,?,?,1.025,?,?,?,1.186,0.0,?,0.0,0.0,1.902,-0.263,?,?,2.052,0.0,0.0,?,0.0,?,3.194,?,7.543,0.0,0.0,1
?,?,?,?,0.0,0.0,?,?,1.0,3.0,?,-0.262,?,1.906,9.011,?,?,1.15,0.0,0.0,1.119,0.0,0.0,?,0.0,1.95,?,?,10.041,?,?,0.0,0.0,0.0,3.349,2.833,?,?,?,?,1
4.334,3.6943,0.0,0.0,?,?,0.0,?,1.0,2.0,?,-0.241,?,?,8.944,3.0,1.013,1.139,?,0.0,?,?,0.0,0.0,?,1.97,0.149,?,10.118,?,0.0,?,0.0,0.0,?,2.952,0.0,7.596,?,?,1
4.372,3.3652,?,?,?,?,?,?,1.0,?,0.0,-0.177,3.139,2.246,9.253,?,0.993,?,0.0,?,?,0.0,0.0,0.0,0.0,2.024,-0.025,?,10.624,3.412,0.0,0.0,?,?,?,?,0.0,7.788,0.0,?,1
5.392,?,?,?,0.0,?,?,30.8,?,?,0.0,?,?,?,?,13.0,0.989,?,?,0.0,1.169,?,?,?,?,?,0.001,?,11.278,3.598,?,?,?,1.0,?,2.461,?,?,?,?,1
?,3.6985,0.0,?,0.0,?,0.0,30.0,?,4.0,0.0,-0.796,3.192,1.922,?,6.0,?,?,0.0,?,?,?,0.0,?,?,?,?,0.0,?,?,?,0.0,0.0,?,3.431,?,?,8.008,?,?,?
?,?,?,?,0.0,?,0.0,31.8,?,4.0,0.0,?,3.699,2.948,?,?,0.995,?,0.0,?,1.164,?,0.0,0.0,0.0,?,?,0.0,?,6.131,0.0,0.0,?,?,3.393,?,?,?,?,?,?
?,3.7942,?,0.0,?,0.0,?,?,4.0,4.0,?,?,4.14,?,?,?,?,?,0.0,0.0,1.184,?,?,0.0,?,2.13,?,0.0,?,?,?,0.0,?,0.0,?,2.086,0.0,8.693,0.0,?,?
4.347,3.1269,0.0,0.0,?,?,?,33.3,?,?,0.0,?,?,3.309,?,?,?,?,0.0,?,?,?,0.0,?,?,2.019,?,?,?,?,?,?,?,?,3.358,?,?,?,0.0,0.0,?
4.562,3.8122,?,?,?,?,0.0,?,?,?,0.0,?,?,?,9.184,?,?,1.139,0.0,0.0,1.179,?,0.0,?,?,?,?,?,9.6,?,?,0.0,0.0,1.0,?,3.556,0.0,?,0.0,0.0,?
?,4.0061,?,?,?,?,0.0,?,?,?,?,?,?,1.379,?,?,1.013,?,?,?,1.189,?,?,?,0.0,?,?,?,?,?,?,0.0,0.0,?,?,?,?,?,?,0.0,?
?,2.409,?,?,?,?,0.0,35.0,?,3.0,0.0,?,?,2.182,?,6.0,?,?,?,?,1.157,?,0.0,0.0,0.0,?,0.014,0.0,?,?,?,?,0.0,?,3.542,2.667,0.0,?,?,0.0,?
?,3.9071,?,?,?,0.0,?,?,2.0,?,?,-0.104,3.082,?,?,5.0,1.021,1.142,0.0,0.0,?,0.0,?,?,?,?,0.049,0.0,10.469,?,0.0,?,?,?,?,?,0.0,?,0.0,?,?
4.646,?,?,?,0.0,?,0.0,?,?,?,?,?,?,?,?,?,1.017,1.137,0.0,?,1.184,0.0,?,?,?,2.107,?,0.0,21.879,6.086,?,?,?,?,?,?,?,?,0.0,?,?
?,?,?,0.0,0.0,?,?,?,?,?,?,?,?,2.252,?,6.0,?,1.139,?,?,?,?,?,?,?,?,?,?,21.27,?,?,?,?,0.0,3.534,2.944,?,8.196,0.0,0.0,1
4.562,?,?,0.0,?,0.0,?,?,?,?,?,?,?,?,9.184,0.0,1.134,?,?,?,1.19,0.0,0.0,?,?,?,?,0.0,?,?,?,0.0,?,1.0,?,?,0.0,8.593,0.0,?,?
5.206,3.3847,?,?,?,?,0.0,30.8,?,?,?,-0.947,?,?,10.416,?,0.979,?,?,0.0,?,?,?,0.0,?,?,?,?,10.57,?,?,0.0,?,?,?,2.167,?,?,?,0.0,1
?,3.8787,?,?,0.0,?,?,25.0,0.0,?,?,?,?,?,9.666,?,?,1.161,0.0,?,?,0.0,?,?,?,2.117,0.052,?,?,2.428,0.0,?,2.0,4.0,3.483,?,?,?,?,0.0,?
?,?,0.0,?,?,?,?,?,?,?,?,-1.426,?,0.971,8.597,?,?,?,?,?,?,?,?,?,0.0,?,?,?,?,?,?,0.0,?,1.0,?,?,0.0,7.521,0.0,?,?
4.214,3.3376,?,0.0,0.0,?,?,?,?,?,1.0,-1.072,?,1.459,8.755,2.0,?,?,?,0.0,?,0.0,?,?,0.0,?,-0.277,?,?,?,0.0,?,1.0,?,?,?,1.0,7.746,?,?,?
5.206,3.5794,?,0.0,?,0.0,?,?,1.0,3.0,?,-0.919,?,3.189,10.627,?,0.985,?,0.0,?,?,?,?,?,?,?,?,?,?,8.266,?,?,?,1.0,?,?,2.0,?,0.0,?,?
?,?,?,0.0,?,?,?,?,?,1.0,0.0,?,2.4,?,8.597,?,?,1.152,?,?,?,?,0.0,0.0,0.0,1.848,?,?,?,1.542,?,?,?,?,?,2.567,?,?,?,0.0,1
?,?,?,?,?,1.0,0.0,?,3.0,?,?,?,?,?,?,?,?,1.146,?,?,?,0.0,?,?,?,?,0.014,?,10.355,?,?,?,0.0,?,?,2.538,?,?,?,?,1
?,3.0034,0.0,0.0,?,?,2.0,?,?,1.0,0.0,?,3.093,1.187,9.631,?,?,1.12,?,?,?,1.0,0.0,0.0,?,?,-0.024,0.0,0.0,?,?,1.0,?,?,?,2.315,?,?,?,?,?
?,?,?,0.0,?,0.0,2.0,?,?,?,?,?,3.093,?,?,2.0,0.987,1.12,?,0.0,1.242,1.0,?,?,0.0,?,-0.024,?,0.0,1.544,?,1.0,?,?,3.635,?,?,?,0.0,?,1
?,?,0.0,?,?,0.0,3.0,42.1,?,?,?,?,?,0.881,9.833,?,?,?,?,?,1.272,?,?,?,?,2.246,-0.024,?,0.0,?,?,1.0,0.0,?,?,2.333,?,?,?,0.0,?
4.828,?,?,0.0,?,?,2.0,?,?,?,?,?,?,?,9.749,4.0,?,?,?,0.0,?,?,0.0,?,?,?,0.014,?,?,?,?,2.0,0.0,?,?,2.233,0.0,?,?,?,?
4.543,?,0.0,?,0.0,?,?,?,?,?,0.0,?,?,?,9.722,?,?,1.119,?,?,?,1.0,?,?,0.0,?,?,?,10.395,?,0.0,?,0.0,?,?,?,?,?,0.0,0.0,?
?,?,?,?,?,?,1.0,45.0,?,1.0,?,?,?,1.661,9.466,?,?,?,0.0,?,?,?,?,0.0,0.0,?,0.014,?,?,?,?,?,?,1.0,?,2.317,?,8.061,?,?,1
?,?,0.0,?,?,?,?,?,?,?,?,?,?,?,9.631,4.0,?,?,0.0,?,?,?,?,0.0,0.0,?,?,0.0,10.036,?,?,1.0,?,?,?,?,?,?,?,0.0,?
4.863,3.3599,?,?,?,0.0,3.0,42.1,0.0,?,0.0,?,3.335,?,?,?,?,?,?,0.0,1.216,1.0,0.0,?,0.0,2.283,-0.008,?,?,?,0.0,?,0.0,?,?,?,?,8.33,0.0,?,?
4.923,3.2457,?,0.0,?,?,?,?,?,?,?,-0.863,?,?,?,?,?,1.116,?,?,?,?,?,?,0.0,2.267,?,?,?,?,?,?,0.0,?,?,2.8,0.0,8.28,?,0.0,1
?,?,?,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,?,?,0.0,?,?,?,0.001,?,22.449,?,?,?,?,?,?,2.833,0.0,?,?,0.0,?
5.074,?,?,0.0,?,0.0,?,38.1,?,4.0,?,?,?,?,?,14.0,?,1.129,0.0,?,1.215,1.0,0.0,0.0,?,2.354,?,0.0,?,3.873,?,?,0.0,0.0,?,2.467,0.0,?,?,?,?
