@relation dataset

@attribute RI real
@attribute Na real
@attribute Mg real
@attribute Al real
@attribute Si real
@attribute K real
@attribute Ca real
@attribute Ba real
@attribute Fe real
@attribute Type {'build wind float', 'build wind non-float', 'vehic wind float', 'vehic wind non-float', containers, tableware, headlamps}


@data

1.51793,?,?,1.12,73.03,0.64,8.77,0.0,?,?
1.51643,?,?,?,72.89,0.57,8.53,?,0.0,?
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,?,0.0,'build wind float'
?,14.4,1.74,?,74.55,?,?,0.0,0.0,?
?,?,?,1.0,?,0.12,16.19,0.0,?,'build wind non-float'
1.51655,?,?,1.44,?,0.57,8.79,?,?,?
?,13.64,?,0.65,73.0,?,8.93,?,0.0,'vehic wind float'
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,'build wind float'
1.51545,14.14,?,2.68,73.39,0.08,?,?,?,headlamps
1.51789,13.19,?,1.3,?,0.55,8.44,?,0.28,?
1.51625,?,3.58,1.49,72.72,?,8.21,?,0.0,?
?,?,?,1.16,?,?,?,?,?,?
?,?,3.77,0.79,71.99,?,?,0.0,?,'build wind float'
1.52121,14.03,3.76,0.58,?,0.11,9.65,?,?,?
?,?,3.45,?,72.48,0.6,8.38,?,0.17,?
?,?,?,?,72.52,?,?,?,?,'build wind non-float'
?,?,?,?,73.02,0.0,?,1.59,?,headlamps
1.51629,?,?,1.49,?,0.67,?,?,0.0,'build wind non-float'
1.51994,?,?,?,?,?,?,0.0,0.0,containers
1.51811,12.96,?,?,?,0.6,?,?,?,'build wind non-float'
1.52152,13.05,?,0.87,72.22,?,?,0.0,0.17,?
?,?,0.0,1.88,?,?,?,?,0.34,'build wind non-float'
?,?,3.74,?,72.28,0.64,8.96,0.0,?,?
?,?,3.66,1.19,72.79,0.57,?,0.0,0.11,?
1.52058,12.85,1.61,2.17,?,0.76,9.7,?,0.51,?
1.51569,13.24,?,1.47,73.25,?,8.03,0.0,0.0,'build wind non-float'
1.5159,?,?,1.9,?,0.69,7.97,?,0.0,'build wind non-float'
1.51683,?,0.0,1.98,73.29,0.0,8.52,?,?,headlamps
?,?,3.54,1.48,?,0.56,8.1,?,0.0,'build wind non-float'
?,13.33,?,?,72.67,0.56,8.33,?,?,?
?,12.87,?,?,73.14,?,?,0.0,0.0,'build wind non-float'
?,13.33,3.34,?,?,0.56,8.99,0.0,?,?
1.51115,?,0.0,?,?,0.0,6.65,0.0,0.0,tableware
?,13.44,3.61,1.54,?,?,?,?,0.0,?
?,13.0,?,1.36,?,?,8.4,0.0,0.11,?
1.51571,12.72,3.46,1.56,73.2,0.67,?,0.0,0.24,?
1.51596,12.79,3.61,?,72.97,0.64,?,?,0.26,'build wind float'
?,?,2.72,?,?,?,9.23,0.0,?,'build wind non-float'
1.51662,?,3.51,?,?,0.68,8.23,0.06,?,?
?,?,?,2.08,?,1.1,7.08,?,0.0,?
?,?,?,1.35,?,?,?,0.0,?,'build wind float'
?,?,?,1.08,?,0.56,8.38,0.0,?,?
?,13.0,?,1.54,72.83,0.61,?,0.0,?,'build wind non-float'
?,?,?,1.47,?,0.39,?,0.0,?,'build wind non-float'
?,?,3.54,0.75,72.65,?,8.89,?,0.24,'vehic wind float'
1.51755,?,3.42,?,?,0.59,?,0.0,?,'build wind float'
?,14.01,?,3.5,?,?,5.87,?,0.0,?
?,?,?,?,72.61,0.57,8.22,0.0,?,'build wind float'
