@relation dataset

@attribute x real
@attribute y real
@attribute month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute day {0, 1, 2, 3, 4, 5, 6}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

?,5.0,7,0,86.2,26.2,94.3,5.1,?,?,6.7,0.0,?
7.0,4.0,10,5,90.6,35.4,669.1,6.7,18.0,33.0,0.9,0.0,0.0
?,4.0,10,2,90.6,43.7,686.9,6.7,14.6,33.0,1.3,0.0,0.0
8.0,6.0,7,0,91.7,33.3,77.5,9.0,8.3,97.0,?,0.2,0.0
8.0,6.0,7,3,89.3,51.3,102.2,9.6,11.4,99.0,1.8,?,0.0
8.0,6.0,1,?,92.3,85.3,488.0,?,22.2,29.0,?,0.0,0.0
?,6.0,1,?,?,88.9,495.6,8.5,?,27.0,3.1,?,?
8.0,6.0,1,1,91.5,145.4,608.2,?,8.0,86.0,2.2,0.0,0.0
8.0,6.0,11,5,91.0,?,692.6,7.0,13.1,63.0,5.4,0.0,0.0
7.0,5.0,11,2,92.5,88.0,698.6,7.1,22.8,40.0,?,0.0,0.0
7.0,5.0,11,2,92.5,88.0,698.6,7.1,?,51.0,7.2,?,0.0
7.0,5.0,?,?,92.8,73.2,713.0,22.6,?,38.0,4.0,0.0,0.0
6.0,?,1,0,63.5,70.8,665.3,0.8,17.0,?,6.7,0.0,0.0
?,?,?,1,90.9,126.5,686.5,7.0,21.3,42.0,2.2,0.0,0.0
?,5.0,11,6,92.9,133.3,699.6,9.2,26.4,21.0,4.5,?,0.0
6.0,5.0,11,0,93.3,141.2,713.9,13.9,22.9,?,5.4,0.0,?
5.0,5.0,7,2,91.7,35.8,80.8,?,15.1,27.0,5.4,0.0,0.0
8.0,?,?,1,84.9,32.8,664.2,3.0,16.7,?,4.9,0.0,0.0
6.0,?,7,6,89.2,27.9,70.8,6.3,?,?,4.0,?,0.0
?,4.0,?,2,86.3,27.4,97.1,5.1,9.3,44.0,4.5,0.0,0.0
6.0,4.0,11,5,91.0,129.5,692.6,7.0,18.3,40.0,2.7,?,0.0
5.0,4.0,11,1,91.8,78.5,724.3,9.2,19.1,38.0,?,0.0,0.0
?,4.0,?,3,94.3,96.3,200.0,56.1,?,44.0,4.5,0.0,0.0
7.0,?,1,?,?,110.9,?,6.2,19.5,43.0,5.8,?,0.0
7.0,4.0,1,2,93.5,?,594.2,20.3,23.7,32.0,5.8,0.0,0.0
7.0,?,1,3,?,?,?,10.6,?,60.0,5.4,?,0.0
7.0,4.0,11,0,?,117.9,?,12.2,19.0,34.0,5.8,?,0.0
?,4.0,11,?,90.9,126.5,686.5,7.0,?,?,1.3,0.0,?
6.0,3.0,?,2,93.4,145.4,721.4,8.1,?,24.0,?,0.0,0.0
6.0,?,11,?,93.5,149.3,728.6,8.1,?,?,?,0.0,0.0
6.0,3.0,11,0,94.3,85.1,692.3,15.9,25.4,?,3.6,0.0,0.0
6.0,3.0,11,?,88.6,91.8,709.9,7.1,11.2,78.0,7.6,0.0,0.0
?,?,11,0,?,69.7,?,5.8,20.6,37.0,1.8,0.0,0.0
?,3.0,?,3,91.7,75.6,?,?,17.7,39.0,?,0.0,?
6.0,3.0,?,1,91.8,?,724.3,9.2,21.2,32.0,2.7,?,?
?,3.0,?,5,?,80.7,?,6.3,18.2,62.0,?,?,0.0
6.0,3.0,10,?,?,35.4,669.1,?,21.7,?,4.5,?,0.0
7.0,4.0,10,0,90.0,?,682.6,?,11.3,60.0,5.4,0.0,?
7.0,3.0,10,2,90.6,43.7,?,6.7,?,27.0,?,0.0,0.0
4.0,4.0,?,5,?,25.7,67.6,?,14.1,43.0,?,0.0,0.0
4.0,4.0,5,5,79.5,60.6,366.7,?,23.3,?,3.1,0.0,?
4.0,4.0,1,2,90.2,?,624.2,8.9,18.4,42.0,6.7,0.0,?
4.0,4.0,1,5,94.8,?,647.1,17.0,16.6,54.0,?,0.0,0.0
4.0,4.0,?,2,92.5,88.0,698.6,?,?,48.0,2.7,0.0,0.0
4.0,?,11,6,90.1,82.9,735.7,6.2,?,74.0,4.9,0.0,0.0
5.0,6.0,11,6,94.3,85.1,?,15.9,25.9,24.0,4.0,?,0.0
?,6.0,11,1,90.9,126.5,?,7.0,14.7,70.0,3.6,0.0,0.0
6.0,6.0,5,?,?,62.3,442.9,11.0,23.0,36.0,3.1,0.0,0.0
4.0,4.0,7,?,?,23.9,64.7,4.1,11.8,35.0,1.8,0.0,0.0
?,4.0,7,1,87.6,?,103.8,5.0,?,?,5.8,0.0,?
4.0,4.0,11,?,92.9,137.0,?,9.2,?,17.0,1.3,0.0,?
4.0,3.0,1,?,90.2,99.6,631.2,6.3,21.5,34.0,?,0.0,?
4.0,?,1,?,92.1,111.2,?,9.6,20.4,42.0,?,0.0,0.0
4.0,3.0,1,6,92.1,111.2,654.1,9.6,20.4,42.0,?,0.0,?
4.0,3.0,1,?,91.7,114.3,661.3,6.3,?,?,3.6,?,0.0
4.0,3.0,?,4,92.9,?,?,9.2,27.7,?,2.2,?,0.0
4.0,?,11,5,90.3,?,730.2,6.3,17.8,63.0,?,0.0,0.0
?,?,10,3,?,46.5,691.8,8.8,13.8,?,?,0.0,0.0
2.0,?,3,1,84.0,9.3,34.0,2.1,13.9,40.0,5.4,0.0,0.0
2.0,?,3,0,86.6,?,?,5.3,?,51.0,0.9,?,0.0
2.0,2.0,7,3,?,51.3,102.2,9.6,11.5,39.0,5.8,0.0,0.0
2.0,2.0,?,3,89.3,?,?,9.6,5.5,59.0,6.3,0.0,0.0
2.0,2.0,1,4,93.0,75.3,466.6,7.7,18.8,35.0,4.9,?,0.0
2.0,2.0,?,3,90.2,99.6,631.2,?,20.8,33.0,2.7,?,0.0
2.0,?,1,1,91.1,103.2,?,?,23.1,?,3.1,0.0,0.0
2.0,2.0,1,?,91.7,114.3,?,6.3,18.6,44.0,?,?,?
2.0,2.0,?,0,92.4,117.9,?,12.2,23.0,37.0,?,0.0,?
2.0,2.0,11,0,92.4,117.9,668.0,12.2,19.6,?,5.4,0.0,0.0
?,2.0,11,0,92.4,117.9,668.0,12.2,19.6,33.0,?,0.0,0.0
4.0,5.0,7,0,91.7,33.3,77.5,9.0,?,?,4.5,0.0,0.0
4.0,5.0,7,0,?,48.3,?,12.5,?,27.0,?,0.0,?
4.0,5.0,?,?,94.3,85.1,692.3,15.9,17.7,37.0,3.6,0.0,?
5.0,4.0,7,0,91.7,33.3,77.5,9.0,15.6,25.0,6.3,0.0,0.0
5.0,?,?,5,88.8,147.3,614.5,9.0,?,?,4.5,0.0,?
5.0,4.0,11,0,93.3,?,713.9,13.9,27.6,30.0,1.3,0.0,0.0
9.0,9.0,3,4,84.2,6.8,26.6,?,6.7,79.0,3.1,0.0,0.0
9.0,9.0,3,?,?,13.2,43.0,5.3,15.7,43.0,?,0.0,0.0
1.0,3.0,7,1,87.6,52.2,103.8,5.0,8.3,72.0,3.1,0.0,0.0
1.0,2.0,1,0,?,?,529.8,12.5,14.7,66.0,?,0.0,?
?,2.0,1,5,91.0,?,?,7.0,21.6,19.0,6.7,0.0,0.0
1.0,2.0,1,3,91.4,142.4,601.4,10.6,19.5,39.0,?,0.0,0.0
?,?,1,3,?,?,?,6.3,?,44.0,2.2,0.0,?
?,2.0,1,5,94.8,108.3,647.1,?,18.6,51.0,4.5,?,?
1.0,?,1,6,?,111.2,654.1,?,16.6,47.0,0.9,?,0.0
1.0,2.0,1,4,91.7,114.3,661.3,?,20.2,45.0,3.6,0.0,0.0
1.0,2.0,11,4,92.9,137.0,706.4,9.2,21.5,15.0,?,0.0,0.0
1.0,?,11,4,92.9,137.0,706.4,9.2,25.4,27.0,2.2,0.0,0.0
1.0,2.0,11,4,92.9,137.0,?,9.2,22.4,34.0,2.2,0.0,0.0
1.0,2.0,11,3,93.5,149.3,728.6,?,25.3,36.0,3.6,0.0,0.0
6.0,5.0,?,2,91.7,35.8,80.8,7.8,17.4,25.0,4.9,?,0.0
6.0,5.0,1,2,90.2,96.9,624.2,8.9,?,?,?,0.0,0.0
8.0,?,7,0,91.7,?,80.8,7.8,17.4,24.0,5.4,0.0,0.0
?,6.0,1,3,92.3,85.3,488.0,14.7,20.8,?,6.3,0.0,0.0
8.0,6.0,1,?,?,?,601.4,10.6,18.2,?,4.9,0.0,0.0
8.0,?,1,1,91.1,103.2,638.8,5.8,23.4,?,2.7,0.0,0.0
4.0,?,?,3,89.7,?,704.4,4.8,17.8,64.0,?,0.0,0.0
?,?,3,2,83.9,8.0,?,?,12.7,48.0,1.8,?,?
3.0,4.0,7,2,69.0,?,15.5,0.7,?,24.0,5.4,0.0,0.0
3.0,4.0,1,3,91.4,?,601.4,10.6,?,87.0,?,0.0,0.0
3.0,4.0,1,?,?,?,601.4,10.6,?,39.0,5.4,0.0,0.0
3.0,?,1,3,?,142.4,?,10.6,19.8,39.0,?,0.0,?
3.0,4.0,1,5,88.8,147.3,?,?,14.4,66.0,5.4,0.0,0.0
2.0,4.0,1,?,94.8,?,647.1,17.0,20.1,40.0,4.0,0.0,0.0
?,4.0,11,2,92.5,121.1,674.4,8.6,24.1,29.0,4.5,0.0,0.0
2.0,4.0,4,2,82.1,3.7,9.3,2.9,5.3,?,3.1,0.0,0.0
4.0,?,7,0,85.9,19.5,57.3,2.8,12.7,52.0,?,0.0,0.0
4.0,5.0,7,4,91.4,30.7,74.3,7.5,?,29.0,?,?,0.0
4.0,5.0,?,3,90.2,99.6,?,6.3,21.4,?,3.1,0.0,?
4.0,5.0,11,2,92.5,88.0,698.6,7.1,20.3,45.0,3.1,0.0,0.0
4.0,5.0,11,1,88.6,91.8,709.9,?,17.4,56.0,5.4,?,0.0
4.0,4.0,7,?,85.9,19.5,57.3,2.8,13.7,?,5.8,?,0.0
3.0,4.0,7,0,91.7,?,?,9.0,18.8,?,?,0.0,0.0
3.0,4.0,11,3,89.7,90.0,704.4,4.8,22.8,?,3.6,0.0,0.0
?,4.0,11,1,91.8,78.5,724.3,9.2,?,35.0,2.7,0.0,0.0
3.0,4.0,7,5,88.1,?,67.6,3.8,?,27.0,?,?,0.0
3.0,5.0,7,?,88.1,25.7,?,3.8,15.5,27.0,6.3,0.0,?
3.0,?,7,2,91.7,35.8,80.8,?,11.6,30.0,6.3,0.0,0.0
3.0,4.0,7,2,91.7,35.8,80.8,?,?,27.0,?,0.0,0.0
3.0,4.0,?,?,90.1,39.7,86.6,6.2,?,?,4.0,0.0,?
3.0,4.0,1,4,?,75.3,?,7.7,?,36.0,3.1,0.0,0.0
?,4.0,1,1,91.5,145.4,608.2,10.7,?,?,2.2,0.0,0.0
3.0,4.0,1,1,91.5,145.4,608.2,?,17.1,43.0,5.4,0.0,0.0
3.0,4.0,11,3,92.4,124.1,?,8.5,22.5,42.0,?,0.0,?
3.0,?,?,?,?,73.4,671.9,?,17.9,45.0,3.1,0.0,0.0
3.0,?,11,0,94.3,85.1,692.3,15.9,19.8,50.0,5.4,0.0,0.0
3.0,4.0,10,?,92.6,46.5,691.8,?,20.6,?,5.4,0.0,0.0
3.0,5.0,?,?,87.6,?,103.8,?,9.0,49.0,2.2,0.0,0.0
3.0,5.0,11,0,93.5,149.3,728.6,8.1,17.2,?,3.1,?,0.0
?,5.0,10,?,?,37.9,?,?,?,46.0,3.6,0.0,0.0
2.0,5.0,10,3,92.6,46.5,?,8.8,15.4,35.0,0.9,0.0,?
4.0,6.0,3,2,68.2,21.5,87.2,0.8,?,?,2.7,0.0,0.0
4.0,6.0,7,1,87.2,23.9,64.7,4.1,14.0,39.0,3.1,0.0,0.0
4.0,?,7,3,89.3,?,102.2,9.6,10.6,46.0,4.9,0.0,0.0
?,6.0,11,4,93.7,?,685.2,17.9,17.6,?,3.1,?,?
?,5.0,?,?,88.1,25.7,67.6,?,14.9,38.0,2.7,0.0,0.0
3.0,5.0,1,2,93.5,139.4,?,?,17.6,52.0,5.8,0.0,?
3.0,6.0,11,3,92.4,?,680.7,8.5,17.2,58.0,1.3,0.0,0.0
?,6.0,11,1,90.9,126.5,686.5,7.0,15.6,66.0,3.1,?,?
9.0,9.0,5,5,?,48.3,313.4,3.9,18.0,42.0,?,0.0,0.36
