@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data

0,?,1.71,2.43,15.6,?,2.8,3.06,0.28,2.29,5.64,1.04,3.92,1065.0
0,13.2,1.78,2.14,?,100.0,2.65,?,0.26,?,4.38,1.05,?,1050.0
0,?,2.36,?,18.6,?,?,3.24,0.3,2.81,5.68,1.03,?,?
?,14.37,1.95,?,16.8,?,3.85,?,0.24,2.18,7.8,?,3.45,1480.0
?,13.24,?,2.87,21.0,?,2.8,2.69,0.39,1.82,?,1.04,?,735.0
0,14.2,1.76,2.45,15.2,?,3.27,3.39,?,1.97,?,1.05,2.85,1450.0
0,14.39,1.87,?,14.6,96.0,?,2.52,?,1.98,5.25,1.02,3.58,1290.0
0,14.06,?,2.61,?,121.0,2.6,?,?,?,?,?,3.58,1295.0
0,14.83,1.64,?,?,97.0,2.8,2.98,?,?,?,?,2.85,1045.0
0,13.86,?,?,?,98.0,2.98,3.15,0.22,?,7.22,?,?,1045.0
?,?,?,?,18.0,105.0,?,3.32,0.22,2.38,?,1.25,3.17,1510.0
?,14.12,?,2.32,16.8,?,2.2,2.43,0.26,1.57,?,?,2.82,?
0,13.75,1.73,2.41,16.0,?,2.6,?,?,1.81,5.6,?,2.9,1320.0
0,14.75,1.73,?,11.4,91.0,?,?,?,?,5.4,1.25,2.73,1150.0
0,14.38,?,2.38,?,?,?,?,0.29,2.96,?,1.2,3.0,?
?,13.63,?,2.7,17.2,112.0,2.85,2.91,0.3,1.46,?,1.28,?,?
0,14.3,1.92,2.72,?,120.0,?,3.14,0.33,1.97,6.2,?,2.65,?
0,13.83,1.57,?,?,115.0,?,3.4,0.4,?,6.6,?,2.57,1130.0
0,14.19,1.59,2.48,?,?,3.3,3.93,0.32,?,?,1.23,?,?
?,?,3.1,2.56,15.2,?,?,?,?,1.66,5.1,?,3.36,?
0,?,1.63,?,?,?,3.0,?,0.24,2.1,?,1.09,?,?
?,12.93,3.8,?,18.6,102.0,2.41,?,?,1.98,?,1.03,3.52,?
?,13.71,1.86,2.36,16.6,101.0,2.61,2.88,0.27,1.69,3.8,?,4.0,1035.0
0,12.85,1.6,2.52,?,?,2.48,2.37,0.26,?,?,1.09,3.63,1015.0
?,?,?,2.61,?,?,2.53,2.61,0.28,1.66,3.52,1.12,?,845.0
0,?,2.05,3.22,?,124.0,2.63,2.68,0.47,1.92,3.58,?,3.2,?
?,13.39,1.77,?,?,93.0,?,?,?,1.45,?,?,3.22,1195.0
0,?,1.72,2.14,?,?,2.4,2.19,0.27,?,3.95,?,?,1285.0
0,?,1.9,2.8,19.4,107.0,2.95,?,?,1.76,?,1.25,3.4,915.0
0,?,1.68,2.21,?,?,2.65,?,0.26,1.98,4.7,?,?,1035.0
0,13.73,1.5,2.7,?,101.0,3.0,?,?,2.38,5.7,1.19,?,1285.0
0,13.58,?,2.36,19.1,106.0,2.86,3.19,0.22,?,?,1.09,2.88,?
?,13.68,?,?,17.2,104.0,2.42,2.69,?,?,?,?,2.87,?
0,?,?,2.7,19.5,?,?,2.74,0.5,?,5.4,1.25,?,1235.0
0,13.51,?,2.65,19.0,110.0,2.35,?,?,?,4.2,1.1,2.87,1095.0
0,13.48,1.81,2.41,?,100.0,2.7,?,0.26,?,?,?,?,?
0,13.28,?,2.84,?,?,?,?,?,?,?,1.09,?,880.0
?,13.05,1.65,2.55,?,?,?,?,0.29,1.44,4.25,?,?,1105.0
?,13.07,1.5,2.1,15.5,98.0,2.4,?,?,1.37,?,?,?,1020.0
0,?,?,2.51,13.2,?,?,3.04,0.2,?,?,0.89,?,760.0
?,13.56,?,2.31,?,117.0,3.15,?,?,2.34,?,0.95,?,?
?,13.41,?,?,?,?,2.45,2.68,0.27,?,?,0.91,3.0,1035.0
?,13.88,1.89,?,15.0,101.0,3.25,3.56,0.17,?,?,0.88,?,?
0,?,?,2.29,17.5,?,2.64,2.63,?,1.66,4.36,?,?,?
?,?,?,2.1,17.0,107.0,3.0,3.0,?,2.03,?,0.88,3.35,885.0
0,?,?,2.44,18.9,111.0,?,?,0.3,?,?,0.87,?,1080.0
0,?,?,2.28,16.0,?,3.25,?,0.27,?,4.9,1.04,3.44,1065.0
0,?,1.68,2.12,16.0,101.0,3.1,?,0.21,?,6.1,0.91,?,985.0
0,?,?,?,?,?,2.75,2.92,0.32,2.38,?,?,2.75,1060.0
?,?,1.73,?,?,108.0,?,3.54,0.32,2.08,?,1.12,?,1260.0
0,?,1.73,2.04,12.4,?,2.72,3.27,0.17,2.91,7.2,1.12,?,1150.0
0,?,1.65,?,17.2,?,2.45,2.99,?,2.29,5.6,?,3.37,1265.0
0,13.82,1.75,?,14.0,111.0,3.88,3.74,?,1.87,7.05,1.01,3.26,?
0,13.77,1.9,?,17.1,?,?,?,?,1.68,6.3,1.13,?,?
0,?,1.67,?,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0
0,13.56,1.73,?,?,?,?,2.78,?,?,6.25,0.98,?,?
?,14.22,1.7,2.3,16.3,118.0,3.2,?,0.26,?,6.38,0.94,3.31,?
0,?,1.97,?,16.8,102.0,3.0,3.23,0.31,?,6.0,?,?,?
?,13.72,?,2.5,?,108.0,3.4,3.67,0.19,2.04,6.8,0.89,?,1285.0
