@relation dataset

@attribute class {1, 2, 3}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data

1,?,1.71,?,15.6,127.0,2.8,3.06,?,2.29,?,1.04,3.92,1065.0
1,?,1.78,?,11.2,100.0,2.65,2.76,0.26,1.28,?,1.05,3.4,1050.0
1,13.16,2.36,?,18.6,?,2.8,3.24,0.3,2.81,5.68,1.03,3.17,1185.0
1,14.37,1.95,2.5,16.8,113.0,?,?,0.24,?,7.8,0.86,?,?
?,?,?,2.87,21.0,118.0,?,?,0.39,?,4.32,1.04,2.93,735.0
1,?,1.76,?,15.2,112.0,?,?,?,1.97,6.75,1.05,2.85,1450.0
1,14.39,?,2.45,14.6,96.0,?,?,?,?,5.25,?,3.58,1290.0
?,14.06,2.15,2.61,17.6,121.0,2.6,?,?,1.25,5.05,?,?,?
1,14.83,?,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,?,1045.0
1,?,?,2.27,16.0,?,2.98,3.15,?,1.85,7.22,?,3.55,?
1,14.1,2.16,2.3,18.0,?,?,?,0.22,?,5.75,?,?,?
?,14.12,1.48,?,16.8,?,2.2,2.43,?,1.57,5.0,1.17,2.82,1280.0
1,?,?,2.41,?,89.0,?,2.76,0.29,1.81,5.6,?,?,1320.0
1,?,1.73,2.39,?,?,3.1,3.69,?,2.81,5.4,?,2.73,?
1,14.38,?,?,?,102.0,3.3,3.64,0.29,2.96,7.5,?,3.0,1547.0
1,13.63,1.81,?,17.2,112.0,?,2.91,?,1.46,?,?,2.88,1310.0
1,?,?,2.72,20.0,?,?,3.14,0.33,1.97,6.2,1.07,2.65,1280.0
1,?,1.57,?,?,115.0,2.95,?,0.4,?,?,?,2.57,1130.0
1,14.19,?,?,?,108.0,?,3.93,?,?,8.7,1.23,?,1680.0
1,?,3.1,2.56,15.2,116.0,2.7,?,0.17,1.66,5.1,0.96,?,?
?,?,?,2.28,16.0,126.0,3.0,3.17,0.24,2.1,5.65,1.09,?,780.0
1,12.93,?,2.65,18.6,102.0,?,?,0.25,?,?,?,?,770.0
1,13.71,1.86,?,16.6,101.0,?,2.88,0.27,1.69,3.8,1.11,4.0,1035.0
?,12.85,?,?,?,?,2.48,?,0.26,1.46,?,?,?,?
?,13.5,?,2.61,20.0,96.0,?,2.61,?,?,3.52,?,?,845.0
1,?,2.05,?,25.0,?,2.63,2.68,0.47,?,?,1.13,3.2,?
?,?,?,2.62,16.1,93.0,2.85,2.94,0.34,?,?,?,?,1195.0
1,13.3,1.72,?,17.0,94.0,2.4,2.19,?,?,3.95,?,2.77,1285.0
1,13.87,?,?,?,107.0,?,?,0.37,1.76,4.5,?,3.4,915.0
1,?,?,?,?,96.0,2.65,2.33,0.26,?,4.7,1.04,?,?
?,13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,?,5.7,1.19,?,1285.0
1,?,?,2.36,19.1,?,?,?,?,1.95,6.9,?,2.88,1515.0
1,13.68,?,?,?,104.0,?,2.69,0.42,?,3.84,1.23,?,990.0
1,13.76,?,?,19.5,?,2.95,2.74,0.5,1.35,5.4,?,3.0,?
1,13.51,?,2.65,19.0,110.0,2.35,2.53,?,1.54,?,1.1,?,1095.0
?,13.48,?,?,20.5,100.0,2.7,2.98,?,1.86,5.1,?,3.47,920.0
1,13.28,1.64,2.84,15.5,?,2.6,2.68,0.34,1.36,4.6,?,2.78,?
1,13.05,1.65,?,18.0,98.0,2.45,2.43,0.29,1.44,?,1.12,?,1105.0
1,13.07,?,?,?,98.0,2.4,2.64,0.28,?,?,?,?,?
?,14.22,?,2.51,13.2,?,3.0,?,?,2.08,5.1,0.89,?,?
1,?,?,?,16.2,?,3.15,?,0.34,2.34,6.13,?,?,?
1,13.41,?,2.12,?,90.0,?,?,0.27,?,?,?,3.0,1035.0
?,?,?,2.59,15.0,?,3.25,?,0.17,?,5.43,?,?,1095.0
1,13.24,?,2.29,?,103.0,?,2.63,0.32,1.66,?,0.82,3.0,?
1,13.05,?,2.1,?,107.0,3.0,3.0,?,2.03,5.04,?,3.35,?
?,14.21,4.04,?,18.9,?,2.85,2.65,0.3,1.25,?,?,?,?
1,?,3.59,2.28,16.0,?,3.25,3.17,0.27,?,?,1.04,?,1065.0
?,13.9,?,2.12,16.0,101.0,?,3.39,?,?,?,0.91,3.33,985.0
?,14.1,2.02,2.4,18.8,103.0,?,?,0.32,?,?,1.07,2.75,1060.0
?,?,1.73,?,17.4,108.0,?,?,?,2.08,8.9,1.12,3.1,1260.0
1,13.05,?,2.04,12.4,?,?,3.27,0.17,?,?,1.12,?,1150.0
1,?,1.65,2.6,17.2,94.0,?,2.99,0.22,?,5.6,1.24,?,1265.0
1,13.82,1.75,2.42,14.0,?,3.88,3.74,0.32,1.87,7.05,1.01,3.26,1190.0
1,13.77,?,?,?,115.0,?,2.79,0.39,?,6.3,?,2.93,1375.0
?,13.74,1.67,2.25,?,118.0,?,2.9,?,1.62,?,0.92,3.2,?
1,?,1.73,?,?,116.0,?,?,?,?,?,0.98,3.03,?
1,?,?,2.3,16.3,?,?,?,0.26,2.03,?,0.94,3.31,970.0
1,13.29,1.97,?,16.8,102.0,3.0,?,?,?,6.0,1.07,2.84,1270.0
1,13.72,?,2.5,16.7,?,3.4,3.67,0.19,?,?,0.89,?,?
2,12.37,0.94,1.36,?,?,?,0.57,0.28,0.42,1.95,1.05,?,520.0
?,12.33,1.1,2.28,16.0,101.0,2.05,?,0.63,0.41,3.27,1.25,?,680.0
2,12.64,?,?,16.8,100.0,?,1.41,0.53,0.62,?,0.98,1.59,450.0
?,13.67,1.25,1.92,18.0,?,2.1,?,?,0.73,3.8,1.23,?,630.0
?,12.37,1.13,?,?,87.0,3.5,3.1,?,1.87,4.45,?,2.87,420.0
?,?,1.45,2.53,?,104.0,?,?,?,?,?,?,2.23,355.0
2,12.37,1.21,?,?,98.0,2.42,2.65,?,2.08,?,1.19,?,?
?,?,?,?,15.0,?,?,3.18,?,2.28,5.3,?,?,?
?,12.37,?,1.92,19.6,78.0,2.11,2.0,0.27,1.04,4.68,1.12,3.48,510.0
2,13.34,?,2.36,?,?,2.53,?,?,?,?,1.02,1.93,750.0
?,12.21,?,1.75,?,?,1.85,?,?,?,2.85,1.28,3.07,718.0
?,12.29,?,2.21,?,?,?,1.02,0.37,1.46,?,0.906,1.82,870.0
2,?,1.51,?,25.0,?,2.95,?,?,1.87,?,1.36,3.16,410.0
2,?,1.66,2.24,?,87.0,1.88,1.84,0.27,1.03,?,0.98,?,?
2,12.99,?,2.6,?,139.0,?,?,0.21,?,?,?,3.5,985.0
2,11.96,1.09,2.3,?,101.0,3.38,2.14,0.13,1.65,3.21,0.99,?,?
2,11.66,1.88,1.92,16.0,97.0,1.61,?,0.34,1.15,3.8,1.23,2.14,?
2,13.03,0.9,?,?,?,1.95,2.03,0.24,1.46,?,?,?,?
