@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

usual,?,complete,?,convenient,?,nonprob,recommended,?
usual,proper,complete,1,convenient,convenient,?,priority,priority
usual,proper,?,1,convenient,convenient,nonprob,not_recom,?
usual,proper,complete,1,convenient,convenient,slightly_prob,?,?
?,proper,?,1,convenient,convenient,slightly_prob,priority,priority
usual,proper,complete,?,convenient,convenient,?,not_recom,not_recom
?,proper,complete,1,convenient,convenient,problematic,recommended,priority
usual,proper,complete,1,convenient,convenient,?,?,priority
usual,?,complete,1,convenient,convenient,?,not_recom,not_recom
usual,?,complete,1,convenient,inconv,nonprob,recommended,?
usual,proper,complete,1,convenient,?,nonprob,priority,priority
usual,proper,complete,1,convenient,inconv,nonprob,not_recom,?
usual,?,complete,1,?,?,slightly_prob,recommended,very_recom
usual,proper,?,1,convenient,inconv,slightly_prob,?,?
usual,?,complete,?,?,?,slightly_prob,not_recom,not_recom
usual,proper,complete,1,convenient,inconv,problematic,recommended,priority
usual,proper,complete,?,convenient,?,problematic,priority,priority
usual,proper,?,?,?,inconv,problematic,?,not_recom
usual,proper,complete,1,less_conv,?,?,recommended,very_recom
usual,proper,?,1,less_conv,?,nonprob,priority,priority
?,proper,?,1,less_conv,convenient,nonprob,?,not_recom
usual,?,complete,1,?,convenient,slightly_prob,?,very_recom
?,proper,?,1,?,?,?,priority,?
usual,proper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
?,proper,complete,1,?,convenient,problematic,recommended,priority
usual,?,complete,1,less_conv,convenient,problematic,priority,priority
usual,proper,?,1,less_conv,convenient,problematic,?,not_recom
usual,proper,complete,1,less_conv,inconv,?,recommended,very_recom
usual,proper,complete,1,less_conv,inconv,nonprob,priority,?
usual,?,complete,1,less_conv,inconv,?,not_recom,not_recom
?,proper,complete,1,?,?,slightly_prob,recommended,very_recom
usual,proper,complete,1,?,?,slightly_prob,priority,?
usual,?,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,proper,?,1,less_conv,?,problematic,?,priority
?,?,complete,1,less_conv,?,problematic,priority,priority
?,?,?,1,less_conv,inconv,problematic,?,not_recom
usual,proper,complete,?,critical,convenient,nonprob,recommended,very_recom
usual,proper,complete,1,critical,convenient,?,priority,?
usual,proper,complete,1,?,?,nonprob,not_recom,not_recom
?,proper,complete,1,?,convenient,slightly_prob,recommended,very_recom
?,proper,complete,1,critical,convenient,slightly_prob,priority,?
usual,proper,complete,?,?,?,slightly_prob,not_recom,not_recom
usual,?,complete,1,critical,?,?,recommended,priority
?,proper,complete,?,critical,convenient,problematic,priority,priority
?,proper,complete,1,critical,?,?,not_recom,?
?,proper,complete,?,critical,?,nonprob,recommended,?
?,?,complete,1,critical,?,nonprob,priority,priority
usual,proper,complete,?,critical,inconv,?,not_recom,?
usual,proper,complete,1,?,?,slightly_prob,?,?
usual,proper,complete,1,?,inconv,?,priority,?
?,?,?,1,critical,?,slightly_prob,not_recom,not_recom
?,proper,complete,1,critical,inconv,problematic,recommended,priority
usual,proper,complete,1,critical,inconv,problematic,priority,?
?,proper,?,?,critical,inconv,problematic,?,?
usual,proper,complete,2,convenient,convenient,nonprob,recommended,?
?,?,complete,?,convenient,?,nonprob,priority,priority
usual,?,?,2,?,convenient,nonprob,?,?
usual,proper,complete,?,convenient,convenient,?,?,?
