@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

usual,?,complete,?,?,?,nonprob,recommended,recommend
usual,proper,complete,?,convenient,?,nonprob,?,priority
usual,proper,complete,?,?,convenient,nonprob,not_recom,not_recom
usual,proper,complete,1,convenient,convenient,slightly_prob,recommended,recommend
usual,proper,complete,1,convenient,?,slightly_prob,priority,priority
usual,proper,complete,?,convenient,convenient,slightly_prob,not_recom,?
?,proper,complete,1,convenient,convenient,problematic,?,priority
usual,proper,complete,1,convenient,convenient,problematic,priority,priority
usual,?,?,?,convenient,convenient,problematic,not_recom,not_recom
usual,?,complete,1,convenient,inconv,nonprob,recommended,?
usual,proper,complete,?,convenient,inconv,nonprob,priority,?
?,?,complete,1,convenient,inconv,nonprob,not_recom,not_recom
usual,proper,complete,1,convenient,inconv,slightly_prob,recommended,very_recom
?,proper,?,1,convenient,inconv,slightly_prob,?,?
usual,proper,complete,?,?,inconv,slightly_prob,not_recom,not_recom
usual,proper,complete,1,convenient,inconv,problematic,recommended,?
usual,?,?,?,convenient,?,problematic,priority,priority
?,proper,complete,?,convenient,?,?,not_recom,not_recom
usual,proper,complete,1,less_conv,convenient,nonprob,recommended,?
usual,proper,?,1,less_conv,?,nonprob,priority,priority
usual,?,complete,1,?,convenient,nonprob,?,?
?,proper,?,1,less_conv,convenient,?,recommended,?
usual,proper,complete,?,less_conv,convenient,?,priority,priority
?,proper,?,1,less_conv,?,slightly_prob,not_recom,not_recom
?,proper,complete,?,less_conv,convenient,?,?,?
usual,?,complete,1,less_conv,convenient,problematic,priority,priority
usual,?,complete,1,less_conv,convenient,problematic,not_recom,not_recom
usual,?,complete,1,less_conv,inconv,nonprob,recommended,very_recom
usual,proper,complete,1,less_conv,inconv,?,priority,priority
usual,proper,complete,1,less_conv,inconv,?,not_recom,not_recom
usual,proper,?,1,less_conv,inconv,slightly_prob,recommended,?
usual,proper,complete,1,less_conv,?,?,priority,?
usual,proper,complete,?,less_conv,inconv,slightly_prob,not_recom,not_recom
?,proper,?,1,less_conv,inconv,problematic,recommended,priority
usual,proper,?,?,less_conv,inconv,?,priority,?
usual,proper,complete,1,less_conv,?,problematic,not_recom,?
usual,?,complete,?,critical,convenient,nonprob,recommended,?
