@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {1.0000000e+000, 2.0000000e+000}


@data

-0.17936,-0.207,?,-0.09726,?,?,-0.28076,?,0.41866,-0.032886,?,-0.33425,1.0000000e+000
-0.14659,-0.16494,0.24987,-0.073985,?,?,-0.28891,0.5008,-0.045553,0.050759,-0.017511,0.066959,1.0000000e+000
-0.13131,0.51816,0.43281,0.39789,?,0.5632,-0.013246,-0.062833,-0.88339,-0.040303,0.088057,0.6312,2.0000000e+000
0.6494,?,0.14835,?,-0.21974,0.39891,?,0.0771,-1.1072,-0.36723,?,0.57172,1.0000000e+000
-0.40628,0.11503,0.073336,?,?,0.15205,-0.19142,?,?,?,-0.12695,0.18457,?
0.27804,0.31011,?,?,0.16288,0.17356,0.60732,?,?,0.33921,?,0.36024,1.0000000e+000
-0.02634,0.26239,?,0.54649,?,?,0.25106,-0.65032,0.26911,-0.041832,?,-0.40948,?
0.28199,?,?,?,0.49559,0.0108,0.40718,?,?,-0.74162,0.64753,-0.52111,1.0000000e+000
?,?,?,?,-0.78482,-0.21668,0.84748,0.49843,?,0.14669,?,?,?
?,?,-0.59413,?,-0.65296,0.13226,?,?,0.25206,?,0.10376,?,1.0000000e+000
0.12099,?,?,0.01501,?,0.060151,-0.038016,?,-0.066597,?,?,0.060713,2.0000000e+000
0.46108,0.4653,?,?,0.68771,0.45577,?,-0.14595,-0.47858,-0.4528,0.39988,0.014783,1.0000000e+000
?,?,?,?,0.65198,?,-0.08006,?,-0.21905,?,?,?,?
?,0.20072,?,0.29754,0.23683,0.29286,-0.41675,?,?,?,?,-0.026652,?
-0.17797,?,-0.22153,-0.43216,?,?,-0.35746,?,-0.17256,?,?,-0.19363,?
-0.0062517,-0.90522,?,-1.015,?,?,?,0.245,0.37,?,0.048632,-0.35564,?
?,0.69333,0.13401,0.72406,-0.6858,?,?,-0.26206,0.22456,-0.11229,?,-0.24553,?
0.29341,0.98988,?,?,?,?,0.41545,?,0.68567,0.40031,?,?,?
?,?,0.070916,0.20642,-0.10484,?,-0.30479,?,0.23421,0.18663,?,-0.0043452,?
?,?,?,?,?,0.30925,0.42525,?,?,0.85432,?,-0.13273,1.0000000e+000
?,?,0.0059303,?,?,-0.28874,0.78627,?,0.86226,?,?,?,1.0000000e+000
?,-0.086765,0.39935,-0.037594,?,-0.22468,0.57632,0.10743,?,-0.099066,0.038245,?,1.0000000e+000
?,-0.89625,-0.016994,?,?,-0.76347,?,-0.096731,0.054158,0.18133,?,?,2.0000000e+000
-0.40572,-0.32364,0.12453,?,?,-0.28487,?,?,?,0.70321,-0.58735,0.31892,1.0000000e+000
?,0.12036,0.035551,?,?,0.099171,0.2774,?,?,0.34375,-0.29875,-0.17954,1.0000000e+000
?,?,?,-0.33985,?,?,0.2431,0.16193,0.75394,?,-0.27613,?,1.0000000e+000
?,?,0.0035105,-0.18136,0.44797,-0.49882,-0.52377,-0.64549,-0.043079,?,?,7.8916E-4,?
?,-0.4564,-0.52774,-0.47901,?,-0.46912,?,-0.54589,-0.29213,-0.36946,0.28735,?,?
?,-0.0048935,-0.31752,?,?,?,0.027455,?,-0.20969,?,?,?,?
?,0.47128,-0.28672,-0.011328,-0.80815,?,?,?,0.43903,?,?,?,1.0000000e+000
?,?,0.1981,2.33E-4,?,?,?,-0.1417,-0.23566,0.27702,?,?,?
-0.76348,?,?,0.2687,-0.27017,0.23872,?,?,?,?,0.27336,?,?
?,?,?,?,-0.44102,-0.22965,0.11399,?,-0.22125,?,?,-0.26642,1.0000000e+000
?,?,-0.34092,?,-0.49273,0.1547,?,?,?,?,?,?,?
0.44589,?,?,0.63854,-0.27498,0.41201,?,1.0,0.78605,?,?,-0.065822,?
?,0.48285,-0.16571,?,-0.49121,0.32778,?,?,?,?,?,?,1.0000000e+000
0.49053,?,?,?,0.089263,-0.41729,0.37017,-0.31768,0.63013,0.13456,?,?,1.0000000e+000
?,?,-0.38683,-0.24355,?,-0.2109,0.21471,0.20701,?,?,0.02999,-0.2625,?
0.38925,?,-0.91208,?,-0.80474,-0.04202,?,0.20566,0.59533,0.47762,?,?,?
-0.28724,?,?,-0.80608,-0.88434,?,?,?,?,?,-0.285,-0.038131,1.0000000e+000
?,-0.06379,?,0.11277,-0.33695,-0.064323,?,0.99771,0.2226,-0.10899,?,?,?
?,?,?,?,-0.19613,-0.0098443,0.79458,?,?,0.46033,-0.4003,0.20177,?
0.55846,0.11956,?,?,?,0.16768,?,?,-0.25772,?,0.34911,-0.070629,?
?,?,0.606,?,0.65759,0.019882,?,?,-0.19738,?,0.13971,0.066175,?
0.25804,?,?,?,?,-0.3061,?,?,-0.25626,-0.45569,0.39123,?,1.0000000e+000
?,?,?,-0.18962,0.9486,-0.72187,?,?,?,?,?,0.0022641,1.0000000e+000
0.64167,?,?,?,-0.033905,-0.13646,?,?,-0.47449,?,0.35164,?,?
0.20929,?,?,0.18058,?,?,?,?,?,?,?,-0.34012,1.0000000e+000
-0.28879,-0.047979,0.64954,?,?,-0.031554,?,?,0.5622,0.60462,-0.53196,0.011516,?
?,?,?,?,?,?,0.21157,0.28914,-0.59538,?,?,?,?
0.10925,0.27236,?,0.30767,-0.883,?,?,?,?,?,?,0.0077053,?
?,?,-0.20103,?,?,0.72092,?,?,?,?,-0.14996,?,?
-0.67912,?,?,?,?,0.75714,?,?,?,?,-0.20843,-0.12321,?
?,?,?,?,?,?,-0.75701,?,?,-0.10568,?,?,?
-0.25543,?,?,?,0.19394,-0.095382,?,?,?,-0.012091,-0.0083595,?,2.0000000e+000
?,?,0.1894,0.43205,?,0.58045,-0.23147,-0.7311,0.030642,?,-0.4874,?,1.0000000e+000
?,-0.53032,-0.039628,-0.84633,?,-0.6588,?,-0.014206,?,0.10131,-0.066022,?,1.0000000e+000
-0.1491,?,0.020754,-0.10511,-0.070021,0.18778,?,?,0.085538,?,-0.2895,0.19569,?
?,?,-0.3483,?,-0.15937,-0.19144,-0.52412,0.14331,?,?,-0.1615,-0.196,2.0000000e+000
-0.12502,-0.88804,0.040125,?,?,-0.86209,?,0.41008,?,?,?,?,?
0.0097504,?,-0.037979,?,?,?,?,-0.27457,?,-0.32523,0.31711,?,1.0000000e+000
-0.74731,?,?,7.966E-4,?,-0.56256,-0.70805,-0.36788,?,?,?,0.51436,1.0000000e+000
-0.26315,?,0.19978,?,0.23871,?,?,0.19971,?,-0.35366,0.31229,?,2.0000000e+000
0.18443,-0.51981,?,-0.33744,?,?,?,-0.41071,-0.97744,-0.018126,?,0.72277,?
0.3001,?,?,?,?,?,0.3423,?,?,-0.46233,?,-0.26037,1.0000000e+000
?,?,?,?,?,?,0.80169,?,-0.4626,?,0.92205,-0.45033,1.0000000e+000
-0.1518,?,0.14833,0.55739,?,0.70595,?,-0.6444,0.36821,0.1684,?,?,2.0000000e+000
?,0.23102,0.24042,?,-0.039318,?,?,-0.47685,?,?,?,-0.14109,1.0000000e+000
0.3006,?,?,?,?,0.16463,0.1852,-0.056038,0.66507,?,-0.65225,0.02045,?
-0.23609,?,?,-0.41347,-0.18178,?,-0.21286,0.030467,0.2041,?,?,0.0011137,?
?,?,0.23937,?,-0.44006,?,?,?,?,0.17943,-0.12669,-0.16528,?
?,?,?,0.31696,-0.1547,0.63507,?,?,?,0.63737,-0.52572,?,1.0000000e+000
-0.20183,?,-0.11549,?,-0.001633,-0.016603,0.087557,-0.011485,?,?,?,-0.32612,?
?,0.15247,-0.29121,-0.10321,-0.39136,?,0.20798,-0.22665,?,?,-0.23099,-0.15704,1.0000000e+000
-0.23299,-0.12713,?,?,0.61667,?,?,?,?,?,?,?,2.0000000e+000
?,?,0.23748,?,0.49426,?,?,-0.23999,0.78443,?,?,?,1.0000000e+000
-0.45771,-0.4003,?,-0.4325,0.086964,?,-0.66429,?,?,?,?,0.021316,1.0000000e+000
-0.050902,?,0.064319,-0.14147,?,?,?,0.093983,0.30918,-0.15092,0.11289,?,?
?,-0.34461,0.10165,-0.27984,?,?,-0.46573,0.32657,-0.45646,-0.63705,0.53893,?,?
-0.2739,-1.0039,?,?,0.21302,-0.94204,-0.67525,0.64821,-0.7455,?,0.35325,0.39543,1.0000000e+000
-0.35143,0.096283,?,?,0.079608,0.27,?,0.3287,?,0.019974,?,?,?
?,?,?,?,-0.036987,?,?,?,?,-1.0627,0.93014,?,1.0000000e+000
-0.13939,?,?,?,-0.43167,?,?,?,?,-0.84027,0.71966,?,2.0000000e+000
?,0.679,-0.03317,?,?,0.9736,?,0.48654,?,?,?,-0.01256,?
?,?,0.31429,?,?,?,?,-0.402,-0.061734,?,0.068434,?,?
0.70053,-0.24519,?,-0.017159,0.47359,-0.39034,0.70116,?,-0.43974,?,?,?,1.0000000e+000
0.080397,-0.63074,?,?,?,?,?,0.35696,?,?,0.14678,?,?
0.012634,0.083464,0.59626,1.0,?,0.1457,0.2171,-0.55596,0.53507,0.39757,?,?,?
?,?,-0.38881,?,?,?,?,0.26624,-0.31386,-0.32063,0.25756,?,?
?,?,?,0.020495,-0.17036,0.041065,0.40003,?,0.66941,0.53465,?,?,1.0000000e+000
0.62466,0.045108,-0.25712,0.017442,?,?,?,?,0.07863,?,?,-0.057755,2.0000000e+000
?,?,-0.52795,-0.14426,?,-0.14581,?,0.29632,?,?,?,?,1.0000000e+000
?,?,?,0.37903,-0.1631,?,?,-0.88275,?,?,-0.18088,?,1.0000000e+000
-0.49008,0.57689,0.18151,0.20012,?,?,?,-0.7971,?,?,?,?,1.0000000e+000
?,?,?,?,?,?,?,0.15555,0.17182,0.11565,-0.1041,-0.032125,2.0000000e+000
?,?,0.033231,?,0.073063,?,?,?,-0.14118,-0.29066,0.28683,?,1.0000000e+000
?,-0.83831,-0.66487,?,0.080456,-0.91636,-0.63216,0.21499,-0.20693,-0.14776,0.10993,0.10175,?
-0.1884,-0.54712,-0.070795,-0.29519,0.24276,?,-0.48623,?,-0.14586,0.040647,-0.04363,0.18286,?
0.02088,?,?,-0.44118,?,-0.37831,0.1428,0.018981,?,?,?,?,?
?,?,?,0.040236,?,?,-0.29302,0.30586,-0.49597,-0.44144,0.4022,?,1.0000000e+000
0.56325,?,0.090836,0.21251,?,-0.067413,?,?,?,0.12186,?,-0.32648,1.0000000e+000
?,?,0.26236,?,0.75822,-0.48564,0.54075,?,0.31662,?,?,?,?
?,0.45368,?,?,?,0.37774,0.36462,-0.098186,0.56136,0.39509,-0.36726,-0.11186,2.0000000e+000
-0.48175,0.34358,?,-0.75435,?,?,?,?,?,?,-0.67198,?,?
?,?,-0.3337,0.037943,?,-0.038114,?,?,-0.8427,-0.15465,0.19491,?,?
?,?,-0.062801,?,?,?,-0.17241,0.083305,-0.82028,-0.36701,?,0.31492,1.0000000e+000
?,?,0.26332,0.31588,?,0.68763,?,-0.54362,0.40349,0.0084123,-0.04257,?,2.0000000e+000
?,0.31876,-0.1594,?,-0.6511,0.46319,?,-0.73971,-0.37772,-9.3878E-4,0.0017287,?,1.0000000e+000
?,-0.036783,?,0.13875,-0.38403,?,-0.67209,?,?,-0.22718,0.21027,?,1.0000000e+000
?,?,?,0.20834,0.087447,-0.20622,-1.489,?,-0.47887,?,?,?,?
-0.42711,-0.45887,?,?,?,?,?,0.51291,?,-0.11146,?,?,2.0000000e+000
?,?,-0.089985,?,?,?,-1.651,0.43848,-0.15217,0.080638,?,0.14178,?
?,?,?,?,?,?,0.28942,?,0.39539,0.22997,?,-0.23671,1.0000000e+000
?,-0.18688,0.1742,?,?,-0.32682,?,?,-0.15347,?,?,?,?
?,0.15463,?,?,0.91331,?,-0.093932,?,?,0.38338,?,?,2.0000000e+000
-0.39808,0.16055,1.0,?,?,0.27422,?,0.1319,?,0.055806,-0.050002,-0.19122,?
?,0.34555,-0.19567,?,-0.56848,?,0.45634,?,0.93069,?,-0.88277,0.019237,1.0000000e+000
?,-0.5306,?,-0.36863,0.49063,-0.67493,0.63424,?,?,?,?,?,1.0000000e+000
0.057925,-0.23926,?,-0.018956,0.43645,-0.35041,0.27003,?,0.46696,0.67257,?,?,?
-1.044,0.11272,0.071678,0.35082,?,?,?,-0.67152,0.034449,0.21535,?,0.20977,1.0000000e+000
0.1119,1.0,-0.24805,?,-1.0777,?,0.27342,?,?,-0.73233,?,?,?
?,?,?,0.12909,-0.94336,0.59776,?,?,-0.74971,?,1.0,-0.25355,?
0.57652,?,?,?,0.6901,-0.8527,0.66062,?,?,?,0.21321,?,2.0000000e+000
?,?,?,?,?,?,-0.836,?,0.30271,?,?,?,?
?,?,?,?,0.56045,0.0206,?,-0.15223,-0.6641,?,?,0.44576,1.0000000e+000
-0.10741,-0.24216,?,0.16483,?,?,?,?,?,0.03666,-0.0059607,?,1.0000000e+000
-0.086402,-0.11448,-0.16124,?,0.12671,-0.19442,-0.023637,?,?,?,?,?,2.0000000e+000
?,?,0.074902,?,?,0.12344,-0.15783,?,?,?,?,?,1.0000000e+000
-0.055702,-0.25408,?,-0.20441,?,?,?,-0.1079,?,0.39723,?,?,1.0000000e+000
-0.025852,-0.040066,-0.24034,?,-0.10137,-0.096433,0.0058838,-0.10258,?,-0.17682,0.14438,-0.092003,1.0000000e+000
0.41106,0.43924,?,?,?,?,0.56955,?,-0.28671,-0.11472,0.080808,0.17301,2.0000000e+000
0.45926,-0.59109,0.25277,?,?,-0.76061,0.55313,-0.40006,?,?,0.22709,0.46238,1.0000000e+000
?,?,0.7061,0.7413,?,?,0.0043078,?,0.26248,?,-0.40977,0.14655,1.0000000e+000
?,?,?,?,-0.48236,0.38834,?,0.17493,?,?,-0.20351,?,?
?,?,-0.19187,?,-0.37745,0.042399,?,0.017011,?,?,?,?,?
0.17593,?,-0.13077,?,-0.19456,-0.0050845,0.12866,0.24519,?,?,?,?,?
0.11357,?,0.7061,?,?,?,0.0043078,?,?,?,?,0.14655,1.0000000e+000
?,?,-0.18178,?,?,?,?,0.17493,?,?,?,-0.34618,1.0000000e+000
?,?,-0.19187,-0.012795,-0.37745,0.042399,?,0.017011,?,?,?,?,2.0000000e+000
?,0.010151,?,?,-0.19456,-0.0050845,?,?,?,?,0.046938,-0.14263,?
?,-0.12657,0.16642,?,0.12976,-0.0588,0.086254,0.4974,?,-0.40972,0.33043,?,1.0000000e+000
0.72065,?,-0.12744,0.070148,?,0.21582,?,?,?,0.26766,?,0.059474,?
-0.46684,-0.062034,-0.36059,?,?,0.0036027,-0.4092,-0.39695,-0.27627,?,?,?,2.0000000e+000
-0.1146,0.44046,-0.13706,0.17796,-0.62787,0.50379,?,?,?,?,?,?,1.0000000e+000
0.32976,?,0.075501,?,?,?,0.18127,0.28386,-0.36513,0.12564,?,0.42493,1.0000000e+000
?,?,?,0.37666,?,?,?,0.16753,-0.016087,-0.023914,0.023827,-0.030424,1.0000000e+000
?,-0.24003,-0.33706,?,-0.32192,-0.10749,-0.61389,0.067457,?,-0.8837,?,0.021237,?
-0.2096,0.097956,-0.29864,-0.0013055,-0.47853,?,-0.11274,?,-0.40933,-0.75552,?,?,?
?,?,?,?,?,?,?,-0.097159,-0.031626,?,?,0.19471,1.0000000e+000
?,0.35106,?,0.36079,?,0.36392,-0.098918,?,?,0.089798,?,-0.15584,?
0.28966,?,?,?,?,0.019864,?,?,0.23058,0.39835,-0.35891,0.13632,?
0.7363,?,-0.21098,?,?,?,0.59417,-0.058747,?,?,?,?,1.0000000e+000
-0.4446,?,0.0095374,?,0.66358,-0.74537,?,-0.075233,-0.45825,-0.36456,0.28376,0.1725,1.0000000e+000
-0.3014,?,-0.29681,?,-0.058147,-0.26256,0.041177,-0.20758,0.20368,0.21374,-0.20313,-0.018764,1.0000000e+000
-0.028981,0.14378,0.5059,0.63189,0.42136,?,-0.0033395,-0.11127,?,-0.38415,0.29728,-0.46885,2.0000000e+000
?,-0.10587,0.2972,?,?,?,?,-0.37423,-0.38113,?,?,-0.067377,?
0.11676,?,0.36396,?,-0.19801,0.75373,?,-0.14066,?,0.87067,?,0.039183,1.0000000e+000
?,-0.10676,-0.32792,?,?,?,?,?,?,-0.10043,?,0.64187,?
-0.51391,?,0.11661,0.039626,?,0.073034,?,0.19541,1.0,?,-0.16746,-0.85327,?
?,0.0031952,?,0.2964,?,?,?,0.46411,?,?,?,-1.087,2.0000000e+000
?,-0.54566,?,0.15349,-0.34907,?,?,?,?,-0.018139,?,?,?
-0.65123,-0.23004,?,1.0,?,?,-0.81967,?,?,?,?,0.84811,2.0000000e+000
-0.31338,-0.0036627,?,?,0.046584,?,?,0.17207,-0.11802,?,0.23859,-0.40819,1.0000000e+000
?,-0.26957,-0.098415,-0.26427,?,-0.61393,?,-1.0236,?,0.3463,?,0.19581,?
0.26488,?,?,?,?,?,0.12115,?,0.3413,?,0.0087808,-0.47206,1.0000000e+000
?,?,-0.094639,0.12086,?,0.40391,0.11906,?,0.67528,?,?,?,2.0000000e+000
0.10995,?,-0.40768,-0.4793,?,?,?,?,?,-0.39181,0.25246,?,1.0000000e+000
?,?,?,?,0.374,0.018357,-0.26298,?,-0.96973,?,1.0,-1.087,?
0.10995,0.043399,-0.40768,-0.4793,?,-0.052069,?,-0.53557,-0.3026,?,?,-0.36604,1.0000000e+000
-0.63826,?,-0.69633,-0.50711,-0.97455,0.36149,?,?,?,-0.14771,0.099482,?,?
?,?,?,?,-0.28744,?,?,0.6029,?,?,0.11255,?,1.0000000e+000
-0.14648,?,0.27055,?,0.21375,-0.053184,?,?,?,?,?,?,2.0000000e+000
?,0.20994,0.32438,?,?,0.080315,?,?,0.2341,0.37484,?,0.13107,1.0000000e+000
-0.49114,0.14523,?,0.15395,-0.58218,0.2917,-0.51303,?,0.099311,0.090028,-0.053935,?,2.0000000e+000
-0.29303,-0.24366,?,-0.045246,?,-0.25192,?,-0.17917,?,?,-0.088045,?,1.0000000e+000
0.45717,-0.084912,0.26939,?,?,?,0.60834,-0.21876,?,0.28007,-0.18974,?,?
?,?,-0.030358,?,0.931,-1.0729,?,-0.33381,0.33864,?,?,?,1.0000000e+000
?,?,-0.27324,?,-0.77698,?,?,?,0.20391,?,0.0022735,-0.10048,2.0000000e+000
-0.78399,0.2546,?,?,?,?,-0.53005,0.51855,?,?,?,?,1.0000000e+000
0.29877,-0.17962,0.032859,-0.89901,0.5403,-0.36184,0.1779,?,-0.098148,?,0.24683,?,2.0000000e+000
?,-0.52287,0.21541,-0.24359,?,?,-0.50693,?,-0.32899,-0.039117,?,0.47603,1.0000000e+000
?,-0.046562,?,-0.063958,?,?,0.1238,0.49624,?,?,0.17369,0.49063,?
