@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {1.0000000e+000, 2.0000000e+000}


@data

-0.17936,?,-0.20971,-0.09726,-0.11921,-0.17322,-0.28076,0.22317,0.41866,?,0.0033827,-0.33425,?
-0.14659,?,?,?,0.49494,-0.15633,-0.28891,?,?,0.050759,-0.017511,0.066959,?
-0.13131,0.51816,0.43281,0.39789,0.043127,0.5632,-0.013246,?,-0.88339,?,?,0.6312,?
0.6494,0.41878,?,0.33349,?,?,?,?,?,-0.36723,0.36468,0.57172,1.0000000e+000
?,?,?,0.070066,-0.03092,?,?,?,?,?,?,0.18457,?
?,?,?,0.055255,0.16288,0.17356,0.60732,-0.72565,?,0.33921,?,0.36024,1.0000000e+000
?,?,0.58581,0.54649,0.52144,0.21358,?,-0.65032,?,-0.041832,0.05272,?,2.0000000e+000
?,0.085019,0.43229,0.33562,0.49559,0.0108,0.40718,?,-0.252,-0.74162,?,-0.52111,1.0000000e+000
0.96405,-0.0033609,?,-0.76013,-0.78482,-0.21668,0.84748,?,0.094435,0.14669,-0.12851,0.057451,?
0.81876,?,-0.59413,?,-0.65296,?,?,0.45269,0.25206,?,0.10376,-0.33129,1.0000000e+000
0.12099,?,0.23769,0.01501,0.24272,0.060151,-0.038016,-0.13711,-0.066597,?,?,0.060713,2.0000000e+000
0.46108,0.4653,0.93117,?,0.68771,0.45577,0.48605,?,-0.47858,?,0.39988,0.014783,?
-0.22818,-0.042154,0.56279,0.29118,0.65198,?,-0.08006,-0.32186,-0.21905,?,?,-0.28092,1.0000000e+000
-0.65959,0.20072,?,0.29754,0.23683,0.29286,-0.41675,?,?,-0.066083,0.034435,-0.026652,1.0000000e+000
-0.17797,?,-0.22153,?,?,?,-0.35746,0.29253,-0.17256,-0.42951,0.38425,?,2.0000000e+000
-0.0062517,?,-0.55939,?,0.32723,-1.0508,?,?,?,?,?,?,1.0000000e+000
?,0.69333,?,0.72406,-0.6858,0.82868,?,?,?,-0.11229,0.077138,-0.24553,?
0.29341,?,?,?,-0.41909,?,?,0.049601,?,?,-0.35724,-0.2629,1.0000000e+000
?,?,?,0.20642,?,0.17115,-0.30479,-0.033722,0.23421,0.18663,-0.16351,-0.0043452,2.0000000e+000
?,0.34759,0.0433,0.070895,?,0.30925,0.42525,-0.28421,?,0.85432,-0.75554,?,1.0000000e+000
0.57396,?,0.0059303,-0.16288,0.3298,-0.28874,0.78627,0.048731,0.86226,0.39239,?,?,1.0000000e+000
?,-0.086765,?,?,0.7323,-0.22468,?,?,?,-0.099066,?,-0.41394,1.0000000e+000
?,-0.89625,-0.016994,-0.44328,0.65821,?,?,-0.096731,?,?,-0.12621,?,?
?,-0.32364,0.12453,?,?,?,?,?,0.19134,0.70321,-0.58735,0.31892,1.0000000e+000
?,0.12036,0.035551,0.22286,-0.11199,0.099171,?,0.3632,?,0.34375,?,?,?
?,-0.2747,?,-0.33985,?,?,?,?,?,0.30457,?,?,?
-0.62366,?,?,-0.18136,0.44797,?,?,?,-0.043079,?,-0.001456,?,2.0000000e+000
-0.7374,?,-0.52774,?,-0.19999,?,?,?,?,-0.36946,0.28735,?,1.0000000e+000
0.21329,?,-0.31752,?,?,-0.0033553,0.027455,?,?,?,?,-0.042001,1.0000000e+000
-0.068732,?,-0.28672,-0.011328,?,0.55047,-0.19517,0.43574,?,?,-0.11102,-0.25916,?
?,?,0.1981,?,?,?,?,?,?,?,?,?,2.0000000e+000
?,0.065829,-0.010893,0.2687,-0.27017,?,?,?,?,?,?,0.10006,1.0000000e+000
?,?,-0.63034,?,?,-0.22965,0.11399,0.038331,-0.22125,?,?,-0.26642,1.0000000e+000
?,?,-0.34092,-0.23388,-0.49273,0.1547,-0.018609,0.094689,?,0.14189,-0.13025,0.19212,1.0000000e+000
?,0.38443,0.14877,?,-0.27498,0.41201,?,1.0,?,?,?,-0.065822,?
0.74227,0.48285,-0.16571,0.26462,-0.49121,0.32778,0.70852,0.8351,?,?,?,0.041692,1.0000000e+000
?,-0.35245,-0.20838,-0.1247,0.089263,-0.41729,?,?,0.63013,0.13456,-0.096455,?,?
0.32912,?,?,-0.24355,?,-0.2109,?,0.20701,0.24039,-0.027824,?,-0.2625,?
0.38925,0.22424,?,-1.1074,-0.80474,-0.04202,?,?,0.59533,0.47762,-0.39719,-0.11988,?
?,0.41281,-0.66205,?,-0.88434,?,-0.064677,-0.033885,0.34148,?,-0.285,-0.038131,?
?,-0.06379,-0.26414,?,-0.33695,-0.064323,0.18942,?,?,?,0.069032,?,1.0000000e+000
0.96875,0.08624,-0.12021,?,-0.19613,?,0.79458,?,?,?,-0.4003,0.20177,1.0000000e+000
?,?,?,0.62037,?,0.16768,0.27651,0.54844,?,?,?,-0.070629,?
?,?,?,?,0.65759,0.019882,?,?,?,?,?,?,?
?,?,-0.02103,?,0.21214,?,-0.11443,?,?,?,0.39123,?,1.0000000e+000
-0.096201,?,0.28605,?,0.9486,?,-0.16316,?,?,-0.13467,?,?,?
0.64167,-0.049042,-0.13654,?,-0.033905,-0.13646,0.45926,?,-0.47449,-0.43589,?,0.11428,2.0000000e+000
?,-0.35507,0.31046,0.18058,?,-0.381,-0.019431,0.71391,-0.36977,?,0.77786,-0.34012,?
-0.28879,-0.047979,?,?,0.82824,?,-0.13786,-0.18661,?,?,-0.53196,?,?
0.45852,?,?,?,?,?,0.21157,?,?,?,?,0.191,?
0.10925,0.27236,?,0.30767,?,?,-0.07297,?,0.11248,0.10162,-0.078158,0.0077053,2.0000000e+000
0.97487,?,-0.20103,0.34694,-0.90383,?,1.0,?,-0.4408,0.2186,-0.14996,?,1.0000000e+000
-0.67912,?,?,0.8212,0.12427,?,?,-0.022857,?,?,-0.20843,-0.12321,1.0000000e+000
?,?,?,0.33672,?,0.15943,?,?,?,-0.10568,0.050288,?,1.0000000e+000
?,-0.049659,0.074905,?,0.19394,-0.095382,?,-0.66914,?,?,?,0.3288,?
?,0.51308,?,?,?,0.58045,-0.23147,-0.7311,?,0.54783,?,?,?
?,?,?,?,0.67986,-0.6588,?,-0.014206,?,?,?,?,1.0000000e+000
-0.1491,?,0.020754,?,?,0.18778,0.031419,-0.23505,0.085538,?,-0.2895,0.19569,1.0000000e+000
-0.3516,?,-0.3483,?,-0.15937,?,-0.52412,?,?,0.19384,-0.1615,-0.196,?
?,?,0.040125,?,?,?,-0.33343,?,?,?,?,?,?
?,-0.43543,?,-0.30924,0.33629,?,?,-0.27457,-0.6707,-0.32523,?,0.25383,?
?,?,?,?,0.21018,?,-0.70805,?,-0.70741,?,?,?,1.0000000e+000
?,?,0.19978,?,0.23871,?,-0.17441,0.19971,?,-0.35366,0.31229,0.16212,2.0000000e+000
?,-0.51981,0.14767,?,0.68638,?,?,?,?,?,0.047417,0.72277,1.0000000e+000
?,-0.11971,?,-0.031266,?,-0.23506,0.3423,?,-0.088585,?,0.38207,?,?
1.0,0.074734,-0.2721,0.044988,-0.33791,-0.022484,0.80169,?,-0.4626,?,?,?,1.0000000e+000
-0.1518,0.59652,0.14833,0.55739,-0.49566,?,?,-0.6444,0.36821,0.1684,-0.18926,?,?
-0.71551,?,?,0.22922,-0.039318,?,?,?,?,?,-0.1117,?,?
0.3006,0.16251,-0.64504,-0.44014,-0.88549,0.16463,?,?,?,?,-0.65225,?,1.0000000e+000
?,-0.19751,-0.36531,-0.41347,-0.18178,?,?,?,?,0.26502,?,?,?
?,?,0.23937,?,?,?,0.30011,?,0.21295,0.17943,-0.12669,?,2.0000000e+000
-1.3327,0.47654,0.25801,?,?,0.63507,-0.96759,-0.71409,?,0.63737,?,?,1.0000000e+000
-0.20183,0.13715,-0.11549,-0.32568,?,?,0.087557,-0.011485,0.04962,?,?,-0.32612,?
-0.039708,0.15247,?,-0.10321,-0.39136,0.060044,0.20798,?,0.38294,0.25886,-0.23099,-0.15704,?
?,?,0.41625,0.19875,?,?,?,0.10725,0.56206,0.11039,?,-0.40955,?
?,0.026985,0.23748,-0.10335,?,?,0.27737,?,0.78443,0.22239,-0.19996,-0.50496,1.0000000e+000
?,-0.4003,-0.14458,-0.4325,0.086964,?,?,?,-0.062158,-0.078413,0.069614,?,?
-0.050902,-0.086359,0.064319,?,?,?,-0.29352,?,0.30918,-0.15092,0.11289,-0.30504,?
-0.3405,-0.34461,?,?,?,-0.30819,-0.46573,?,-0.45646,-0.63705,?,-0.058928,2.0000000e+000
?,-1.0039,?,?,?,?,-0.67525,0.64821,?,?,?,?,?
?,?,?,?,?,0.27,-0.62198,?,?,0.019974,?,?,?
?,0.15145,0.25239,?,-0.036987,?,-0.28259,0.9608,?,-1.0627,0.93014,-0.31918,?
-0.13939,?,0.12406,0.77089,?,?,?,?,?,-0.84027,0.71966,-0.070515,?
?,0.679,-0.03317,?,?,?,-0.22612,0.48654,0.32616,?,?,-0.01256,1.0000000e+000
0.49941,-0.080415,?,0.11138,?,?,?,?,?,?,?,-0.030372,?
?,-0.24519,0.14019,?,?,?,?,?,-0.43974,?,?,0.062836,1.0000000e+000
?,-0.63074,?,-0.17755,0.31831,?,-0.1577,?,0.1662,-0.20586,0.14678,-0.21326,?
?,0.083464,?,?,?,?,?,?,?,0.39757,?,-0.14064,1.0000000e+000
?,?,-0.38881,?,?,?,-0.4981,0.26624,?,?,0.25756,?,1.0000000e+000
?,?,?,?,?,0.041065,0.40003,-0.025027,0.66941,0.53465,?,-0.10563,?
?,?,-0.25712,0.017442,-0.27089,-0.078603,0.57986,0.32923,0.07863,?,0.010915,?,2.0000000e+000
0.44479,-0.18489,?,-0.14426,-0.59485,?,0.15915,0.29632,0.066774,0.19593,-0.17013,?,1.0000000e+000
?,0.58079,0.2547,0.37903,?,?,?,-0.88275,-0.72675,0.22396,-0.18088,0.71741,?
?,?,0.18151,?,-0.19942,0.54698,?,-0.7971,?,-0.026412,?,1.0,1.0000000e+000
-0.11658,-0.081404,-0.37479,?,?,?,-0.29141,?,?,?,-0.1041,?,?
?,0.071494,0.033231,-0.11271,0.073063,0.039341,0.032274,?,-0.14118,-0.29066,?,?,?
?,?,?,-0.96168,?,?,-0.63216,?,?,-0.14776,?,0.10175,1.0000000e+000
-0.1884,?,-0.070795,?,?,-0.42923,-0.48623,0.45015,-0.14586,?,-0.04363,?,?
?,-0.2669,?,-0.44118,?,?,?,0.018981,?,?,?,?,?
-0.1682,?,0.032007,0.040236,0.13349,?,?,?,-0.49597,-0.44144,?,?,1.0000000e+000
?,0.048384,?,0.21251,0.13027,-0.067413,0.57934,?,?,?,-0.136,?,?
?,?,?,?,?,?,?,0.36154,0.31662,?,-0.023371,?,?
0.27076,?,?,?,?,0.37774,?,-0.098186,?,0.39509,?,?,2.0000000e+000
-0.48175,?,?,-0.75435,-0.80838,?,-0.23729,?,0.88105,0.77408,-0.67198,-0.13967,1.0000000e+000
-0.44622,?,-0.3337,0.037943,?,?,-0.62625,?,-0.8427,?,?,?,1.0000000e+000
?,?,-0.062801,?,0.17183,?,-0.17241,0.083305,?,?,?,?,?
?,0.63185,?,0.31588,-0.21086,0.68763,-0.23399,?,?,0.0084123,-0.04257,-0.30762,?
0.24823,0.31876,-0.1594,?,?,?,?,?,?,?,?,0.27956,1.0000000e+000
?,-0.036783,-0.18601,0.13875,?,?,?,-0.44093,-0.41634,-0.22718,?,?,?
?,?,?,?,?,?,-1.489,-0.96393,?,-0.63249,0.52724,-0.13956,?
-0.42711,-0.45887,?,?,-0.20632,-0.27183,-0.71013,?,?,-0.11146,0.14929,?,?
?,?,-0.089985,?,0.63478,-0.84512,-1.651,?,-0.15217,?,?,0.14178,?
?,0.33513,?,-0.30297,-0.085579,0.21858,?,0.02513,0.39539,?,-0.16726,-0.23671,?
?,?,?,-0.26179,?,?,?,?,?,0.16883,?,0.21727,1.0000000e+000
-0.28839,0.15463,?,0.23138,?,?,?,0.26179,?,0.38338,?,?,?
-0.39808,0.16055,?,0.63696,0.96583,0.27422,?,0.1319,0.34348,0.055806,?,?,?
?,?,-0.19567,?,?,?,0.45634,?,0.93069,1.0,?,?,?
0.7049,?,-0.084001,-0.36863,0.49063,-0.67493,?,?,0.12623,?,-0.21397,0.092718,1.0000000e+000
?,?,?,?,0.43645,?,0.27003,?,?,0.67257,-0.62995,0.25866,?
-1.044,0.11272,?,?,?,?,-0.59954,-0.67152,?,0.21535,-0.21476,0.20977,?
?,1.0,?,0.10381,-1.0777,0.979,0.27342,-0.0129,-1.8637,-0.73233,?,?,1.0000000e+000
0.4016,0.52067,?,?,?,?,?,?,-0.74971,-1.212,?,-0.25355,?
0.57652,?,0.0013612,-0.31086,0.6901,?,?,?,-0.25476,?,0.21321,-0.069527,2.0000000e+000
-0.82742,?,?,-0.27695,?,?,?,-0.51125,0.30271,0.19194,-0.17069,-0.083504,?
0.057557,0.066469,?,0.32187,0.56045,0.0206,0.22145,-0.15223,?,?,?,0.44576,1.0000000e+000
-0.10741,-0.24216,?,?,0.14992,-0.23266,-0.12474,0.27887,-0.27168,?,?,?,1.0000000e+000
-0.086402,?,?,?,0.12671,?,?,?,-0.2091,?,-0.033471,?,2.0000000e+000
-0.32234,0.1822,?,-0.12816,?,?,?,?,0.22004,0.07262,-0.051162,?,1.0000000e+000
?,?,0.0035673,?,?,?,-0.16074,-0.1079,?,?,-0.37436,-0.035704,?
?,?,-0.24034,-0.4637,?,-0.096433,0.0058838,-0.10258,-0.024743,?,?,?,1.0000000e+000
0.41106,0.43924,0.34835,?,-0.038496,?,0.56955,?,?,?,0.080808,?,?
?,?,0.25277,?,1.0,-0.76061,0.55313,-0.40006,-0.8536,?,?,?,1.0000000e+000
0.11357,?,0.7061,?,?,0.032429,?,0.056379,0.26248,?,-0.40977,?,?
?,0.35579,-0.18178,?,?,?,-0.35438,?,?,0.23541,?,?,1.0000000e+000
?,-0.045015,-0.19187,-0.012795,?,0.042399,?,?,0.28906,?,?,0.16517,?
0.17593,?,-0.13077,?,-0.19456,-0.0050845,?,?,0.054155,?,?,-0.14263,1.0000000e+000
?,?,0.7061,0.7413,0.70137,?,0.0043078,0.056379,0.26248,0.49233,?,?,?
?,0.35579,-0.18178,-0.027863,-0.48236,?,-0.35438,?,?,0.23541,-0.20351,-0.34618,?
0.58217,?,?,-0.012795,?,0.042399,0.29406,?,?,0.49668,?,0.16517,?
?,?,-0.13077,0.026617,?,?,0.12866,0.24519,?,?,?,?,1.0000000e+000
0.39161,-0.12657,?,?,?,?,?,?,?,-0.40972,?,?,?
?,0.30374,-0.12744,?,-0.38114,?,?,?,0.24596,?,?,?,1.0000000e+000
?,?,?,-0.2627,?,0.0036027,?,-0.39695,-0.27627,?,-0.047587,?,2.0000000e+000
?,?,?,0.17796,?,0.50379,?,?,?,?,?,-0.17527,?
?,?,?,?,0.021913,-0.086602,?,?,?,0.12564,?,?,1.0000000e+000
?,?,?,?,0.19483,?,?,?,-0.016087,-0.023914,?,-0.030424,?
?,-0.24003,?,?,?,?,?,?,-0.79716,?,?,?,?
?,0.097956,-0.29864,?,-0.47853,?,-0.11274,?,-0.40933,-0.75552,?,-0.19902,1.0000000e+000
?,?,0.16796,?,?,0.39054,0.66198,-0.097159,-0.031626,?,?,?,?
-0.17167,0.35106,0.11158,0.36079,?,?,-0.098918,0.35445,0.23747,?,-0.066093,-0.15584,?
0.28966,-0.015666,-0.74666,?,-0.99114,0.019864,?,-0.46558,?,0.39835,?,0.13632,?
0.7363,?,-0.21098,?,?,?,?,-0.058747,?,-0.21605,0.18223,-0.086619,?
?,?,?,?,?,?,-0.48479,?,-0.45825,?,?,?,?
-0.3014,?,?,-0.52241,?,-0.26256,0.041177,?,0.20368,0.21374,?,-0.018764,1.0000000e+000
?,0.14378,0.5059,?,0.42136,0.16252,?,-0.11127,0.2157,-0.38415,?,-0.46885,?
?,?,0.2972,0.18969,0.38521,-0.075452,?,-0.37423,-0.38113,?,?,?,?
?,0.73167,0.36396,?,-0.19801,0.75373,?,-0.14066,?,?,?,0.039183,?
?,?,?,?,?,?,?,0.12192,-0.88249,-0.10043,0.12099,?,?
?,0.0037805,0.11661,0.039626,0.096454,0.073034,?,0.19541,?,?,-0.16746,?,?
-0.068616,?,0.34194,?,?,?,?,?,?,?,?,?,2.0000000e+000
0.012311,-0.54566,?,0.15349,?,?,?,?,?,?,?,0.43111,1.0000000e+000
?,?,?,1.0,?,-0.0036126,?,?,-0.73427,?,?,?,?
-0.31338,?,?,0.071735,0.046584,0.04056,?,?,-0.11802,-0.39248,?,?,?
0.30402,-0.26957,?,-0.26427,0.46769,?,1.0,-1.0236,?,?,-0.21413,0.19581,?
0.26488,-0.23324,?,-0.44701,0.080071,?,?,?,?,-0.023594,0.0087808,-0.47206,?
?,?,?,0.12086,?,0.40391,?,?,0.67528,1.0,-0.61569,0.56112,2.0000000e+000
0.10995,?,?,-0.4793,?,-0.052069,0.31102,-0.53557,-0.3026,-0.39181,?,-0.36604,1.0000000e+000
?,0.0031952,0.34194,?,?,?,-0.26298,0.46411,?,-1.6044,1.0,-1.087,?
0.10995,?,?,-0.4793,-0.30018,?,0.31102,?,?,-0.39181,?,?,?
?,0.3773,?,?,-0.97455,?,-0.2468,?,?,?,?,0.028094,?
0.5435,?,0.048231,?,-0.28744,0.4885,0.18915,?,0.49797,-0.19786,0.11255,?,?
-0.14648,-0.10456,?,?,?,-0.053184,?,-0.27821,0.24185,0.19105,?,?,?
0.54404,?,0.32438,-0.13544,?,0.080315,0.77345,-0.22166,0.2341,?,?,0.13107,1.0000000e+000
?,0.14523,-0.26203,?,-0.58218,0.2917,?,?,0.099311,?,-0.053935,?,?
?,?,0.09581,?,0.33797,?,?,-0.17917,?,?,?,0.0031717,1.0000000e+000
0.45717,?,?,-0.23486,?,?,0.60834,-0.21876,?,0.28007,?,-0.19785,?
0.22144,?,-0.030358,-0.7481,?,-1.0729,?,?,?,0.99008,-0.60651,1.0,?
?,0.27629,-0.27324,0.11319,-0.77698,?,-0.85062,0.44004,0.20391,?,0.0022735,?,2.0000000e+000
?,0.2546,-0.70099,?,?,0.2105,?,?,-0.30319,?,?,0.66394,?
?,-0.17962,?,?,?,-0.36184,0.1779,?,-0.098148,?,?,-0.38916,?
?,?,0.21541,-0.24359,?,?,?,?,?,?,?,0.47603,?
0.37913,?,?,?,?,?,0.1238,0.49624,-0.64157,?,?,0.49063,?
