@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {1.0000000e+000, 2.0000000e+000}


@data

-0.17936,-0.207,?,?,-0.11921,?,-0.28076,0.22317,0.41866,-0.032886,?,-0.33425,1.0000000e+000
-0.14659,?,0.24987,-0.073985,?,-0.15633,?,0.5008,-0.045553,0.050759,?,?,1.0000000e+000
-0.13131,?,0.43281,0.39789,0.043127,0.5632,?,-0.062833,?,-0.040303,0.088057,?,2.0000000e+000
0.6494,?,?,0.33349,-0.21974,0.39891,0.59065,0.0771,?,?,0.36468,0.57172,1.0000000e+000
?,0.11503,?,0.070066,?,0.15205,-0.19142,?,?,?,-0.12695,?,?
0.27804,?,0.20663,?,0.16288,0.17356,?,-0.72565,-0.12646,0.33921,?,0.36024,?
?,0.26239,0.58581,?,0.52144,0.21358,?,?,?,-0.041832,0.05272,-0.40948,?
?,?,?,0.33562,0.49559,?,0.40718,?,-0.252,-0.74162,0.64753,?,?
0.96405,?,-0.86876,-0.76013,-0.78482,?,0.84748,?,0.094435,0.14669,?,0.057451,1.0000000e+000
0.81876,?,?,-0.76517,-0.65296,0.13226,0.72883,0.45269,?,-0.12098,0.10376,?,1.0000000e+000
0.12099,-0.012491,0.23769,?,?,0.060151,-0.038016,?,-0.066597,?,?,?,2.0000000e+000
?,0.4653,0.93117,?,0.68771,?,?,-0.14595,?,-0.4528,0.39988,0.014783,1.0000000e+000
?,-0.042154,0.56279,0.29118,0.65198,-0.014788,-0.08006,-0.32186,?,?,0.41296,-0.28092,?
?,?,0.40465,?,?,0.29286,?,?,?,?,0.034435,-0.026652,1.0000000e+000
?,-0.33157,-0.22153,-0.43216,?,?,?,0.29253,?,-0.42951,?,-0.19363,?
?,?,-0.55939,-1.015,?,-1.0508,-0.064957,0.245,0.37,?,0.048632,-0.35564,1.0000000e+000
0.53967,?,0.13401,0.72406,?,?,0.37774,?,0.22456,?,0.077138,?,1.0000000e+000
0.29341,?,?,?,?,1.0,0.41545,0.049601,?,0.40031,-0.35724,-0.2629,?
?,?,?,?,-0.10484,0.17115,-0.30479,?,?,?,-0.16351,-0.0043452,2.0000000e+000
?,0.34759,?,0.070895,-0.18527,0.30925,0.42525,-0.28421,1.0,0.85432,-0.75554,-0.13273,1.0000000e+000
?,-0.025984,0.0059303,?,0.3298,?,0.78627,0.048731,?,?,?,-0.39441,1.0000000e+000
?,-0.086765,0.39935,?,0.7323,-0.22468,0.57632,?,?,?,?,-0.41394,?
?,-0.89625,-0.016994,?,?,?,?,?,?,0.18133,-0.12621,0.016397,?
?,-0.32364,0.12453,?,0.38672,-0.28487,?,-0.22222,?,0.70321,-0.58735,?,1.0000000e+000
?,?,0.035551,?,-0.11199,?,?,?,?,0.34375,-0.29875,-0.17954,?
?,-0.2747,-0.14337,?,?,-0.34524,?,?,?,?,?,?,1.0000000e+000
?,?,?,-0.18136,?,?,?,?,-0.043079,?,?,?,?
?,?,?,-0.47901,-0.19999,-0.46912,?,?,-0.29213,?,?,?,?
?,-0.0048935,?,-0.21875,?,-0.0033553,?,0.135,?,-0.27698,?,?,1.0000000e+000
-0.068732,0.47128,?,-0.011328,-0.80815,0.55047,?,0.43574,?,0.13174,?,?,?
0.014029,?,?,2.33E-4,?,?,?,?,?,?,?,?,2.0000000e+000
?,?,-0.010893,?,-0.27017,?,?,-0.10965,?,-0.33052,0.27336,?,?
?,-0.07599,-0.63034,?,?,-0.22965,0.11399,0.038331,?,?,0.52313,-0.26642,?
?,0.17831,-0.34092,-0.23388,-0.49273,?,?,?,?,0.14189,-0.13025,?,?
0.44589,?,?,0.63854,-0.27498,?,0.18946,?,0.78605,0.65022,?,?,2.0000000e+000
?,?,-0.16571,?,-0.49121,0.32778,0.70852,0.8351,0.6366,0.63527,?,?,1.0000000e+000
?,-0.35245,-0.20838,?,?,?,?,-0.31768,?,0.13456,-0.096455,-0.52551,1.0000000e+000
?,-0.14718,?,-0.24355,?,?,?,0.20701,0.24039,?,?,?,1.0000000e+000
0.38925,?,-0.91208,?,-0.80474,-0.04202,?,?,?,0.47762,-0.39719,?,?
?,0.41281,?,?,?,?,?,-0.033885,?,?,?,-0.038131,?
?,-0.06379,?,0.11277,-0.33695,-0.064323,?,0.99771,?,-0.10899,0.069032,-0.076432,?
0.96875,0.08624,-0.12021,?,?,?,0.79458,?,?,0.46033,-0.4003,0.20177,1.0000000e+000
0.55846,?,0.35626,0.62037,0.15961,0.16768,0.27651,?,-0.25772,?,0.34911,-0.070629,?
?,0.056669,?,?,0.65759,?,?,0.51108,?,?,?,0.066175,?
?,?,-0.02103,?,0.21214,?,?,?,-0.25626,-0.45569,?,?,?
?,?,?,-0.18962,0.9486,-0.72187,-0.16316,?,?,?,0.134,0.0022641,1.0000000e+000
0.64167,-0.049042,?,?,-0.033905,-0.13646,0.45926,?,-0.47449,-0.43589,?,0.11428,?
?,?,0.31046,0.18058,?,-0.381,-0.019431,0.71391,-0.36977,-0.93727,?,?,?
?,-0.047979,?,?,0.82824,-0.031554,?,?,0.5622,0.60462,?,0.011516,?
0.45852,?,0.50555,?,?,?,?,0.28914,?,?,?,?,1.0000000e+000
?,?,-0.37119,0.30767,?,0.38652,?,?,0.11248,0.10162,-0.078158,?,2.0000000e+000
0.97487,?,-0.20103,0.34694,-0.90383,?,1.0,?,?,?,?,?,1.0000000e+000
-0.67912,?,0.66062,?,0.12427,?,?,?,0.43182,?,?,?,1.0000000e+000
?,?,?,0.33672,0.67177,?,?,0.21452,0.55672,?,0.050288,?,1.0000000e+000
-0.25543,-0.049659,?,0.026031,?,-0.095382,?,-0.66914,-0.36642,?,?,?,2.0000000e+000
?,?,0.1894,0.43205,-0.28214,?,-0.23147,?,0.030642,0.54783,-0.4874,?,?
-0.014658,-0.53032,?,-0.84633,?,?,?,?,-0.070158,?,?,?,?
?,?,?,-0.10511,-0.070021,0.18778,?,?,0.085538,0.32329,-0.2895,0.19569,?
?,?,?,-0.79662,?,?,?,?,?,?,?,?,?
-0.12502,?,0.040125,-0.72326,0.79727,?,?,?,?,?,-0.06684,0.24161,1.0000000e+000
?,?,-0.037979,?,0.33629,?,-0.1002,-0.27457,?,?,0.31711,0.25383,1.0000000e+000
-0.74731,?,-0.1477,?,?,-0.56256,?,?,-0.70741,-0.10145,?,?,?
-0.26315,-0.033729,?,?,?,-0.03757,?,?,-0.55424,-0.35366,0.31229,0.16212,2.0000000e+000
?,?,0.14767,-0.33744,0.68638,-0.61924,?,?,?,?,?,0.72277,?
0.3001,-0.11971,?,-0.031266,0.1028,?,?,?,-0.088585,-0.46233,?,-0.26037,?
?,?,-0.2721,0.044988,?,?,?,-0.009334,-0.4626,?,?,?,1.0000000e+000
?,?,?,?,-0.49566,?,0.0010534,-0.6444,0.36821,0.1684,?,-0.10929,2.0000000e+000
-0.71551,?,0.24042,?,-0.039318,?,?,?,?,?,-0.1117,?,1.0000000e+000
0.3006,0.16251,-0.64504,?,-0.88549,0.16463,?,?,?,0.79462,?,?,1.0000000e+000
-0.23609,?,?,-0.41347,-0.18178,?,-0.21286,0.030467,?,?,?,?,?
?,0.91766,0.23937,?,-0.44006,0.86403,0.30011,?,0.21295,0.17943,?,-0.16528,2.0000000e+000
?,0.47654,0.25801,0.31696,-0.1547,0.63507,-0.96759,-0.71409,?,?,?,?,?
-0.20183,0.13715,-0.11549,?,-0.001633,?,?,?,?,?,0.27733,-0.32612,?
-0.039708,0.15247,-0.29121,?,-0.39136,?,0.20798,-0.22665,0.38294,0.25886,?,-0.15704,1.0000000e+000
-0.23299,?,?,?,0.61667,-0.13694,-0.16823,?,?,0.11039,-0.10064,-0.40955,2.0000000e+000
?,?,?,-0.10335,0.49426,?,?,-0.23999,?,0.22239,-0.19996,?,1.0000000e+000
?,?,?,?,0.086964,?,-0.66429,0.27989,-0.062158,?,?,?,?
?,-0.086359,?,-0.14147,0.085771,?,?,0.093983,?,-0.15092,0.11289,-0.30504,1.0000000e+000
-0.3405,-0.34461,0.10165,-0.27984,0.43791,-0.30819,?,0.32657,?,?,0.53893,-0.058928,?
?,?,?,-1.0859,0.21302,?,-0.67525,0.64821,-0.7455,?,0.35325,0.39543,1.0000000e+000
-0.35143,0.096283,0.25055,?,0.079608,0.27,?,?,0.5533,?,?,-0.38608,?
?,0.15145,0.25239,0.46794,-0.036987,0.27588,-0.28259,0.9608,-0.58525,?,?,-0.31918,?
-0.13939,0.36471,?,0.77089,?,?,-0.31029,?,?,-0.84027,0.71966,-0.070515,2.0000000e+000
?,?,?,?,-1.0475,0.9736,?,?,0.32616,0.39366,-0.28189,-0.01256,?
?,-0.080415,?,0.11138,0.53456,-0.19192,0.6081,?,-0.061734,-0.087725,?,-0.030372,1.0000000e+000
0.70053,-0.24519,0.14019,?,?,-0.39034,?,0.0149,-0.43974,-0.48201,0.38535,?,1.0000000e+000
?,-0.63074,?,-0.17755,0.31831,?,-0.1577,0.35696,0.1662,?,0.14678,?,?
0.012634,0.083464,?,1.0,0.37848,0.1457,?,?,0.53507,?,-0.38309,-0.14064,?
-0.51497,?,-0.38881,?,-0.38562,0.091563,-0.4981,?,?,-0.32063,?,?,?
0.15489,?,-0.14908,0.020495,?,0.041065,?,-0.025027,?,0.53465,?,?,1.0000000e+000
?,0.045108,?,?,-0.27089,-0.078603,?,0.32923,0.07863,-0.025246,?,-0.057755,2.0000000e+000
0.44479,-0.18489,?,-0.14426,-0.59485,-0.14581,?,?,0.066774,0.19593,?,?,?
-0.2658,0.58079,?,0.37903,-0.1631,?,?,?,-0.72675,0.22396,-0.18088,?,1.0000000e+000
-0.49008,0.57689,0.18151,?,-0.19942,0.54698,0.018037,?,?,-0.026412,0.077569,?,1.0000000e+000
-0.11658,?,-0.37479,0.0038418,-0.53532,0.020666,-0.29141,?,0.17182,?,-0.1041,-0.032125,?
?,0.071494,0.033231,?,?,?,?,?,-0.14118,?,0.28683,-0.174,1.0000000e+000
-0.75407,-0.83831,?,?,0.080456,?,-0.63216,?,-0.20693,-0.14776,?,?,1.0000000e+000
?,-0.54712,?,-0.29519,?,?,-0.48623,0.45015,?,?,-0.04363,0.18286,?
0.02088,-0.2669,?,?,?,-0.37831,0.1428,?,0.20045,?,-0.056521,-0.12734,?
-0.1682,?,0.032007,0.040236,?,?,?,0.30586,?,-0.44144,0.4022,0.05019,?
0.56325,0.048384,?,?,?,-0.067413,0.57934,0.17318,?,0.12186,?,-0.32648,1.0000000e+000
?,?,0.26236,-0.1652,?,-0.48564,0.54075,?,0.31662,4.1923E-4,?,?,1.0000000e+000
0.27076,0.45368,-0.29669,?,?,?,0.36462,?,?,0.39509,?,-0.11186,2.0000000e+000
-0.48175,0.34358,-0.62436,?,?,0.28018,?,-0.10163,0.88105,0.77408,-0.67198,-0.13967,1.0000000e+000
?,-0.16735,-0.3337,0.037943,?,?,-0.62625,?,?,-0.15465,0.19491,?,?
?,?,?,?,0.17183,-0.28443,-0.17241,?,?,?,?,?,1.0000000e+000
?,?,?,?,-0.21086,?,-0.23399,-0.54362,?,?,?,?,2.0000000e+000
0.24823,0.31876,-0.1594,?,?,?,?,?,?,?,?,0.27956,?
-0.67868,?,-0.18601,?,-0.38403,?,?,-0.44093,-0.41634,-0.22718,0.21027,0.14596,1.0000000e+000
-2.0346,-0.37419,-0.038523,?,0.087447,?,-1.489,-0.96393,?,-0.63249,0.52724,-0.13956,?
-0.42711,-0.45887,-0.23525,?,?,?,?,0.51291,-0.60181,-0.11146,?,0.35375,?
?,?,-0.089985,-0.54556,?,?,-1.651,?,-0.15217,0.080638,?,?,?
?,0.33513,?,-0.30297,?,?,0.28942,?,0.39539,0.22997,-0.16726,?,?
?,-0.18688,?,?,0.56263,-0.32682,?,-0.46772,?,0.16883,?,?,?
?,?,0.73964,?,0.91331,?,?,0.26179,?,0.38338,-0.27291,?,?
-0.39808,0.16055,1.0,?,0.96583,0.27422,-0.42293,?,?,?,?,?,?
?,0.34555,-0.19567,0.19613,?,?,?,0.24498,?,1.0,?,?,1.0000000e+000
0.7049,?,-0.084001,-0.36863,0.49063,?,0.63424,?,0.12623,?,-0.21397,?,1.0000000e+000
0.057925,-0.23926,?,-0.018956,?,?,0.27003,-0.30977,?,?,?,?,2.0000000e+000
-1.044,0.11272,0.071678,?,-0.099634,?,?,-0.67152,?,0.21535,?,0.20977,1.0000000e+000
0.1119,1.0,-0.24805,?,-1.0777,0.979,0.27342,-0.0129,-1.8637,-0.73233,0.70367,?,?
0.4016,0.52067,-0.34313,0.12909,-0.94336,0.59776,?,-0.079778,-0.74971,-1.212,1.0,-0.25355,?
0.57652,-0.68972,?,-0.31086,?,?,0.66062,?,?,-0.23427,?,?,?
-0.82742,-0.23351,?,?,?,-0.066378,?,-0.51125,?,?,?,-0.083504,?
0.057557,0.066469,0.50308,0.32187,?,?,0.22145,?,?,?,?,0.44576,1.0000000e+000
?,-0.24216,0.018824,0.16483,0.14992,?,-0.12474,?,?,0.03666,-0.0059607,0.2121,1.0000000e+000
?,-0.11448,?,?,0.12671,?,-0.023637,?,-0.2091,?,?,?,2.0000000e+000
?,0.1822,?,?,?,0.12344,-0.15783,?,0.22004,0.07262,-0.051162,?,?
?,-0.25408,?,?,?,-0.1706,?,-0.1079,0.49943,0.39723,?,?,?
?,-0.040066,?,-0.4637,?,?,?,-0.10258,-0.024743,-0.17682,?,?,1.0000000e+000
0.41106,?,0.34835,?,-0.038496,0.41615,0.56955,?,?,?,0.080808,?,2.0000000e+000
?,-0.59109,?,-0.26535,?,-0.76061,0.55313,-0.40006,-0.8536,-0.23317,0.22709,?,?
?,?,?,?,?,0.032429,?,?,?,0.49233,?,0.14655,1.0000000e+000
-0.39085,?,-0.18178,?,?,0.38834,-0.35438,?,?,0.23541,?,?,?
0.58217,?,?,?,?,?,0.29406,0.017011,0.28906,0.49668,-0.43783,0.16517,?
0.17593,0.010151,?,?,-0.19456,?,?,?,?,?,0.046938,?,1.0000000e+000
?,?,0.7061,?,?,0.032429,?,?,?,?,-0.40977,0.14655,1.0000000e+000
-0.39085,0.35579,?,?,?,0.38834,-0.35438,?,0.66536,?,?,?,?
0.58217,?,?,-0.012795,-0.37745,0.042399,0.29406,?,0.28906,0.49668,-0.43783,0.16517,?
0.17593,0.010151,-0.13077,0.026617,?,-0.0050845,0.12866,?,0.054155,-0.014689,0.046938,-0.14263,?
0.39161,-0.12657,0.16642,0.28396,?,?,?,0.4974,?,?,?,-0.077995,?
0.72065,0.30374,-0.12744,0.070148,-0.38114,0.21582,?,-0.12819,0.24596,?,?,0.059474,1.0000000e+000
?,?,-0.36059,-0.2627,-0.4015,?,?,?,?,?,-0.047587,?,?
-0.1146,0.44046,-0.13706,0.17796,-0.62787,?,?,-0.14075,?,?,-0.022509,-0.17527,1.0000000e+000
?,-0.11225,?,0.54228,?,-0.086602,?,0.28386,-0.36513,?,?,0.42493,?
?,-0.35998,?,0.37666,0.19483,?,?,?,-0.016087,-0.023914,?,-0.030424,?
?,-0.24003,?,?,-0.32192,-0.10749,?,?,-0.79716,?,0.74126,?,?
-0.2096,?,?,?,?,0.10043,?,0.047922,?,-0.75552,0.61391,-0.19902,1.0000000e+000
?,0.47436,?,-0.0065152,-0.032151,?,?,?,-0.031626,0.22667,-0.18468,0.19471,1.0000000e+000
-0.17167,0.35106,?,0.36079,-0.20705,?,?,?,0.23747,0.089798,?,?,?
0.28966,-0.015666,-0.74666,-0.23195,-0.99114,?,0.23696,?,?,?,-0.35891,0.13632,?
?,?,?,0.048958,-0.056706,-0.38819,0.59417,?,-0.14397,?,?,?,?
-0.4446,?,?,-0.52695,0.66358,-0.74537,?,?,?,-0.36456,0.28376,?,?
-0.3014,-0.13387,-0.29681,-0.52241,?,?,0.041177,?,0.20368,?,?,-0.018764,1.0000000e+000
?,0.14378,0.5059,0.63189,0.42136,?,-0.0033395,-0.11127,?,-0.38415,0.29728,-0.46885,2.0000000e+000
?,-0.10587,?,?,0.38521,?,0.10535,-0.37423,-0.38113,?,?,-0.067377,?
0.11676,0.73167,?,?,?,0.75373,?,?,?,?,-0.51934,0.039183,1.0000000e+000
0.0030444,?,-0.32792,-0.3156,-0.16313,?,0.056916,?,-0.88249,?,?,?,2.0000000e+000
?,?,?,?,0.096454,?,?,?,?,0.2487,?,?,?
?,?,?,?,?,?,?,?,-0.96973,?,?,-1.087,2.0000000e+000
?,?,?,0.15349,-0.34907,?,?,?,-0.34252,-0.018139,?,?,?
-0.65123,-0.23004,0.21374,1.0,?,?,-0.81967,-0.11053,?,?,?,?,?
-0.31338,-0.0036627,?,0.071735,0.046584,?,?,?,-0.11802,-0.39248,?,-0.40819,?
?,?,-0.098415,?,?,?,?,-1.0236,?,?,?,0.19581,?
0.26488,?,-0.21927,?,?,-0.31416,?,?,?,?,0.0087808,-0.47206,1.0000000e+000
-0.19505,?,-0.094639,0.12086,?,?,0.11906,?,0.67528,?,-0.61569,?,2.0000000e+000
0.10995,?,-0.40768,-0.4793,-0.30018,?,?,-0.53557,-0.3026,?,?,-0.36604,1.0000000e+000
?,?,?,0.2964,?,0.018357,?,0.46411,-0.96973,?,?,?,2.0000000e+000
?,?,?,?,?,-0.052069,?,-0.53557,-0.3026,?,?,?,?
-0.63826,?,?,-0.50711,?,?,?,?,-0.31535,-0.14771,0.099482,0.028094,?
?,0.39541,?,-0.16127,?,?,0.18915,0.6029,0.49797,?,?,?,?
?,?,?,?,?,?,?,-0.27821,?,?,?,-0.10189,2.0000000e+000
?,?,0.32438,-0.13544,0.37796,0.080315,0.77345,-0.22166,?,?,?,?,1.0000000e+000
-0.49114,?,?,?,?,?,-0.51303,-0.12608,?,?,?,?,2.0000000e+000
?,-0.24366,0.09581,-0.045246,0.33797,-0.25192,-0.31867,?,?,?,-0.088045,?,1.0000000e+000
0.45717,-0.084912,?,?,?,?,?,?,0.50563,0.28007,?,-0.19785,?
0.22144,?,-0.030358,?,?,?,?,-0.33381,0.33864,0.99008,?,1.0,?
?,0.27629,?,?,-0.77698,0.52266,?,0.44004,?,?,?,?,2.0000000e+000
-0.78399,0.2546,-0.70099,?,-0.85833,?,-0.53005,?,?,?,?,?,1.0000000e+000
?,-0.17962,?,?,0.5403,-0.36184,?,0.71325,-0.098148,?,?,-0.38916,2.0000000e+000
-0.37812,?,?,?,0.63784,?,?,?,-0.32899,?,?,?,?
?,-0.046562,?,?,?,-0.045824,?,?,?,?,0.17369,0.49063,?
