@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,2,small,?,unacc
?,?,2,2,small,med,unacc
vhigh,?,2,?,?,high,unacc
?,vhigh,2,?,med,?,?
vhigh,vhigh,2,2,?,?,unacc
vhigh,vhigh,2,2,med,high,unacc
?,vhigh,2,2,big,low,?
?,vhigh,2,2,big,?,?
vhigh,vhigh,2,?,?,high,unacc
vhigh,?,2,4,small,low,unacc
vhigh,vhigh,2,?,small,?,unacc
vhigh,?,?,4,small,high,?
vhigh,?,?,4,?,low,unacc
vhigh,?,2,?,med,med,unacc
vhigh,vhigh,2,4,med,?,unacc
?,vhigh,2,4,big,?,unacc
?,vhigh,2,?,big,?,unacc
vhigh,?,2,4,?,high,unacc
vhigh,vhigh,2,?,small,low,unacc
vhigh,vhigh,2,?,small,med,?
vhigh,vhigh,2,more,small,high,unacc
?,vhigh,?,more,med,low,unacc
?,?,2,more,med,med,unacc
vhigh,vhigh,2,?,med,high,?
vhigh,vhigh,2,more,big,low,unacc
vhigh,vhigh,?,?,big,med,unacc
?,vhigh,2,more,big,?,unacc
vhigh,vhigh,3,?,small,?,unacc
?,vhigh,3,?,small,med,?
vhigh,vhigh,3,2,small,?,unacc
?,vhigh,3,?,med,low,?
vhigh,vhigh,3,?,?,med,?
vhigh,vhigh,3,2,med,high,?
vhigh,vhigh,3,?,big,low,unacc
?,vhigh,3,2,big,med,unacc
?,vhigh,3,2,big,high,unacc
vhigh,?,3,?,small,low,?
?,vhigh,3,4,small,med,unacc
vhigh,?,3,?,small,?,?
vhigh,vhigh,?,4,med,low,?
?,?,?,4,med,med,unacc
?,vhigh,3,?,?,?,unacc
vhigh,vhigh,?,4,?,low,?
vhigh,vhigh,3,4,big,med,unacc
?,vhigh,3,4,big,high,?
vhigh,vhigh,3,more,?,low,unacc
vhigh,vhigh,3,more,small,med,unacc
vhigh,vhigh,?,more,small,high,unacc
vhigh,vhigh,3,?,med,low,unacc
vhigh,?,3,?,?,med,?
vhigh,?,3,more,?,high,unacc
vhigh,vhigh,3,?,?,?,unacc
?,vhigh,?,?,?,med,unacc
vhigh,vhigh,3,more,big,?,unacc
vhigh,vhigh,4,2,small,?,?
?,vhigh,4,?,?,?,unacc
vhigh,vhigh,?,2,small,high,unacc
vhigh,vhigh,?,2,med,?,unacc
vhigh,?,4,2,?,?,unacc
vhigh,?,4,2,med,high,unacc
vhigh,vhigh,?,2,big,?,?
?,vhigh,4,2,?,?,unacc
vhigh,vhigh,4,2,big,high,unacc
?,vhigh,?,4,small,low,?
vhigh,vhigh,?,4,small,med,unacc
vhigh,vhigh,4,4,?,high,unacc
vhigh,vhigh,?,4,med,low,unacc
vhigh,vhigh,4,4,med,?,unacc
?,?,4,4,?,high,unacc
vhigh,vhigh,?,4,big,low,unacc
?,vhigh,4,?,?,?,?
?,vhigh,4,?,big,high,?
?,vhigh,4,more,small,low,unacc
vhigh,vhigh,4,?,small,med,?
?,?,?,?,small,high,unacc
vhigh,vhigh,4,more,?,low,unacc
vhigh,?,4,?,med,?,?
vhigh,vhigh,4,more,med,?,unacc
vhigh,vhigh,4,?,big,low,unacc
?,vhigh,4,more,?,?,unacc
?,vhigh,?,more,big,?,unacc
vhigh,vhigh,5more,2,small,low,unacc
?,vhigh,5more,2,small,med,unacc
vhigh,vhigh,?,2,?,high,unacc
?,vhigh,5more,2,med,low,unacc
vhigh,vhigh,5more,?,med,med,unacc
vhigh,vhigh,5more,2,med,high,unacc
vhigh,?,?,2,?,low,unacc
?,?,5more,2,?,med,?
vhigh,vhigh,?,2,?,high,unacc
vhigh,vhigh,5more,4,?,low,unacc
vhigh,vhigh,5more,4,small,?,unacc
vhigh,vhigh,5more,?,small,high,unacc
