@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,?,small,low,unacc
vhigh,?,?,2,small,med,?
?,vhigh,?,2,small,high,unacc
vhigh,?,2,?,med,low,?
?,vhigh,2,?,med,med,?
?,vhigh,2,2,med,high,?
vhigh,vhigh,?,2,big,low,?
vhigh,vhigh,2,2,big,med,unacc
vhigh,vhigh,2,2,big,?,unacc
vhigh,vhigh,2,4,?,?,unacc
vhigh,?,2,4,small,med,unacc
vhigh,vhigh,2,4,small,high,unacc
vhigh,?,2,?,med,low,unacc
vhigh,vhigh,2,4,med,?,?
?,?,2,?,?,high,unacc
vhigh,?,?,4,big,low,unacc
vhigh,?,?,4,?,?,?
vhigh,vhigh,2,?,big,high,unacc
vhigh,?,?,more,small,low,unacc
vhigh,?,2,more,small,?,unacc
?,vhigh,2,?,small,?,?
?,vhigh,2,more,med,low,unacc
vhigh,vhigh,2,more,med,med,?
vhigh,?,2,?,med,high,unacc
vhigh,vhigh,2,?,big,?,?
vhigh,?,?,more,big,med,unacc
?,vhigh,2,more,?,high,unacc
vhigh,vhigh,3,?,small,?,unacc
vhigh,?,3,?,small,med,unacc
vhigh,vhigh,?,?,small,high,unacc
vhigh,vhigh,3,2,med,low,unacc
vhigh,vhigh,3,2,?,med,unacc
vhigh,vhigh,3,2,med,high,unacc
?,vhigh,3,?,big,?,unacc
vhigh,?,3,2,big,med,?
vhigh,vhigh,3,2,big,high,unacc
vhigh,vhigh,3,4,?,?,unacc
?,vhigh,?,4,small,med,?
?,?,3,?,small,?,unacc
vhigh,?,3,?,med,low,unacc
vhigh,vhigh,3,4,med,?,?
?,vhigh,3,?,?,high,unacc
vhigh,?,3,4,big,low,unacc
?,vhigh,?,?,big,?,unacc
?,vhigh,3,?,?,high,unacc
vhigh,vhigh,3,more,?,low,unacc
?,vhigh,3,more,small,med,unacc
?,vhigh,?,?,small,high,?
vhigh,?,3,more,med,?,unacc
vhigh,vhigh,?,more,med,?,?
vhigh,vhigh,3,?,med,?,unacc
vhigh,vhigh,?,?,?,low,unacc
vhigh,vhigh,?,more,big,?,unacc
vhigh,?,?,?,big,?,unacc
vhigh,vhigh,4,2,?,?,unacc
vhigh,?,4,2,small,med,?
vhigh,vhigh,?,2,small,high,unacc
?,?,4,?,med,low,?
?,vhigh,4,?,?,med,unacc
vhigh,vhigh,4,2,?,?,unacc
vhigh,vhigh,4,2,big,?,unacc
?,?,4,?,big,?,?
?,vhigh,?,2,big,?,?
?,vhigh,4,4,small,?,unacc
vhigh,vhigh,4,4,small,med,unacc
vhigh,vhigh,4,4,small,high,unacc
?,?,4,4,?,low,unacc
vhigh,?,4,4,?,med,unacc
vhigh,vhigh,4,4,med,?,unacc
vhigh,?,4,4,big,?,unacc
vhigh,vhigh,4,4,big,?,?
?,vhigh,4,4,?,?,unacc
?,vhigh,4,more,small,low,?
?,vhigh,?,more,small,med,?
?,vhigh,4,more,small,?,unacc
vhigh,vhigh,4,?,med,low,unacc
vhigh,?,4,more,med,?,?
?,vhigh,?,?,med,high,unacc
?,vhigh,4,?,big,?,?
vhigh,?,4,?,?,med,unacc
?,vhigh,?,more,big,?,unacc
?,?,?,2,?,low,unacc
vhigh,?,5more,2,?,med,?
?,vhigh,5more,?,?,?,unacc
vhigh,vhigh,5more,2,med,?,unacc
vhigh,vhigh,5more,2,med,med,unacc
?,vhigh,?,?,med,high,unacc
vhigh,vhigh,?,2,big,?,?
vhigh,vhigh,?,2,?,med,unacc
vhigh,vhigh,5more,2,big,high,?
?,vhigh,5more,4,small,low,unacc
?,vhigh,5more,4,small,med,?
vhigh,vhigh,?,4,small,high,unacc
vhigh,?,?,4,med,low,unacc
vhigh,vhigh,?,?,?,med,unacc
vhigh,?,5more,?,med,high,unacc
vhigh,?,5more,4,big,low,unacc
vhigh,vhigh,5more,4,?,med,unacc
?,vhigh,5more,?,?,high,unacc
?,vhigh,5more,more,?,?,unacc
vhigh,vhigh,5more,more,small,med,unacc
?,vhigh,?,?,small,high,?
vhigh,vhigh,5more,more,med,?,unacc
vhigh,?,?,more,?,med,?
vhigh,vhigh,5more,more,med,?,unacc
?,?,5more,more,big,low,unacc
vhigh,vhigh,?,more,?,med,unacc
vhigh,vhigh,5more,more,big,high,unacc
vhigh,high,?,2,small,low,unacc
vhigh,high,2,2,small,?,unacc
