@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,?,small,low,?
vhigh,vhigh,2,2,small,med,unacc
?,vhigh,?,2,small,high,?
vhigh,vhigh,2,2,med,?,unacc
?,?,?,2,med,med,unacc
vhigh,vhigh,2,2,med,?,unacc
vhigh,vhigh,2,2,big,?,unacc
vhigh,?,?,2,big,med,?
vhigh,vhigh,?,?,big,high,?
?,vhigh,?,4,?,low,unacc
?,?,2,4,small,?,unacc
vhigh,vhigh,?,?,small,high,?
vhigh,vhigh,?,?,?,low,?
vhigh,vhigh,2,?,?,med,?
vhigh,vhigh,?,?,med,high,unacc
vhigh,?,2,4,?,low,unacc
vhigh,?,?,4,big,med,unacc
?,vhigh,?,4,big,high,unacc
vhigh,vhigh,2,more,small,low,unacc
vhigh,vhigh,2,more,small,med,?
vhigh,vhigh,2,?,small,high,unacc
vhigh,vhigh,?,?,?,?,unacc
vhigh,?,2,more,?,med,unacc
vhigh,vhigh,2,more,?,high,?
vhigh,?,2,?,big,low,unacc
vhigh,vhigh,2,more,?,med,?
vhigh,vhigh,2,more,big,high,?
vhigh,?,3,?,?,?,unacc
vhigh,?,3,2,small,?,unacc
vhigh,vhigh,?,2,small,?,unacc
vhigh,?,?,2,med,low,unacc
vhigh,vhigh,?,2,?,med,unacc
?,vhigh,3,?,?,high,?
?,?,3,2,big,low,unacc
?,vhigh,?,2,big,?,?
vhigh,vhigh,3,2,?,high,unacc
?,vhigh,3,4,small,?,?
?,vhigh,?,4,small,?,?
vhigh,?,3,4,small,high,unacc
vhigh,vhigh,?,4,?,low,?
?,?,?,?,med,med,unacc
?,vhigh,3,?,?,high,?
?,vhigh,3,4,big,?,?
vhigh,vhigh,3,?,?,med,?
?,vhigh,3,4,big,?,unacc
?,vhigh,?,more,small,?,unacc
vhigh,vhigh,?,more,?,med,unacc
?,?,3,more,small,high,unacc
?,?,3,more,med,low,unacc
vhigh,?,?,more,?,med,?
vhigh,vhigh,3,more,med,high,unacc
?,vhigh,3,?,big,?,unacc
vhigh,vhigh,?,more,?,?,?
vhigh,vhigh,3,?,big,high,?
vhigh,?,4,2,?,low,unacc
vhigh,vhigh,4,?,small,?,unacc
?,vhigh,?,2,?,high,unacc
?,?,4,?,?,low,unacc
?,vhigh,4,2,?,med,unacc
vhigh,?,?,2,?,high,unacc
vhigh,vhigh,4,2,?,?,unacc
vhigh,vhigh,4,2,big,?,?
?,?,4,?,big,?,?
vhigh,?,4,?,?,low,unacc
vhigh,?,4,4,small,?,unacc
?,vhigh,4,?,?,high,unacc
vhigh,?,4,?,med,low,?
vhigh,?,4,4,med,?,unacc
vhigh,vhigh,?,?,?,high,unacc
vhigh,?,?,4,big,low,unacc
vhigh,vhigh,4,4,?,?,unacc
vhigh,vhigh,4,4,?,high,unacc
vhigh,vhigh,4,?,small,?,unacc
vhigh,vhigh,4,more,small,med,unacc
vhigh,vhigh,4,more,small,high,?
vhigh,?,4,more,med,?,unacc
vhigh,vhigh,4,more,?,med,unacc
?,vhigh,4,more,med,high,unacc
?,?,?,more,big,low,unacc
?,vhigh,4,more,?,?,?
vhigh,vhigh,4,more,big,high,?
vhigh,vhigh,5more,2,?,low,?
vhigh,vhigh,?,?,?,med,unacc
vhigh,vhigh,5more,2,small,high,unacc
vhigh,?,5more,?,med,?,unacc
vhigh,vhigh,?,2,med,med,?
vhigh,vhigh,?,2,med,high,unacc
?,?,?,?,?,low,unacc
vhigh,?,5more,2,big,?,unacc
vhigh,vhigh,?,2,big,?,unacc
vhigh,vhigh,?,?,small,low,unacc
?,?,5more,4,?,?,?
vhigh,vhigh,5more,4,small,high,unacc
vhigh,vhigh,5more,4,med,low,?
?,vhigh,?,?,med,med,unacc
vhigh,vhigh,5more,4,med,high,unacc
vhigh,vhigh,5more,4,big,low,?
vhigh,vhigh,5more,4,big,med,unacc
?,vhigh,5more,?,big,high,unacc
vhigh,vhigh,5more,more,small,low,unacc
vhigh,vhigh,5more,more,?,med,unacc
vhigh,vhigh,?,?,?,high,unacc
?,vhigh,5more,more,med,?,?
vhigh,vhigh,?,more,med,med,unacc
vhigh,vhigh,5more,more,med,high,unacc
vhigh,?,5more,?,?,low,?
vhigh,vhigh,5more,more,big,?,?
vhigh,vhigh,5more,more,?,high,unacc
?,high,2,2,?,low,unacc
?,?,2,?,small,med,unacc
?,?,2,?,?,high,?
vhigh,high,?,2,med,?,?
?,high,2,2,med,?,unacc
vhigh,high,?,?,?,high,unacc
vhigh,high,2,?,big,low,unacc
vhigh,?,2,2,?,?,?
?,high,?,2,big,?,unacc
?,?,2,4,?,low,unacc
?,?,2,?,small,med,?
?,high,2,4,small,?,unacc
vhigh,high,2,4,med,low,unacc
vhigh,?,2,4,med,med,unacc
vhigh,high,?,4,?,high,unacc
vhigh,high,2,4,big,?,unacc
vhigh,?,2,4,?,med,?
vhigh,high,2,4,?,?,unacc
?,?,2,more,small,?,unacc
vhigh,high,2,more,small,?,unacc
vhigh,?,2,more,small,high,?
vhigh,?,2,?,?,low,?
vhigh,high,2,more,med,med,unacc
vhigh,?,2,?,med,high,unacc
vhigh,high,2,more,big,?,?
vhigh,high,2,more,?,?,unacc
vhigh,?,2,?,big,?,unacc
vhigh,high,3,?,small,low,?
vhigh,?,3,2,small,?,unacc
vhigh,high,3,2,small,high,?
vhigh,?,3,?,med,low,?
?,high,3,2,med,med,unacc
vhigh,high,3,2,med,high,unacc
vhigh,?,?,?,?,low,unacc
vhigh,high,3,2,big,med,unacc
vhigh,high,3,2,big,high,unacc
vhigh,high,3,4,small,low,?
vhigh,?,3,4,small,med,unacc
vhigh,high,?,4,small,?,?
?,high,3,4,?,low,unacc
?,high,3,4,med,med,unacc
vhigh,high,3,?,?,high,?
vhigh,high,?,4,?,low,unacc
vhigh,?,?,4,big,med,unacc
vhigh,high,3,4,big,high,unacc
?,high,3,more,?,?,unacc
vhigh,?,3,more,?,med,unacc
vhigh,?,3,?,?,high,unacc
?,?,?,more,?,low,unacc
vhigh,?,3,more,med,med,unacc
?,high,3,?,med,high,unacc
?,?,?,more,big,low,unacc
vhigh,high,3,more,big,?,unacc
vhigh,?,3,more,big,high,unacc
vhigh,high,?,?,?,low,unacc
?,high,?,2,small,med,unacc
vhigh,?,?,2,small,high,unacc
vhigh,high,?,2,?,low,unacc
vhigh,?,4,2,?,med,unacc
?,?,?,?,med,high,unacc
vhigh,high,?,2,big,low,unacc
?,high,?,2,big,med,?
vhigh,high,4,2,big,high,unacc
vhigh,?,4,4,?,low,unacc
vhigh,high,4,?,small,med,?
vhigh,high,?,4,?,high,?
?,high,4,?,med,low,unacc
?,high,?,?,?,med,unacc
vhigh,high,4,4,?,?,unacc
?,high,4,4,big,?,unacc
vhigh,high,?,4,big,?,unacc
vhigh,?,?,?,?,high,unacc
vhigh,?,4,?,?,low,unacc
?,?,4,more,small,med,unacc
vhigh,high,4,more,small,high,unacc
?,high,4,more,med,low,unacc
vhigh,high,4,more,?,med,unacc
vhigh,high,4,more,med,high,unacc
?,high,4,more,?,?,unacc
vhigh,high,4,more,big,med,unacc
vhigh,high,4,more,big,high,unacc
vhigh,?,?,2,small,low,?
vhigh,high,?,?,small,?,?
?,high,?,2,small,?,unacc
vhigh,high,5more,2,?,low,?
vhigh,?,5more,?,med,med,unacc
vhigh,high,5more,2,med,high,?
vhigh,high,5more,?,big,low,?
vhigh,high,?,2,big,med,unacc
vhigh,high,5more,2,?,high,unacc
vhigh,?,5more,?,small,?,unacc
?,?,5more,4,small,?,unacc
vhigh,high,5more,4,?,high,?
vhigh,?,5more,4,med,?,unacc
vhigh,?,?,4,med,?,unacc
vhigh,high,?,4,?,?,unacc
vhigh,high,5more,4,?,?,unacc
vhigh,high,5more,?,big,med,unacc
vhigh,high,5more,4,?,high,unacc
vhigh,?,5more,more,small,low,?
vhigh,?,?,more,small,med,unacc
vhigh,high,5more,?,small,high,?
vhigh,high,5more,?,med,?,?
?,high,5more,?,med,med,unacc
vhigh,?,5more,more,?,high,?
vhigh,high,?,more,big,low,?
?,?,?,more,big,med,unacc
?,?,?,more,big,high,unacc
vhigh,?,?,?,small,low,unacc
vhigh,med,2,?,?,med,unacc
vhigh,?,2,2,small,high,?
vhigh,med,2,2,med,low,unacc
vhigh,med,2,2,med,med,unacc
?,med,2,?,?,high,unacc
vhigh,med,2,2,big,low,unacc
vhigh,med,?,2,big,med,unacc
vhigh,med,2,?,?,?,unacc
vhigh,med,2,?,small,low,?
vhigh,med,2,4,?,?,unacc
vhigh,?,?,4,small,?,acc
vhigh,med,2,4,med,?,?
?,med,2,4,med,med,?
?,med,2,4,med,high,?
vhigh,med,?,4,?,low,unacc
vhigh,?,2,4,?,?,?
vhigh,?,2,4,big,high,acc
vhigh,med,2,more,small,low,unacc
vhigh,med,2,more,small,med,unacc
vhigh,med,?,more,small,high,unacc
vhigh,med,2,more,?,low,unacc
vhigh,med,?,more,med,med,?
vhigh,?,?,?,?,?,acc
?,med,2,more,big,low,?
?,med,2,more,big,?,acc
vhigh,med,2,more,big,high,?
?,med,3,2,small,low,unacc
vhigh,?,?,2,?,?,?
vhigh,med,3,2,small,high,unacc
vhigh,med,3,2,?,low,unacc
vhigh,?,?,?,med,?,?
vhigh,med,3,2,med,high,unacc
vhigh,med,?,2,?,low,unacc
vhigh,med,3,?,big,med,?
vhigh,med,?,2,big,?,unacc
