@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,?,?,?,low,unacc
vhigh,?,2,2,small,?,?
vhigh,vhigh,2,2,small,high,unacc
vhigh,?,?,?,med,low,unacc
vhigh,?,?,2,?,med,unacc
vhigh,vhigh,2,2,med,high,unacc
vhigh,vhigh,?,?,big,low,unacc
vhigh,vhigh,2,2,big,med,unacc
vhigh,vhigh,?,?,big,high,?
vhigh,vhigh,2,4,small,low,unacc
vhigh,vhigh,2,4,small,med,unacc
vhigh,vhigh,?,4,?,high,unacc
vhigh,?,2,?,med,?,unacc
?,vhigh,2,?,med,med,unacc
vhigh,?,2,4,med,high,unacc
?,vhigh,2,4,big,?,unacc
?,?,2,4,big,med,unacc
vhigh,vhigh,2,4,big,high,unacc
?,?,?,more,small,?,unacc
vhigh,vhigh,?,more,?,med,unacc
vhigh,vhigh,2,more,?,?,?
?,vhigh,2,?,med,low,?
?,vhigh,2,more,med,med,?
vhigh,vhigh,?,more,med,high,unacc
?,vhigh,2,more,big,low,unacc
vhigh,?,2,more,big,med,unacc
vhigh,vhigh,2,?,big,high,unacc
?,vhigh,3,2,small,low,unacc
vhigh,vhigh,?,?,small,med,unacc
?,vhigh,3,?,small,high,unacc
vhigh,vhigh,3,2,med,?,?
?,?,?,2,med,?,unacc
?,?,3,2,?,high,unacc
vhigh,?,?,?,?,low,unacc
vhigh,?,3,2,big,med,unacc
vhigh,vhigh,3,2,big,high,unacc
vhigh,vhigh,3,4,?,?,unacc
vhigh,vhigh,3,4,?,med,unacc
vhigh,vhigh,?,?,small,high,unacc
?,vhigh,3,4,?,?,?
vhigh,?,3,4,med,med,unacc
?,vhigh,3,4,?,high,unacc
?,?,3,4,big,?,?
vhigh,vhigh,3,4,?,med,?
?,vhigh,?,4,big,high,?
vhigh,vhigh,3,?,?,?,unacc
vhigh,?,3,more,small,med,?
?,vhigh,3,more,?,high,unacc
vhigh,vhigh,3,more,?,low,unacc
vhigh,?,?,?,med,med,unacc
vhigh,vhigh,?,more,med,high,unacc
vhigh,vhigh,?,more,big,low,?
?,vhigh,3,more,big,?,unacc
vhigh,?,3,more,?,high,unacc
?,vhigh,4,2,small,low,?
vhigh,vhigh,4,?,?,med,unacc
vhigh,vhigh,?,?,small,?,unacc
?,vhigh,?,2,?,?,unacc
vhigh,vhigh,?,2,?,?,?
vhigh,vhigh,?,?,med,high,?
vhigh,vhigh,4,2,big,low,unacc
?,?,4,?,big,med,?
?,vhigh,?,2,big,high,unacc
?,vhigh,4,4,small,low,unacc
vhigh,?,4,4,?,med,?
vhigh,vhigh,?,4,?,high,unacc
?,?,4,?,med,low,unacc
vhigh,vhigh,4,4,med,med,?
vhigh,vhigh,4,4,med,high,unacc
?,?,4,4,?,?,unacc
vhigh,?,4,4,big,med,unacc
vhigh,vhigh,4,4,?,high,unacc
?,vhigh,?,more,?,low,?
vhigh,vhigh,4,?,small,med,unacc
?,vhigh,4,?,small,high,unacc
vhigh,vhigh,4,more,med,low,unacc
?,vhigh,4,more,?,med,unacc
vhigh,vhigh,4,?,med,?,unacc
vhigh,vhigh,4,?,?,low,unacc
vhigh,vhigh,4,more,big,?,unacc
vhigh,?,4,?,?,?,unacc
?,vhigh,?,2,small,low,?
?,?,?,?,small,med,?
vhigh,vhigh,?,?,small,high,?
vhigh,vhigh,5more,?,med,low,unacc
?,vhigh,5more,2,?,?,?
vhigh,vhigh,?,2,med,high,unacc
?,vhigh,5more,?,big,low,unacc
?,vhigh,?,2,?,med,?
vhigh,vhigh,?,2,big,high,unacc
?,vhigh,5more,4,small,low,?
?,?,5more,?,?,?,unacc
vhigh,vhigh,5more,4,small,high,unacc
vhigh,vhigh,?,4,?,?,unacc
vhigh,?,?,?,med,med,?
vhigh,?,5more,4,med,high,?
?,vhigh,?,4,big,?,unacc
?,vhigh,5more,?,?,med,?
vhigh,vhigh,?,4,?,high,?
?,vhigh,5more,more,small,?,unacc
vhigh,?,5more,?,small,med,unacc
vhigh,vhigh,5more,more,small,high,unacc
vhigh,?,5more,more,med,low,unacc
vhigh,vhigh,5more,more,med,med,unacc
?,vhigh,?,more,med,high,?
vhigh,?,5more,?,big,?,?
vhigh,vhigh,?,more,?,med,unacc
?,?,5more,more,big,?,?
?,?,2,2,?,low,unacc
?,high,2,2,small,med,unacc
vhigh,?,?,2,?,high,unacc
?,?,2,?,med,low,unacc
vhigh,?,2,2,med,?,unacc
vhigh,?,?,2,?,high,unacc
vhigh,?,?,2,?,low,?
vhigh,high,?,2,big,med,?
?,high,2,?,big,high,unacc
vhigh,high,2,?,?,low,unacc
vhigh,high,2,4,?,?,unacc
vhigh,high,2,?,small,high,unacc
vhigh,high,2,4,med,low,unacc
vhigh,?,2,4,?,?,unacc
vhigh,high,2,4,?,?,unacc
vhigh,high,2,?,?,low,unacc
vhigh,high,?,4,big,med,unacc
?,high,2,?,big,high,unacc
?,high,2,more,small,low,unacc
?,high,?,more,small,med,?
