@relation dataset

@attribute attr_4 real
@attribute attr_5 {0, 1}
@attribute attr_7 {0, 1}
@attribute attr_10 {0, 1}
@attribute attr_11 {0, 1, 2}
@attribute attr_13 {0, 1, 2}
@attribute attr_14 {0, 1}
@attribute attr_15 {0, 1, 2, 3}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {0, 1, 2}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {0, 1}


@data

25503.0,1,?,1,?,0,1,2,821.0,2.0,2,1911.0,55.0,46.0,0.2,17.0,78.0,?,20.0,13.1,1700.0,?,36.4,0.0,2.5,1.0,34.0,40.0,105.0,100.0,0
39039.0,?,1,1,2,0,1,3,?,9.0,?,1910.0,52.0,40.0,0.3,?,75.0,0.3125,30.0,5.6,1467.0,55.6,38.8,0.0,2.5,1.3,40.0,40.0,108.06,?,1
37351.0,?,1,1,?,0,1,3,816.0,2.0,2,1910.0,50.0,?,0.3,17.0,?,0.75,30.0,?,2100.0,57.5,42.5,5.0,?,0.6,35.0,40.0,?,100.0,1
38039.0,1,?,1,2,0,1,3,816.0,?,?,1910.0,50.0,40.0,0.267,16.8,76.0,0.4375,28.0,8.6,1467.0,53.8,?,5.0,2.5,0.8,40.0,?,103.87,?,1
35751.0,?,1,0,0,0,?,2,827.0,2.0,2,1911.0,50.0,?,0.3,16.5,75.0,0.75,30.0,0.0,2600.0,62.5,37.5,6.0,2.5,0.6,30.0,40.0,106.67,100.0,1
35751.0,?,1,0,?,0,1,2,827.0,9.0,2,1911.0,50.0,46.0,0.2,16.5,75.0,0.75,28.0,?,2600.0,62.5,?,6.0,2.5,?,30.0,40.0,106.67,100.0,1
47201.0,1,?,?,2,2,1,0,802.0,7.0,?,1910.0,50.0,45.0,0.367,?,70.0,?,60.0,0.0,1650.0,60.2,39.8,?,3.0,?,40.0,40.0,103.22,100.0,0
37000.0,1,1,1,2,0,?,3,815.0,2.0,0,1911.0,65.0,?,0.333,16.0,75.0,1.0,32.0,?,1750.0,?,?,?,3.0,1.0,38.0,40.0,106.66,100.0,?
37000.0,1,1,1,2,?,?,3,815.0,9.0,?,?,65.0,43.0,0.2,16.0,68.0,?,30.0,?,1750.0,48.5,35.9,0.0,3.0,1.0,?,?,106.6,100.0,?
35539.0,1,1,1,?,0,1,2,821.0,?,2,?,50.0,50.0,0.367,14.0,80.0,0.75,40.0,10.5,1700.0,52.6,?,0.0,2.5,?,38.0,40.0,105.0,100.0,0
?,1,1,1,?,0,1,2,821.0,7.0,?,1911.0,50.0,50.0,0.3,15.0,?,1.0,?,10.0,1600.0,50.0,40.0,0.0,2.8,?,38.0,40.0,106.66,100.0,0
23052.0,?,1,1,2,0,1,2,821.0,7.0,?,?,40.0,45.0,0.3,?,70.0,0.625,25.0,?,1500.0,59.5,40.5,0.0,2.0,1.0,40.0,40.0,?,?,0
35539.0,1,?,1,2,?,1,?,821.0,2.0,2,1911.0,50.0,43.0,0.267,16.0,75.0,1.0,20.0,15.8,1600.0,?,34.7,?,?,?,38.0,40.0,103.22,100.0,1
?,0,1,0,0,1,0,2,824.0,2.0,?,1911.0,50.0,45.0,?,?,?,?,30.0,0.0,2400.0,58.8,41.2,0.0,1.7,1.0,30.0,40.0,107.4,100.0,?
35751.0,0,1,0,0,1,1,2,824.0,9.0,2,?,40.0,45.0,0.2,?,76.0,0.8125,30.0,0.0,2400.0,62.5,?,?,1.0,1.0,30.0,40.0,107.4,100.0,1
?,0,1,0,0,?,1,?,?,2.0,?,1911.0,30.0,43.0,0.2,16.3,70.0,0.8125,25.0,?,2200.0,?,40.7,4.0,2.0,?,30.0,40.0,?,100.0,1
35816.0,0,1,0,0,0,1,2,827.0,2.0,1,?,40.0,41.0,0.2,?,72.0,1.0,30.0,0.0,?,62.5,37.5,0.0,2.5,1.0,30.0,?,?,100.0,0
37352.0,0,1,0,?,0,1,2,827.0,9.0,2,1911.0,?,42.0,0.2,?,?,1.0,25.0,8.0,2100.0,?,34.5,0.0,?,0.7,35.0,40.0,?,100.0,0
37352.0,0,1,0,0,0,1,?,827.0,9.0,2,?,45.0,?,0.2,?,70.0,1.0,20.0,?,1850.0,57.5,34.5,0.0,2.0,0.7,35.0,40.0,107.4,100.0,0
?,0,1,1,0,0,1,2,827.0,?,?,1911.0,50.0,45.0,0.3,15.0,76.0,1.0,30.0,8.0,2150.0,57.5,34.5,0.0,2.5,1.0,35.0,40.0,107.4,100.0,1
?,?,?,1,?,0,1,2,827.0,2.0,2,1911.0,50.0,45.0,0.3,15.2,72.0,1.0,25.0,?,2150.0,?,35.3,0.0,2.5,1.0,35.0,40.0,107.4,?,?
37157.0,0,1,0,0,0,0,2,828.0,2.0,?,1910.0,30.0,45.0,?,17.0,70.0,0.75,35.0,0.0,2200.0,58.8,41.2,0.0,2.5,1.0,33.0,40.0,106.45,100.0,0
37352.0,0,?,1,?,0,?,3,?,2.0,2,1911.0,37.5,44.0,0.2,?,90.0,?,28.0,?,2050.0,45.0,?,0.0,2.4,?,35.0,40.0,107.4,100.0,1
