@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {brickface, cement, foliage, grass, path, sky, window}


@data

38.0,189.0,0.0,?,1.0,?,6.22222,33.3185,29.0741,26.3333,?,?,?,?,?,35.2222,?,?,path
?,199.0,?,0.0,?,?,?,?,17.5185,13.1111,?,21.5556,-13.2222,1.11111,12.1111,21.5556,?,?,?
49.0,139.0,0.0,?,0.166667,0.077778,0.333333,?,?,0.0,1.33333,0.0,?,?,?,1.33333,0.777778,-2.0944,foliage
63.0,?,0.0,?,3.05556,15.263,?,?,?,?,6.44444,11.5556,?,-5.22222,?,?,0.486717,2.09315,grass
?,135.0,?,?,?,0.136083,?,0.172133,?,0.777778,3.0,0.0,-1.44444,5.22222,-3.77778,?,?,-1.82221,?
235.0,88.0,?,?,0.611111,?,0.944445,0.32963,?,0.444444,6.44444,1.44444,?,?,-4.0,6.44444,?,?,foliage
67.0,32.0,?,0.0,0.944444,1.06284,?,1.31092,126.222,?,142.222,?,-33.3333,?,?,?,?,?,?
?,182.0,0.0,0.0,?,0.742868,?,?,?,?,?,49.6667,-18.3333,?,?,72.4444,0.314281,-1.99159,?
?,?,0.111111,0.111111,3.16667,3.01662,?,1.24276,9.74074,7.44444,?,?,?,-7.88889,14.7778,14.6667,0.572767,?,grass
?,?,?,0.0,?,1.00554,2.77778,1.64204,?,?,57.2222,?,-14.7778,?,-19.1111,?,?,-2.01072,path
149.0,117.0,?,0.0,?,?,1.0,0.444445,21.2222,?,26.3333,?,-0.333333,15.3333,-15.0,26.3333,?,-1.57448,brickface
136.0,?,?,?,?,?,0.777778,0.207407,5.33333,6.55556,6.44444,3.0,?,3.33333,?,?,?,-1.00494,?
214.0,?,0.0,0.0,?,0.862963,?,?,4.85185,?,?,3.33333,?,13.1111,?,9.22222,0.791667,-2.28898,foliage
118.0,125.0,0.0,?,?,0.298142,0.888889,0.344265,?,0.0,3.11111,?,?,5.88889,-2.44444,3.11111,?,-2.17565,foliage
83.0,?,0.0,0.0,?,0.455419,0.722223,0.490652,?,112.333,?,119.778,-33.3333,44.3333,?,138.222,?,?,sky
70.0,?,0.0,0.0,1.22222,?,1.0,0.760116,?,50.0,?,49.6667,-24.0,49.0,?,?,0.336015,-2.0785,cement
96.0,84.0,?,?,1.5,1.27778,1.61111,2.28519,23.8519,23.5556,30.0,18.0,?,18.4444,-17.5556,30.0,0.398791,?,brickface
151.0,129.0,?,?,?,8.14157,0.722222,0.827758,32.037,?,?,?,?,?,-13.7778,?,0.338407,-2.0788,cement
?,144.0,?,?,0.222222,0.02963,0.333333,0.088889,1.0,?,?,0.0,?,6.0,?,?,1.0,?,?
?,140.0,0.0,?,?,?,1.0,0.577778,6.33333,?,?,?,?,?,-7.66667,?,0.537017,?,?
162.0,237.0,?,0.0,?,1.14342,?,?,?,10.8889,?,?,?,-9.66667,?,?,?,?,grass
155.0,?,0.0,?,1.05556,?,?,?,?,?,?,133.444,?,?,?,146.556,?,?,sky
83.0,?,?,0.0,?,?,?,3.00925,?,53.1111,74.0,?,-20.0,42.6667,-22.6667,?,?,?,?
?,104.0,0.0,?,6.61111,?,1.0,?,?,?,?,?,-20.5556,?,-20.8889,69.5556,?,-2.08549,?
220.0,?,?,0.0,?,1.65552,?,?,29.5926,25.4444,38.2222,25.1111,-12.4444,?,-13.4444,?,?,-2.06472,cement
157.0,85.0,0.0,0.0,1.22222,?,0.222222,0.172133,18.9259,?,?,?,?,?,?,26.8889,?,-2.16091,?
?,145.0,?,?,?,?,?,?,?,?,?,?,4.88889,0.222222,?,5.55556,0.600529,?,brickface
?,191.0,?,0.111111,?,2.78687,?,?,?,?,?,?,?,?,-24.4444,76.2222,?,-2.07765,path
?,38.0,?,?,?,?,1.11111,1.06805,64.6296,?,?,?,?,?,?,78.4444,?,-2.03882,?
206.0,133.0,?,?,?,?,0.055556,?,0.37037,0.0,1.11111,?,?,?,-1.11111,?,?,?,?
?,145.0,?,?,0.0,?,?,0.0,?,?,?,0.0,?,?,?,0.0,?,?,?
217.0,208.0,?,?,?,?,?,?,16.0741,?,?,21.1111,-10.2222,?,15.1111,21.1111,0.40213,2.31093,grass
189.0,187.0,0.0,0.0,1.22222,?,3.05556,?,?,44.1111,59.8889,?,-13.2222,?,-20.8889,?,0.305755,-1.94747,path
?,93.0,?,?,?,0.062963,0.166667,?,?,?,5.44444,0.888889,-4.33333,?,-4.66667,?,?,?,?
?,?,?,?,?,?,?,?,5.85185,?,6.88889,?,?,?,?,?,?,-0.963048,?
?,?,?,?,?,?,?,?,?,24.6667,?,30.3333,-19.0,?,?,?,?,-2.59382,foliage
?,193.0,0.0,?,?,?,?,?,?,?,?,54.5556,?,?,-24.4444,78.7778,?,?,path
