@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {brickface, cement, foliage, grass, path, sky, window}


@data

?,189.0,0.0,?,?,?,?,?,29.0741,26.3333,?,?,?,18.4444,?,?,0.271208,?,path
?,?,0.0,0.0,1.11111,0.607407,?,?,17.5185,13.1111,?,?,?,1.11111,12.1111,21.5556,0.393002,2.69011,grass
?,139.0,0.0,?,?,0.077778,?,?,?,0.0,1.33333,0.0,-1.33333,2.66667,?,1.33333,0.777778,?,foliage
63.0,220.0,0.0,?,?,15.263,?,6.08889,?,?,6.44444,?,-4.88889,?,?,11.5556,?,2.09315,grass
161.0,?,0.0,0.0,?,0.136083,?,0.172133,1.25926,0.777778,?,0.0,-1.44444,5.22222,?,?,?,?,window
235.0,88.0,0.0,0.0,0.611111,0.240741,?,0.32963,2.77778,0.444444,?,?,-7.0,?,-4.0,6.44444,?,-2.26954,foliage
67.0,32.0,0.0,0.0,0.944444,1.06284,?,?,126.222,?,142.222,?,-33.3333,?,-14.6667,?,?,-2.33375,?
188.0,182.0,0.0,0.0,1.61111,?,4.16667,?,58.0,?,?,?,-18.3333,?,-25.0,72.4444,0.314281,?,path
?,?,0.111111,0.111111,3.16667,3.01662,?,?,9.74074,7.44444,7.11111,?,?,?,?,?,?,?,grass
?,?,0.0,0.0,1.5,1.00554,2.77778,1.64204,45.9259,41.0,?,?,?,33.8889,?,?,0.307943,-2.01072,path
149.0,117.0,?,0.0,0.833333,0.255556,1.0,0.444445,?,21.1111,?,?,?,15.3333,?,?,?,-1.57448,brickface
136.0,139.0,?,0.0,?,0.177778,0.777778,0.207407,5.33333,6.55556,6.44444,3.0,?,3.33333,-7.0,?,?,?,?
214.0,79.0,?,0.0,?,?,?,?,4.85185,2.0,9.22222,3.33333,?,?,-4.55556,9.22222,0.791667,?,?
?,?,?,0.0,?,0.298142,0.888889,0.344265,1.14815,?,3.11111,?,-3.44444,?,?,?,1.0,?,foliage
83.0,?,0.0,0.0,0.555555,0.455419,?,?,123.444,112.333,138.222,?,?,44.3333,?,138.222,0.187217,?,sky
70.0,?,?,0.0,1.22222,?,1.0,?,58.0,50.0,74.3333,49.6667,-24.0,49.0,-25.0,74.3333,0.336015,?,cement
?,?,?,0.0,1.5,1.27778,1.61111,?,23.8519,23.5556,30.0,18.0,?,?,?,?,0.398791,?,?
151.0,?,0.0,?,8.05556,?,?,0.827758,32.037,27.5556,41.1111,27.4444,-13.4444,27.2222,-13.7778,41.1111,0.338407,?,cement
?,144.0,?,?,?,?,0.333333,?,1.0,?,3.0,0.0,-3.0,?,?,?,1.0,-2.0944,?
