@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {brickface, cement, foliage, grass, path, sky, window}


@data

?,189.0,?,0.0,?,0.222222,6.22222,?,?,26.3333,?,?,-8.22222,?,-10.2222,35.2222,0.271208,-2.04915,?
?,?,0.0,?,1.11111,0.607407,1.05556,0.462963,17.5185,?,17.8889,21.5556,-13.2222,?,12.1111,21.5556,?,2.69011,grass
49.0,?,0.0,0.0,?,?,?,?,?,0.0,?,?,-1.33333,2.66667,?,1.33333,0.777778,?,?
63.0,220.0,?,0.0,?,?,3.66667,?,?,?,6.44444,?,?,-5.22222,10.1111,11.5556,?,2.09315,?
161.0,?,0.0,0.0,0.055556,?,0.111111,0.172133,?,0.777778,3.0,?,-1.44444,?,?,?,?,-1.82221,window
?,?,0.0,0.0,0.611111,?,?,0.32963,?,?,6.44444,?,-7.0,11.0,-4.0,?,?,?,?
?,32.0,0.0,?,?,1.06284,?,1.31092,126.222,115.111,142.222,121.333,-33.3333,?,?,?,0.190625,?,sky
188.0,?,0.0,0.0,?,0.742868,4.16667,?,58.0,?,72.4444,49.6667,-18.3333,?,-25.0,72.4444,?,?,path
217.0,?,0.111111,0.111111,3.16667,3.01662,?,?,?,7.44444,7.11111,14.6667,?,-7.88889,14.7778,?,0.572767,2.06945,?
?,171.0,?,0.0,?,1.00554,?,1.64204,?,41.0,57.2222,39.5556,?,33.8889,-19.1111,57.2222,?,?,path
149.0,?,0.222222,0.0,0.833333,?,?,?,21.2222,?,?,16.2222,-0.333333,?,-15.0,?,0.382629,-1.57448,brickface
136.0,?,0.0,0.0,0.666667,0.177778,?,?,?,?,?,?,3.66667,?,?,6.88889,0.566799,-1.00494,?
214.0,?,?,0.0,?,?,1.33333,?,4.85185,2.0,?,?,-8.55556,?,-4.55556,9.22222,0.791667,-2.28898,foliage
118.0,125.0,?,?,0.333333,0.298142,0.888889,0.344265,1.14815,?,3.11111,0.333333,-3.44444,?,-2.44444,?,1.0,-2.17565,foliage
?,?,0.0,?,0.555555,?,0.722223,?,?,?,?,119.778,?,44.3333,-11.0,138.222,?,-2.39327,sky
?,?,?,?,1.22222,0.272166,1.0,?,58.0,?,74.3333,49.6667,?,49.0,?,74.3333,0.336015,?,?
