@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {0, 1, 2, 3, 4, 5, 6}


@data

38.0,189.0,0.0,0.0,1.0,?,6.22222,?,29.0741,26.3333,35.2222,25.6667,?,18.4444,?,35.2222,0.271208,-2.04915,4
?,199.0,0.0,0.0,?,0.607407,1.05556,?,17.5185,?,17.8889,?,?,?,?,?,0.393002,2.69011,3
?,?,?,?,?,0.077778,?,?,?,0.0,?,?,-1.33333,2.66667,-1.33333,1.33333,0.777778,?,?
?,?,0.0,?,?,?,?,?,8.18519,6.55556,?,11.5556,-4.88889,-5.22222,?,?,?,2.09315,3
?,135.0,0.0,0.0,?,?,0.111111,0.172133,1.25926,0.777778,3.0,0.0,?,5.22222,-3.77778,3.0,1.0,-1.82221,6
235.0,?,?,0.0,0.611111,?,0.944445,?,?,?,6.44444,?,-7.0,11.0,?,6.44444,0.938492,-2.26954,?
67.0,32.0,0.0,0.0,?,1.06284,1.77778,?,126.222,?,142.222,121.333,?,?,?,142.222,0.190625,?,?
188.0,182.0,0.0,0.0,?,0.742868,4.16667,2.12655,58.0,?,72.4444,49.6667,?,43.3333,-25.0,72.4444,0.314281,-1.99159,4
?,?,0.111111,?,?,3.01662,?,?,?,?,7.11111,?,?,-7.88889,?,?,?,2.06945,3
?,171.0,0.0,0.0,?,1.00554,2.77778,1.64204,45.9259,41.0,?,?,-14.7778,33.8889,-19.1111,57.2222,0.307943,-2.01072,4
?,?,0.222222,0.0,0.833333,?,1.0,?,?,21.1111,?,16.2222,-0.333333,15.3333,?,26.3333,?,-1.57448,?
?,139.0,0.0,0.0,?,0.177778,?,?,5.33333,6.55556,6.44444,?,3.66667,?,?,?,?,-1.00494,0
214.0,79.0,?,?,1.27778,0.862963,1.33333,0.533333,4.85185,?,?,?,?,13.1111,?,9.22222,0.791667,?,2
