@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data

alfa-romero,gas,?,two,?,rwd,front,?,168.8,64.1,48.8,?,?,?,130.0,mpfi,3.47,2.68,?,?,?,21.0,27.0,13495.0,3
?,?,std,two,?,rwd,?,?,?,64.1,48.8,2548.0,dohc,four,130.0,mpfi,3.47,?,9.0,111.0,5000.0,?,27.0,16500.0,3
alfa-romero,?,std,two,?,rwd,front,94.5,171.2,65.5,52.4,2823.0,?,six,152.0,mpfi,?,3.47,?,154.0,5000.0,?,26.0,16500.0,1
audi,gas,?,four,sedan,?,front,?,176.6,66.2,?,?,ohc,four,109.0,mpfi,3.19,3.4,?,102.0,5500.0,24.0,30.0,13950.0,2
audi,gas,std,four,sedan,4wd,front,?,176.6,66.4,54.3,2824.0,ohc,five,136.0,mpfi,3.19,3.4,8.0,?,5500.0,18.0,22.0,?,?
audi,gas,std,two,sedan,fwd,front,99.8,177.3,?,53.1,2507.0,ohc,five,136.0,mpfi,?,3.4,8.5,110.0,5500.0,19.0,25.0,15250.0,2
?,gas,?,four,sedan,?,?,105.8,192.7,71.4,55.7,2844.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,?,?,19.0,25.0,17710.0,?
audi,gas,std,four,wagon,?,front,105.8,192.7,?,55.7,2954.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,18920.0,1
audi,gas,?,?,?,fwd,front,105.8,192.7,71.4,55.9,3086.0,ohc,?,131.0,mpfi,?,3.4,?,140.0,5500.0,17.0,20.0,23875.0,1
bmw,gas,std,two,sedan,rwd,front,101.2,176.8,64.8,54.3,2395.0,ohc,?,108.0,mpfi,3.5,2.8,8.8,?,5800.0,23.0,?,?,2
?,gas,std,four,sedan,rwd,?,101.2,176.8,64.8,54.3,2395.0,ohc,four,?,mpfi,3.5,2.8,8.8,101.0,5800.0,23.0,?,?,0
bmw,gas,?,two,?,?,front,?,?,64.8,54.3,2710.0,ohc,six,164.0,mpfi,3.31,3.19,9.0,121.0,?,21.0,28.0,20970.0,0
bmw,gas,std,four,sedan,rwd,front,?,?,?,54.3,2765.0,?,six,164.0,?,?,3.19,9.0,?,4250.0,21.0,28.0,21105.0,0
bmw,gas,std,?,sedan,rwd,front,103.5,189.0,66.9,?,?,?,six,164.0,?,?,?,9.0,?,?,?,25.0,24565.0,1
bmw,gas,?,four,?,?,?,103.5,189.0,66.9,55.7,3230.0,ohc,?,?,mpfi,3.62,3.39,?,182.0,?,16.0,22.0,30760.0,?
bmw,gas,std,two,sedan,rwd,front,103.5,?,?,53.7,?,ohc,six,209.0,?,3.62,3.39,8.0,182.0,5400.0,16.0,?,41315.0,0
bmw,gas,std,four,sedan,rwd,?,110.0,197.0,70.9,56.3,3505.0,ohc,six,209.0,?,3.62,3.39,?,?,5400.0,15.0,?,36880.0,0
chevrolet,gas,std,two,?,?,front,?,141.1,60.3,53.2,?,l,three,61.0,?,2.91,3.03,?,48.0,5100.0,47.0,53.0,5151.0,?
chevrolet,gas,std,two,?,fwd,?,?,155.9,?,52.0,?,?,?,90.0,2bbl,3.03,3.11,9.6,70.0,5400.0,38.0,43.0,6295.0,1
chevrolet,gas,?,four,sedan,?,front,94.5,?,63.6,?,?,ohc,four,90.0,2bbl,3.03,3.11,9.6,?,5400.0,38.0,43.0,6575.0,0
dodge,?,?,two,?,fwd,front,93.7,?,?,?,1876.0,ohc,four,90.0,?,2.97,?,?,?,5500.0,37.0,41.0,5572.0,1
?,gas,std,?,hatchback,fwd,front,?,?,63.8,50.8,1876.0,ohc,four,?,2bbl,2.97,3.23,9.4,?,?,31.0,38.0,6377.0,1
?,gas,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128.0,?,four,98.0,mpfi,3.03,?,?,102.0,?,24.0,30.0,?,?
dodge,?,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967.0,ohc,four,90.0,?,2.97,3.23,9.4,?,5500.0,31.0,38.0,6229.0,1
dodge,gas,?,?,sedan,fwd,front,93.7,157.3,63.8,50.6,1989.0,?,?,90.0,?,2.97,3.23,9.4,68.0,?,?,38.0,6692.0,1
?,gas,std,four,sedan,fwd,?,?,?,?,50.6,?,ohc,?,90.0,?,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,7609.0,?
dodge,gas,std,?,?,fwd,?,?,174.6,64.6,59.8,2535.0,?,four,122.0,2bbl,3.34,?,8.5,?,?,24.0,?,8921.0,?
dodge,?,turbo,?,hatchback,?,?,?,173.2,66.3,?,?,ohc,four,?,mfi,3.6,3.9,7.0,?,5000.0,19.0,24.0,12964.0,?
honda,?,?,?,hatchback,fwd,?,?,?,63.9,50.8,1713.0,ohc,four,92.0,1bbl,2.91,3.41,9.6,58.0,4800.0,49.0,54.0,?,2
honda,gas,std,two,?,?,front,86.6,144.6,63.9,50.8,1819.0,ohc,four,92.0,?,2.91,3.41,9.2,76.0,6000.0,31.0,38.0,6855.0,?
honda,gas,std,two,?,?,front,93.7,?,64.0,52.6,?,ohc,four,79.0,1bbl,2.91,?,10.1,60.0,5500.0,38.0,?,5399.0,1
honda,?,?,two,?,?,front,?,150.0,64.0,52.6,?,?,four,92.0,?,2.91,?,9.2,76.0,6000.0,?,?,6529.0,1
?,gas,std,two,hatchback,fwd,front,?,150.0,64.0,52.6,?,ohc,?,92.0,?,?,3.41,?,76.0,6000.0,30.0,34.0,7129.0,?
honda,gas,std,four,?,?,?,96.5,?,64.0,54.5,?,ohc,four,92.0,1bbl,2.91,3.41,9.2,76.0,?,30.0,34.0,7295.0,?
?,gas,?,?,wagon,?,front,96.5,157.1,63.9,58.3,2024.0,ohc,four,92.0,1bbl,2.92,3.41,9.2,76.0,6000.0,30.0,34.0,7295.0,0
honda,?,?,two,hatchback,fwd,front,96.5,167.5,65.2,?,2236.0,ohc,four,110.0,1bbl,?,3.58,9.0,?,5800.0,27.0,33.0,7895.0,?
?,gas,std,two,?,fwd,front,96.5,167.5,65.2,53.3,2289.0,?,four,110.0,1bbl,3.15,3.58,9.0,86.0,5800.0,?,33.0,9095.0,0
honda,gas,std,four,sedan,fwd,?,?,175.4,?,54.1,2304.0,?,?,110.0,1bbl,?,3.58,?,?,5800.0,27.0,33.0,8845.0,0
honda,?,?,?,?,fwd,front,96.5,?,62.5,54.1,2372.0,ohc,four,110.0,1bbl,3.15,3.58,9.0,?,5800.0,?,33.0,?,?
honda,?,std,four,sedan,fwd,?,96.5,?,?,?,?,ohc,?,110.0,mpfi,3.15,?,?,101.0,?,?,?,12945.0,?
honda,gas,std,two,sedan,?,front,96.5,169.1,?,51.0,2293.0,ohc,?,110.0,?,3.15,?,9.1,?,5500.0,25.0,31.0,10345.0,1
?,gas,std,four,sedan,?,?,94.3,170.7,61.8,?,2337.0,ohc,four,111.0,?,3.31,3.23,?,?,4800.0,24.0,29.0,6785.0,0
isuzu,gas,std,two,hatchback,rwd,front,?,172.6,65.2,51.4,2734.0,ohc,four,119.0,spfi,3.43,3.23,9.2,90.0,5000.0,24.0,29.0,11048.0,?
jaguar,?,std,four,?,rwd,?,113.0,199.6,?,52.8,4066.0,dohc,six,?,?,?,?,8.1,?,4750.0,?,19.0,?,0
?,gas,std,?,?,rwd,front,113.0,199.6,69.6,52.8,?,dohc,six,258.0,?,3.63,?,8.1,?,?,15.0,?,35550.0,0
?,?,std,?,?,rwd,front,?,?,70.6,47.8,3950.0,?,?,?,mpfi,?,2.76,?,?,5000.0,?,17.0,?,?
