@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,?,f,?,n,k,e,e,s,s,w,w,?,?,p,?,s,u,p
?,s,y,t,a,?,c,?,k,e,c,s,s,?,w,w,?,p,n,n,g,e
b,s,?,?,l,f,c,b,?,e,c,s,s,w,?,w,o,p,n,n,m,?
x,?,w,t,p,?,c,n,n,?,e,s,s,?,w,w,o,?,?,s,u,p
x,s,g,f,n,?,w,b,k,t,e,s,s,?,?,w,o,e,n,a,g,e
x,y,y,t,a,?,c,?,n,e,c,?,s,w,?,w,o,p,?,n,g,?
b,s,?,t,a,f,?,b,g,e,c,s,?,w,w,w,o,p,k,?,m,?
b,y,w,t,l,f,c,?,?,e,c,?,s,w,w,w,o,?,n,s,m,?
x,?,w,t,p,f,?,n,?,?,e,s,s,w,w,w,o,p,k,v,g,p
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,?,o,?,?,?,m,e
x,y,y,t,l,f,?,b,g,e,?,s,s,w,?,?,?,?,n,n,?,e
x,?,y,t,?,f,c,b,n,?,c,s,s,?,w,w,?,p,k,?,m,e
b,s,?,t,a,f,c,b,w,e,c,?,s,w,w,?,o,?,n,s,g,e
?,y,w,t,p,f,c,n,k,?,e,s,s,w,?,w,o,p,n,v,u,p
?,f,n,f,n,f,?,b,n,t,e,s,f,w,?,w,?,?,k,?,g,e
s,f,?,f,?,f,c,n,k,e,e,s,s,?,w,?,?,p,n,y,u,e
f,f,w,f,n,?,?,b,k,t,e,s,s,w,w,w,?,?,n,a,g,e
?,?,n,t,?,f,c,n,n,e,e,?,s,w,w,?,o,p,k,s,?,p
x,y,w,t,p,f,c,?,n,e,e,s,s,w,w,?,o,?,?,s,u,?
x,s,?,t,p,f,c,n,k,e,e,s,s,w,w,w,o,?,?,?,u,p
b,s,y,t,a,f,c,b,?,e,c,s,s,w,?,?,o,p,n,s,m,e
x,y,n,t,p,f,c,n,n,e,e,?,s,w,?,w,o,p,n,v,g,p
b,?,y,t,l,?,?,b,k,e,c,s,s,w,?,w,o,?,n,s,?,e
b,y,w,t,a,f,?,?,w,?,c,s,?,w,?,w,o,p,n,n,?,?
b,s,w,?,?,?,c,b,g,e,?,?,?,w,w,w,?,p,?,?,?,e
f,s,w,?,p,f,c,?,n,?,e,?,?,w,w,?,o,p,n,?,g,p
x,y,y,t,a,f,?,b,?,e,c,s,s,w,?,w,o,?,n,n,m,e
?,y,w,t,?,f,c,b,w,e,c,s,?,w,w,?,o,p,n,?,m,e
f,f,n,f,n,f,?,n,?,e,?,s,s,w,?,w,o,p,k,y,u,e
x,s,y,t,a,?,?,n,?,t,b,?,s,w,w,w,o,?,n,v,?,?
b,s,?,t,l,?,c,?,g,e,c,?,s,w,w,w,o,p,?,n,m,?
?,y,w,?,p,?,c,n,k,e,e,s,?,?,?,?,?,p,n,s,u,?
x,y,y,t,?,f,c,?,n,?,?,?,s,w,?,w,o,?,n,?,m,?
x,y,n,t,?,f,c,b,?,e,r,?,y,w,w,w,o,p,?,y,p,e
