@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

?,s,n,t,p,f,c,?,?,e,e,s,s,w,w,w,?,p,k,s,?,p
?,s,y,?,a,?,c,b,?,e,c,?,s,w,w,w,o,p,n,?,g,e
b,?,w,t,?,?,c,?,n,e,c,s,s,?,w,w,o,?,n,n,m,e
x,y,?,t,?,?,c,n,n,?,e,s,s,w,w,w,?,p,?,s,u,p
x,?,g,f,?,f,w,b,k,t,?,?,?,w,w,w,o,e,n,a,?,e
?,y,y,t,?,f,c,b,n,e,c,s,s,w,w,?,o,?,k,n,g,e
?,?,w,t,a,?,?,b,?,e,?,?,s,w,w,w,o,p,k,n,m,e
b,y,w,t,?,f,c,b,n,e,?,?,?,w,?,w,o,?,n,s,m,e
x,y,w,t,p,f,c,n,?,e,e,?,s,w,w,w,o,p,k,v,?,?
?,?,y,t,a,f,c,?,g,?,c,s,?,?,w,w,?,?,k,s,?,?
x,?,?,t,l,f,c,b,g,e,c,?,s,?,w,w,o,p,n,n,g,e
x,y,?,t,a,?,c,b,n,e,c,s,s,w,w,w,o,?,k,s,?,?
b,?,?,t,a,f,?,b,?,e,?,s,s,w,?,w,o,p,n,s,g,?
?,?,w,t,p,f,?,n,k,e,e,s,s,w,w,?,o,?,n,v,u,p
x,f,n,?,?,f,?,b,n,t,?,s,f,?,w,w,o,e,k,a,g,e
?,f,g,?,n,f,c,?,?,e,?,s,?,w,?,w,o,p,n,y,u,e
f,f,w,f,n,f,w,b,?,t,?,s,?,w,w,w,o,e,n,a,g,?
x,s,n,t,p,f,?,n,n,e,e,s,?,w,?,w,?,p,k,?,g,p
x,?,w,t,p,?,c,n,n,?,e,?,s,w,w,?,?,p,n,s,?,?
?,s,n,t,?,?,c,n,?,?,e,?,s,w,w,?,o,p,n,s,u,p
b,?,y,?,a,f,?,b,k,e,?,s,s,?,w,w,?,?,n,s,?,e
?,?,n,?,p,?,?,n,n,e,e,s,s,?,w,?,o,p,n,?,g,?
?,y,y,t,l,?,?,?,?,e,c,s,s,w,w,w,o,?,n,s,m,e
?,y,w,t,a,f,c,b,w,e,?,s,?,w,w,?,o,p,?,n,?,e
b,?,w,t,l,?,?,b,g,e,c,s,?,w,w,w,?,p,?,?,m,e
?,s,?,t,p,f,c,?,?,?,?,s,?,w,?,w,o,p,n,?,g,?
x,?,y,t,a,f,c,b,n,e,c,s,?,w,?,w,o,p,n,?,m,e
x,y,w,?,l,f,c,b,?,e,c,s,s,?,?,?,?,?,?,n,?,e
f,f,n,?,n,?,?,n,k,?,?,?,s,?,w,w,o,p,k,?,u,?
x,s,y,?,a,f,w,n,n,?,?,s,s,?,?,w,o,p,n,v,d,?
b,s,y,?,?,f,?,b,g,?,c,?,s,w,w,w,o,p,n,n,m,e
?,y,?,t,?,f,?,?,k,?,e,s,s,w,w,w,o,?,n,s,u,?
x,y,?,t,?,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,?,e
