@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,p,f,?,n,k,e,e,s,s,w,w,w,o,p,k,s,u,p
x,s,y,?,a,f,c,b,k,e,c,s,s,w,w,?,o,p,?,?,?,?
b,s,w,t,l,?,c,?,n,e,?,s,s,w,w,w,?,p,n,n,m,e
?,y,?,t,?,f,c,n,n,e,e,s,s,w,w,w,o,?,k,s,u,?
x,s,g,f,?,f,w,b,k,?,?,s,s,?,w,w,o,e,n,a,g,e
x,?,y,t,?,f,?,b,n,e,c,?,s,?,w,w,o,p,k,n,g,e
b,s,w,?,a,f,?,b,g,e,c,s,?,?,w,w,o,p,k,n,m,e
?,y,w,t,?,f,c,b,n,?,?,s,s,?,w,w,o,p,n,s,m,e
x,y,w,t,p,f,?,?,p,e,e,?,?,w,w,w,o,p,?,v,?,p
?,s,y,?,a,f,c,b,g,e,?,?,?,?,w,w,o,p,k,s,m,e
?,y,y,t,l,f,c,b,?,e,?,s,s,w,w,w,o,p,?,n,?,?
x,?,y,?,?,f,c,b,n,e,c,?,s,?,w,w,o,p,?,s,m,e
?,?,y,?,a,f,c,?,w,e,c,s,s,w,w,w,o,?,?,s,g,e
?,y,w,?,p,f,c,n,k,e,e,s,s,w,w,?,o,?,?,v,u,p
x,f,?,f,?,f,w,b,?,t,e,?,f,w,w,w,?,?,k,a,g,e
?,f,?,?,n,f,c,n,?,e,?,?,s,w,w,w,o,p,?,?,?,e
?,f,w,f,n,f,?,b,k,t,e,?,?,?,w,?,o,e,n,a,g,e
?,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,?,k,?,g,p
x,y,w,t,?,f,c,n,n,e,e,s,s,w,?,w,o,?,?,s,?,p
?,s,?,t,p,f,?,?,k,e,e,?,s,w,w,w,?,p,n,s,u,?
b,s,?,t,a,f,?,b,k,?,c,?,s,?,?,w,o,p,n,s,?,e
x,y,?,t,?,f,c,?,n,e,e,s,s,w,w,?,?,p,n,v,g,p
b,y,y,t,?,f,c,b,k,e,c,s,?,w,w,?,?,p,n,s,m,?
?,y,w,?,a,?,?,b,w,?,c,s,?,?,w,w,o,p,?,n,?,?
?,s,?,?,l,?,?,b,?,e,c,s,s,w,?,w,?,p,k,?,?,e
f,s,w,t,p,?,c,n,?,e,e,?,s,?,?,w,?,p,n,v,g,?
x,y,?,t,a,f,?,?,n,e,c,s,?,w,w,w,o,p,?,n,m,?
x,y,w,?,l,f,?,?,w,?,c,s,?,w,w,w,o,p,n,?,?,?
f,f,n,?,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,y,u,e
x,s,?,?,?,f,w,n,n,?,b,?,s,w,?,?,?,?,n,?,d,e
b,s,y,t,l,f,c,?,g,?,c,?,s,w,w,w,o,p,n,?,?,?
?,y,w,?,?,f,c,n,k,?,?,?,?,w,?,?,o,p,?,s,u,p
x,y,?,t,l,?,c,?,n,e,?,?,s,?,w,w,o,?,n,?,m,e
x,y,n,t,?,f,?,b,p,e,r,?,y,w,?,?,o,?,?,y,p,?
b,y,y,t,l,f,c,b,?,e,c,?,s,w,w,w,o,p,n,s,m,e
x,f,y,?,l,f,w,n,w,t,b,s,s,w,?,w,o,?,n,?,d,e
?,f,?,f,n,?,?,n,?,e,e,s,s,?,?,w,o,?,k,v,u,e
?,?,n,t,?,f,c,n,?,e,e,s,?,w,w,w,o,?,?,?,u,p
?,f,y,t,a,f,w,n,p,?,b,s,?,w,w,?,o,p,n,?,?,?
b,s,y,t,l,f,c,b,?,?,c,?,s,w,?,w,?,?,?,?,?,e
b,?,y,t,?,?,?,?,?,e,c,s,s,w,?,?,o,p,n,s,g,?
x,y,?,t,l,f,?,b,?,e,r,s,y,w,w,w,o,p,k,y,p,?
x,f,n,f,n,?,c,n,?,?,?,s,s,?,w,w,o,p,k,?,u,e
x,y,?,?,p,f,c,n,p,e,?,s,s,?,w,w,?,p,n,v,?,p
x,s,y,t,a,?,c,b,w,e,?,s,s,w,w,w,o,p,k,?,m,?
x,y,?,?,a,f,c,b,n,e,c,s,s,?,w,w,?,p,n,n,?,e
?,y,?,?,l,f,c,b,k,?,c,s,s,w,w,?,?,p,k,s,?,e
x,s,w,t,l,?,c,b,w,e,c,s,s,w,w,?,o,p,n,n,?,e
x,?,y,t,?,?,c,?,n,e,r,s,y,w,w,w,o,?,?,?,p,e
f,y,y,t,l,f,c,?,?,e,r,s,?,w,w,?,o,?,k,s,?,e
x,y,?,?,?,f,c,b,w,e,r,s,y,?,?,?,o,p,?,?,g,?
?,?,w,t,?,?,c,?,?,e,?,s,s,w,w,?,o,p,k,s,?,e
b,s,w,?,?,?,c,b,?,?,c,s,?,w,w,w,?,p,n,n,m,e
x,y,n,?,p,f,?,n,k,e,?,s,s,?,w,?,o,?,n,v,u,?
x,?,w,t,p,?,?,n,?,e,e,s,s,?,?,?,?,p,?,v,u,p
b,y,y,t,a,?,c,b,w,?,c,?,s,?,?,w,o,?,?,s,?,?
?,f,g,f,?,f,w,b,?,t,e,?,s,?,?,?,?,?,n,?,g,e
b,s,?,t,a,f,?,b,w,e,c,s,s,w,w,?,o,p,n,n,g,e
x,?,y,?,l,f,?,b,k,?,c,s,?,w,w,?,o,p,?,n,?,e
?,?,?,?,a,f,c,b,p,e,r,s,?,w,w,?,o,?,?,y,?,e
s,f,g,f,?,f,c,n,?,?,e,?,s,?,?,w,o,?,n,v,u,e
?,?,?,t,?,?,c,b,k,?,c,s,s,w,w,w,o,p,n,?,m,e
b,s,?,t,l,?,?,b,?,e,c,s,s,w,w,w,o,p,?,s,m,?
?,y,?,?,l,f,c,b,g,e,c,s,?,w,w,w,o,p,n,?,?,e
?,?,w,t,l,f,?,b,n,e,c,s,s,?,?,w,o,p,?,s,g,e
f,s,?,f,n,f,w,b,k,?,e,s,?,w,?,?,o,e,k,a,?,e
x,s,w,t,l,f,?,?,n,?,c,s,s,?,w,?,o,p,k,s,?,e
?,y,?,t,a,f,c,b,w,?,r,s,?,w,w,w,o,p,?,s,g,e
?,?,y,t,a,f,c,b,w,?,c,s,s,w,?,w,o,p,k,n,?,e
x,f,g,f,n,?,?,n,p,?,e,s,?,w,w,w,?,p,n,v,?,e
f,f,?,t,l,f,w,n,?,t,b,s,?,w,w,?,?,p,n,v,d,e
b,y,w,t,l,?,c,b,g,e,c,s,?,w,w,?,?,p,n,s,m,e
f,f,y,?,l,?,w,n,?,?,?,?,s,?,w,w,o,p,n,?,d,e
x,y,n,?,?,f,c,b,p,e,r,s,y,w,w,w,?,p,k,?,p,?
b,?,y,t,a,?,?,b,k,e,c,?,?,w,?,w,o,p,?,s,?,e
?,?,y,t,l,f,w,n,p,?,b,s,s,w,w,?,o,p,n,v,d,?
x,s,w,?,?,?,w,?,n,t,?,s,?,w,?,w,o,p,u,v,d,e
?,y,?,?,l,f,c,b,p,e,r,s,?,?,w,?,o,p,?,y,p,?
?,y,n,t,?,f,?,n,w,e,e,s,?,w,w,?,?,p,n,v,u,p
?,y,?,?,a,?,c,?,n,?,r,?,?,w,w,w,?,?,?,?,g,e
?,?,?,f,n,f,w,b,k,t,e,f,s,?,?,w,o,e,?,?,g,?
x,y,w,t,?,f,?,?,w,?,e,s,s,w,w,w,o,p,?,s,g,?
f,f,g,f,n,f,c,n,?,e,?,s,s,w,?,w,o,p,n,y,u,e
?,?,?,f,n,?,w,b,n,t,e,s,s,?,?,?,o,e,n,s,?,?
x,y,y,t,l,f,?,?,w,?,?,s,y,?,w,w,o,p,?,s,?,e
?,s,?,f,n,f,w,b,k,?,e,s,?,w,w,w,o,e,?,?,?,?
b,s,?,t,?,f,c,?,w,e,c,?,?,w,?,w,o,p,k,s,?,e
x,s,w,?,l,?,c,b,?,e,c,s,s,w,w,?,o,p,n,s,?,?
?,y,?,?,l,f,?,b,?,?,r,s,y,w,w,w,o,?,?,y,g,?
s,f,n,?,n,f,c,n,?,e,e,s,s,w,w,w,o,p,n,?,?,?
x,?,n,?,n,f,c,?,n,?,e,s,s,?,w,?,?,p,n,?,u,?
b,?,w,t,l,?,c,b,k,?,c,?,s,?,w,?,o,p,k,s,?,e
x,y,?,t,a,?,c,b,g,e,c,?,?,w,w,?,o,?,k,?,g,e
x,y,y,t,l,f,c,b,g,e,?,s,?,w,?,w,?,p,k,n,m,?
x,s,?,?,n,f,?,?,n,t,?,?,s,?,w,w,?,?,n,a,?,?
x,s,?,?,?,?,c,b,g,e,c,s,?,?,w,w,o,?,n,s,?,?
f,?,n,t,l,f,?,b,?,e,?,s,y,w,?,w,?,p,?,?,g,?
x,?,?,t,a,?,c,b,?,e,c,?,s,w,w,?,o,p,k,?,g,e
?,s,?,t,a,f,c,?,g,e,c,s,s,w,?,w,o,p,n,?,g,e
