@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {0, 1}


@data

?,2.6909,0.0,0.0,?,?,?,31.4,?,?,?,0.0,?,?,9.002,?,0.96,1.142,0.0,0.0,1.201,0.0,0.0,?,0.0,?,0.011,0.0,0.0,4.489,0.0,?,0.0,0.0,2.949,?,?,?,?,?,1
4.17,2.1144,0.0,0.0,0.0,0.0,?,30.8,1.0,1.0,?,?,?,1.393,?,1.0,?,?,?,0.0,?,1.0,?,?,0.0,2.214,-0.204,?,0.0,1.542,0.0,0.0,?,0.0,3.315,1.967,?,?,0.0,?,?
3.932,?,?,0.0,?,0.0,?,?,2.0,?,0.0,?,?,?,?,?,?,1.152,0.0,0.0,?,0.0,0.0,0.0,?,1.942,?,0.0,0.0,4.891,?,0.0,0.0,1.0,?,2.417,0.0,7.601,0.0,?,1
3.0,2.7098,?,0.0,?,0.0,0.0,?,?,?,0.0,0.0,?,0.918,6.594,0.0,?,1.167,0.0,?,?,?,?,?,0.0,1.414,1.073,0.0,?,1.333,?,0.0,0.0,1.0,3.046,?,0.0,6.69,0.0,0.0,1
4.236,3.3944,0.0,0.0,?,?,?,29.4,?,?,0.0,-0.271,3.449,?,9.528,2.0,1.004,1.147,0.0,?,1.137,0.0,?,0.0,?,?,?,?,10.348,5.588,0.0,0.0,?,0.0,?,2.405,?,8.003,?,?,?
4.236,?,0.0,?,0.0,?,?,28.6,2.0,?,0.0,-0.275,3.313,?,9.383,?,1.014,1.149,?,0.0,1.119,0.0,0.0,?,0.0,1.98,?,0.0,?,4.746,?,0.0,0.0,0.0,?,2.556,0.0,7.904,?,0.0,?
5.0,5.0476,1.0,?,0.0,0.0,0.0,?,0.0,3.0,0.0,0.0,?,0.722,?,0.0,?,1.153,?,?,?,0.0,0.0,0.0,0.0,?,0.446,?,18.375,?,0.0,0.0,0.0,1.0,4.712,?,?,9.303,0.0,?,1
4.525,3.8301,0.0,0.0,0.0,0.0,0.0,31.6,?,2.0,0.0,-0.039,?,?,9.786,5.0,0.98,?,0.0,0.0,1.179,0.0,?,?,0.0,2.119,-0.002,?,?,?,0.0,0.0,0.0,?,?,?,0.0,7.95,?,?,1
4.596,3.0777,?,0.0,0.0,0.0,2.0,44.4,?,?,?,?,?,0.875,9.54,0.0,0.968,1.115,0.0,?,1.328,1.0,0.0,0.0,?,2.175,0.041,0.0,0.0,?,?,?,0.0,0.0,?,1.917,0.0,7.939,0.0,0.0,1
5.04,?,0.0,0.0,1.0,0.0,?,?,0.0,?,3.0,-1.29,3.483,1.258,10.159,8.0,?,?,?,0.0,1.199,1.0,0.0,0.0,?,2.323,0.005,0.0,?,1.711,?,1.0,?,?,3.888,3.5,1.0,?,?,0.0,?
4.91,2.7414,?,?,0.0,?,?,?,0.0,?,0.0,-0.302,3.364,?,?,5.0,1.018,1.098,0.0,0.0,1.279,3.0,0.0,0.0,0.0,?,0.004,0.0,?,1.207,?,?,0.0,0.0,3.767,?,0.0,8.427,0.0,0.0,1
?,2.1906,0.0,0.0,?,0.0,?,?,2.0,0.0,0.0,?,2.333,1.522,7.853,0.0,0.959,?,?,0.0,1.178,?,0.0,0.0,?,1.732,?,0.0,?,2.094,?,0.0,0.0,0.0,?,1.7,0.0,6.333,0.0,0.0,1
4.214,2.6272,0.0,0.0,?,0.0,0.0,30.0,3.0,?,?,?,2.523,1.459,?,0.0,0.959,?,0.0,?,?,0.0,?,?,?,?,-0.181,?,0.0,?,?,?,0.0,0.0,2.998,1.722,0.0,6.77,?,?,1
3.732,?,0.0,?,0.0,0.0,?,30.0,?,?,0.0,0.0,?,1.585,?,?,0.959,1.145,0.0,?,1.196,?,?,0.0,0.0,1.802,-0.181,0.0,?,2.488,0.0,0.0,?,0.0,2.846,1.667,0.0,6.557,0.0,?,?
?,2.5951,0.0,?,?,0.0,0.0,?,?,?,0.0,?,2.908,2.281,?,0.0,?,?,0.0,0.0,1.202,?,?,0.0,?,1.902,?,0.0,?,3.685,?,?,?,0.0,2.924,1.611,0.0,?,?,0.0,1
3.942,?,1.0,?,?,0.0,?,31.6,2.0,0.0,0.0,?,?,2.777,9.207,?,0.969,?,?,?,1.22,?,?,1.0,?,1.95,0.003,0.0,?,5.294,0.0,?,?,0.0,3.542,1.739,?,8.127,0.0,1.0,1
3.966,2.852,1.0,0.0,0.0,?,0.0,?,?,0.0,?,?,?,3.146,9.522,?,0.965,?,0.0,0.0,1.243,0.0,1.0,0.0,0.0,?,0.0,1.0,0.0,6.909,0.0,?,?,?,?,1.603,?,11.578,?,?,1
?,2.3761,0.0,0.0,?,?,?,26.3,2.0,0.0,?,0.0,2.532,?,8.16,0.0,0.969,?,0.0,0.0,1.152,?,0.0,?,0.0,1.802,-0.195,0.0,?,?,?,0.0,1.0,?,?,?,1.0,6.599,0.0,?,1
4.0,2.6264,?,0.0,0.0,0.0,0.0,?,0.0,0.0,?,0.0,2.167,0.811,?,0.0,?,?,0.0,0.0,1.182,0.0,?,0.0,?,?,-0.522,?,0.0,?,0.0,0.0,?,0.0,2.991,2.0,?,6.579,0.0,0.0,?
2.0,1.1521,0.0,0.0,0.0,0.0,0.0,?,1.0,1.0,0.0,?,1.549,0.0,4.174,0.0,?,?,?,?,?,0.0,?,0.0,0.0,1.0,?,?,0.0,1.0,?,?,0.0,?,?,4.0,?,?,0.0,0.0,1
?,2.4062,0.0,0.0,0.0,?,0.0,27.8,?,?,0.0,0.0,2.555,?,8.16,?,0.979,?,0.0,0.0,?,0.0,?,0.0,0.0,?,-0.205,0.0,?,?,?,0.0,?,1.0,?,2.333,?,?,?,0.0,?
?,2.3699,?,0.0,?,?,?,30.0,?,?,0.0,0.0,?,1.0,8.482,0.0,?,1.146,?,?,1.09,?,?,?,0.0,2.17,0.34,0.0,?,?,0.0,?,0.0,0.0,?,?,?,?,0.0,?,?
?,2.2525,?,0.0,0.0,0.0,0.0,20.0,?,?,0.0,?,2.243,1.0,7.408,0.0,1.031,?,0.0,0.0,0.98,0.0,?,?,0.0,1.618,-0.642,0.0,0.0,1.707,0.0,0.0,0.0,?,2.817,3.75,0.0,?,0.0,0.0,?
4.17,2.8042,?,0.0,?,0.0,0.0,23.1,?,?,0.0,?,2.449,0.971,?,?,1.015,1.16,0.0,0.0,?,0.0,0.0,0.0,0.0,1.848,?,0.0,0.0,?,0.0,?,0.0,2.0,3.047,3.367,0.0,?,?,0.0,1
?,?,0.0,?,0.0,0.0,0.0,?,2.0,2.0,?,0.0,2.608,?,8.815,2.0,?,?,0.0,0.0,?,0.0,?,?,0.0,?,-0.229,?,?,1.745,0.0,?,0.0,2.0,3.083,3.056,?,6.914,?,0.0,1
3.414,2.6294,0.0,0.0,0.0,0.0,0.0,?,1.0,1.0,0.0,0.0,2.333,1.0,7.408,1.0,1.012,?,0.0,?,1.215,?,?,0.0,0.0,1.618,-0.66,?,0.0,1.707,?,?,0.0,1.0,3.188,3.5,0.0,?,0.0,0.0,?
?,?,0.0,?,0.0,0.0,?,?,?,2.0,?,0.0,2.608,1.459,8.755,?,?,?,0.0,0.0,1.104,?,0.0,0.0,?,1.902,-0.236,0.0,0.0,2.052,0.0,0.0,0.0,?,?,2.722,0.0,?,0.0,?,1
3.848,2.8521,0.0,0.0,0.0,0.0,0.0,27.3,?,?,?,0.0,2.858,?,?,?,0.993,?,0.0,0.0,1.117,0.0,0.0,0.0,0.0,1.879,?,0.0,?,?,0.0,0.0,0.0,1.0,?,2.375,?,7.074,0.0,0.0,?
3.414,?,?,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,?,1.0,7.408,1.0,?,1.146,0.0,?,1.142,0.0,0.0,?,0.0,?,?,0.0,9.174,?,?,0.0,0.0,?,?,3.125,0.0,6.735,?,?,1
4.393,?,0.0,?,?,?,0.0,37.0,3.0,?,?,?,3.233,2.187,9.562,?,0.978,1.131,0.0,0.0,1.259,0.0,?,0.0,?,?,0.013,0.0,10.02,3.684,?,0.0,0.0,?,3.39,?,0.0,8.029,?,0.0,1
4.562,?,0.0,0.0,?,0.0,?,?,3.0,1.0,0.0,0.259,2.634,0.918,9.184,?,?,1.143,?,0.0,1.206,0.0,?,0.0,0.0,2.0,?,0.0,10.144,1.521,0.0,?,?,0.0,3.375,?,0.0,7.403,?,?,1
4.0,2.9193,?,?,0.0,?,?,?,2.0,?,0.0,?,2.279,0.811,8.318,0.0,0.998,?,0.0,0.0,?,0.0,?,0.0,0.0,1.732,?,0.0,?,?,0.0,0.0,?,?,3.261,3.167,0.0,?,0.0,?,?
?,3.646,?,?,0.0,?,0.0,30.0,2.0,2.0,0.0,?,?,1.406,9.425,4.0,0.998,?,0.0,?,1.14,0.0,?,?,0.0,2.101,?,?,?,?,0.0,0.0,?,1.0,3.417,2.875,?,7.595,0.0,?,1
?,2.9879,?,0.0,0.0,0.0,0.0,33.3,?,2.0,0.0,-0.653,3.974,3.574,10.082,?,0.972,1.138,?,0.0,1.205,?,0.0,?,0.0,?,0.0,0.0,10.389,10.108,?,0.0,?,?,3.329,1.987,?,8.414,0.0,?,1
?,3.4453,0.0,?,0.0,0.0,?,27.3,1.0,?,?,-0.245,?,0.971,?,?,1.028,1.151,0.0,0.0,1.112,0.0,?,?,0.0,?,0.425,0.0,9.59,1.542,?,0.0,0.0,?,3.337,3.233,0.0,7.294,?,0.0,1
4.214,?,?,0.0,?,0.0,0.0,28.6,2.0,?,0.0,?,2.662,?,?,?,1.014,1.149,0.0,?,?,0.0,?,0.0,?,1.902,?,?,?,2.052,0.0,0.0,?,0.0,?,?,0.0,?,0.0,0.0,1
4.214,3.7074,0.0,?,0.0,?,0.0,33.3,?,?,0.0,-0.329,2.713,1.459,?,1.0,1.025,?,0.0,0.0,1.186,0.0,?,0.0,0.0,?,-0.263,0.0,?,?,0.0,0.0,0.0,0.0,?,?,?,7.543,0.0,?,1
4.233,3.4039,?,0.0,0.0,?,?,?,?,3.0,0.0,-0.262,?,1.906,9.011,?,1.022,?,0.0,0.0,1.119,0.0,0.0,0.0,0.0,1.95,-0.087,?,?,2.999,0.0,0.0,0.0,?,?,2.833,?,7.61,?,0.0,?
4.334,?,?,?,0.0,0.0,?,33.3,?,2.0,0.0,-0.241,2.838,?,8.944,?,1.013,1.139,?,0.0,1.164,0.0,0.0,0.0,0.0,1.97,?,?,10.118,2.195,0.0,?,?,0.0,3.39,?,?,7.596,?,?,1
4.372,3.3652,0.0,?,0.0,0.0,0.0,33.3,?,2.0,?,-0.177,3.139,2.246,9.253,3.0,0.993,1.139,0.0,?,1.186,0.0,?,?,?,?,-0.025,?,10.624,?,0.0,0.0,0.0,0.0,3.394,?,0.0,?,0.0,?,?
5.392,4.5881,?,?,0.0,1.0,?,?,?,3.0,?,-0.209,3.517,1.907,10.633,13.0,?,?,0.0,0.0,1.169,0.0,0.0,0.0,0.0,2.314,?,0.0,11.278,?,?,0.0,0.0,?,3.503,?,0.0,8.269,0.0,0.0,?
?,?,0.0,?,?,?,?,?,?,?,?,?,?,1.922,9.523,?,?,1.146,0.0,?,1.116,?,?,0.0,?,2.061,?,?,?,?,?,0.0,0.0,?,?,?,?,8.008,0.0,0.0,1
4.411,3.5866,?,0.0,0.0,0.0,0.0,?,2.0,?,?,?,3.699,?,9.956,8.0,?,?,?,?,?,0.0,?,?,?,?,0.0,0.0,22.47,?,0.0,?,?,0.0,?,?,0.0,?,0.0,0.0,?
4.527,?,0.0,?,0.0,?,0.0,?,4.0,?,0.0,-0.117,4.14,?,?,10.0,0.981,1.14,?,0.0,1.184,0.0,0.0,0.0,0.0,2.13,0.0,0.0,23.699,9.594,?,0.0,?,0.0,?,2.086,?,?,0.0,0.0,?
?,3.1269,?,?,0.0,?,?,33.3,?,?,0.0,-0.076,3.809,?,9.933,3.0,0.975,?,?,0.0,1.202,?,?,?,0.0,2.019,0.0,0.0,10.914,?,?,0.0,?,0.0,?,?,0.0,8.298,?,0.0,?
?,?,?,?,0.0,0.0,0.0,33.3,?,2.0,0.0,-0.759,2.723,0.918,9.184,?,?,1.139,?,?,1.179,?,0.0,0.0,0.0,?,?,?,9.6,?,0.0,0.0,?,?,?,?,0.0,7.676,?,?,1
4.629,4.0061,0.0,?,?,0.0,0.0,?,1.0,2.0,0.0,?,2.847,?,?,5.0,?,?,?,0.0,1.189,?,?,?,?,2.053,?,0.0,10.19,1.776,0.0,?,?,0.0,3.523,2.976,0.0,?,0.0,?,1
4.655,2.409,?,?,0.0,0.0,0.0,?,1.0,?,?,0.094,?,2.182,?,6.0,?,1.135,?,?,1.157,1.0,?,0.0,0.0,?,0.014,?,10.698,?,?,?,?,?,3.542,?,?,?,?,?,1
4.644,3.9071,0.0,0.0,0.0,?,?,?,2.0,3.0,?,-0.104,3.082,1.837,9.467,?,?,?,?,?,?,0.0,0.0,?,?,2.084,0.049,0.0,10.469,2.732,0.0,0.0,0.0,1.0,3.525,?,?,?,0.0,?,?
4.646,3.9619,0.0,0.0,?,0.0,0.0,34.3,?,?,0.0,-0.189,?,2.587,10.202,?,?,1.137,0.0,0.0,?,0.0,?,0.0,?,2.107,0.0,?,21.879,?,0.0,0.0,?,0.0,3.535,?,?,8.578,?,0.0,1
4.468,?,?,0.0,0.0,0.0,?,33.3,?,4.0,?,-1.073,?,?,?,?,?,1.139,?,?,1.158,?,0.0,0.0,0.0,2.085,-0.008,?,21.27,?,?,0.0,0.0,?,3.534,?,0.0,8.196,?,0.0,?
4.562,?,2.0,?,0.0,?,0.0,25.0,1.0,?,0.0,-1.21,?,?,9.184,0.0,1.134,1.142,0.0,?,?,0.0,?,0.0,?,2.0,?,0.0,?,?,0.0,0.0,?,?,3.976,?,?,?,0.0,2.0,?
5.206,3.3847,?,0.0,1.0,?,0.0,?,1.0,2.0,1.0,?,3.713,2.9,?,0.0,0.979,1.145,0.0,?,?,?,0.0,0.0,0.0,?,?,?,10.57,6.77,0.0,0.0,?,?,?,2.167,1.0,8.295,?,?,?
4.691,3.8787,?,0.0,0.0,0.0,0.0,25.0,0.0,4.0,1.0,?,3.125,?,9.666,?,1.066,1.161,?,0.0,?,?,?,?,?,?,?,0.0,19.617,?,0.0,?,2.0,?,3.483,?,1.0,8.015,?,?,1
?,3.6206,0.0,?,0.0,?,?,?,0.0,3.0,0.0,-1.426,?,?,?,?,1.124,?,0.0,?,1.095,?,?,0.0,0.0,1.848,0.481,?,?,?,?,0.0,0.0,1.0,3.427,?,?,7.521,0.0,?,1
?,?,0.0,0.0,0.0,0.0,0.0,33.3,0.0,?,?,-1.072,2.774,1.459,8.755,?,1.071,?,0.0,0.0,?,0.0,?,?,?,1.902,-0.277,?,9.377,?,0.0,0.0,?,?,?,?,1.0,7.746,?,0.0,?
5.206,3.5794,0.0,?,1.0,?,0.0,30.6,?,3.0,3.0,?,?,?,10.627,?,0.985,?,?,0.0,?,0.0,?,0.0,0.0,?,0.0,0.0,22.35,?,?,?,4.0,?,?,2.306,?,8.611,0.0,0.0,?
4.17,?,?,0.0,?,0.0,0.0,26.7,3.0,?,0.0,?,?,?,8.597,2.0,?,1.152,?,?,1.12,?,0.0,0.0,?,?,0.342,?,0.0,?,0.0,?,0.0,1.0,3.0,2.567,?,?,0.0,0.0,?
5.175,3.9016,0.0,?,?,?,0.0,?,?,3.0,0.0,-0.239,3.227,?,10.165,3.0,?,1.146,?,?,?,0.0,?,0.0,0.0,?,?,0.0,10.355,?,0.0,0.0,0.0,?,?,2.538,0.0,7.979,0.0,0.0,1
4.642,3.0034,?,0.0,?,0.0,2.0,42.1,?,1.0,0.0,?,?,1.187,9.631,?,?,1.12,0.0,0.0,?,1.0,0.0,0.0,0.0,?,-0.024,?,?,?,?,1.0,0.0,?,?,2.315,?,?,0.0,0.0,?
4.607,?,?,?,0.0,?,?,42.1,?,1.0,0.0,?,3.093,1.187,9.631,2.0,0.987,1.12,?,?,1.242,1.0,?,0.0,?,?,?,?,0.0,1.544,0.0,1.0,?,1.0,?,2.315,?,?,?,0.0,?
4.807,?,?,0.0,0.0,?,?,42.1,2.0,1.0,0.0,?,3.1,0.881,?,3.0,0.987,1.12,?,?,1.272,1.0,?,?,?,2.246,?,0.0,0.0,?,?,1.0,0.0,1.0,3.71,?,?,8.114,0.0,0.0,1
