@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,?,t,p,f,c,n,k,?,e,s,?,w,w,w,o,?,k,s,u,p
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,?,o,p,n,n,g,e
b,s,?,?,?,f,c,b,n,e,c,s,s,?,?,w,o,p,n,n,?,e
?,y,w,?,p,?,c,n,n,?,e,s,s,w,w,w,o,p,?,s,u,p
x,s,g,f,?,f,w,b,k,t,?,s,?,w,w,w,o,?,?,a,g,e
x,?,y,t,a,f,c,b,n,e,c,s,?,w,?,w,o,p,k,n,?,?
b,s,w,?,a,f,?,?,g,e,c,s,s,w,w,?,?,p,k,n,m,e
b,y,?,t,l,?,c,b,n,e,c,?,s,?,w,w,o,p,n,s,m,e
?,?,?,t,p,f,?,?,p,e,e,s,s,?,?,w,?,p,k,?,g,p
b,s,?,t,?,?,c,b,g,e,?,s,s,?,?,?,o,p,?,s,m,e
x,y,y,t,l,f,c,?,?,e,c,?,s,w,w,w,o,p,n,n,?,e
x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,?,p,k,s,m,e
b,?,?,t,a,f,c,?,w,e,c,?,s,w,w,w,o,?,n,s,g,?
?,y,w,?,p,f,c,n,k,e,e,s,s,w,w,w,?,p,?,v,u,p
x,f,n,f,n,f,w,?,n,t,e,?,f,w,w,w,o,e,k,a,g,e
s,f,?,f,n,?,c,n,k,e,e,s,s,?,?,w,o,p,n,?,u,e
f,?,?,f,?,f,w,b,k,t,e,s,s,w,w,w,o,e,n,a,g,e
