@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,?,n,t,?,f,c,n,k,e,e,s,s,w,w,w,o,p,?,s,u,p
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g,e
?,?,w,t,l,f,c,?,n,e,c,s,s,w,w,w,?,p,n,n,m,?
?,y,?,t,p,f,c,n,n,?,e,s,s,w,w,w,o,p,k,s,u,p
x,s,g,f,n,f,w,b,k,t,e,s,?,w,w,?,o,e,n,a,g,e
x,y,y,?,a,f,c,b,n,e,c,s,s,w,w,w,?,p,?,n,g,e
b,s,?,?,?,?,c,b,g,e,c,s,s,?,w,?,o,p,?,?,m,e
b,y,w,?,?,f,?,b,n,e,c,s,s,w,w,w,o,p,n,s,m,e
x,y,w,t,p,f,?,n,?,e,?,s,s,?,w,w,?,p,k,?,?,p
b,s,?,t,?,?,c,b,?,e,c,s,s,w,w,w,o,p,k,s,m,?
?,y,y,t,l,f,?,b,g,e,c,s,s,w,w,w,o,p,n,n,g,e
?,y,?,t,a,f,c,b,n,e,?,s,s,w,w,w,o,p,k,s,m,e
b,s,y,?,a,f,c,?,w,?,?,s,s,w,w,w,?,p,n,s,g,e
x,y,w,t,p,f,c,n,k,e,e,?,?,w,w,?,o,?,n,v,?,?
x,f,n,f,n,f,?,b,?,t,e,s,f,w,w,w,o,e,k,a,g,?
s,f,?,f,n,f,c,n,k,e,?,s,s,w,w,?,o,p,?,y,u,?
?,f,w,f,n,f,?,b,k,t,e,s,s,w,w,w,o,?,n,a,g,e
x,?,?,?,?,f,c,n,n,e,e,s,s,w,w,w,o,?,?,?,?,?
x,y,w,?,p,f,c,n,n,e,?,s,s,?,w,w,o,p,n,s,u,p
x,s,n,t,p,f,c,n,k,e,?,s,s,w,w,?,o,p,?,s,?,p
b,s,y,t,?,f,c,b,k,?,c,s,s,w,?,w,o,p,n,s,?,e
x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,w,?,p,n,v,g,p
