@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,p,f,?,n,k,e,e,s,s,w,w,w,o,p,k,s,u,p
x,s,y,?,a,f,c,b,k,e,c,s,s,w,w,?,o,p,n,?,?,e
b,s,w,t,l,?,c,?,n,e,c,s,s,w,w,w,?,p,n,n,m,e
?,y,w,t,?,f,c,n,n,e,e,s,s,w,w,w,o,?,k,s,u,?
x,s,g,f,?,f,w,b,k,?,e,s,s,?,w,w,o,e,n,a,g,e
x,y,y,t,?,f,c,b,n,e,c,?,s,w,w,w,o,p,k,n,g,e
b,s,w,?,a,f,?,b,g,e,c,s,?,w,w,w,o,p,k,n,m,e
b,y,w,t,?,f,c,b,n,?,c,s,s,w,w,w,o,p,n,s,m,e
x,y,w,t,p,f,?,?,p,e,e,?,?,w,w,w,o,p,?,v,?,p
?,s,y,t,a,f,c,b,g,e,?,?,?,?,w,w,o,p,k,s,m,e
x,y,y,t,l,f,c,b,?,e,c,s,s,w,w,w,o,p,?,n,?,?
x,y,y,t,?,f,c,b,n,e,c,?,s,w,w,w,o,p,?,s,m,e
b,s,y,?,a,f,c,?,w,e,c,s,s,w,w,w,o,?,?,s,g,e
?,y,w,?,p,f,c,n,k,e,e,s,s,w,w,w,o,?,n,v,u,p
x,f,?,f,?,f,w,b,n,t,e,?,f,w,w,w,o,?,k,a,g,e
?,f,?,?,n,f,c,n,k,e,e,?,s,w,w,w,o,p,?,?,?,e
?,f,w,f,n,f,?,b,k,t,e,?,?,?,w,?,o,e,n,a,g,e
?,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,?,g,p
x,y,w,t,?,f,c,n,n,e,e,s,s,w,?,w,o,?,?,s,?,p
x,s,?,t,p,f,?,?,k,e,e,s,s,w,w,w,?,p,n,s,u,?
b,s,?,t,a,f,?,b,k,?,c,?,s,?,?,w,o,p,n,s,?,e
x,y,?,t,p,f,c,?,n,e,e,s,s,w,w,w,?,p,n,v,g,p
b,y,y,t,l,f,c,b,k,e,c,s,?,w,w,?,?,p,n,s,m,e
b,y,w,?,a,?,c,b,w,?,c,s,?,?,w,w,o,p,n,n,m,?
b,s,?,?,l,?,?,b,?,e,c,s,s,w,?,w,?,p,k,?,?,e
f,s,w,t,p,?,c,n,?,e,e,s,s,?,?,w,o,p,n,v,g,?
x,y,y,t,a,f,?,b,n,e,c,s,?,w,w,w,o,p,n,n,m,?
x,y,w,t,l,f,?,?,w,?,c,s,?,w,w,w,o,p,n,?,?,e
f,f,n,?,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,y,u,e
x,s,?,?,a,f,w,n,n,?,b,?,s,w,?,w,o,?,n,v,d,e
b,s,y,t,l,f,c,?,g,?,c,?,s,w,w,w,o,p,n,?,?,e
x,y,w,?,?,f,c,n,k,e,e,s,s,w,?,?,o,p,?,s,u,p
x,y,?,t,l,?,c,?,n,e,?,?,s,?,w,w,o,p,n,?,m,e
x,y,n,t,?,f,?,b,p,e,r,?,y,w,?,w,o,?,?,y,p,?
b,y,y,t,l,f,c,b,?,e,c,s,s,w,w,w,o,p,n,s,m,e
x,f,y,?,l,f,w,n,w,t,b,s,s,w,w,w,o,?,n,?,d,e
?,f,?,f,n,f,?,n,?,e,e,s,s,?,w,w,o,?,k,v,u,e
?,?,n,t,p,f,c,n,?,e,e,s,?,w,w,w,o,p,?,s,u,p
x,f,y,t,a,f,w,n,p,t,b,s,?,w,w,w,o,p,n,?,?,?
b,s,y,t,l,f,c,b,?,e,c,?,s,w,?,w,?,?,?,?,?,e
b,?,y,t,?,f,c,b,?,e,c,s,s,w,w,?,o,p,n,s,g,?
x,y,?,t,l,f,?,b,?,e,r,s,y,w,w,w,o,p,k,y,p,?
x,f,n,f,n,?,c,n,?,?,?,s,s,?,w,w,o,p,k,y,u,e
x,y,?,?,p,f,c,n,p,e,?,s,s,?,w,w,?,p,n,v,g,p
x,s,y,t,a,?,c,b,w,e,?,s,s,w,w,w,o,p,k,?,m,e
x,y,w,?,a,f,c,b,n,e,c,s,s,?,w,w,?,p,n,n,?,e
?,y,?,t,l,f,c,b,k,?,c,s,s,w,w,?,?,p,k,s,?,e
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,?,o,p,n,n,?,e
x,?,y,t,l,?,c,?,n,e,r,s,y,w,w,w,o,?,?,s,p,e
f,y,y,t,l,f,c,b,w,e,r,s,?,w,w,?,o,p,k,s,?,e
x,y,n,?,?,f,c,b,w,e,r,s,y,?,?,w,o,p,k,?,g,?
?,?,w,t,l,?,c,?,k,e,?,s,s,w,w,?,o,p,k,s,?,e
b,s,w,t,?,?,c,b,k,?,c,s,s,w,w,w,?,p,n,n,m,e
x,y,n,t,p,f,?,n,k,e,?,s,s,?,w,w,o,?,n,v,u,?
x,?,w,t,p,?,c,n,k,e,e,s,s,?,w,?,?,p,k,v,u,p
b,y,y,t,a,?,c,b,w,?,c,?,s,?,w,w,o,p,?,s,?,?
?,f,g,f,?,f,w,b,n,t,e,?,s,w,w,w,?,e,n,?,g,e
b,s,w,t,a,f,?,b,w,e,c,s,s,w,w,?,o,p,n,n,g,e
x,?,y,?,l,f,c,b,k,e,c,s,?,w,w,?,o,p,?,n,?,e
x,?,?,?,a,f,c,b,p,e,r,s,?,w,w,?,o,p,k,y,p,e
s,f,g,f,?,f,c,n,k,?,e,s,s,?,?,w,o,?,n,v,u,e
b,y,?,t,?,f,c,b,k,?,c,s,s,w,w,w,o,p,n,?,m,e
b,s,y,t,l,f,?,b,g,e,c,s,s,w,w,w,o,p,n,s,m,e
?,y,y,?,l,f,c,b,g,e,c,s,?,w,w,w,o,p,n,n,?,e
?,?,w,t,l,f,?,b,n,e,c,s,s,?,w,w,o,p,?,s,g,e
f,s,n,f,n,f,w,b,k,?,e,s,?,w,?,?,o,e,k,a,g,e
x,s,w,t,l,f,?,?,n,?,c,s,s,w,w,?,o,p,k,s,?,e
f,y,?,t,a,f,c,b,w,e,r,s,?,w,w,w,o,p,?,s,g,e
?,?,y,t,a,f,c,b,w,?,c,s,s,w,w,w,o,p,k,n,?,e
x,f,g,f,n,?,?,n,p,?,e,s,s,w,w,w,?,p,n,v,u,e
f,f,?,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,e
b,y,w,t,l,?,c,b,g,e,c,s,?,w,w,w,?,p,n,s,m,e
f,f,y,?,l,?,w,n,?,?,b,?,s,w,w,w,o,p,n,?,d,e
x,y,n,?,a,f,c,b,p,e,r,s,y,w,w,w,?,p,k,?,p,?
b,s,y,t,a,f,?,b,k,e,c,?,?,w,w,w,o,p,?,s,?,e
?,?,y,t,l,f,w,n,p,?,b,s,s,w,w,?,o,p,n,v,d,?
x,s,w,?,?,?,w,?,n,t,?,s,s,w,?,w,o,p,u,v,d,e
?,y,?,t,l,f,c,b,p,e,r,s,?,?,w,?,o,p,?,y,p,e
?,y,n,t,?,f,?,n,w,e,e,s,s,w,w,?,o,p,n,v,u,p
?,y,?,t,a,?,c,?,n,?,r,?,y,w,w,w,o,p,?,y,g,e
x,s,n,f,n,f,w,b,k,t,e,f,s,?,?,w,o,e,n,?,g,?
x,y,w,t,?,f,?,?,w,e,e,s,s,w,w,w,o,p,?,s,g,?
f,f,g,f,n,f,c,n,?,e,?,s,s,w,?,w,o,p,n,y,u,e
x,f,?,f,n,?,w,b,n,t,e,s,s,?,w,?,o,e,n,s,g,e
x,y,y,t,l,f,?,?,w,e,?,s,y,?,w,w,o,p,?,s,g,e
?,s,?,f,n,f,w,b,k,?,e,s,?,w,w,w,o,e,k,?,?,e
b,s,w,t,?,f,c,b,w,e,c,?,?,w,?,w,o,p,k,s,?,e
x,s,w,?,l,?,c,b,?,e,c,s,s,w,w,?,o,p,n,s,g,?
?,y,?,?,l,f,?,b,?,?,r,s,y,w,w,w,o,p,?,y,g,?
s,f,n,?,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,?,?,e
x,?,n,?,n,f,c,?,n,?,e,s,s,?,w,?,?,p,n,?,u,?
b,s,w,t,l,f,c,b,k,?,c,?,s,?,w,?,o,p,k,s,?,e
x,y,?,t,a,f,c,b,g,e,c,?,s,w,w,?,o,?,k,?,g,e
x,y,y,t,l,f,c,b,g,e,c,s,?,w,?,w,?,p,k,n,m,?
x,s,?,?,n,f,w,?,n,t,?,?,s,w,w,w,?,?,n,a,g,e
x,s,?,?,?,f,c,b,g,e,c,s,?,?,w,w,o,?,n,s,g,e
f,?,n,t,l,f,?,b,?,e,?,s,y,w,w,w,?,p,?,?,g,?
x,s,y,t,a,f,c,b,?,e,c,?,s,w,w,w,o,p,k,?,g,e
b,s,?,t,a,f,c,b,g,e,c,s,s,w,?,w,o,p,n,?,g,e
