@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,?,s,?,p
?,s,y,?,a,?,c,b,k,e,c,s,s,?,w,w,?,p,n,n,g,e
b,s,w,?,?,f,c,b,n,e,c,s,s,w,w,w,o,?,?,n,m,e
x,y,w,t,p,f,c,n,?,e,e,s,s,w,w,w,o,?,k,s,?,p
x,s,g,f,n,f,w,b,k,?,?,s,s,w,w,w,o,?,n,a,g,?
x,y,y,?,a,f,c,?,n,e,c,s,s,w,?,w,o,p,?,n,g,e
b,s,w,t,?,?,?,b,g,?,c,s,s,w,?,w,o,p,?,?,m,e
b,y,w,t,?,f,?,b,n,e,c,s,s,w,w,w,o,p,n,s,m,e
x,y,w,t,?,?,c,n,p,e,e,s,?,w,w,w,o,p,k,v,g,?
b,s,?,t,a,?,c,b,g,?,c,s,s,w,w,w,o,p,k,s,m,e
x,y,y,t,l,f,c,b,g,e,c,?,s,w,w,w,?,p,n,n,g,e
?,y,?,t,a,f,c,b,n,e,c,s,s,?,w,w,o,p,?,?,m,e
b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,?,o,p,n,s,g,?
x,y,?,t,p,f,?,n,k,e,e,s,?,?,w,w,o,p,?,v,u,p
?,f,?,f,?,f,w,b,n,t,e,s,f,w,w,w,o,e,?,?,g,?
s,f,g,?,n,f,?,n,k,e,e,s,s,w,w,?,o,p,?,y,u,?
f,f,?,f,n,?,w,b,?,t,e,s,s,w,w,w,o,e,n,a,g,e
x,s,n,t,p,?,?,?,n,e,e,s,?,w,w,w,o,p,?,s,g,p
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,?,p,n,s,u,p
x,?,?,t,p,f,c,n,k,e,e,s,?,w,w,w,o,?,n,s,u,p
b,s,y,t,a,?,?,b,?,?,c,s,s,w,w,w,?,p,n,s,m,e
?,?,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g,p
b,y,?,t,l,?,c,b,k,e,?,s,s,w,w,w,o,?,n,s,m,e
b,?,w,t,a,f,c,b,w,e,?,s,s,?,w,w,o,?,n,n,?,e
b,s,?,t,l,f,?,b,g,e,c,s,s,w,w,w,o,?,k,s,m,e
f,s,?,t,p,f,c,?,?,e,e,s,s,w,w,w,o,?,n,v,?,p
?,y,y,t,a,?,?,b,n,e,?,s,s,w,w,w,o,p,n,n,m,?
x,y,?,t,l,f,c,?,w,e,?,s,s,w,w,w,o,p,n,n,m,e
f,f,n,f,?,f,c,n,k,e,e,s,s,w,w,w,o,p,k,y,?,e
x,s,y,?,a,f,w,n,n,t,?,s,s,w,?,?,o,p,n,?,d,e
b,s,y,t,l,f,c,?,g,e,?,s,s,w,w,w,o,p,n,n,m,e
x,y,w,t,p,f,c,n,k,e,e,?,?,w,?,w,o,p,n,s,u,p
x,y,y,t,l,f,c,b,n,e,c,s,?,w,w,w,o,p,n,?,m,e
x,y,n,t,l,f,c,b,p,?,?,s,y,?,w,w,o,p,?,y,p,e
b,y,y,t,?,f,c,b,n,e,c,s,s,w,w,w,?,p,?,?,?,e
x,f,y,t,l,f,?,n,w,?,b,s,s,w,w,?,o,p,?,?,d,e
s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,?,?
x,y,?,?,p,f,c,n,?,?,e,?,s,w,w,?,o,p,n,s,u,p
x,f,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,?,v,d,e
b,s,y,t,l,f,c,?,k,e,c,?,s,?,w,?,o,p,k,s,m,e
?,?,y,?,?,f,?,b,n,?,?,s,s,w,w,w,o,p,?,s,g,e
x,y,y,?,l,?,c,b,n,?,?,?,?,w,w,w,o,p,k,y,p,e
x,f,?,f,n,f,?,n,g,e,e,s,s,w,w,w,o,p,k,?,u,e
x,y,w,t,p,f,?,n,p,e,?,s,s,w,w,w,o,?,n,v,g,?
x,s,?,t,a,f,c,?,?,?,c,s,?,w,?,w,o,p,k,n,m,?
x,y,?,t,?,f,c,b,n,e,c,s,s,w,?,w,o,p,n,n,g,?
x,y,?,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,e
x,s,w,t,l,f,c,?,w,?,c,s,s,w,w,w,o,?,n,n,?,e
?,y,?,t,l,f,c,b,n,?,r,?,?,w,w,w,o,p,n,s,p,e
f,y,?,?,l,f,c,b,w,e,r,s,?,w,w,?,o,p,k,s,p,?
x,y,n,t,a,f,?,b,w,e,r,s,y,?,?,w,o,p,?,s,g,e
?,s,w,t,l,f,c,?,k,e,c,?,s,w,w,w,o,p,?,s,?,e
?,s,?,t,l,f,c,?,k,e,c,s,?,w,w,w,o,p,n,n,?,e
x,y,n,t,?,f,c,n,?,e,e,?,s,w,w,w,o,p,n,v,?,p
x,s,w,t,p,?,c,n,?,e,e,?,?,w,w,w,o,p,k,?,u,p
b,y,y,?,a,f,c,b,w,?,c,s,s,?,w,w,o,p,k,s,m,e
?,f,g,f,n,?,w,b,n,?,e,s,s,w,w,w,o,e,n,a,g,e
b,s,w,t,a,f,?,b,w,?,c,?,s,w,w,?,o,?,n,n,g,e
x,s,y,t,l,f,c,b,?,e,c,s,s,w,w,w,?,?,k,?,g,e
?,y,n,t,a,f,?,b,p,e,r,s,y,?,w,w,o,p,k,y,p,e
s,f,g,f,n,f,c,n,k,e,?,s,s,?,w,w,o,p,n,v,u,e
?,y,?,t,a,f,?,b,k,?,c,?,?,w,w,w,o,p,n,s,m,e
b,s,y,t,l,f,c,?,g,e,c,s,s,?,w,?,o,p,n,?,m,e
b,?,y,t,l,f,c,b,g,?,c,?,s,w,?,w,o,p,n,?,?,e
b,?,w,t,l,f,c,?,n,e,c,s,s,w,w,?,o,p,n,?,g,e
f,?,?,f,n,f,?,b,k,?,e,s,?,w,?,w,o,e,?,a,g,e
x,s,w,t,l,f,c,?,n,?,?,s,s,w,w,w,o,p,k,?,?,e
f,y,y,t,?,f,?,b,?,e,r,?,y,w,w,?,o,p,n,s,?,e
x,?,y,t,a,f,?,b,w,e,c,s,s,?,w,?,o,p,k,n,g,e
x,f,?,f,n,f,c,n,?,e,e,s,?,?,w,?,o,?,?,v,u,e
f,f,y,t,l,f,w,?,p,?,b,s,s,w,w,?,o,p,n,?,d,?
b,y,w,t,l,?,c,b,g,e,c,s,s,w,w,?,o,p,n,?,?,?
f,?,y,?,?,f,?,n,?,t,b,s,s,w,w,w,?,p,n,?,d,e
x,y,n,t,a,f,c,b,p,?,r,s,?,w,w,w,o,p,k,s,p,e
b,s,?,t,a,f,?,?,?,e,?,s,s,w,?,?,o,p,?,s,g,e
f,?,?,t,l,f,w,?,?,t,b,s,s,?,w,w,o,?,n,v,?,?
x,s,w,t,l,f,w,n,n,t,b,?,s,w,w,w,o,p,u,?,d,e
?,y,?,t,l,?,c,b,p,e,r,s,y,w,w,w,o,?,n,y,p,e
x,y,n,t,p,f,c,n,?,?,?,s,s,w,w,w,o,p,n,v,u,p
f,y,n,t,?,f,c,?,n,e,r,s,y,w,w,?,?,p,?,y,g,e
x,?,n,f,?,?,w,b,k,t,e,?,s,w,w,?,o,e,n,s,g,e
x,y,w,t,?,?,?,n,w,e,?,s,s,w,w,w,o,p,?,s,g,p
f,f,g,f,n,f,c,n,n,e,e,s,s,w,?,w,o,p,n,y,u,?
x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,w,?,e,n,s,?,e
x,?,?,t,l,f,?,b,w,e,r,s,?,w,?,w,?,p,k,?,g,e
x,s,n,f,n,?,w,b,k,t,e,?,s,w,w,w,o,?,k,s,g,e
b,?,w,t,a,f,c,b,w,?,c,s,s,w,w,w,o,p,k,s,g,e
?,s,w,t,l,?,c,b,n,e,c,s,s,w,?,w,o,?,n,?,g,e
f,y,n,t,l,f,c,b,w,e,r,s,?,w,w,w,o,p,?,y,g,e
?,f,n,f,n,?,c,n,n,e,e,s,?,w,w,w,?,?,n,v,u,e
x,f,?,f,n,?,c,n,n,e,e,s,s,w,w,w,o,p,n,y,u,e
b,?,w,t,l,f,?,b,?,e,?,s,s,w,w,w,o,?,?,s,?,?
?,y,y,t,?,f,c,b,g,e,c,s,s,w,w,w,?,p,?,s,?,?
x,y,y,?,l,f,c,b,g,?,c,s,s,w,w,?,o,p,k,n,m,e
?,s,n,f,n,f,w,?,?,t,e,s,s,w,w,w,?,e,n,a,g,e
x,s,w,?,?,f,c,b,g,?,c,s,s,w,w,w,o,?,n,s,g,e
f,y,n,t,l,f,c,b,p,e,r,?,y,w,w,w,o,p,?,s,g,e
?,s,y,t,a,f,c,b,?,?,c,?,s,w,w,w,o,p,k,n,g,e
b,s,w,t,a,f,?,?,g,e,c,s,s,w,w,w,o,p,n,?,g,e
x,y,w,t,a,f,c,b,g,e,?,?,s,?,w,w,o,p,k,s,g,e
x,f,n,f,n,f,w,b,p,?,e,f,s,w,?,w,o,e,?,s,g,e
