@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data

0.72694,?,0.32396,?,1.0,?,0.0046566,?,?,?,?,0.0052323,?,?
0.74173,1.5257,0.36116,0.98152,?,0.79867,?,?,0.02416,0.090476,0.0081195,0.002708,7.4846E-5,0.69659
0.76722,?,0.38998,0.97755,?,0.80812,0.0074573,0.010121,0.011897,0.057445,0.0032891,9.2068E-4,3.7886E-5,?
0.73797,1.4597,?,0.97566,?,?,0.0068768,0.0086068,?,0.065491,0.0042707,?,6.6272E-5,?
0.82301,1.7707,0.44462,0.97698,?,0.75493,0.007428,?,0.0079379,?,?,?,2.3504E-5,0.34214
0.72997,?,?,0.98755,?,?,0.0049451,?,0.010487,0.058528,0.0034138,?,2.4798E-5,0.34068
0.82063,1.7529,?,0.97964,?,0.7677,?,0.0063954,?,0.080587,0.0064523,?,4.1495E-5,0.53904
0.77982,1.6215,0.39222,?,0.99825,0.80816,0.0050987,?,0.024875,0.089686,?,0.0024664,?,0.66975
0.83089,?,0.45693,0.9824,?,?,0.0060055,?,?,?,?,?,3.2863E-5,0.33696
0.90631,?,0.58336,?,0.99825,?,0.0084019,?,0.0070096,?,?,?,2.8251E-5,?
0.7459,?,?,?,1.0,0.83088,?,0.0056395,0.0057679,0.036511,?,?,3.1839E-5,?
?,?,?,0.98181,1.0,0.76985,0.0077992,0.011071,0.013677,0.057832,0.0033334,8.1648E-4,?,0.49751
0.93361,2.7582,?,?,1.0,?,0.0055336,0.0055731,0.029712,?,?,0.0020648,?,0.91499
0.91186,2.4994,0.60323,0.983,1.0,?,0.0061494,0.0068823,?,0.072486,0.0052267,?,8.3271E-5,0.67811
?,?,?,?,1.0,?,?,0.0014643,?,?,0.0082717,?,?,0.87177
?,?,?,?,1.0,0.70277,0.0054439,0.0053937,?,?,0.0084044,?,?,?
?,?,0.61648,0.9787,1.0,0.63037,?,0.0046404,?,?,?,?,?,?
?,?,?,?,?,?,0.0059242,?,?,?,?,?,?,1.008
?,1.9548,?,0.98622,?,?,?,?,?,0.070841,?,?,?,0.74174
0.89084,?,?,0.97389,1.0,?,0.015271,?,0.028461,0.086477,0.0074228,?,?,?
0.93062,2.8973,0.65828,0.98182,?,?,0.0064894,?,0.023606,?,0.005191,?,?,0.90513
?,?,?,0.99039,?,0.75976,?,?,?,?,?,?,?,?
?,1.2099,?,0.9211,0.98772,0.60555,0.023597,0.10134,?,0.20088,?,0.015895,?,?
0.66307,?,?,?,0.99649,0.75954,0.013388,?,0.021815,?,?,0.0040284,3.6303E-5,0.5341
0.61289,1.0991,0.33117,0.92405,?,?,0.025545,0.11877,?,?,0.025145,?,1.2121E-4,1.1076
0.70668,?,0.38111,0.94226,0.99825,0.6925,0.019432,?,?,?,?,?,8.6352E-5,0.72247
?,1.1435,0.3846,?,0.99649,0.60571,0.028329,0.14606,?,0.15931,?,?,?,1.1365
?,?,?,0.91585,0.99825,?,?,0.086347,0.054635,?,?,?,?,?
0.60803,?,0.3446,0.90487,0.99649,0.67517,?,?,0.06245,0.16411,0.026225,0.010602,?,?
?,?,0.35318,?,0.99825,0.62068,?,0.19785,?,?,?,0.0046505,5.2046E-5,0.62671
0.68605,?,?,?,0.99825,?,0.030339,?,?,?,?,?,1.5525E-4,?
0.59571,1.084,?,0.92056,0.99825,0.65698,0.024753,0.11151,0.042051,0.14722,?,0.010881,?,0.83221
0.39432,?,?,?,0.99298,0.73417,?,?,0.073063,0.13718,0.01847,?,9.0977E-4,?
?,?,?,0.96952,?,?,0.0086562,?,?,?,0.013872,0.0037549,?,?
?,?,0.40827,?,1.0,?,0.014987,0.040879,?,?,?,0.0017773,4.7378E-4,?
0.64161,?,0.31556,0.93324,?,?,?,?,0.030897,?,?,0.0014678,2.9878E-4,1.2359
?,?,?,0.97053,?,0.77183,?,0.015281,0.020413,?,0.0042817,8.9749E-4,?,?
0.74242,1.5529,?,0.95593,0.99474,?,?,0.030306,?,0.064242,?,?,2.6812E-4,?
0.39289,1.1286,?,0.96405,1.0,?,?,0.025176,?,0.078211,0.0060798,0.0015299,?,?
0.53017,?,?,?,1.0,?,?,?,0.048541,0.10941,?,?,4.8839E-4,?
0.87844,1.8096,?,0.83923,0.83684,0.37688,?,0.34539,0.045468,?,0.015515,0.0051589,?,1.1374
?,?,?,?,0.91754,?,?,?,0.035786,0.10047,0.0099932,?,?,?
0.86545,?,?,?,0.85439,0.33077,?,?,?,0.1157,?,?,2.0084E-4,?
0.93671,2.4151,?,?,?,0.33439,?,?,0.048722,?,0.014314,0.0039983,3.7216E-4,1.3083
?,2.222,?,0.82432,0.89474,0.35618,0.038012,0.26298,0.059981,?,?,0.0075251,?,1.353
?,?,0.69555,?,?,?,?,?,?,0.10517,?,0.0028913,2.9366E-4,1.1602
?,?,0.64925,0.81682,0.83509,?,?,?,?,0.12036,?,?,1.7096E-4,1.0962
?,2.3898,?,0.84434,?,0.37007,0.039277,0.28077,?,0.11955,?,0.0037887,?,1.2593
?,1.774,0.63974,0.8499,?,?,0.051776,0.4879,0.06103,0.1519,?,0.0080813,?,?
?,1.7434,?,?,0.89298,?,0.050792,?,?,0.16335,0.025989,0.010189,2.3873E-4,?
?,?,?,?,0.85614,?,0.048803,?,0.079282,0.18571,0.033338,?,2.7502E-4,1.5377
?,?,?,0.84981,0.87544,0.31304,0.056079,?,?,?,0.02594,0.0092918,3.2134E-4,1.4686
?,?,0.72231,0.63754,?,?,0.14864,4.0212,?,?,0.0028534,?,?,0.53199
0.50784,?,?,0.73625,?,0.27687,?,3.2176,0.014816,?,0.0044748,0.0013737,?,?
?,1.2115,?,?,?,0.23896,?,2.1022,?,0.080623,0.0064581,0.0018312,?,?
0.52744,1.0419,0.51662,?,?,0.33784,?,?,0.0254,?,0.0066868,0.0017982,1.2196E-4,0.944
0.50964,?,?,0.72175,0.56491,0.21009,0.11264,2.3093,0.021181,0.080306,0.0064077,?,?,?
