@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

0.0,0.0,0.0,2.638,1.401,0.632,?,0.0,4.33
9.23,?,?,5.799,2.93,0.486,0.0,0.0,7.019
?,11.0,0.0,5.453,2.887,0.495,0.0,0.0,6.723
9.23,11.0,0.0,4.068,2.758,0.695,0.0,0.0,5.979
215.34,327.629,3.0,0.189,4.677,1.333,0.0,?,?
9.23,11.0,0.0,2.723,2.321,?,?,0.0,7.337
0.0,0.0,0.0,3.267,2.318,0.963,0.0,0.0,4.1
0.0,0.0,0.0,2.067,1.8,1.25,0.0,0.0,?
0.0,0.0,0.0,2.746,1.667,1.4,0.0,0.0,3.809
0.0,?,?,3.124,1.8,1.417,0.0,0.0,?
12.03,18.011,?,0.817,1.8,1.488,1.0,?,3.93
?,?,0.0,3.122,3.723,?,0.0,2.0,7.371
23.79,31.059,0.0,?,1.334,1.115,1.0,?,3.78
92.14,?,1.0,4.275,4.174,?,1.0,1.0,4.112
?,0.0,?,2.851,1.989,?,0.0,?,3.533
0.0,0.0,0.0,1.115,1.0,0.588,?,0.0,4.632
35.53,?,?,4.579,3.875,1.124,?,1.0,7.693
?,?,0.0,0.202,?,1.66,0.0,0.0,0.673
?,50.29,?,0.076,1.654,?,0.0,0.0,3.323
67.51,?,1.0,3.204,3.344,0.938,0.0,1.0,2.955
49.33,85.839,2.0,1.06,2.272,1.007,1.0,?,4.216
122.22,155.543,2.0,?,3.511,1.456,5.0,2.0,2.593
18.46,22.0,?,1.262,2.147,1.576,0.0,0.0,?
?,3.124,0.0,9.148,?,1.559,?,0.0,5.96
12.03,?,?,6.728,4.392,?,?,0.0,6.537
?,41.028,0.0,5.65,4.026,1.575,0.0,0.0,7.1
118.22,238.562,5.0,2.201,3.83,?,0.0,0.0,6.424
37.3,67.828,1.0,3.23,2.63,1.166,0.0,1.0,4.355
3.24,3.124,0.0,4.48,?,1.31,1.0,0.0,5.721
12.47,14.124,0.0,3.827,?,1.373,1.0,0.0,5.102
0.0,0.0,0.0,?,1.265,0.57,?,0.0,3.718
0.0,14.96,0.0,2.026,1.265,0.722,0.0,0.0,3.577
45.61,?,0.0,3.012,2.557,?,1.0,0.0,?
12.03,18.011,?,1.587,1.654,1.732,1.0,0.0,2.352
86.81,?,3.0,0.709,?,?,2.0,0.0,2.958
?,196.332,?,4.478,4.984,1.087,4.0,0.0,5.44
40.46,85.367,2.0,5.255,3.001,?,0.0,0.0,?
?,0.0,0.0,?,2.837,?,0.0,0.0,6.858
20.23,?,1.0,3.921,2.494,?,0.0,0.0,6.36
40.46,85.367,2.0,3.306,2.832,0.917,0.0,?,4.301
?,0.0,0.0,?,2.048,1.111,0.0,?,3.772
26.02,32.897,2.0,?,2.031,0.992,1.0,0.0,?
17.07,25.145,0.0,1.947,2.005,1.276,0.0,0.0,3.061
?,0.0,0.0,?,2.119,1.25,0.0,?,4.867
?,?,?,3.267,2.119,1.25,0.0,0.0,5.373
0.0,0.0,0.0,3.374,2.118,1.204,0.0,0.0,3.522
17.07,?,0.0,-0.317,1.155,1.74,?,?,0.55
?,43.156,?,3.076,2.438,0.773,1.0,?,?
37.3,67.828,?,0.133,1.401,1.582,?,1.0,3.17
40.46,85.367,2.0,0.706,1.768,1.594,0.0,0.0,?
0.0,0.0,0.0,?,1.401,0.826,?,0.0,3.631
103.67,?,1.0,3.546,2.847,1.211,3.0,?,3.725
?,144.177,1.0,2.702,2.626,1.047,2.0,0.0,?
38.33,54.156,1.0,2.391,2.612,1.293,1.0,0.0,6.32
75.27,111.456,?,0.779,2.709,1.029,2.0,2.0,?
17.07,25.145,0.0,0.202,1.334,?,0.0,0.0,2.815
87.66,139.995,3.0,1.589,3.514,?,2.0,?,3.819
37.3,67.828,1.0,0.586,1.577,1.56,0.0,1.0,?
?,?,0.0,4.168,?,?,?,0.0,4.72
93.06,157.656,2.0,2.014,?,1.189,?,0.0,4.333
0.0,0.0,0.0,?,1.509,1.7,0.0,0.0,3.87
37.3,67.828,1.0,?,1.746,1.547,0.0,1.0,3.358
37.3,67.828,1.0,?,2.06,1.529,0.0,1.0,3.08
20.23,42.683,1.0,2.274,2.005,1.596,0.0,0.0,3.115
?,72.29,0.0,4.737,3.907,1.595,0.0,2.0,5.749
52.6,72.29,?,5.426,3.893,1.402,?,2.0,4.55
54.57,41.028,?,5.208,3.691,1.585,0.0,0.0,?
0.0,?,0.0,?,1.678,1.667,0.0,0.0,?
81.7,?,1.0,5.44,4.623,1.517,1.0,3.0,4.85
20.23,42.683,1.0,5.089,3.049,1.247,0.0,0.0,6.064
20.23,42.683,1.0,4.833,2.913,1.229,?,0.0,6.36
?,26.663,?,3.247,?,1.206,?,1.0,?
20.23,42.683,1.0,?,1.997,1.61,0.0,0.0,?
122.91,210.537,3.0,0.868,3.59,1.462,?,1.0,2.626
45.61,28.269,0.0,2.275,2.445,1.29,1.0,?,?
44.45,16.786,0.0,2.539,1.84,0.92,1.0,?,5.429
38.33,?,1.0,1.737,2.472,?,1.0,0.0,6.848
70.14,50.908,3.0,?,?,?,2.0,0.0,?
?,?,0.0,?,3.197,1.356,0.0,2.0,4.878
52.6,72.29,0.0,4.091,3.568,1.15,0.0,2.0,5.19
9.23,11.0,?,2.274,2.15,1.754,0.0,0.0,3.7
?,54.999,0.0,?,3.866,1.521,?,0.0,?
54.57,41.028,0.0,3.742,3.136,1.773,0.0,0.0,6.042
0.0,0.0,0.0,3.562,?,1.15,0.0,?,5.548
?,?,0.0,1.971,2.294,1.275,1.0,0.0,4.608
121.26,6.249,0.0,2.869,3.095,0.862,2.0,0.0,?
94.88,149.498,0.0,4.207,3.047,1.283,3.0,0.0,6.24
20.23,42.683,?,0.347,1.334,1.768,0.0,0.0,0.935
41.57,57.28,1.0,0.734,?,1.853,?,0.0,3.25
38.8,0.0,1.0,?,1.334,1.212,?,0.0,6.102
?,?,0.0,2.06,2.394,1.088,0.0,0.0,6.579
92.31,70.941,2.0,2.195,?,0.999,3.0,0.0,7.044
98.61,57.46,0.0,2.054,2.891,1.442,?,0.0,?
44.45,16.786,0.0,?,1.509,?,1.0,1.0,5.308
?,36.022,2.0,0.59,?,1.001,2.0,0.0,2.838
?,36.022,2.0,?,?,0.805,2.0,0.0,?
62.73,86.378,2.0,2.273,2.478,1.254,5.0,?,?
86.52,117.437,2.0,2.031,2.679,?,6.0,1.0,6.447
20.23,42.683,1.0,-0.172,1.155,1.911,0.0,0.0,0.59
?,178.917,0.0,4.219,?,?,?,2.0,5.03
26.3,36.145,0.0,0.996,1.723,1.805,0.0,1.0,2.827
?,?,0.0,0.787,2.223,?,0.0,2.0,2.899
138.26,86.133,0.0,0.491,2.854,1.146,0.0,2.0,8.349
?,72.29,0.0,2.577,2.707,1.313,?,2.0,3.603
52.33,62.438,0.0,?,2.239,?,1.0,1.0,?
9.23,?,0.0,?,?,?,0.0,?,1.73
100.39,91.775,0.0,2.682,2.903,1.823,1.0,0.0,9.141
?,13.843,0.0,3.089,?,?,0.0,?,?
95.37,54.336,?,2.433,?,1.394,2.0,0.0,8.564
?,71.512,0.0,2.223,2.903,?,?,?,8.15
82.48,?,0.0,3.213,2.806,?,1.0,0.0,8.849
110.96,13.843,0.0,1.971,2.52,1.012,0.0,0.0,8.207
64.63,90.3,1.0,1.651,2.785,1.346,?,2.0,3.072
21.26,?,1.0,2.826,2.709,?,1.0,0.0,?
76.43,6.922,0.0,2.723,2.553,0.835,0.0,0.0,7.483
38.8,?,1.0,0.845,1.155,1.177,0.0,0.0,5.562
45.61,28.269,0.0,1.579,2.397,1.162,1.0,?,4.437
110.96,13.843,0.0,1.321,2.402,0.988,0.0,?,7.128
193.91,332.83,5.0,?,4.73,?,1.0,1.0,3.277
?,310.81,5.0,0.143,4.805,1.597,2.0,1.0,3.795
182.91,?,4.0,0.036,4.758,1.584,1.0,?,4.602
49.41,71.18,1.0,4.761,?,1.147,?,2.0,4.307
26.02,32.897,?,?,2.056,?,1.0,0.0,?
12.89,16.786,0.0,?,?,1.203,1.0,0.0,3.481
77.82,99.365,?,3.048,2.813,0.791,4.0,?,4.632
74.57,147.153,2.0,1.789,3.373,?,3.0,1.0,3.432
?,31.394,?,0.16,?,2.092,2.0,0.0,1.601
58.56,?,0.0,?,2.689,1.675,4.0,0.0,7.037
38.57,6.249,0.0,0.59,1.7,1.19,2.0,0.0,?
?,36.022,2.0,-0.273,1.475,?,2.0,0.0,3.392
?,?,0.0,0.454,2.072,0.8,2.0,?,4.858
?,?,0.0,0.454,2.227,0.677,2.0,0.0,6.059
140.02,119.209,4.0,-0.812,?,0.926,3.0,0.0,7.378
36.6,?,0.0,?,1.89,2.073,3.0,0.0,1.43
