@relation dataset

@attribute sex {0, 1, 2}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}


@data

2,0.455,0.365,?,0.514,0.2245,?,0.15,14
?,0.35,0.265,0.09,?,0.0995,0.0485,0.07,6
?,?,?,?,?,0.2565,0.1415,?,?
2,?,0.365,0.125,0.516,?,?,?,9
1,0.33,0.255,?,?,?,0.0395,0.055,?
?,?,?,0.095,0.3515,0.141,?,?,7
0,?,?,0.15,?,0.237,0.1415,?,?
?,?,0.425,0.125,0.768,0.294,0.1495,?,15
2,?,0.37,?,0.5095,?,0.1125,?,8
?,?,?,0.15,0.8945,0.3145,0.151,0.32,?
?,0.525,0.38,?,0.6065,0.194,0.1475,0.21,13
2,0.43,?,0.11,0.406,0.1675,?,?,?
2,?,?,?,?,0.2175,?,?,?
0,?,?,?,?,?,?,0.205,9
?,0.47,?,?,0.4755,?,?,?,?
?,?,0.4,0.13,0.6645,?,?,?,?
1,?,0.28,?,?,0.095,?,?,6
?,0.44,?,?,?,?,0.087,?,9
2,?,?,0.08,?,?,?,?,?
2,?,0.32,0.1,0.381,0.1705,?,?,?
?,0.355,0.28,0.095,?,?,?,?,?
?,?,0.275,?,0.2255,?,0.049,?,9
0,0.565,0.44,?,0.9395,0.4275,?,0.27,11
0,0.55,?,?,0.7635,0.318,0.21,0.2,?
0,?,?,?,1.1615,?,0.301,0.305,?
?,?,0.44,?,0.9285,0.3825,0.188,0.3,?
?,0.58,?,?,?,0.3945,?,0.285,10
?,0.59,?,?,?,?,?,?,?
?,0.605,0.475,?,0.9365,?,?,?,?
?,?,?,?,?,0.393,?,?,10
2,?,0.47,?,?,?,?,?,?
0,0.68,0.56,0.165,?,0.6055,0.2805,0.46,14
?,?,?,0.165,?,?,0.3575,0.35,?
?,0.68,?,?,1.798,?,0.3925,0.455,?
?,?,?,?,1.7095,?,?,0.49,12
2,?,0.355,?,0.4795,?,?,0.125,?
?,?,0.475,0.155,1.217,?,?,?,?
?,?,0.355,?,0.5225,?,?,0.145,7
?,?,?,?,?,?,?,0.26,?
?,?,0.29,0.09,?,?,0.086,?,8
?,?,?,0.105,?,0.1865,?,0.115,?
?,?,?,0.135,0.8515,?,?,?,13
?,0.24,0.175,0.045,?,?,0.0235,0.02,4
?,?,?,?,0.042,?,?,0.012,?
?,?,0.15,?,0.042,?,?,0.015,?
1,?,?,?,0.203,?,?,?,?
2,?,?,?,0.5795,?,?,?,?
0,?,0.375,0.12,0.4605,0.1775,0.11,?,?
?,?,?,0.07,?,?,0.0255,?,?
0,?,?,0.16,?,?,?,?,?
