@relation dataset

@attribute sex {0, 1, 2}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}


@data

?,?,0.365,?,0.514,0.2245,0.101,0.15,14
2,0.35,?,?,0.2255,0.0995,?,?,6
0,0.53,?,?,0.677,0.2565,0.1415,0.21,8
2,0.44,0.365,?,0.516,?,0.114,?,?
?,?,0.255,?,?,0.0895,0.0395,0.055,6
?,?,0.3,0.095,?,0.141,?,0.12,?
?,0.53,?,?,?,0.237,0.1415,0.33,19
?,0.545,?,0.125,?,0.294,?,0.26,?
?,?,?,0.125,0.5095,0.2165,0.1125,0.165,8
0,?,0.44,?,0.8945,0.3145,?,?,18
?,0.525,0.38,?,0.6065,?,?,?,13
?,?,?,0.11,?,?,0.081,?,?
2,0.49,0.38,0.135,0.5415,0.2175,?,0.19,?
?,0.535,?,?,0.6845,?,?,?,?
0,?,0.355,?,?,0.1675,?,?,?
?,?,?,?,?,0.258,0.133,?,?
?,?,?,0.085,0.2905,0.095,0.0395,?,?
0,0.44,?,?,0.451,?,?,0.13,9
?,0.365,0.295,?,?,?,0.043,0.1,6
?,0.45,0.32,0.1,?,?,?,0.115,?
2,?,0.28,0.095,0.2455,0.0955,?,?,10
?,0.38,0.275,?,0.2255,0.08,0.049,0.085,9
?,?,?,?,0.9395,?,0.214,?,?
?,0.55,?,?,0.7635,?,0.21,0.2,8
0,0.615,?,?,1.1615,?,0.301,0.305,9
?,?,?,0.14,0.9285,?,0.188,?,?
?,0.58,0.45,?,?,0.3945,0.272,0.285,?
?,?,?,0.14,?,0.356,0.234,?,?
2,?,0.475,?,?,?,?,0.295,14
2,?,0.425,0.14,?,?,0.227,0.2,10
?,0.58,?,0.165,0.9975,?,0.242,0.33,?
0,0.68,?,?,1.639,0.6055,0.2805,?,14
2,?,0.525,?,?,0.5515,?,?,17
?,?,?,0.175,?,0.815,?,?,18
0,0.705,0.55,?,1.7095,?,0.4115,0.49,?
2,0.465,?,?,?,0.227,?,?,7
?,0.54,?,0.155,?,?,?,?,?
0,0.45,?,?,?,?,?,?,?
0,0.575,0.445,0.135,0.883,0.381,?,0.26,?
2,0.355,0.29,?,0.3275,?,?,?,?
?,0.45,?,?,?,?,0.091,0.115,?
0,?,0.425,?,?,?,?,?,13
1,?,0.175,?,0.07,0.0315,?,?,4
1,?,0.15,0.055,?,?,0.015,?,?
1,0.21,?,?,?,?,?,?,?
1,0.39,0.295,?,0.203,?,?,?,?
2,?,0.37,0.12,?,0.293,0.227,0.14,8
?,0.46,?,0.12,0.4605,?,?,?,?
1,0.325,0.245,0.07,?,0.0755,0.0255,0.045,5
0,?,?,?,?,0.3545,0.2135,?,8
1,?,0.41,?,?,?,?,?,7
?,0.4,0.32,0.095,0.303,?,?,0.1,6
2,?,?,0.13,?,0.2595,?,?,?
?,?,?,?,0.4775,?,?,?,9
2,0.405,?,0.1,?,0.173,0.0915,?,?
?,0.5,0.4,0.14,?,0.2565,?,?,?
?,?,?,?,?,?,?,0.135,7
?,?,?,0.135,?,0.2765,?,0.17,?
?,?,0.19,0.06,?,?,?,0.025,?
?,?,0.4,0.125,?,?,0.13,?,?
?,0.45,?,0.105,?,?,?,?,6
2,0.505,0.405,0.11,?,?,0.16,?,?
0,?,0.41,?,0.6965,0.302,0.1935,0.2,9
?,?,?,?,0.3785,0.1705,?,?,?
?,?,0.4,?,?,0.234,?,?,?
?,0.475,?,0.12,?,0.234,0.1015,?,?
0,?,0.44,?,0.915,?,0.1935,0.32,?
0,?,?,?,?,0.416,?,0.485,?
?,0.475,?,?,?,0.2135,?,?,?
?,?,?,0.07,0.151,0.063,?,?,5
2,0.555,0.425,0.13,?,0.264,?,0.275,12
?,?,?,0.11,0.353,?,0.0985,?,7
0,0.595,?,0.17,?,?,?,?,?
?,0.57,0.48,0.175,?,?,?,0.38,?
?,?,0.45,0.195,?,0.481,0.2895,0.315,?
?,?,?,?,1.0075,?,?,0.28,?
?,?,?,?,?,0.3625,?,?,?
0,?,0.47,0.15,0.922,0.363,0.194,?,?
0,?,?,0.14,?,0.282,?,0.285,?
?,?,?,0.17,?,0.4695,?,0.345,13
?,?,?,0.14,?,?,0.252,?,8
2,0.62,0.51,?,1.615,0.5105,?,?,?
?,0.52,?,?,0.9885,?,?,?,?
?,?,?,?,1.3175,0.408,0.234,0.58,?
?,0.58,0.45,0.14,?,0.38,?,?,13
?,?,0.465,?,?,?,?,?,?
2,0.625,0.465,0.14,1.195,?,0.205,0.4,12
?,?,?,?,?,0.3305,0.2075,?,?
?,?,?,0.13,0.517,?,0.114,?,8
0,0.575,?,0.16,0.9775,?,0.231,0.33,?
?,?,0.425,?,0.8115,?,?,?,?
2,?,?,?,0.755,?,?,?,?
2,?,?,0.175,1.115,0.4015,?,0.39,?
?,0.625,?,?,?,?,?,?,9
?,0.695,?,?,?,?,?,?,14
?,?,?,0.195,?,0.5755,0.388,0.48,?
?,?,?,?,?,?,?,0.25,?
?,?,?,?,?,?,?,0.145,7
2,?,?,?,0.5225,0.201,?,?,6
?,?,0.375,?,?,0.2775,?,?,?
?,?,?,0.095,?,?,0.046,0.075,?
?,?,?,0.145,?,?,?,?,?
?,?,?,?,0.883,?,?,0.335,14
2,?,0.415,0.14,0.724,?,?,?,?
2,0.605,?,?,?,?,?,0.345,11
0,?,?,?,?,?,0.1835,?,?
?,?,?,0.165,?,?,0.183,?,10
0,?,?,0.125,?,?,?,0.22,?
0,?,?,0.135,?,0.231,?,?,?
?,?,0.395,0.105,0.3635,?,0.098,0.13,?
?,?,0.395,?,?,0.2375,?,0.155,?
?,?,?,?,0.431,?,0.107,?,?
?,?,?,0.08,?,?,0.0635,?,?
?,?,?,?,?,0.13,0.063,?,?
?,0.545,0.41,0.125,?,?,0.146,0.21,10
?,?,?,?,0.5915,?,0.1585,?,10
?,?,?,?,?,0.2555,0.102,0.22,10
?,?,?,0.105,?,?,?,?,9
?,?,?,0.15,?,?,?,?,?
?,?,0.305,?,?,?,?,?,?
0,0.47,?,0.105,?,?,?,0.14,8
?,?,?,0.085,?,?,0.0575,0.085,?
?,0.515,?,0.14,0.766,0.304,0.1725,?,13
?,0.37,0.265,?,?,0.09,?,?,?
?,0.36,0.28,?,?,?,?,?,5
1,?,?,0.06,?,0.0285,?,?,?
?,?,?,?,?,0.1075,?,?,?
?,?,?,?,?,?,?,0.08,?
2,0.7,?,0.16,1.7255,?,0.2635,0.54,?
2,?,0.54,0.165,1.959,?,?,0.78,?
2,?,?,?,1.262,0.4835,?,0.41,?
?,?,?,?,?,?,?,0.129,?
?,?,0.26,?,?,?,?,?,?
?,0.35,?,0.095,?,?,?,?,?
?,0.265,0.2,?,0.0975,?,0.0205,?,?
?,?,?,0.115,?,0.1635,?,0.1355,7
?,0.305,0.23,?,?,?,0.0345,0.048,?
?,?,0.255,?,?,0.094,0.0295,?,?
?,0.405,0.325,?,0.3555,?,?,?,8
?,?,0.285,?,?,?,?,0.0925,?
?,?,0.445,?,?,0.341,0.2055,?,?
?,0.55,?,0.145,?,0.295,?,0.2665,?
?,0.65,?,?,1.3445,?,?,?,15
?,0.56,0.455,0.155,?,?,?,?,10
2,?,?,0.13,?,0.2075,?,?,?
?,0.49,0.38,?,?,?,?,0.174,9
?,?,?,0.12,0.515,0.224,?,0.1565,?
?,0.28,0.205,0.08,?,0.052,?,0.042,?
1,?,?,?,?,0.0105,?,?,4
1,?,?,?,0.03,?,0.008,0.01,3
2,?,?,?,?,?,?,?,14
?,?,?,0.185,?,?,0.2585,0.335,?
?,0.635,?,?,1.3715,0.5065,0.305,0.45,?
0,0.605,?,?,?,?,?,?,9
0,?,?,?,?,?,0.1495,0.31,?
?,?,?,0.13,?,0.32,0.131,?,?
?,0.575,?,0.19,?,?,?,0.34,?
2,?,?,?,?,?,?,?,15
?,?,?,?,?,0.374,?,?,12
?,?,0.46,0.165,1.124,?,?,?,?
?,0.605,?,?,1.056,0.4215,?,?,?
?,?,?,?,1.222,?,?,0.28,?
?,0.61,?,?,?,?,0.297,?,?
0,?,?,0.21,2.141,?,0.398,1.005,?
0,?,?,?,?,?,?,?,?
?,?,?,0.19,?,1.0705,0.483,0.725,13
?,?,?,?,2.124,?,0.4515,0.85,?
?,?,0.57,?,1.842,?,0.408,?,?
?,?,0.56,0.22,1.981,?,?,?,?
?,?,0.515,0.175,1.6185,?,?,?,?
?,0.695,?,0.215,?,0.7125,?,?,?
0,0.53,0.395,?,?,?,0.169,0.255,6
?,?,?,?,?,?,?,0.285,?
?,?,?,?,?,0.32,?,?,?
1,?,0.16,?,0.048,?,?,0.015,?
?,?,?,0.09,?,?,?,0.075,?
?,?,0.21,?,0.125,0.06,?,?,?
?,?,?,?,?,?,0.0475,0.05,?
1,?,0.16,0.045,?,?,?,?,3
?,?,?,0.15,0.97,?,0.2165,?,10
?,0.57,?,?,?,0.399,?,0.295,?
2,0.64,?,?,1.368,?,?,0.57,?
0,?,?,?,?,?,0.268,?,9
0,0.62,0.475,0.175,1.0165,?,?,0.325,?
0,0.645,?,?,?,?,?,0.46,11
2,?,?,?,?,0.5455,0.2965,?,?
0,?,0.48,?,?,0.392,?,?,?
0,?,?,?,?,?,?,0.38,9
0,0.63,0.48,?,?,?,?,?,?
0,?,0.46,0.17,0.9325,?,?,?,?
2,?,?,0.18,1.1595,0.4845,0.2165,0.325,?
?,0.61,?,0.17,1.0225,0.419,?,?,11
?,?,?,0.15,?,?,0.1815,0.36,?
1,?,?,?,?,0.092,?,0.15,?
?,?,0.4,0.14,0.8145,0.459,?,?,?
?,?,?,?,?,0.346,0.1535,0.245,?
0,?,0.41,0.15,0.644,?,0.145,0.21,10
2,?,0.5,?,?,?,?,?,?
?,?,?,0.16,0.922,?,?,?,14
?,0.585,0.46,0.185,0.922,0.3635,?,?,9
0,?,?,?,0.4165,?,?,0.135,?
?,?,0.4,?,?,?,?,?,?
?,0.5,0.4,0.145,?,?,?,?,?
0,?,?,0.17,0.8155,0.2985,?,?,12
2,0.42,0.335,?,0.369,?,?,?,?
?,?,?,0.14,0.482,?,?,?,?
1,0.4,?,?,0.315,?,0.067,?,?
?,0.435,?,?,?,0.1495,?,?,7
?,0.525,?,?,?,?,?,0.31,12
1,?,0.28,?,?,0.122,?,?,?
?,?,?,?,0.6345,?,?,?,?
?,0.335,0.25,0.09,0.181,?,0.0415,?,?
0,?,?,?,?,?,0.0785,?,?
2,?,0.405,0.14,0.6155,0.241,0.1355,0.205,8
0,0.485,?,?,?,?,?,?,?
?,?,?,?,?,0.244,?,?,9
?,0.45,?,?,?,?,?,0.135,?
?,?,?,0.12,?,?,?,?,6
?,0.47,?,?,?,0.1665,0.115,?,9
?,?,?,?,0.32,0.1305,?,0.105,?
?,?,?,?,?,0.1785,0.1125,0.14,?
?,?,?,0.145,0.5175,?,?,?,10
?,0.49,?,?,?,?,?,0.19,?
?,0.445,?,?,?,0.181,0.125,?,10
?,?,?,0.105,0.3265,?,?,?,9
?,?,0.37,?,0.45,?,?,?,8
?,0.39,?,?,0.3055,?,0.082,0.09,?
1,0.365,0.27,0.085,?,?,0.0485,0.07,6
?,?,?,?,?,?,?,0.35,?
0,?,?,?,0.783,0.2935,?,?,?
?,0.555,0.445,0.135,?,0.336,?,0.275,?
2,0.565,?,0.175,?,0.31,?,?,?
?,0.625,?,0.215,?,0.496,?,?,?
1,?,?,0.075,?,?,?,0.035,?
1,?,0.35,?,?,0.1815,?,?,?
?,?,?,?,0.124,?,0.032,?,?
?,0.075,0.055,?,?,0.001,?,?,0
1,?,?,?,0.013,?,?,0.004,?
1,0.11,0.09,0.03,0.008,?,0.002,0.003,?
1,?,?,?,0.021,0.0075,?,?,?
2,?,?,0.16,0.9425,0.3495,?,?,16
?,?,?,?,?,?,?,?,?
?,0.23,?,?,?,?,?,?,?
?,0.3,?,?,?,0.0435,?,0.04,?
1,0.33,?,?,?,0.063,?,0.06,?
?,?,?,0.085,?,0.0705,?,0.06,9
1,?,0.245,?,0.1585,0.0635,?,?,?
?,?,0.275,0.085,?,0.0745,0.0415,?,?
?,?,?,?,0.156,?,?,?,?
?,0.345,0.27,0.11,?,?,?,?,6
?,?,0.25,0.105,0.1715,0.0655,0.035,?,6
?,0.59,?,?,1.1235,?,?,0.36,?
0,?,?,?,?,?,?,0.3,?
?,?,?,0.185,?,?,?,?,?
2,0.6,?,?,?,?,0.2775,?,14
?,?,0.45,0.175,?,0.3835,?,?,?
?,?,?,0.185,?,?,?,?,?
2,0.545,0.46,?,0.8975,0.341,?,?,9
?,?,?,?,?,0.605,?,?,14
0,?,?,?,?,0.4775,?,0.295,?
?,?,?,?,?,?,?,0.26,?
0,?,?,?,?,0.3675,?,?,11
2,?,0.42,0.165,?,0.319,?,?,?
1,0.245,?,?,?,?,?,0.026,?
?,?,?,0.08,?,0.0465,?,0.04,?
0,0.46,0.38,?,?,?,?,?,10
?,?,?,0.15,0.895,0.3615,0.186,?,?
?,?,?,0.11,0.2925,0.1225,?,?,7
2,?,0.39,?,0.6355,?,?,0.255,?
0,?,0.36,0.125,?,0.2035,0.1,?,12
?,?,?,?,1.779,?,0.2855,?,?
?,0.59,0.5,0.2,1.187,?,0.2705,?,?
2,0.62,0.485,0.205,1.219,?,?,?,13
?,?,0.505,0.225,?,?,?,0.45,?
2,0.63,?,?,1.259,?,?,?,12
?,?,?,0.215,1.844,?,?,0.585,?
?,0.66,?,?,?,0.493,?,?,?
?,0.61,?,0.24,1.642,?,?,?,?
2,0.635,?,?,?,?,0.3115,0.43,?
?,?,?,?,0.712,?,?,?,10
?,0.535,?,?,0.8415,0.314,0.1585,?,?
?,?,0.285,?,?,0.0915,?,0.075,6
?,?,0.355,?,?,?,?,?,?
?,0.485,?,?,?,?,?,0.225,?
2,?,0.38,?,?,?,?,?,?
?,0.535,?,0.17,0.879,?,0.1965,0.285,?
?,0.53,?,?,0.699,0.288,?,?,9
0,?,?,?,0.6445,0.242,0.1325,?,?
2,?,0.355,0.125,0.4775,?,?,?,8
0,0.535,?,?,0.8105,0.3155,?,?,9
?,?,?,?,?,?,?,?,?
0,?,0.505,?,?,0.501,?,0.355,?
?,?,0.475,0.165,?,0.428,0.2205,?,14
0,?,?,0.175,1.013,0.342,?,0.35,?
?,?,?,?,1.0575,?,?,?,25
1,?,?,0.085,0.128,0.049,?,?,5
?,0.275,0.205,?,?,0.045,?,?,5
?,?,?,?,?,0.039,?,0.03,?
?,?,?,0.14,0.549,0.2215,0.1275,?,?
2,?,?,?,?,?,?,?,?
?,0.405,0.305,0.095,0.3485,?,?,?,?
?,0.54,?,?,?,?,?,?,12
?,0.37,?,0.1,?,0.1065,?,?,?
?,?,?,0.1,?,?,?,?,?
?,?,0.36,?,?,0.182,0.114,0.15,?
?,?,0.145,?,0.037,0.0125,0.0095,?,?
?,?,0.12,?,0.0215,0.007,?,0.005,?
?,0.645,?,?,1.5415,0.471,?,?,?
?,0.55,?,0.125,?,?,0.1635,?,?
2,0.57,?,0.145,?,?,?,0.275,?
?,0.63,0.485,?,?,?,0.3055,?,20
2,0.56,?,?,?,?,0.2045,0.265,?
2,?,?,0.195,?,?,0.3235,?,?
?,0.62,0.47,?,?,0.381,?,?,?
?,?,0.485,?,1.3,?,?,0.46,?
?,?,?,0.11,0.4585,?,0.067,?,?
0,?,?,?,?,0.576,?,?,13
?,0.45,0.35,?,?,?,0.1015,0.12,?
0,?,?,?,0.8365,0.315,0.1385,0.32,17
?,0.33,?,?,0.172,?,0.0255,?,?
1,?,?,?,?,?,0.022,0.03,4
?,?,?,?,?,?,?,0.015,?
2,?,0.31,0.1,?,?,?,0.1,?
1,?,?,0.07,0.1055,?,0.041,0.035,?
2,?,?,?,?,?,?,?,?
?,?,0.275,?,?,?,0.053,0.08,?
?,0.32,0.255,?,0.1755,0.073,0.0415,0.065,?
2,?,?,?,?,?,?,0.205,?
?,0.36,?,?,0.241,0.0865,?,?,7
?,?,0.28,?,?,?,0.04,0.09,?
?,0.5,?,?,?,0.2135,?,0.2,11
0,0.4,?,?,?,?,?,0.095,?
1,?,0.22,?,?,?,?,0.035,4
?,0.235,?,0.04,?,?,?,0.02,?
?,0.74,0.6,?,?,0.598,?,0.71,15
?,0.62,0.465,?,?,?,0.3175,?,?
?,0.6,?,0.19,?,0.403,?,?,13
2,?,?,?,?,?,?,0.425,?
?,0.62,0.475,?,?,?,?,0.33,?
0,?,?,?,?,0.406,0.2505,?,?
2,0.575,?,?,?,?,?,?,?
?,0.62,?,0.205,1.3475,0.4775,?,?,13
?,0.62,0.465,0.185,1.274,0.579,?,?,?
0,?,0.375,?,?,?,?,?,11
?,?,?,0.155,?,0.3005,0.152,?,7
?,?,?,?,?,?,?,?,?
0,0.525,?,?,0.756,?,?,?,?
?,?,0.26,?,?,?,0.0555,0.055,?
1,?,?,?,?,?,?,0.09,?
2,?,0.48,0.15,?,0.56,?,?,13
?,0.61,?,?,1.153,0.536,0.2905,0.245,7
0,0.585,?,?,?,?,0.1635,?,21
2,0.57,0.46,?,0.9535,0.4465,0.2065,?,?
?,?,?,?,?,?,?,0.22,?
2,0.635,?,?,1.275,?,?,?,?
?,0.7,0.58,?,?,0.7415,?,0.58,19
2,?,?,?,1.587,?,?,0.395,12
?,0.645,0.525,0.19,?,?,?,?,17
2,?,?,0.215,?,?,?,0.7,16
?,0.685,0.545,?,?,0.7495,0.392,0.485,?
?,0.605,0.49,0.18,?,0.48,0.287,?,?
0,?,?,?,?,?,?,?,?
?,?,?,?,1.4225,0.61,?,?,19
0,?,0.48,?,1.029,0.4085,0.2705,?,?
?,?,?,0.175,1.186,0.4985,?,?,11
2,0.63,?,?,?,?,?,0.355,?
?,?,?,?,?,0.4405,0.1655,?,?
0,?,0.455,0.12,1.0735,?,?,?,?
?,0.63,?,?,?,?,0.2765,?,?
0,0.69,?,?,?,0.68,?,0.47,16
?,?,0.545,0.165,?,?,?,?,15
0,?,0.565,?,1.7605,?,?,?,?
0,0.68,0.58,0.2,1.787,0.585,?,0.6,?
0,?,?,0.17,1.31,?,0.314,0.42,?
2,0.685,?,0.15,?,0.4635,?,?,12
?,?,0.545,?,?,0.6845,?,0.605,?
2,0.63,?,?,1.1775,?,0.3365,0.285,?
0,?,?,?,?,0.4995,?,?,?
?,?,0.465,?,?,?,0.183,?,?
0,?,0.495,0.185,1.1085,?,?,?,?
?,?,?,?,1.1405,0.3755,?,?,?
2,0.535,?,?,0.791,0.33,?,?,9
2,?,?,0.135,0.663,0.313,0.137,0.2,9
?,0.47,?,?,?,0.226,?,?,11
?,?,0.425,?,?,?,0.21,?,?
?,0.455,0.37,?,0.4925,0.216,?,?,?
?,?,0.42,?,?,?,?,?,?
2,0.46,0.38,?,?,?,0.1225,?,9
2,0.49,?,0.125,?,0.239,0.1435,?,?
?,?,0.375,0.12,0.471,0.222,?,?,8
1,0.415,0.325,0.1,?,?,0.0595,?,?
2,?,0.375,0.125,?,0.277,0.115,?,?
0,?,?,0.125,?,0.252,0.137,0.18,?
1,?,?,0.095,0.25,0.1075,?,0.08,?
1,?,0.275,0.095,?,0.0755,0.0535,?,?
?,?,?,0.1,0.302,?,0.064,?,10
0,?,?,0.14,?,?,?,?,?
?,?,0.38,0.145,0.5865,0.2385,0.144,?,?
?,?,0.44,0.15,?,?,?,0.26,?
?,0.585,?,?,0.987,0.4355,?,?,?
0,0.485,0.365,?,0.5885,?,0.131,?,?
?,?,?,0.135,0.7225,?,0.1625,?,?
0,?,?,?,?,?,?,?,6
?,?,?,?,0.6935,0.3115,?,?,9
1,0.44,0.345,0.12,?,?,?,0.11,6
?,?,0.44,0.15,0.8425,?,0.1985,0.24,?
?,?,?,?,?,?,?,0.15,?
2,0.59,?,?,0.911,?,0.182,0.29,?
?,0.555,?,0.145,0.915,?,0.246,?,10
2,0.57,?,0.095,0.827,?,0.2215,?,?
2,0.59,?,0.165,1.1045,?,0.2425,0.34,?
?,?,0.475,0.12,?,0.41,0.2115,?,?
0,0.58,?,0.12,0.9935,?,?,0.28,10
?,0.545,?,0.12,0.8565,0.3475,?,0.24,11
?,?,?,0.17,?,?,?,?,13
0,?,0.47,?,1.0325,0.3605,?,0.36,?
?,?,0.5,?,1.3135,?,?,?,19
?,?,?,0.165,?,?,?,?,?
?,0.63,0.5,?,?,?,0.199,?,?
2,0.545,0.41,?,0.625,?,0.16,0.235,?
0,?,?,?,?,?,?,?,?
?,?,0.38,?,?,0.2165,?,?,10
0,?,0.39,?,?,?,?,?,?
1,?,?,0.07,?,?,0.0235,?,7
?,0.26,?,?,?,0.037,?,?,5
?,0.58,?,0.175,?,?,?,?,?
?,?,?,?,?,?,0.2435,?,17
2,0.6,0.5,?,?,0.3995,?,?,18
