@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real


@data

?,?,64.0,85.0,123.0,82.0,?,101.0,84.0,78.0,?,91.0,94.0,70.0,?,622.0,?,?,586.0,?,600.0,431.0,618.0,?,?,313.0,?,?,?,529.0,?,463.0,?,530.0,?,?,?,?,222.0,380.0,0.230400011,?,?,0.13440001,?,0.316800028,?,0.110400006,?,?,0.129600003,0.105600007,?,0.13440001,0.387096763,?,0.225806445,0.290322572,0.354838699,0.258064508,?,0.225806445,?,0.322580636,0.290322572,?,0.354838699,0.258064508,?,?,0.288018425
90.0,?,99.0,83.0,?,101.0,?,94.0,?,?,91.0,109.0,90.0,70.0,?,?,431.0,794.0,?,479.0,?,?,773.0,?,?,349.0,502.0,?,361.0,332.0,?,?,?,739.0,341.0,685.0,?,?,240.0,?,0.13440001,0.129600003,?,0.124800004,0.129600003,0.18720001,0.393600017,?,?,0.153600007,0.393600017,0.278400004,0.158400014,?,?,0.258064508,?,?,0.225806445,0.225806445,0.322580636,0.225806445,0.225806445,?,?,0.258064508,0.387096763,?,?,0.186514294,?
87.0,?,?,?,?,73.0,96.0,62.0,?,?,116.0,105.0,?,?,450.0,?,458.0,468.0,499.0,?,436.0,?,?,522.0,?,?,542.0,?,?,375.0,?,?,322.0,?,?,817.0,?,859.0,?,469.0,0.18720001,0.297600001,?,0.124800004,?,?,?,0.292800009,0.105600007,0.163200006,?,?,?,?,0.387096763,0.322580636,0.290322572,0.258064508,0.258064508,0.290322572,0.258064508,0.225806445,?,?,0.322580636,0.225806445,?,0.225806445,83.57142857,0.186171434,0.271889393
?,?,62.0,72.0,?,94.0,?,?,73.0,?,79.0,92.0,83.0,?,535.0,?,?,513.0,?,?,576.0,449.0,?,1236.0,?,318.0,493.0,464.0,353.0,413.0,441.0,401.0,?,487.0,345.0,640.0,?,402.0,?,?,?,?,0.278400004,?,?,?,0.465600014,?,?,0.129600003,?,0.120000005,?,?,0.225806445,?,0.290322572,?,?,?,?,0.225806445,?,0.258064508,?,0.225806445,0.322580636,0.322580636,81.42857143,?,0.278801835
89.0,72.0,82.0,82.0,?,?,68.0,88.0,?,65.0,81.0,92.0,?,68.0,?,363.0,530.0,?,547.0,?,458.0,433.0,1569.0,537.0,?,344.0,?,339.0,?,?,?,?,611.0,?,345.0,?,?,?,?,657.0,0.120000005,?,0.144000009,?,?,?,0.148800001,0.120000005,0.124800004,0.144000009,?,?,0.120000005,0.307200015,0.258064508,0.290322572,0.290322572,?,0.290322572,?,0.258064508,0.290322572,0.225806445,0.322580636,?,0.225806445,0.290322572,0.387096763,?,?,0.28341013
82.0,?,91.0,65.0,130.0,?,?,?,?,73.0,85.0,94.0,?,74.0,?,?,525.0,?,?,442.0,?,477.0,844.0,476.0,?,345.0,485.0,?,350.0,?,?,409.0,?,?,?,772.0,403.0,435.0,251.0,381.0,?,0.124800004,?,0.153600007,?,?,0.163200006,0.105600007,0.110400006,0.216000006,?,?,?,0.129600003,?,0.322580636,0.354838699,0.322580636,0.290322572,0.225806445,?,?,0.225806445,?,?,?,0.322580636,0.193548381,86.64285714,?,0.28341013
100.0,72.0,?,53.0,?,119.0,?,?,?,63.0,75.0,109.0,?,64.0,405.0,783.0,?,?,?,578.0,?,509.0,1049.0,457.0,533.0,352.0,?,305.0,711.0,?,301.0,?,459.0,605.0,?,?,?,?,?,352.0,?,0.249600008,?,0.259200007,0.105600007,?,0.542400002,?,?,0.120000005,?,0.120000005,?,?,?,0.193548381,?,?,?,?,0.483870953,0.290322572,?,0.322580636,?,0.258064508,?,?,80.5,0.188228576,0.301843309
?,?,?,118.0,?,102.0,89.0,?,?,129.0,126.0,?,?,?,?,499.0,376.0,532.0,?,681.0,?,?,?,341.0,?,412.0,?,1329.0,381.0,231.0,?,640.0,?,409.0,?,640.0,212.0,?,263.0,?,0.379200011,?,1.003200054,0.974400043,0.196800008,?,?,?,?,?,?,?,0.163200006,0.302400023,0.258064508,0.258064508,0.516129017,?,?,0.258064508,?,?,0.193548381,?,?,?,0.290322572,0.45161289,?,?,0.334101373
?,104.0,147.0,?,79.0,129.0,88.0,69.0,?,146.0,126.0,139.0,?,?,418.0,?,556.0,611.0,501.0,476.0,458.0,?,888.0,326.0,387.0,379.0,642.0,?,291.0,?,?,?,?,?,?,768.0,180.0,261.0,240.0,513.0,0.124800004,?,0.940800071,?,0.158400014,?,?,0.096000001,0.091200002,?,?,0.100800008,?,0.302400023,0.290322572,?,0.419354826,?,0.354838699,?,0.516129017,?,0.322580636,0.419354826,0.354838699,0.225806445,0.290322572,?,116.0,?,0.361751141
