@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,?,small,low,unacc
vhigh,vhigh,2,2,small,med,unacc
?,vhigh,?,2,small,high,?
vhigh,vhigh,2,2,med,low,unacc
vhigh,?,?,2,med,med,unacc
vhigh,vhigh,2,2,med,?,unacc
vhigh,vhigh,2,2,big,low,unacc
vhigh,vhigh,2,2,big,med,unacc
vhigh,vhigh,?,?,big,high,?
?,vhigh,?,4,?,low,unacc
?,?,2,4,small,?,unacc
vhigh,vhigh,?,?,small,high,unacc
vhigh,vhigh,?,?,?,low,?
vhigh,vhigh,2,4,med,med,?
vhigh,vhigh,?,?,med,high,unacc
vhigh,?,2,4,?,low,unacc
vhigh,vhigh,2,4,big,med,unacc
vhigh,vhigh,2,4,big,high,unacc
vhigh,vhigh,2,more,small,low,unacc
vhigh,vhigh,2,more,small,med,?
vhigh,vhigh,2,more,small,high,unacc
vhigh,vhigh,2,more,?,?,unacc
vhigh,?,2,more,?,med,unacc
vhigh,vhigh,2,more,med,high,?
vhigh,?,2,more,big,low,unacc
vhigh,vhigh,2,more,?,med,?
vhigh,vhigh,2,more,big,high,?
vhigh,?,3,2,small,?,unacc
vhigh,vhigh,3,2,small,med,unacc
vhigh,vhigh,3,2,small,high,unacc
vhigh,?,?,2,med,low,unacc
vhigh,vhigh,?,2,?,med,unacc
?,vhigh,3,2,?,high,?
?,?,3,2,big,low,unacc
vhigh,vhigh,3,2,big,?,?
vhigh,vhigh,3,2,?,high,unacc
?,vhigh,3,4,small,?,?
?,vhigh,3,4,small,?,unacc
vhigh,?,3,4,small,high,unacc
vhigh,vhigh,?,4,?,low,?
vhigh,?,?,?,med,med,unacc
vhigh,vhigh,3,4,med,high,?
vhigh,vhigh,3,4,big,?,unacc
vhigh,vhigh,3,?,big,med,?
?,vhigh,3,4,big,?,unacc
?,vhigh,?,more,small,?,unacc
vhigh,vhigh,?,more,?,med,unacc
?,?,3,more,small,high,unacc
?,?,3,more,med,low,unacc
vhigh,?,?,more,?,med,unacc
vhigh,vhigh,3,more,med,high,unacc
?,vhigh,3,more,big,?,unacc
vhigh,vhigh,?,more,?,med,?
vhigh,vhigh,3,?,big,high,?
vhigh,?,4,2,?,low,unacc
vhigh,vhigh,4,?,small,?,unacc
vhigh,vhigh,4,2,?,high,unacc
?,?,4,?,?,low,unacc
vhigh,vhigh,4,2,?,med,unacc
vhigh,vhigh,?,2,?,high,unacc
vhigh,vhigh,4,2,?,?,unacc
vhigh,vhigh,4,2,big,?,?
?,?,4,?,big,?,unacc
vhigh,?,4,?,?,low,unacc
vhigh,?,4,4,small,med,unacc
?,vhigh,4,?,?,high,unacc
vhigh,?,4,4,med,low,unacc
vhigh,?,4,4,med,med,unacc
vhigh,vhigh,?,4,?,high,unacc
vhigh,?,?,4,big,low,unacc
vhigh,vhigh,4,4,?,?,unacc
vhigh,vhigh,4,4,big,high,unacc
vhigh,vhigh,4,?,small,low,unacc
vhigh,vhigh,4,more,small,med,unacc
vhigh,vhigh,4,more,small,high,?
vhigh,?,4,more,med,?,unacc
vhigh,vhigh,4,more,med,med,unacc
?,vhigh,4,more,med,high,unacc
vhigh,?,?,more,big,low,unacc
?,vhigh,4,more,big,med,?
vhigh,vhigh,4,more,big,high,unacc
vhigh,vhigh,5more,2,?,low,unacc
vhigh,vhigh,?,?,small,med,unacc
vhigh,vhigh,5more,2,small,high,unacc
vhigh,vhigh,5more,?,med,?,unacc
vhigh,vhigh,?,2,med,med,?
vhigh,vhigh,?,2,med,high,unacc
?,?,?,?,?,low,unacc
vhigh,?,5more,2,big,?,unacc
vhigh,vhigh,?,2,big,?,unacc
vhigh,vhigh,?,4,small,low,unacc
?,?,5more,4,?,?,?
vhigh,vhigh,5more,4,small,high,unacc
vhigh,vhigh,5more,4,med,low,?
?,vhigh,?,?,med,med,unacc
vhigh,vhigh,5more,4,med,high,unacc
vhigh,vhigh,5more,4,big,low,unacc
vhigh,vhigh,5more,4,big,med,unacc
?,vhigh,5more,?,big,high,unacc
vhigh,vhigh,5more,more,small,low,unacc
vhigh,vhigh,5more,more,?,med,unacc
vhigh,vhigh,5more,more,small,high,unacc
?,vhigh,5more,more,med,low,?
vhigh,vhigh,?,more,med,med,unacc
vhigh,vhigh,5more,more,med,high,unacc
vhigh,?,5more,?,big,low,unacc
