@relation dataset

@attribute attr_4 real
@attribute attr_5 {NO, YES}
@attribute attr_7 {NO, YES}
@attribute attr_8 {BENTON, UDDEHOLM}
@attribute attr_10 {COATED, UNCOATED}
@attribute attr_11 {COATED, COVER, UNCOATED}
@attribute attr_12 {NO, YES}
@attribute attr_13 {LINE, NAPTHA, XYLOL}
@attribute attr_14 {NO, YES}
@attribute attr_15 {Albert70, Motter70, Motter94, WoodHoe70}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {CATALOG, SPIEGEL, TABLOID}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {band, noband}


@data

?,?,YES,BENTON,UNCOATED,?,NO,LINE,YES,Motter94,821.0,2.0,TABLOID,1911.0,55.0,46.0,0.2,17.0,78.0,0.75,20.0,13.1,1700.0,50.5,36.4,?,0.0,?,1.0,34.0,40.0,105.0,?,band
39039.0,YES,YES,?,UNCOATED,UNCOATED,?,LINE,YES,WoodHoe70,816.0,?,?,1910.0,52.0,?,0.3,16.0,?,?,?,5.6,1467.0,55.6,?,0.0,0.0,?,1.3,40.0,40.0,108.06,?,noband
37351.0,?,YES,BENTON,UNCOATED,COATED,NO,LINE,?,WoodHoe70,816.0,2.0,?,?,50.0,46.0,0.3,?,80.0,0.75,?,0.0,?,57.5,42.5,5.0,0.0,?,0.6,?,40.0,?,100.0,noband
38039.0,YES,?,BENTON,UNCOATED,UNCOATED,?,?,?,?,?,2.0,CATALOG,1910.0,?,?,?,16.8,?,0.4375,28.0,8.6,1467.0,?,37.6,5.0,0.0,?,?,40.0,40.0,?,100.0,?
35751.0,NO,?,?,COATED,?,NO,LINE,?,Motter94,?,2.0,?,1911.0,50.0,46.0,0.3,16.5,75.0,0.75,?,0.0,2600.0,62.5,37.5,6.0,?,2.5,0.6,30.0,40.0,?,100.0,?
35751.0,NO,?,?,COATED,?,?,LINE,?,Motter94,827.0,9.0,TABLOID,1911.0,?,?,?,16.5,75.0,?,?,?,2600.0,62.5,37.5,6.0,?,2.5,1.1,?,40.0,?,100.0,?
?,YES,YES,BENTON,UNCOATED,UNCOATED,NO,?,YES,Albert70,?,7.0,?,?,50.0,45.0,?,12.0,?,0.75,60.0,0.0,?,60.2,39.8,1.5,0.0,3.0,1.0,?,?,?,100.0,band
37000.0,YES,?,BENTON,?,UNCOATED,NO,?,YES,WoodHoe70,?,?,CATALOG,1911.0,65.0,43.0,0.333,16.0,?,?,32.0,22.7,?,?,?,?,?,3.0,1.0,38.0,40.0,?,100.0,noband
37000.0,YES,YES,BENTON,UNCOATED,UNCOATED,?,?,YES,?,815.0,?,?,1910.0,?,43.0,?,16.0,68.0,0.75,?,15.5,1750.0,48.5,35.9,0.0,0.0,3.0,1.0,38.0,?,106.6,?,noband
35539.0,YES,?,BENTON,?,?,NO,?,YES,Motter94,?,2.0,TABLOID,1911.0,?,?,0.367,14.0,?,0.75,?,?,1700.0,?,36.8,0.0,0.0,2.5,1.0,38.0,40.0,105.0,?,band
?,?,?,BENTON,UNCOATED,UNCOATED,NO,LINE,?,Motter94,?,7.0,TABLOID,1911.0,50.0,50.0,0.3,?,70.0,1.0,?,?,?,50.0,40.0,0.0,0.0,?,?,38.0,40.0,106.66,100.0,band
?,YES,YES,?,?,UNCOATED,NO,LINE,YES,?,821.0,?,?,1911.0,?,45.0,0.3,?,70.0,?,25.0,0.0,1500.0,59.5,?,?,?,2.0,1.0,?,40.0,100.0,100.0,band
35539.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,?,821.0,2.0,TABLOID,1911.0,?,43.0,0.267,16.0,75.0,1.0,?,15.8,1600.0,?,34.7,0.0,0.0,2.5,1.0,38.0,?,103.22,100.0,noband
?,?,YES,BENTON,?,COATED,NO,?,?,?,?,2.0,TABLOID,1911.0,50.0,45.0,?,?,70.0,0.8125,30.0,0.0,2400.0,?,41.2,0.0,0.0,?,1.0,?,40.0,?,100.0,noband
35751.0,NO,?,BENTON,?,COATED,NO,?,YES,Motter94,?,9.0,TABLOID,1911.0,?,45.0,0.2,15.0,?,?,30.0,?,2400.0,62.5,37.5,0.0,0.0,1.0,1.0,30.0,40.0,107.4,100.0,noband
37340.0,NO,?,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824.0,2.0,TABLOID,1911.0,30.0,43.0,0.2,16.3,70.0,?,25.0,1.2,2200.0,?,?,?,?,2.0,?,30.0,?,?,?,?
35816.0,?,YES,BENTON,COATED,COATED,NO,LINE,YES,?,?,?,?,1911.0,40.0,?,?,15.8,?,1.0,?,0.0,2000.0,62.5,?,0.0,0.0,2.5,1.0,?,40.0,107.4,100.0,band
?,NO,YES,?,COATED,?,?,?,?,Motter94,827.0,9.0,?,1911.0,?,42.0,0.2,?,74.0,1.0,25.0,?,2100.0,?,34.5,0.0,0.0,2.3,0.7,35.0,40.0,?,100.0,?
?,NO,YES,BENTON,COATED,COATED,NO,LINE,?,Motter94,?,9.0,?,1911.0,45.0,?,0.2,?,70.0,?,20.0,8.0,?,57.5,34.5,0.0,0.0,2.0,?,?,40.0,107.4,?,?
37352.0,NO,?,?,UNCOATED,COATED,?,LINE,?,?,?,9.0,?,1911.0,50.0,45.0,?,?,76.0,1.0,30.0,8.0,?,?,34.5,0.0,0.0,?,?,35.0,40.0,?,100.0,noband
37352.0,NO,YES,?,UNCOATED,COATED,?,?,YES,Motter94,827.0,2.0,TABLOID,1911.0,?,45.0,0.3,15.2,?,?,25.0,5.9,2150.0,58.8,35.3,?,0.0,2.5,1.0,35.0,40.0,107.4,100.0,noband
?,?,?,BENTON,COATED,COATED,NO,?,?,Motter94,828.0,2.0,TABLOID,1910.0,30.0,?,0.233,17.0,?,0.75,?,0.0,2200.0,58.8,41.2,0.0,?,?,?,33.0,40.0,106.45,?,?
37352.0,NO,YES,?,?,?,NO,LINE,?,WoodHoe70,815.0,2.0,TABLOID,?,?,44.0,?,16.0,90.0,0.75,28.0,20.0,2050.0,45.0,?,?,0.0,2.4,0.8,35.0,40.0,107.4,100.0,noband
37352.0,?,YES,BENTON,?,COATED,NO,LINE,YES,WoodHoe70,815.0,9.0,TABLOID,1911.0,?,44.0,0.2,16.5,91.0,0.75,?,21.7,2050.0,43.5,?,0.0,0.0,2.7,?,35.0,40.0,107.4,100.0,?
?,YES,?,BENTON,?,?,?,LINE,YES,Motter94,821.0,2.0,?,1911.0,?,44.0,0.267,?,?,?,?,7.6,1510.0,54.3,?,?,0.0,2.5,?,34.0,40.0,114.28,100.0,noband
25507.0,YES,?,BENTON,?,?,?,LINE,?,Motter94,821.0,7.0,TABLOID,?,?,44.0,?,?,69.0,0.625,20.0,?,1510.0,53.2,38.3,2.0,0.0,2.5,0.9,34.0,?,?,100.0,?
37080.0,?,YES,BENTON,COATED,COATED,?,LINE,?,?,828.0,2.0,?,1911.0,40.0,47.0,?,17.0,?,0.75,35.0,0.0,?,58.8,?,4.0,0.0,2.5,?,30.0,40.0,100.0,100.0,?
35334.0,YES,YES,BENTON,?,?,?,LINE,YES,?,816.0,?,?,1911.0,?,?,0.267,16.0,?,1.0,28.0,0.0,?,?,?,?,?,3.0,0.8,40.0,40.0,?,100.0,?
35334.0,?,YES,BENTON,UNCOATED,UNCOATED,?,?,YES,WoodHoe70,816.0,?,?,1911.0,?,43.0,?,15.0,82.0,1.0,31.0,7.6,?,54.3,38.0,4.0,0.0,2.5,?,40.0,?,?,100.0,noband
?,?,YES,BENTON,UNCOATED,COATED,NO,?,?,?,815.0,9.0,?,1911.0,37.5,44.0,0.3,?,85.0,?,34.0,?,1400.0,62.5,37.5,0.0,?,?,1.0,28.0,?,?,100.0,?
?,NO,?,?,UNCOATED,?,NO,LINE,YES,WoodHoe70,?,2.0,CATALOG,?,35.0,44.0,?,16.0,?,?,?,?,1400.0,?,34.9,0.0,0.0,3.0,1.0,28.0,?,?,100.0,?
?,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,?,?,?,1910.0,?,43.0,0.2,16.0,?,0.875,?,?,2270.0,?,44.4,12.0,?,2.0,1.0,30.0,40.0,103.22,?,noband
35752.0,NO,?,?,COATED,?,?,LINE,YES,Motter94,824.0,?,TABLOID,?,?,43.0,0.3,16.3,80.0,?,?,0.0,2270.0,?,?,12.0,0.0,1.5,?,?,40.0,103.22,?,?
?,NO,YES,BENTON,UNCOATED,COATED,?,LINE,YES,?,?,?,TABLOID,?,?,43.0,?,15.8,57.0,?,24.0,1.2,1480.0,58.1,40.7,0.0,0.0,1.4,?,33.0,40.0,?,100.0,noband
?,?,YES,?,UNCOATED,COATED,?,?,YES,Motter94,827.0,9.0,TABLOID,1911.0,?,43.0,0.233,16.6,58.0,0.75,?,7.9,1480.0,56.2,?,?,0.0,1.7,0.7,33.0,40.0,?,100.0,?
35752.0,NO,YES,?,?,COATED,NO,LINE,YES,?,824.0,2.0,TABLOID,?,?,?,?,?,?,0.8125,?,0.0,?,58.8,41.2,0.0,0.0,1.3,0.7,?,?,?,100.0,noband
?,NO,YES,BENTON,COATED,?,NO,?,YES,Motter94,821.0,2.0,TABLOID,1911.0,25.0,?,0.2,13.0,75.0,?,25.0,0.0,1600.0,57.5,42.5,?,?,2.5,0.85,?,40.0,?,100.0,noband
?,?,YES,BENTON,?,?,?,LINE,YES,?,?,?,?,1911.0,?,?,?,?,70.0,0.625,25.0,0.0,1600.0,?,?,5.0,?,?,0.9,30.0,40.0,?,?,?
37354.0,?,?,?,UNCOATED,UNCOATED,NO,?,YES,?,?,?,TABLOID,?,?,46.0,0.333,?,78.0,?,?,2.4,2000.0,?,36.6,0.0,0.0,2.4,1.3,35.0,?,?,?,noband
?,?,?,BENTON,UNCOATED,?,?,LINE,YES,?,?,2.0,TABLOID,?,45.0,41.0,0.333,17.0,78.0,0.75,16.0,14.1,1100.0,?,35.4,?,?,2.5,1.0,50.0,40.0,?,?,band
?,?,YES,BENTON,?,UNCOATED,NO,?,YES,?,?,2.0,?,1911.0,?,41.0,0.233,?,?,?,20.0,14.1,1300.0,?,35.4,4.0,?,2.5,1.0,?,40.0,96.97,100.0,?
35870.0,?,NO,BENTON,COATED,?,?,LINE,NO,?,824.0,2.0,TABLOID,1910.0,?,46.0,?,15.0,68.0,?,?,?,1700.0,?,?,0.0,0.0,1.0,?,33.0,40.0,?,100.0,?
35870.0,NO,NO,?,COATED,COATED,NO,?,NO,Motter94,?,9.0,TABLOID,1911.0,?,46.0,0.267,16.5,?,0.875,25.0,0.0,1700.0,58.8,41.2,0.0,?,?,?,33.0,40.0,?,100.0,?
35811.0,?,YES,?,COATED,COATED,?,LINE,?,?,815.0,?,SPIEGEL,?,?,35.0,0.233,?,?,0.625,30.0,?,2000.0,?,37.5,?,0.0,2.5,0.9,30.0,40.0,?,100.0,noband
?,?,?,BENTON,UNCOATED,?,?,LINE,YES,Albert70,802.0,?,?,1911.0,35.0,?,0.4,12.0,?,0.75,?,4.7,?,?,36.5,?,?,2.0,1.0,?,40.0,103.125,100.0,noband
?,?,?,BENTON,UNCOATED,COATED,NO,?,?,Albert70,802.0,2.0,CATALOG,?,35.0,?,0.433,16.0,70.0,0.75,50.0,?,?,?,?,0.0,?,2.8,1.5,28.0,?,103.125,100.0,noband
?,?,YES,BENTON,?,?,?,LINE,YES,?,821.0,7.0,TABLOID,1911.0,50.0,46.0,0.2,?,?,0.625,25.0,10.5,1750.0,?,?,?,?,2.4,0.8,?,40.0,96.97,100.0,?
37386.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,?,?,?,TABLOID,?,?,47.0,?,?,?,?,?,?,2100.0,?,36.3,16.0,?,?,1.0,40.0,40.0,?,?,band
37386.0,YES,YES,BENTON,UNCOATED,?,NO,LINE,?,?,?,?,?,?,?,?,?,?,77.0,0.75,20.0,9.4,?,52.1,38.5,?,?,?,1.0,40.0,?,103.22,100.0,?
37386.0,YES,?,?,UNCOATED,?,?,LINE,YES,?,827.0,9.0,?,1910.0,40.0,?,0.2,15.0,79.0,?,?,11.8,2000.0,?,?,?,0.0,2.5,?,?,40.0,103.22,100.0,noband
?,YES,?,?,UNCOATED,UNCOATED,NO,LINE,YES,?,?,9.0,?,1911.0,?,40.0,0.35,18.5,?,?,30.0,?,1900.0,62.5,?,?,?,?,1.4,40.0,40.0,106.45,?,?
37254.0,?,YES,BENTON,UNCOATED,?,NO,?,?,?,821.0,7.0,?,1911.0,42.5,41.0,?,?,?,0.625,20.0,?,1750.0,57.5,40.0,?,?,2.5,0.7,35.0,?,96.97,100.0,noband
?,NO,?,?,COATED,COATED,?,?,YES,Motter94,?,9.0,TABLOID,1910.0,35.0,39.0,0.2,16.2,84.0,1.0,?,?,2100.0,?,?,4.0,0.0,2.0,0.9,?,40.0,94.117,?,noband
47202.0,?,?,?,UNCOATED,UNCOATED,NO,XYLOL,YES,Albert70,802.0,2.0,?,1910.0,?,?,0.333,?,?,?,?,?,?,53.2,?,0.0,0.5,3.0,1.3,?,?,?,100.0,noband
?,NO,YES,BENTON,UNCOATED,UNCOATED,NO,?,?,WoodHoe70,?,2.0,?,1910.0,67.5,?,?,?,?,0.5,34.0,16.3,?,43.5,?,6.0,?,2.5,1.0,40.0,?,?,?,?
