@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real


@data

7.1612860000000005,?,?,?,-1.4995459999999998,-2.094097,0.5760000000000001,-1.205671,1.8491220000000002,-0.425598,-0.105672,?,1.788986,0.8497979999999999,?,0.537904,-0.11536800000000001,5.0695120000000005,6.007709999999999,0.8208690000000001,?,?,0.8592860000000001,2.0590650000000004,0.266773,?,-1.4210909999999999,?,-1.288109,1.4587379999999999,-0.7345079999999999,-0.092678,-0.571314,-0.14263399999999998,2.7486189999999997,3.099077,?,?,?,-0.173489,0.32461599999999996,-0.300817,0.47108900000000004,?,-0.979124,?,0.135963,-1.094049,?,?,?,?,1.094839,?,-0.8953709999999999,?,0.441859,0.389178,-0.944584,?,-1.504263,0.351267,-1.018726,-0.174878,-1.089543,?,-0.9147719999999999,-0.83625,-15.75,-47.95
0.22576300000000002,-0.094169,-0.603646,0.497745,0.874036,0.29028000000000004,-0.077659,-0.8873850000000001,?,-0.093963,0.029105000000000002,?,-0.034418000000000004,-6.07E-4,-1.587712,-0.134767,?,?,0.549205,-0.357172,-0.5784590000000001,?,-0.36999699999999996,-0.36039699999999997,-0.088276,-0.68448,?,0.263,?,?,?,0.9789959999999999,0.586847,0.7603449999999999,1.400111,0.9435870000000001,?,0.058298,?,-0.302481,-0.539966,?,-0.634147,?,-0.441251,?,?,0.212837,-0.038171,?,-0.15706199999999998,1.627259,?,-0.35780300000000004,-0.176835,0.406589,-0.623764,-0.653021,?,-0.947933,-0.495712,-0.465077,-0.157861,?,0.38095100000000004,1.088478,-0.12359500000000001,1.391141,14.91,-23.51
-0.692525,?,-0.788035,?,?,?,?,-0.6948949999999999,?,?,-0.9038930000000001,-0.791393,-1.6674630000000001,?,-0.151747,1.210807,1.045059,-0.6724760000000001,?,?,0.06994600000000001,?,0.5515369999999999,-0.705611,?,-0.365297,?,?,0.8700979999999999,1.483239,0.6140399999999999,1.568182,1.743709,1.388536,-0.694375,-0.285767,-0.29177800000000004,?,-0.35129699999999997,?,?,0.056928,?,?,?,?,1.612214,0.472009,1.060355,1.070834,0.408001,-0.654047,0.264883,-0.42147399999999996,-0.405171,?,0.06726,-1.1986569999999999,-0.7979539999999999,-0.556109,-0.637167,0.14726,0.217914,2.718442,0.9729190000000001,2.081069,1.3757629999999998,1.063847,12.65,-8.0
-0.7355619999999999,-0.684055,2.058215,0.716328,-0.011393,0.805396,1.497982,0.11475199999999999,?,0.052377,?,?,0.576029,0.400389,?,0.509497,1.303073,-0.05595599999999999,0.001966,2.255016,0.33208200000000004,-0.051894,0.376492,1.169377,-0.733187,0.672438,0.979776,0.39064699999999997,?,-0.675643,0.29299400000000003,0.349806,-0.058874,-0.521205,1.6582810000000001,?,2.535289,0.53778,?,?,0.7077289999999999,-1.0731549999999999,?,?,-0.304159,?,-0.200971,?,1.193691,?,-0.296156,2.301748,?,1.485531,-0.17918199999999998,0.11203800000000001,0.9831219999999999,0.788367,?,0.16661600000000001,-0.178325,-0.065059,?,?,?,-0.38500500000000004,-0.012326,-0.39219699999999996,9.03,38.74
0.570272,0.27315700000000004,-0.27921399999999996,0.08345599999999999,?,-0.869295,-0.265858,-0.40167600000000003,-0.8726389999999999,1.147483,?,1.8246380000000002,-0.861848,-0.229361,?,?,?,0.035642,?,?,?,-1.136788,-1.301985,-0.312192,-0.671557,-0.57933,-0.772117,?,-0.48382,0.068485,0.6827310000000001,0.8671770000000001,0.769446,1.226698,0.557925,0.17558800000000002,-0.32463800000000004,-0.089385,-0.186612,-0.415299,1.094179,0.298009,?,?,-0.388596,-0.013394,0.5170859999999999,0.12062200000000001,?,0.287059,?,0.984157,0.279686,-0.784654,-0.07859400000000001,-0.250279,-1.1693049999999998,-0.052780999999999995,?,-0.500785,?,-0.667912,-0.8201719999999999,?,0.30697399999999997,0.11965799999999999,0.271838,?,?,-6.85
0.059217,?,-0.703441,?,?,1.420526,0.46776599999999996,0.209594,?,1.239908,0.24149299999999999,-0.25838099999999997,?,?,0.250967,-0.106169,0.012665000000000001,1.2089370000000002,?,-0.499356,-0.812315,?,0.155801,0.45177399999999995,?,1.211973,0.22712100000000002,-0.626188,-0.09415499999999999,?,?,?,?,-0.42261800000000005,?,1.39226,?,?,?,?,0.056155,?,1.65977,-0.30201500000000003,0.164696,1.381299,-0.241382,0.089011,-0.454603,-0.398362,0.224597,2.9491330000000002,2.8565099999999997,0.03953,-0.196953,0.526687,1.241737,?,?,?,0.501017,-0.354263,?,0.060328,0.075293,-0.17038699999999998,-0.5061869999999999,?,12.65,-8.0
?,-0.310082,-0.7568159999999999,?,?,1.153469,?,1.491603,-0.10532799999999999,?,-1.7863529999999999,?,?,-0.074443,?,-1.292025,-0.49863500000000005,0.23400300000000002,0.192691,-0.503408,0.8418049999999999,1.1077549999999998,1.071172,?,?,?,2.3595610000000002,?,3.124184,2.729691,-0.30809899999999996,0.783713,-0.401309,?,?,0.895717,-0.546966,-0.175978,-0.26442899999999997,0.537875,0.639666,?,0.219421,0.5258010000000001,-0.166239,?,0.788395,-0.951622,?,-0.8832129999999999,?,2.1741490000000003,2.342965,0.11981199999999999,?,?,0.032481,?,?,1.34057,?,?,0.813016,1.101685,?,-0.280096,-0.995073,-0.872726,?,-8.0
?,?,-0.142764,?,?,0.338967,?,?,0.93385,0.415837,?,0.066638,0.110161,?,0.25071,-0.39371300000000004,?,0.204039,-0.070484,?,?,-0.060066999999999995,-0.014403999999999998,0.306607,?,?,-0.234756,?,0.106773,0.030839,?,-0.19157000000000002,-0.707671,-0.602817,?,0.41624399999999995,0.43127600000000005,-0.010920000000000001,0.6708350000000001,0.520563,0.455719,-0.256288,?,-0.610514,-0.405134,0.210483,-0.30205,-0.584585,-0.474667,?,-0.8445,?,1.262536,1.61191,-0.19997,?,?,?,?,-0.297578,-0.435378,-0.315558,0.329131,-0.136452,?,-0.392567,-0.636443,?,?,-17.41
?,0.22474899999999998,-0.418566,0.010736,0.160657,-0.046321,-0.302215,0.53456,?,-0.335905,-1.521909,1.397751,-0.698096,-1.014879,-0.043816,-1.296258,-0.250795,?,0.339704,-0.675542,-0.277438,?,?,?,?,-0.547585,-0.634372,?,-0.797222,-0.8038770000000001,-0.343827,-0.534766,-0.465054,?,1.127116,0.749075,-0.566006,0.556556,-0.465549,?,-1.003737,-1.1676360000000001,?,?,-0.760429,-0.723658,-0.41112299999999996,?,-0.771981,-0.8289200000000001,?,2.02009,2.130913,?,-0.2449,0.22960100000000003,-0.44277700000000003,-1.032297,-0.9762850000000001,-1.041671,?,-1.1271950000000002,-1.1168850000000001,?,?,-0.870768,-0.8340120000000001,-0.929364,52.5,?
-0.9057719999999999,-0.576675,-0.7154659999999999,-0.60378,?,1.131966,-0.38902600000000004,0.129503,1.017126,1.1909999999999998,0.341688,?,0.069222,-0.681996,?,-0.145094,-0.89865,-0.8621280000000001,-0.48049,-0.806471,-0.406467,0.354059,-0.665856,-0.932781,-0.585612,-0.004336,?,-0.328952,-0.750312,?,-0.844569,-1.07144,-0.914841,-1.0227680000000001,?,0.308584,0.204624,?,?,1.284289,-0.038567000000000004,-0.656155,?,0.217741,-0.259326,-0.6176189999999999,-1.066196,?,?,-0.836516,-0.8664870000000001,?,0.453316,?,?,0.9683440000000001,0.102125,-0.224016,-0.048418,0.033324,-0.42595500000000003,?,?,-0.937458,-0.584648,-1.092478,?,?,41.26,69.21
2.834796,2.245864,1.170607,-0.246254,-1.352507,?,?,-0.391462,-0.13333299999999998,-0.363592,-0.305596,?,?,0.373479,?,1.0233860000000001,?,?,1.539295,0.661773,-0.40415500000000004,-0.307166,0.554804,1.165859,0.278173,0.213137,1.0146979999999999,2.121636,1.237162,0.045092,?,-0.17709,0.022118000000000002,0.353721,?,1.559539,?,-0.054076,0.312897,3.887376,0.975458,1.427704,?,3.699058,3.3540019999999995,?,?,-0.432713,0.251023,0.9690209999999999,0.057635000000000006,0.438852,-0.9180969999999999,?,-0.223106,-0.735946,?,1.033002,-0.045136,?,0.41540600000000005,1.356588,0.35980300000000004,-0.638684,?,-0.067999,-0.348222,?,41.26,69.21
0.166401,-0.092392,?,0.5289510000000001,0.938844,-0.666654,0.162325,?,?,0.38366100000000003,0.41576599999999997,0.082902,-0.306643,-0.521139,?,-0.284271,-0.6216229999999999,?,0.354073,0.595112,-0.11034000000000001,0.530374,-0.500604,1.058951,-0.12979200000000002,-0.231145,-0.35778699999999997,?,?,0.258025,-0.083526,-0.46413999999999994,-0.15168199999999998,?,0.931976,?,?,-0.057439,-0.44560200000000005,-0.746246,?,-0.9464629999999999,-0.98324,-0.652648,-0.868869,?,-0.848974,?,-0.68684,?,?,1.574401,?,0.812236,-0.352529,0.337509,-1.262749,?,-1.082827,-1.0442209999999998,-1.275752,-0.9956809999999999,?,?,?,-0.68566,?,-0.751553,41.9,12.48
