@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real


@data

?,7.835325,?,0.984049,-1.4995459999999998,-2.094097,0.5760000000000001,-1.205671,?,-0.425598,-0.105672,1.7288849999999998,1.788986,?,-1.109353,0.537904,-0.11536800000000001,5.0695120000000005,?,0.8208690000000001,?,?,0.8592860000000001,2.0590650000000004,0.266773,1.1929319999999999,-1.4210909999999999,?,-1.288109,1.4587379999999999,?,-0.092678,-0.571314,-0.14263399999999998,?,3.099077,0.31727,-0.13058,?,-0.173489,?,-0.300817,0.47108900000000004,?,-0.979124,-0.679165,0.135963,-1.094049,?,-0.7520020000000001,-0.6607149999999999,1.3197290000000002,1.094839,?,-0.8953709999999999,-0.734962,?,?,-0.944584,?,-1.504263,?,-1.018726,-0.174878,?,?,-0.9147719999999999,?,-15.75,-47.95
0.22576300000000002,-0.094169,?,0.497745,?,0.29028000000000004,-0.077659,-0.8873850000000001,0.432062,?,0.029105000000000002,?,-0.034418000000000004,?,-1.587712,-0.134767,?,?,?,?,?,?,-0.36999699999999996,-0.36039699999999997,?,?,?,0.263,0.074617,0.277973,?,0.9789959999999999,0.586847,?,?,0.9435870000000001,-0.402494,0.058298,-0.221967,-0.302481,-0.539966,0.179847,-0.634147,?,-0.441251,-0.342925,0.628843,0.212837,?,-0.44028999999999996,-0.15706199999999998,1.627259,1.9895450000000001,?,-0.176835,0.406589,-0.623764,?,-0.08264500000000001,-0.947933,?,-0.465077,-0.157861,-0.15718900000000002,0.38095100000000004,1.088478,-0.12359500000000001,1.391141,?,-23.51
-0.692525,-0.5178010000000001,-0.788035,?,-0.907214,0.8802129999999999,?,-0.6948949999999999,-0.901869,?,-0.9038930000000001,-0.791393,-1.6674630000000001,-0.334004,-0.151747,?,?,-0.6724760000000001,-0.46310200000000007,-0.747421,?,0.305318,0.5515369999999999,-0.705611,-0.301218,?,0.062184,0.36656500000000003,0.8700979999999999,1.483239,?,1.568182,1.743709,?,-0.694375,-0.285767,-0.29177800000000004,-0.274901,-0.35129699999999997,0.43917,-0.663293,0.056928,0.801809,0.326462,?,?,?,0.472009,1.060355,1.070834,0.408001,-0.654047,0.264883,?,-0.405171,0.170239,0.06726,-1.1986569999999999,-0.7979539999999999,?,-0.637167,?,0.217914,2.718442,0.9729190000000001,2.081069,1.3757629999999998,1.063847,?,?
-0.7355619999999999,?,2.058215,0.716328,-0.011393,?,1.497982,0.11475199999999999,0.692847,?,0.024625,0.429205,?,0.400389,0.519513,0.509497,1.303073,?,0.001966,2.255016,0.33208200000000004,-0.051894,?,1.169377,-0.733187,0.672438,0.979776,0.39064699999999997,-0.519658,?,?,?,-0.058874,?,?,1.254224,2.535289,0.53778,0.19025999999999998,-0.156088,0.7077289999999999,-1.0731549999999999,?,-0.663483,?,-0.203572,-0.200971,1.212091,?,0.609952,?,2.301748,2.547275,1.485531,-0.17918199999999998,0.11203800000000001,0.9831219999999999,0.788367,-0.8056260000000001,?,?,?,-0.724247,-1.0206870000000001,-0.75138,-0.38500500000000004,-0.012326,-0.39219699999999996,9.03,?
0.570272,0.27315700000000004,?,?,?,-0.869295,?,-0.40167600000000003,-0.8726389999999999,?,-0.287746,1.8246380000000002,?,-0.229361,?,0.278767,0.06023099999999999,0.035642,-0.044704,-0.718237,?,?,-1.301985,?,?,-0.57933,-0.772117,-0.371718,?,?,0.6827310000000001,0.8671770000000001,0.769446,1.226698,0.557925,0.17558800000000002,-0.32463800000000004,?,?,-0.415299,1.094179,?,-0.479234,0.239411,-0.388596,-0.013394,0.5170859999999999,0.12062200000000001,?,?,?,0.984157,0.279686,-0.784654,-0.07859400000000001,-0.250279,-1.1693049999999998,-0.052780999999999995,-0.180181,-0.500785,-0.9194629999999999,-0.667912,-0.8201719999999999,-0.19048800000000002,?,?,0.271838,1.289783,34.03,?
?,?,-0.703441,0.188652,-0.270353,?,0.46776599999999996,?,-0.49650500000000003,?,?,-0.25838099999999997,1.944521,-1.0372350000000001,0.250967,?,?,1.2089370000000002,1.136594,-0.499356,?,0.7070960000000001,?,0.45177399999999995,?,?,?,-0.626188,-0.09415499999999999,-0.057997,?,-0.289063,?,-0.42261800000000005,1.7917130000000001,1.39226,-0.166716,0.29089299999999996,0.28494,1.040583,0.056155,1.119458,1.65977,?,0.164696,?,-0.241382,?,-0.454603,-0.398362,0.224597,?,2.8565099999999997,?,-0.196953,?,?,0.728226,?,?,0.501017,-0.354263,0.445184,0.060328,0.075293,-0.17038699999999998,-0.5061869999999999,-0.00847,12.65,-8.0
?,-0.310082,-0.7568159999999999,0.839033,-0.19667,1.153469,-0.47397399999999995,?,-0.10532799999999999,1.3650010000000001,-1.7863529999999999,-1.681866,-1.83653,?,1.324338,-1.292025,?,0.23400300000000002,0.192691,-0.503408,?,1.1077549999999998,1.071172,1.600782,0.542038,2.716828,?,?,3.124184,?,-0.30809899999999996,0.783713,-0.401309,-0.57936,1.255379,?,-0.546966,?,-0.26442899999999997,0.537875,0.639666,0.30438699999999996,0.219421,0.5258010000000001,-0.166239,?,?,?,?,-0.8832129999999999,?,2.1741490000000003,2.342965,0.11981199999999999,-0.726718,-0.25813,0.032481,0.606023,0.036321,?,0.473937,-0.43384300000000003,0.813016,?,-0.9361229999999999,-0.280096,-0.995073,-0.872726,12.65,-8.0
-0.50384,-0.63308,-0.142764,?,0.259608,0.338967,-0.19679100000000002,?,0.93385,?,?,0.066638,0.110161,-0.33842,?,-0.39371300000000004,-0.464238,0.204039,-0.070484,?,-0.28722800000000004,-0.060066999999999995,-0.014403999999999998,?,?,0.058382,-0.234756,?,0.106773,?,?,-0.19157000000000002,-0.707671,-0.602817,0.562453,0.41624399999999995,?,-0.010920000000000001,?,0.520563,0.455719,-0.256288,?,?,?,?,-0.30205,-0.584585,?,?,?,1.729984,1.262536,?,-0.19997,-0.5193939999999999,0.32218600000000003,0.257511,0.398013,-0.297578,?,-0.315558,0.329131,-0.136452,-0.123053,?,?,?,14.66,-17.41
0.358054,?,-0.418566,?,0.160657,-0.046321,?,0.53456,?,?,?,?,-0.698096,?,-0.043816,-1.296258,-0.250795,0.301849,?,?,-0.277438,?,?,-0.618837,-1.232046,-0.547585,-0.634372,-0.9214389999999999,?,?,-0.343827,-0.534766,?,?,?,0.749075,-0.566006,0.556556,?,?,?,-1.1676360000000001,-0.948876,?,-0.760429,-0.723658,-0.41112299999999996,?,?,-0.8289200000000001,?,2.02009,?,-0.54381,-0.2449,0.22960100000000003,-0.44277700000000003,-1.032297,-0.9762850000000001,?,?,?,-1.1168850000000001,-1.043855,-0.9221809999999999,-0.870768,-0.8340120000000001,-0.929364,52.5,?
-0.9057719999999999,-0.576675,-0.7154659999999999,-0.60378,0.247513,1.131966,?,0.129503,1.017126,1.1909999999999998,?,-0.42876899999999996,0.069222,-0.681996,1.290348,-0.145094,-0.89865,-0.8621280000000001,-0.48049,-0.806471,-0.406467,0.354059,-0.665856,-0.932781,?,-0.004336,-0.534425,-0.328952,-0.750312,-0.799325,?,-1.07144,-0.914841,-1.0227680000000001,-0.662961,0.308584,?,-0.842376,0.871609,?,?,?,0.106748,0.217741,?,-0.6176189999999999,-1.066196,?,?,-0.836516,?,-0.697108,0.453316,?,0.091736,0.9683440000000001,0.102125,-0.224016,-0.048418,?,-0.42595500000000003,?,-1.111613,-0.937458,?,-1.092478,-0.9713620000000001,-0.999936,?,69.21
