@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,?,n,t,p,f,c,n,?,e,e,?,?,w,?,?,o,p,k,s,u,p
x,?,y,t,?,?,c,b,k,e,c,?,?,?,w,w,?,p,n,?,g,?
?,?,w,t,l,f,c,?,n,e,?,?,?,w,w,w,?,p,n,n,m,e
x,y,?,t,?,f,c,?,?,e,?,?,s,w,w,w,?,?,k,s,u,p
x,s,?,f,?,f,w,?,?,t,e,?,?,w,w,?,?,e,n,a,?,e
x,y,y,?,a,f,c,b,n,e,c,s,s,?,?,w,o,?,k,?,g,e
?,?,w,t,?,f,c,b,g,e,c,?,s,?,w,w,o,p,k,n,m,e
?,y,w,t,l,f,?,b,?,?,c,s,s,w,w,w,o,p,n,s,?,e
x,y,w,t,p,?,?,n,p,?,?,s,s,w,w,?,o,p,k,v,g,p
b,s,y,t,?,f,c,b,g,?,c,?,s,?,w,w,?,?,?,s,m,?
?,y,y,t,?,?,c,b,g,e,c,?,s,w,w,w,o,p,?,n,g,e
x,y,y,t,a,f,c,b,n,e,c,?,s,w,?,w,o,p,k,?,m,e
b,s,y,t,a,f,?,?,?,?,c,s,?,w,w,w,o,?,n,s,g,e
?,y,?,t,?,f,c,?,k,e,?,s,s,?,?,w,?,p,?,v,u,?
x,f,?,?,n,f,?,?,n,?,e,s,?,w,w,w,?,e,k,?,g,?
s,?,g,f,n,?,?,?,k,?,?,s,?,?,?,?,o,p,?,y,?,e
?,f,w,f,n,?,w,?,k,t,?,?,s,w,w,?,?,e,?,a,?,e
?,?,?,t,p,f,c,?,?,e,?,s,s,w,w,w,o,p,k,s,g,p
?,y,w,t,?,f,c,n,?,e,e,?,s,w,?,w,o,p,n,s,?,?
?,s,n,?,?,f,?,?,k,?,?,s,?,?,w,w,o,?,n,s,?,?
b,?,?,t,a,?,?,b,?,e,c,s,?,?,w,w,o,?,n,s,?,?
x,y,n,?,p,f,?,?,n,e,?,s,s,w,w,w,?,?,n,v,g,p
b,y,y,?,l,f,?,b,k,e,?,?,s,?,w,w,?,?,n,?,m,?
b,y,?,?,a,?,c,b,w,e,c,s,s,w,?,w,o,?,?,?,m,?
b,s,w,?,?,f,?,?,g,?,?,s,s,?,?,w,?,p,k,?,?,e
?,s,w,?,p,?,c,?,?,e,e,?,?,w,w,w,o,p,n,v,?,p
x,?,?,?,a,f,c,b,n,?,c,?,s,w,w,w,o,p,n,n,?,e
?,y,w,t,?,f,c,?,w,?,c,?,s,w,w,w,o,p,n,n,m,e
f,?,?,f,?,?,c,?,k,e,e,s,?,?,w,?,o,p,k,y,?,e
?,s,?,?,a,?,w,n,n,t,?,?,s,w,w,w,o,?,?,?,d,e
?,?,y,t,?,f,c,?,g,?,?,?,?,?,?,?,?,?,n,?,m,e
?,y,w,t,p,?,c,n,k,?,?,s,s,w,?,w,?,p,?,s,u,p
?,y,?,t,?,?,c,b,n,e,?,s,s,w,?,w,?,p,n,n,m,?
x,y,n,?,?,f,c,b,p,?,?,s,y,w,w,?,o,?,?,?,p,?
?,y,y,t,l,f,?,?,n,?,?,s,?,w,?,?,o,p,?,s,m,e
x,?,?,?,?,?,w,?,w,t,b,?,s,w,?,w,o,p,?,v,?,e
s,?,g,?,n,f,c,?,k,e,e,?,s,?,?,w,?,p,k,v,?,?
?,?,n,?,p,?,c,n,w,e,?,?,s,w,w,w,o,p,?,s,?,p
x,f,y,?,?,f,?,n,p,t,b,s,?,w,w,w,o,p,n,v,d,?
b,s,y,t,l,f,?,?,?,e,?,?,s,?,?,?,?,p,k,s,m,?
b,y,y,t,a,?,c,?,?,e,?,?,s,?,w,w,o,?,n,?,g,e
x,?,y,?,?,?,?,b,?,e,r,s,?,w,?,w,o,p,?,?,?,e
x,?,n,f,?,f,c,?,?,e,e,?,s,?,w,w,?,?,k,y,u,e
x,y,w,?,?,f,?,n,p,?,?,s,s,?,w,w,?,?,n,v,g,?
x,?,?,?,a,?,?,?,?,e,?,s,s,?,w,w,o,?,?,n,m,e
?,y,?,t,a,f,?,?,n,?,?,?,?,w,w,w,?,?,n,n,?,e
x,?,y,t,l,f,c,b,k,?,c,s,s,w,w,w,?,p,?,s,m,?
x,s,w,?,l,?,?,b,w,e,c,?,s,w,?,?,?,p,n,n,m,e
?,?,y,t,l,?,c,b,n,e,?,s,y,w,w,w,?,p,n,s,p,?
?,y,y,t,l,f,?,?,w,e,r,?,y,?,w,w,o,p,?,s,p,?
?,?,n,t,a,f,?,b,?,e,?,s,?,w,w,?,?,p,k,s,g,?
x,s,w,t,l,f,c,b,k,e,?,s,s,w,w,?,?,p,k,s,g,e
b,s,w,?,?,f,c,?,?,e,?,s,s,?,w,?,?,?,n,n,m,?
x,?,?,?,p,f,c,n,?,e,e,?,?,w,w,w,o,p,?,v,u,?
x,s,?,t,?,?,c,n,k,e,e,s,s,?,?,w,o,p,k,v,u,?
b,?,y,?,a,?,c,b,w,?,?,s,?,w,?,w,o,?,?,?,m,e
f,f,?,f,n,f,?,b,n,?,?,s,?,w,?,?,o,e,n,a,g,e
?,s,?,?,a,f,c,?,?,?,c,s,s,w,?,w,o,?,n,n,?,?
?,s,y,t,l,f,?,b,k,e,?,s,s,w,w,?,o,?,k,?,?,e
x,?,n,t,a,?,c,b,?,?,?,?,?,w,?,w,o,?,?,y,p,e
?,?,g,f,n,?,c,?,k,?,e,s,s,w,w,?,o,?,n,?,?,?
b,y,y,t,?,f,c,b,?,?,?,s,?,?,w,?,o,?,n,?,?,e
b,?,y,t,?,f,?,b,g,?,?,s,?,w,?,w,?,?,?,?,?,?
?,y,y,?,l,f,c,b,?,e,?,s,?,?,w,w,o,?,?,?,?,e
b,y,w,t,l,f,c,?,n,?,c,s,s,?,?,?,?,p,?,?,g,?
?,s,?,f,?,?,?,b,?,?,e,s,s,?,?,?,o,?,k,?,?,?
x,s,w,?,l,?,?,b,?,e,c,s,?,w,w,w,o,?,k,s,g,e
?,?,?,t,?,?,c,?,?,?,r,?,y,w,w,w,o,p,n,?,?,?
x,y,y,t,a,f,c,?,?,e,c,?,?,?,w,w,o,?,k,n,g,e
?,f,?,?,n,f,?,?,?,?,e,s,?,w,?,?,o,?,n,v,u,e
f,?,y,?,l,?,?,n,?,t,b,?,s,w,w,w,?,?,?,?,d,?
b,y,w,t,?,f,c,?,g,?,c,?,s,?,w,w,?,p,n,?,m,e
?,f,?,t,l,f,w,n,w,t,b,s,?,?,w,?,o,?,?,v,?,e
?,?,n,t,a,?,?,b,?,?,?,s,y,w,w,?,o,p,k,?,?,?
b,?,y,?,a,f,c,?,k,e,?,?,s,?,w,w,o,?,k,s,?,?
?,s,y,?,l,f,w,n,?,t,b,?,s,w,w,?,o,p,?,v,?,e
?,s,?,t,l,?,?,?,n,?,b,?,s,?,w,w,?,?,u,?,d,e
?,?,n,?,l,?,c,?,?,?,r,s,y,w,?,w,?,p,n,y,p,e
x,y,?,t,?,?,?,n,?,?,e,?,s,?,w,w,?,?,n,?,u,p
?,?,n,?,a,f,?,?,?,?,r,s,y,w,?,w,o,p,n,y,?,e
x,?,n,?,?,f,?,b,k,?,e,f,s,?,w,?,?,e,n,?,g,?
